city,enrollment,vaccinated,school_year,year,vac_pct,geoid,male_pct,female_pct,under_5_pct,5_9_pct,10_14_pct,15_19_pct,20_24_pct,25_34_pct,35_44_pct,45_54_pct,55_59_pct,60_64_pct,65_74_pct,75_84_pct,85_over_pct,median_age,hispanic_latino_pct,white_pct,black_pct,aian_pct,asian_pct,nhopi_pct,other_pct,median_income,insurance_pct,private_insure_pct,public_insure_pct,no_insurance_pct
La Canada Flintridge,5115.0,5014.0,2011-2012,2012,98.02541544477027,1600000US0639003,48.7,51.3,3.1,6.6,8.3,10.5,5.5,3.9,10.5,20.3,8.9,5.7,8.4,6.1,2.1,45.9,6.7,63.8,0.2,0.1,27.3,0.0,3.7,154947.0,93.7,87.6,18.5,6.3
La Crescenta-Montrose,6608.0,6477.0,2011-2012,2012,98.01755447941889,1600000US0639045,48.4,51.6,4.8,5.6,8.5,7.6,5.8,10.0,14.1,20.5,7.0,3.5,7.2,3.9,1.4,40.8,11.7,56.0,0.9,0.4,27.7,0.9,4.9,88995.0,89.8,80.0,17.9,10.2
La Habra,7802.0,7631.0,2011-2012,2012,97.80825429377083,1600000US0639290,49.5,50.5,7.2,7.2,7.9,7.8,7.3,15.8,13.5,13.7,5.8,3.5,5.0,3.7,1.6,33.2,59.3,29.1,1.9,0.4,7.3,0.1,3.6,60954.0,77.6,56.3,28.2,22.4
La Habra Heights,174.0,144.0,2011-2012,2012,82.75862068965517,1600000US0639304,49.4,50.6,5.0,8.0,6.7,10.7,4.4,2.5,12.8,18.6,7.4,4.0,10.2,6.6,3.1,44.9,19.5,59.6,0.5,0.0,15.8,0.2,7.8,119605.0,95.0,85.6,24.4,5.0
La Honda,21.0,20.0,2011-2012,2012,95.23809523809523,1600000US0639318,49.1,50.9,2.8,2.4,1.8,17.7,4.1,6.6,15.6,25.1,8.3,4.2,9.6,1.6,0.0,44.6,7.2,89.7,0.1,0.0,2.9,0.1,0.0,154650.0,100.0,91.9,15.3,0.0
La Mesa,9535.0,9214.0,2011-2012,2012,96.63345568956476,1600000US0640004,48.5,51.5,6.8,5.2,4.5,4.8,9.4,17.1,12.7,13.7,6.4,5.3,6.5,4.8,3.0,36.9,21.6,59.0,7.4,0.3,5.8,0.3,10.9,55744.0,84.3,70.0,25.2,15.7
La Mirada,4691.0,4607.0,2011-2012,2012,98.20933702835217,1600000US0640032,48.8,51.2,5.4,6.1,6.4,9.1,9.1,11.1,12.3,14.1,6.1,4.4,7.9,5.9,1.9,37.7,40.1,36.0,2.1,0.4,19.4,0.2,3.5,81319.0,87.0,72.5,23.4,13.0
La Palma,3995.0,3943.0,2011-2012,2012,98.69837296620776,1600000US0640256,46.7,53.3,4.6,5.1,6.7,8.0,6.7,9.2,14.3,16.9,6.5,6.1,9.9,4.6,1.6,40.9,13.4,32.2,4.2,0.5,45.6,0.3,7.6,87289.0,87.0,75.6,24.4,13.0
La Puente,11706.0,11501.0,2011-2012,2012,98.24876131898172,1600000US0640340,51.4,48.6,7.3,7.2,8.7,8.5,7.8,16.2,14.3,12.4,4.5,3.8,5.0,3.6,0.7,31.6,85.9,4.0,0.9,0.1,8.5,0.1,1.2,52886.0,72.2,43.3,32.9,27.8
La Quinta,5221.0,5149.0,2011-2012,2012,98.62095384026048,1600000US0640354,48.6,51.4,5.4,5.2,7.4,6.7,4.0,7.9,13.7,12.6,7.2,8.5,13.8,6.2,1.4,44.8,31.0,63.8,1.6,0.1,2.2,0.0,2.6,72099.0,88.1,73.5,31.0,11.9
La Selva Beach,419.0,407.0,2011-2012,2012,97.13603818615752,1600000US0640508,51.3,48.7,2.8,8.3,5.4,4.2,3.2,9.4,10.3,19.9,8.9,8.6,6.9,8.4,3.7,49.4,1.7,93.9,0.5,0.0,3.9,0.0,0.2,95991.0,94.6,84.2,25.3,5.4
La Verne,4922.0,4843.0,2011-2012,2012,98.39496139780577,1600000US0640830,49.4,50.6,4.2,6.0,6.3,8.0,7.6,10.4,11.7,16.1,6.1,6.8,9.8,5.0,2.1,42.0,31.2,53.5,3.5,0.1,8.9,0.0,5.4,76519.0,90.5,76.2,26.7,9.5
Ladera Ranch,1968.0,1798.0,2011-2012,2012,91.36178861788618,1600000US0639114,50.8,49.2,12.3,13.3,8.2,5.1,1.7,12.5,24.8,14.2,2.4,1.5,2.5,0.7,0.8,33.5,18.1,67.1,0.5,0.1,10.0,0.0,8.1,131893.0,98.0,92.2,8.7,2.0
Lafayette,3895.0,3768.0,2011-2012,2012,96.73940949935815,1600000US0639122,48.2,51.8,5.4,6.8,7.2,7.0,4.3,7.3,12.6,17.1,8.3,7.4,9.1,5.1,2.5,44.5,7.0,80.0,0.8,0.0,7.5,0.0,9.0,136438.0,97.0,92.2,18.6,3.0
Laguna Beach,2273.0,2062.0,2011-2012,2012,90.71711394632645,1600000US0639178,51.7,48.3,3.0,3.7,5.2,5.7,2.1,8.4,14.4,19.4,10.4,7.8,13.4,4.6,1.8,49.4,6.4,87.9,0.4,0.0,3.6,0.1,3.1,95020.0,92.2,83.7,22.5,7.8
Laguna Hills,2207.0,2121.0,2011-2012,2012,96.10330765745356,1600000US0639220,49.1,50.9,4.9,5.7,6.6,7.4,6.3,10.4,12.7,16.8,9.2,6.4,7.0,3.9,2.7,41.5,19.8,62.3,0.5,0.0,12.0,0.2,10.0,85594.0,86.9,74.6,19.7,13.1
Laguna Niguel,2921.0,2637.0,2011-2012,2012,90.27730229373502,1600000US0639248,48.2,51.8,4.7,6.4,6.2,7.2,5.0,10.0,13.0,18.0,9.1,7.6,7.4,3.9,1.4,43.3,12.7,72.6,1.8,0.2,8.9,0.3,6.9,100589.0,90.8,82.2,17.4,9.2
Laguna Woods,86.0,80.0,2011-2012,2012,93.02325581395348,1600000US0639259,35.3,64.7,0.1,0.0,0.0,0.1,0.1,0.3,0.4,4.0,6.5,10.6,24.3,30.2,23.4,76.4,4.6,83.1,0.9,0.0,10.2,0.1,1.8,36818.0,96.0,62.7,80.4,4.0
Lake Arrowhead,2057.0,1911.0,2011-2012,2012,92.9022848808945,1600000US0639444,50.4,49.6,5.4,6.1,7.0,6.0,4.1,7.9,9.9,17.1,7.4,11.1,13.2,2.9,1.8,47.6,24.4,72.6,1.2,0.6,0.8,0.0,1.0,57672.0,83.2,68.8,25.8,16.8
Lake Elsinore,10956.0,10775.0,2011-2012,2012,98.3479372033589,1600000US0639486,50.8,49.2,8.4,7.9,10.2,10.3,7.0,14.0,16.8,12.1,4.1,3.4,3.8,1.9,0.2,29.0,48.4,35.6,5.6,0.3,5.8,1.3,5.1000000000000005,62436.0,80.0,59.1,25.9,20.0
Lake Forest,6173.0,5854.0,2011-2012,2012,94.83233435930666,1600000US0639496,49.8,50.2,5.7,6.5,7.4,7.4,5.7,12.5,15.4,18.1,6.5,4.9,5.9,2.8,1.2,38.1,23.3,56.9,1.2,0.4,14.8,0.3,5.9,93127.0,89.1,79.2,16.2,10.9
Lake Hughes,249.0,233.0,2011-2012,2012,93.57429718875501,1600000US0639556,44.0,56.0,12.3,3.8,10.4,13.6,0.0,11.3,12.3,16.5,8.5,3.8,2.1,5.2,0.0,30.8,21.2,65.9,1.6,4.9,0.0,0.0,12.8,52969.0,91.6,73.5,35.9,8.4
Lake Isabella,854.0,820.0,2011-2012,2012,96.01873536299766,1600000US0639570,52.0,48.0,7.1,1.2,5.9,5.8,2.4,9.1,20.7,4.7,9.0,3.4,13.9,13.6,3.2,43.0,17.0,79.6,1.8,0.7,0.0,0.0,0.9,20621.0,82.6,30.9,67.1,17.4
Lake Mathews,10.0,0.0,2011-2012,2012,0.0,1600000US0639645,49.8,50.2,2.9,8.5,6.6,4.9,7.4,10.6,9.4,16.2,7.3,10.9,10.3,4.4,0.6,44.5,30.2,62.3,4.6,0.0,0.7,1.6,1.4,69595.0,85.2,69.3,25.6,14.8
Lakeport,984.0,915.0,2011-2012,2012,92.98780487804879,1600000US0639710,46.8,53.2,3.6,7.0,5.4,7.8,3.1,11.1,8.7,18.0,9.3,6.2,11.3,4.9,3.7,47.5,8.2,82.5,1.7,0.9,0.8,0.0,11.7,39877.0,89.9,65.4,40.2,10.1
Lakeside,4196.0,3966.0,2011-2012,2012,94.51858913250715,1600000US0639766,48.8,51.2,7.6,7.9,6.5,8.1,7.5,11.7,11.8,14.9,7.0,5.2,6.6,3.6,1.6,35.8,19.2,76.1,0.7,0.4,1.0,0.0,5.2,61222.0,88.2,71.6,27.3,11.8
Lakewood,12778.0,12580.0,2011-2012,2012,98.45046173110032,1600000US0639892,48.7,51.3,6.0,6.6,7.1,7.4,6.9,12.6,14.4,15.4,7.3,4.8,5.9,4.0,1.6,37.1,30.9,40.3,6.9,0.2,17.2,0.5,7.3,78876.0,87.6,74.8,21.5,12.4
Lamont,1347.0,1310.0,2011-2012,2012,97.25315515961395,1600000US0640088,51.0,49.0,11.3,9.2,10.7,9.7,10.4,16.1,10.6,11.9,3.7,1.7,3.3,0.9,0.6,24.3,95.4,3.2,0.0,0.1,0.9,0.1,0.6,34256.0,65.4,28.3,40.9,34.6
Lancaster,18332.0,17769.0,2011-2012,2012,96.92886755400393,1600000US0640130,50.2,49.8,8.3,7.8,8.8,8.5,7.5,13.5,13.4,14.3,5.3,4.3,4.7,2.7,1.1,31.5,37.5,35.1,18.9,0.6,5.3,0.2,4.700000000000001,51719.0,84.6,62.5,29.0,15.4
Larkspur,2201.0,2146.0,2011-2012,2012,97.50113584734211,1600000US0640438,45.8,54.2,4.7,5.4,5.9,4.5,1.7,10.2,13.0,16.9,8.7,6.7,11.3,6.7,4.1,46.2,8.5,83.8,1.0,0.2,3.4,0.8,4.199999999999998,86675.0,93.1,87.7,24.6,6.9
Las Flores (Orange County),3304.0,3116.0,2011-2012,2012,94.30992736077482,1600000US0640526,46.5,53.5,10.2,10.1,8.5,8.9,4.0,9.4,21.0,18.1,3.9,2.0,2.1,1.5,0.2,34.6,12.6,68.7,1.3,0.2,11.3,0.1,11.4,128301.0,93.6,91.6,4.4,6.4
Lathrop,2212.0,2208.0,2011-2012,2012,99.81916817359856,1600000US0640704,54.6,45.4,8.1,7.8,7.4,9.0,7.4,16.6,13.9,14.7,5.6,2.6,4.6,1.8,0.5,31.0,44.1,21.9,9.0,0.4,20.1,0.2,8.7,62255.0,80.2,61.7,23.8,19.8
Laton,422.0,417.0,2011-2012,2012,98.81516587677726,1600000US0640746,54.4,45.6,6.2,5.5,5.4,13.9,10.8,9.6,14.4,11.7,3.6,3.9,9.6,4.9,0.4,34.4,59.1,40.2,0.0,0.0,0.7,0.0,0.0,34500.0,81.8,47.0,42.3,18.2
Lawndale,7472.0,7379.0,2011-2012,2012,98.75535331905782,1600000US0640886,51.2,48.8,9.2,7.0,7.8,7.8,8.9,14.6,16.8,12.6,3.7,4.3,4.2,2.3,0.7,31.6,60.7,16.9,8.8,0.2,9.9,0.1,6.7,48727.0,69.2,44.7,28.3,30.8
Laytonville,237.0,213.0,2011-2012,2012,89.87341772151899,1600000US0640928,54.3,45.7,3.6,7.9,8.3,5.4,1.2,18.6,10.6,9.2,14.4,5.0,10.5,2.8,2.3,39.1,9.7,74.2,0.0,11.6,1.3,0.0,6.4,35391.0,73.0,25.9,55.4,27.0
Le Grand,651.0,650.0,2011-2012,2012,99.84639016897081,1600000US0641040,51.3,48.7,7.9,7.7,9.3,11.6,8.6,12.8,12.2,11.9,3.5,3.8,6.8,3.5,0.5,28.1,87.3,12.0,0.6,0.0,0.0,0.0,0.2,37095.0,80.3,43.2,43.1,19.7
Lebec,573.0,480.0,2011-2012,2012,83.7696335078534,1600000US0640956,49.2,50.8,15.5,11.3,7.8,8.1,8.5,15.0,9.6,14.0,1.0,6.4,2.9,0.0,0.0,21.9,38.1,58.9,0.0,3.0,0.0,0.0,0.0,60337.0,94.5,67.4,35.0,5.5
Lee Vining,51.0,51.0,2011-2012,2012,100.0,1600000US0640998,59.2,40.8,18.4,0.0,10.5,0.0,18.4,5.7,29.7,12.7,0.0,4.5,0.0,0.0,0.0,30.5,66.3,4.5,0.0,29.2,0.0,0.0,0.0,70172.0,51.0,39.4,11.6,49.0
Leggett,13.0,7.0,2011-2012,2012,53.84615384615385,1600000US0641026,56.0,44.0,8.0,16.0,10.0,0.0,0.0,16.0,0.0,20.0,8.0,14.0,0.0,8.0,0.0,43.0,8.0,92.0,0.0,0.0,0.0,0.0,0.0,26250.0,92.0,68.0,46.0,8.0
Lemon Cove,100.0,96.0,2011-2012,2012,96.0,1600000US0641110,44.9,55.1,11.8,2.1,11.8,5.9,2.1,7.0,10.2,22.5,4.3,11.2,2.1,3.2,5.9,41.9,19.3,66.8,7.5,0.0,2.1,0.0,8.6,29688.0,76.5,34.8,53.5,23.5
Lemon Grove,1693.0,1676.0,2011-2012,2012,98.99586532782044,1600000US0641124,49.8,50.2,6.2,6.1,6.8,9.6,7.8,13.0,13.8,12.9,6.6,4.4,6.6,4.0,2.2,35.4,44.7,34.9,9.8,0.2,6.0,0.6,7.1000000000000005,49986.0,78.9,56.8,31.1,21.1
Lemoore,4351.0,4299.0,2011-2012,2012,98.80487244311652,1600000US0641152,51.6,48.4,10.0,8.1,6.4,8.7,9.2,16.4,14.1,12.7,4.2,3.5,4.3,1.8,0.6,28.5,37.7,41.7,7.6,0.7,7.2,0.6,8.3,56258.0,81.2,64.3,26.0,18.8
Lemoore Station,323.0,320.0,2011-2012,2012,99.07120743034056,1600000US0641166,60.3,39.7,15.0,11.0,5.6,5.9,23.2,25.3,12.2,1.7,0.0,0.0,0.0,0.0,0.0,23.1,17.9,54.9,9.8,0.2,11.2,0.1,10.7,43180.0,99.2,97.4,5.0,0.8
Lennox,3228.0,3207.0,2011-2012,2012,99.34944237918215,1600000US0641180,51.9,48.1,8.3,7.8,10.2,8.9,8.3,16.8,15.3,10.7,5.0,3.4,3.3,1.1,0.9,28.9,90.8,2.4,5.5,0.6,0.5,0.0,0.4,36660.0,61.7,33.9,30.7,38.3
Leona Valley,45.0,44.0,2011-2012,2012,97.77777777777777,1600000US0641208,53.4,46.6,1.1,5.1,10.2,12.0,1.3,4.4,8.6,28.3,7.6,8.0,9.9,3.7,0.0,49.7,4.9,88.6,0.0,2.1,0.4,0.0,8.0,81154.0,85.6,80.6,16.8,14.4
Lewiston,10.0,9.0,2011-2012,2012,90.0,1600000US0641278,54.3,45.7,5.7,6.5,7.4,2.6,6.1,10.0,5.6,17.4,10.9,12.3,10.3,4.3,1.0,49.2,8.7,86.2,0.0,2.1,0.0,0.3,5.2,39395.0,79.5,51.4,41.6,20.5
Lincoln,5335.0,4399.0,2011-2012,2012,82.45548266166823,1600000US0641474,48.4,51.6,7.4,7.0,6.9,4.7,3.6,11.7,13.5,9.5,4.2,7.2,13.9,7.5,3.0,40.4,18.2,69.8,1.2,0.7,6.4,0.1,6.9,72921.0,91.0,79.8,33.7,9.0
Linden,886.0,867.0,2011-2012,2012,97.85553047404063,1600000US0641670,44.9,55.1,10.3,6.4,9.2,5.8,3.5,11.4,17.6,10.0,5.3,3.7,10.3,5.6,0.9,37.2,24.0,74.3,0.5,0.0,0.0,0.0,2.4,84871.0,92.7,86.8,21.2,7.3
Lindsay,1929.0,1882.0,2011-2012,2012,97.56350440642821,1600000US0641712,50.6,49.4,11.4,9.7,11.2,11.6,7.5,11.4,12.8,11.4,4.4,2.9,3.0,1.5,1.2,24.3,86.5,9.2,0.6,0.6,2.3,0.0,1.4,32090.0,74.1,29.3,49.2,25.9
Litchfield,81.0,70.0,2011-2012,2012,86.41975308641975,1600000US0641782,43.6,56.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.7,32.1,47.4,3.8,0.0,68.1,10.3,89.7,0.0,0.0,0.0,0.0,0.0,42344.0,100.0,83.3,67.9,0.0
Littlerock,2164.0,2034.0,2011-2012,2012,93.99260628465804,1600000US0641880,61.0,39.0,0.9,3.4,15.5,10.2,17.3,5.8,24.7,6.7,6.7,0.0,5.8,2.2,0.9,33.1,55.9,36.4,1.0,0.0,2.5,0.0,8.4,42617.0,74.8,61.0,17.7,25.2
Live Oak,2412.0,2380.0,2011-2012,2012,98.67330016583747,1600000US0641922,49.5,50.5,6.0,5.8,6.3,6.0,6.2,12.8,15.2,14.4,8.2,7.4,5.5,3.7,2.7,39.1,29.4,61.7,0.4,0.2,4.8,0.2,6.2,62338.0,84.2,67.4,25.9,15.8
Live Oak,2412.0,2380.0,2011-2012,2012,98.67330016583747,1600000US0641936,49.5,50.5,8.6,9.2,5.7,7.4,8.4,18.0,11.7,11.6,4.1,4.3,6.7,3.1,1.2,30.7,50.9,31.0,0.5,2.4,9.8,0.8,9.1,40640.0,67.8,38.6,36.0,32.2
Livermore,9138.0,8955.0,2011-2012,2012,97.99737360472751,1600000US0641992,50.7,49.3,7.2,6.8,6.6,6.3,6.2,11.8,15.4,17.6,6.3,5.2,5.8,3.6,1.2,38.6,19.7,65.8,2.0,0.2,9.3,0.4,5.2,97379.0,90.7,82.7,17.6,9.3
Livingston,2300.0,2293.0,2011-2012,2012,99.69565217391305,1600000US0642006,50.6,49.4,9.1,8.8,9.4,9.2,10.3,13.5,11.2,11.4,4.5,4.1,5.4,2.5,0.6,27.1,73.2,6.9,0.1,0.0,17.4,0.0,4.0,43887.0,76.4,45.7,36.3,23.6
Lockeford,55.0,53.0,2011-2012,2012,96.36363636363636,1600000US0642104,52.1,47.9,7.4,7.4,4.9,6.3,3.8,19.1,9.6,11.8,7.3,7.8,6.3,5.1,3.1,36.4,27.9,69.9,0.0,0.0,0.2,0.0,3.9,42806.0,79.8,51.4,38.9,20.2
Lockwood,58.0,52.0,2011-2012,2012,89.65517241379311,1600000US0642146,66.0,34.0,0.0,10.4,0.0,5.7,0.0,0.0,10.4,40.1,6.6,3.3,4.7,17.5,1.4,51.4,20.8,74.1,5.2,0.0,0.0,0.0,0.0,92250.0,100.0,93.7,30.4,0.0
Lodi,9152.0,8995.0,2011-2012,2012,98.28452797202797,1600000US0642202,48.7,51.3,7.1,7.5,8.3,8.1,7.3,12.2,12.4,13.5,5.7,4.6,6.2,4.4,2.6,34.5,35.1,54.1,1.5,0.5,6.9,0.1,3.5,49034.0,82.2,58.0,34.4,17.8
Loleta,32.0,27.0,2011-2012,2012,84.375,1600000US0642328,52.5,47.5,2.1,1.3,3.2,14.3,4.6,6.8,15.7,18.2,7.8,12.3,9.7,2.5,1.5,46.7,7.8,82.3,0.0,0.0,2.7,0.0,13.0,38365.0,80.7,52.2,39.2,19.3
Loma Linda,1068.0,1040.0,2011-2012,2012,97.37827715355806,1600000US0642370,48.4,51.6,5.3,5.4,5.1,5.3,8.9,19.0,12.6,12.9,5.5,5.6,6.0,4.8,3.6,36.0,25.2,37.5,7.8,0.0,26.3,0.0,5.9,58040.0,83.0,65.4,27.2,17.0
Lomita,2323.0,2271.0,2011-2012,2012,97.76151528196297,1600000US0642468,47.5,52.5,8.2,4.7,6.2,5.4,6.0,13.1,15.5,17.7,5.5,5.4,6.9,3.2,2.1,39.5,39.0,36.6,1.9,0.2,15.5,0.8,11.7,62899.0,81.1,64.2,23.5,18.9
Lompoc,5052.0,4978.0,2011-2012,2012,98.53523357086303,1600000US0642524,52.9,47.1,8.1,8.1,6.8,7.7,8.5,14.6,13.8,13.9,5.1,4.5,5.0,2.8,1.2,32.2,50.8,37.0,5.4,0.6,2.8,0.6,5.5,47177.0,81.2,50.4,40.4,18.8
London,69.0,69.0,2011-2012,2012,100.0,1600000US0642566,53.3,46.7,12.8,6.8,14.8,8.2,9.0,17.6,12.7,8.5,3.4,1.7,3.0,1.2,0.3,24.3,95.2,3.0,0.0,0.0,1.8,0.0,0.0,26683.0,71.4,20.3,53.3,28.6
Lone Pine,306.0,303.0,2011-2012,2012,99.01960784313727,1600000US0642580,58.0,42.0,8.9,6.8,7.3,7.3,3.9,16.0,10.2,13.7,5.2,4.3,6.9,6.7,2.9,34.8,22.1,63.3,1.3,10.3,2.9,0.0,0.2,36087.0,75.7,46.3,41.9,24.3
Long Barn,10.0,5.0,2011-2012,2012,50.0,1600000US0642622,28.2,71.8,15.3,0.0,0.0,19.6,0.0,18.6,18.3,17.3,4.3,6.6,0.0,0.0,0.0,33.8,0.0,100.0,0.0,0.0,0.0,0.0,0.0,24279.0,89.0,36.9,69.4,11.0
Long Beach,47867.0,46765.0,2011-2012,2012,97.69778761986338,1600000US0643000,49.5,50.5,7.3,6.6,7.0,7.8,8.4,15.5,14.7,13.5,5.4,4.6,5.0,3.0,1.4,33.2,40.8,29.0,13.1,0.3,12.5,0.8,7.0,52900.0,80.7,55.6,32.0,19.3
Loomis,2699.0,2531.0,2011-2012,2012,93.77547239718415,1600000US0643140,49.1,50.9,5.5,5.8,8.9,10.0,4.5,9.3,13.9,14.7,5.9,8.1,5.9,4.8,2.5,40.1,3.4,91.1,0.8,1.2,2.1,0.0,3.0,80160.0,89.5,82.7,19.6,10.5
Los Alamitos,6227.0,6102.0,2011-2012,2012,97.99261281515979,1600000US0643224,47.6,52.4,5.2,6.5,7.2,8.5,5.6,11.6,13.6,16.2,6.3,3.8,7.6,5.5,2.3,39.2,18.9,59.4,3.4,0.2,13.2,0.0,9.7,80449.0,90.4,79.9,21.0,9.6
Los Alamos,91.0,90.0,2011-2012,2012,98.9010989010989,1600000US0643252,50.4,49.6,6.2,7.6,7.7,7.1,8.0,7.5,12.5,16.0,7.1,9.2,9.2,1.2,0.6,42.2,44.7,49.6,0.0,1.4,3.1,0.0,2.4,70625.0,81.0,63.6,28.1,19.0
Los Altos,5022.0,4830.0,2011-2012,2012,96.1768219832736,1600000US0643280,49.1,50.9,5.7,8.2,7.9,5.3,2.0,4.0,14.3,18.3,7.1,7.1,9.8,6.1,4.2,46.1,4.6,66.0,0.7,0.0,23.8,0.1,9.6,154821.0,97.8,92.4,19.8,2.2
Los Altos Hills,478.0,468.0,2011-2012,2012,97.90794979079497,1600000US0643294,49.1,50.9,3.4,5.1,8.7,6.8,2.9,6.1,9.3,17.5,9.0,10.0,9.7,8.8,2.8,48.9,2.0,62.3,0.1,0.0,34.3,0.0,2.6,196484.0,94.6,86.7,21.4,5.4
Los Angeles,386673.0,373930.0,2011-2012,2012,96.70445053055165,1600000US0644000,49.6,50.4,6.7,6.1,6.2,7.1,8.2,17.0,15.0,13.3,5.5,4.5,5.6,3.4,1.5,34.1,48.4,28.7,9.2,0.2,11.3,0.2,4.1,49745.0,74.2,50.0,30.1,25.8
Los Banos,5851.0,5778.0,2011-2012,2012,98.75235002563664,1600000US0644028,49.4,50.6,8.8,9.1,10.6,9.5,7.7,12.1,13.0,13.2,4.5,3.2,4.4,3.0,0.9,29.1,68.2,23.2,2.7,0.3,3.8,0.0,3.1,49131.0,79.0,49.2,36.6,21.0
Los Gatos,5172.0,4955.0,2011-2012,2012,95.80433101314772,1600000US0644112,46.2,53.8,6.0,7.3,7.1,4.8,3.0,8.5,15.5,16.5,6.4,6.0,9.4,6.8,2.8,43.8,6.1,79.8,0.8,0.4,9.7,0.2,5.7,121933.0,95.6,88.6,22.6,4.4
Los Molinos,407.0,388.0,2011-2012,2012,95.33169533169533,1600000US0644140,48.8,51.2,7.0,6.4,4.3,9.1,2.1,15.2,12.6,18.1,3.7,5.8,9.6,5.2,0.8,38.2,27.4,67.7,0.0,0.7,0.0,0.0,8.6,29870.0,79.8,37.7,59.5,20.2
Los Olivos,688.0,624.0,2011-2012,2012,90.69767441860465,1600000US0644168,48.5,51.5,1.1,3.2,7.3,9.7,2.3,3.3,7.9,26.6,9.2,5.2,12.6,5.5,6.2,52.0,3.5,94.2,0.0,0.4,0.4,0.0,2.8,83750.0,94.4,86.2,27.5,5.6
Los Osos,648.0,586.0,2011-2012,2012,90.4320987654321,1600000US0644182,49.2,50.8,5.6,4.0,4.1,5.3,6.0,11.7,12.1,13.9,10.3,8.2,8.8,5.5,4.6,45.9,14.2,75.1,0.3,0.0,5.9,0.0,8.8,57683.0,86.8,75.0,27.4,13.2
Lost Hills,204.0,204.0,2011-2012,2012,100.0,1600000US0644280,58.5,41.5,14.4,11.7,9.4,8.8,13.1,17.1,11.6,8.6,1.5,1.3,1.7,0.5,0.3,21.4,98.9,1.1,0.0,0.0,0.0,0.0,0.0,29348.0,61.6,13.9,49.1,38.4
Lower Lake,1146.0,1073.0,2011-2012,2012,93.63001745200698,1600000US0644350,51.4,48.6,5.7,0.6,2.0,4.0,6.9,13.7,11.7,24.4,8.6,3.7,10.5,7.4,0.7,47.1,17.3,67.0,0.0,14.1,0.5,0.0,2.2,35800.0,85.1,49.2,54.8,14.9
Loyalton,220.0,207.0,2011-2012,2012,94.0909090909091,1600000US0644364,48.4,51.6,11.2,5.9,4.9,2.2,5.0,10.9,13.7,9.5,10.2,6.7,14.1,4.5,1.2,43.8,15.1,82.1,1.3,1.2,0.2,0.0,0.0,50904.0,90.1,73.3,32.1,9.9
Lucerne,102.0,85.0,2011-2012,2012,83.33333333333334,1600000US0644406,46.4,53.6,5.0,5.7,5.4,8.4,3.8,7.2,7.6,19.1,5.0,9.8,15.3,5.3,2.4,50.2,7.7,71.8,3.5,14.3,0.4,0.0,4.6,25474.0,69.6,34.5,49.5,30.4
Lucerne Valley,462.0,417.0,2011-2012,2012,90.25974025974025,1600000US0644420,49.9,50.1,7.6,5.4,6.0,9.9,5.7,11.4,11.0,13.9,8.5,7.1,7.7,4.3,1.4,35.8,26.8,59.8,9.0,2.5,1.2,0.0,1.4,30142.0,75.8,42.0,43.6,24.2
Lynwood,8886.0,8572.0,2011-2012,2012,96.46635156425837,1600000US0644574,47.6,52.4,8.4,8.6,9.6,10.1,9.0,14.6,15.2,11.5,4.0,2.9,3.6,1.8,0.7,27.9,87.9,2.4,8.3,0.0,0.8,0.0,1.0,42723.0,66.6,34.5,34.6,33.4
Macdoel,42.0,35.0,2011-2012,2012,83.33333333333334,1600000US0644812,60.7,39.3,0.0,4.4,11.2,2.9,23.3,32.0,4.9,16.5,4.9,0.0,0.0,0.0,0.0,30.5,75.7,22.3,0.0,0.0,0.0,0.0,3.8,53125.0,56.8,51.9,4.9,43.2
Madera,13316.0,13026.0,2011-2012,2012,97.8221688194653,1600000US0645022,51.1,48.9,10.4,9.7,9.5,8.9,8.3,15.1,12.8,9.3,3.8,3.5,4.8,2.8,1.2,27.2,75.9,17.4,2.6,0.4,2.4,0.1,2.0,43240.0,76.4,37.0,46.3,23.6
Madison,47.0,46.0,2011-2012,2012,97.87234042553192,1600000US0645064,46.4,53.6,0.0,10.5,2.7,12.2,7.0,7.5,7.7,31.2,3.7,6.7,5.2,0.0,5.5,45.8,88.8,11.2,0.0,0.0,0.0,0.0,0.0,32813.0,63.8,33.7,30.2,36.2
Magalia,437.0,403.0,2011-2012,2012,92.21967963386729,1600000US0645120,49.8,50.2,2.9,5.3,7.8,6.1,6.4,8.3,12.4,12.6,6.2,7.1,12.6,9.2,3.0,45.7,7.3,87.0,0.0,1.1,1.5,0.0,6.0,37645.0,84.4,57.5,49.8,15.6
Malibu,1543.0,1451.0,2011-2012,2012,94.03758911211925,1600000US0645246,51.0,49.0,3.0,5.2,7.2,8.7,7.9,5.0,11.7,16.6,10.2,5.9,8.3,6.5,3.7,45.6,6.1,84.6,1.6,0.7,3.8,0.0,6.4,135530.0,94.0,87.2,20.0,6.0
Mammoth Lakes,642.0,622.0,2011-2012,2012,96.88473520249221,1600000US0645358,51.6,48.4,6.4,7.1,6.2,7.3,10.1,15.8,13.8,13.9,5.7,7.0,4.5,1.2,0.8,33.3,35.1,63.3,0.7,0.2,0.5,0.3,0.0,59972.0,75.1,57.9,23.8,24.9
