city,enrollment,vaccinated,school_year,year,vac_pct,geoid,male_pct,female_pct,under_5_pct,5_9_pct,10_14_pct,15_19_pct,20_24_pct,25_34_pct,35_44_pct,45_54_pct,55_59_pct,60_64_pct,65_74_pct,75_84_pct,85_over_pct,median_age,hispanic_latino_pct,white_pct,black_pct,aian_pct,asian_pct,nhopi_pct,other_pct,median_income,insurance_pct,private_insure_pct,public_insure_pct,no_insurance_pct
Westminster,3164.0,3069.0,2014-2015,2015,96.99747155499368,1600000US0684550,49.4,50.6,4.8,5.0,6.5,6.6,7.1,13.0,13.5,15.0,6.6,5.7,8.5,5.7,1.9,40.7,23.2,24.5,0.8,0.3,48.1,0.6,5.2,53455.0,84.6,52.0,39.3,15.4
Westmorland,131.0,128.0,2014-2015,2015,97.70992366412213,1600000US0684606,46.1,53.9,8.7,10.7,8.7,8.7,4.3,14.6,8.3,10.3,6.3,6.1,5.8,5.8,1.7,28.4,89.9,6.6,2.2,1.3,0.0,0.0,0.0,22452.0,77.9,14.8,66.8,22.1
Westwood,53.0,41.0,2014-2015,2015,77.35849056603774,1600000US0684928,53.8,46.2,9.7,5.8,5.8,5.9,8.5,11.7,10.2,12.4,10.7,5.8,6.3,6.8,0.6,37.1,7.4,88.5,0.0,1.9,0.0,0.0,4.6,34464.0,87.0,59.2,45.4,13.0
Wheatland,319.0,313.0,2014-2015,2015,98.11912225705329,1600000US0685012,52.4,47.6,4.4,4.5,10.1,9.5,6.4,15.3,13.5,16.6,8.0,3.6,4.7,2.6,0.6,34.3,20.5,65.1,3.0,0.2,7.2,0.0,8.0,63521.0,89.5,67.0,31.7,10.5
Whittier,6850.0,6555.0,2014-2015,2015,95.69343065693431,1600000US0685292,48.7,51.3,6.3,6.3,6.7,8.0,8.1,13.9,14.3,13.7,5.6,4.6,6.2,4.0,2.2,35.6,67.5,25.3,1.1,0.2,4.1,0.1,2.8000000000000003,66457.0,87.3,67.3,27.5,12.7
Wildomar,1238.0,1179.0,2014-2015,2015,95.23424878836833,1600000US0685446,51.3,48.7,6.6,7.0,6.7,9.1,7.8,14.0,12.2,13.1,6.8,6.1,5.8,3.3,1.6,33.8,40.0,48.0,4.4,0.5,4.5,0.4,4.1,62489.0,83.2,58.6,33.1,16.8
Williams,315.0,310.0,2014-2015,2015,98.4126984126984,1600000US0685586,54.4,45.6,6.4,7.1,7.4,8.2,8.7,15.8,13.6,13.0,5.2,5.6,5.3,2.8,0.9,33.4,76.2,20.2,0.3,0.2,2.8,0.0,0.6,52484.0,75.7,40.4,41.4,24.3
Willits,338.0,292.0,2014-2015,2015,86.3905325443787,1600000US0685600,43.5,56.5,7.6,5.8,3.4,4.9,8.6,9.6,8.4,13.8,11.0,8.6,9.1,6.4,2.7,46.4,18.7,73.8,0.1,2.9,0.7,0.0,7.6,30678.0,83.1,42.3,52.6,16.9
Willow Creek,71.0,59.0,2014-2015,2015,83.09859154929578,1600000US0685642,56.5,43.5,5.4,8.3,5.1,0.6,7.0,13.1,14.6,12.8,11.9,11.5,7.2,2.4,0.0,41.3,12.0,70.8,0.0,3.5,0.0,0.8,25.6,32778.0,76.7,41.9,43.6,23.3
Willows,141.0,132.0,2014-2015,2015,93.61702127659575,1600000US0685684,52.0,48.0,7.1,7.4,8.4,8.8,6.3,12.2,13.9,13.7,3.0,6.4,6.0,5.0,1.6,34.3,31.9,56.0,2.5,3.5,3.0,0.0,6.4,39274.0,82.0,57.3,37.5,18.0
Wilton,49.0,44.0,2014-2015,2015,89.79591836734694,1600000US0685880,46.9,53.1,2.4,4.2,9.2,5.9,5.3,9.4,8.0,16.9,10.9,10.1,9.5,6.2,2.1,49.1,13.3,71.7,2.2,0.4,5.9,0.1,11.9,94129.0,94.2,85.1,27.8,5.8
Winchester,743.0,692.0,2014-2015,2015,93.13593539703902,1600000US0685894,51.6,48.4,3.3,3.4,9.1,7.3,11.1,7.8,12.1,22.6,4.7,3.5,13.0,1.6,0.5,41.7,26.1,67.4,1.3,0.0,1.3,0.0,8.0,58103.0,85.0,52.8,36.0,15.0
Windsor,901.0,882.0,2014-2015,2015,97.89123196448391,1600000US0685922,50.6,49.4,5.4,7.5,6.7,8.6,5.3,10.3,12.7,16.4,6.8,6.0,7.7,5.1,1.6,39.9,30.4,62.6,0.2,0.7,3.7,0.0,4.1,85291.0,90.6,75.3,26.1,9.4
Winterhaven,160.0,144.0,2014-2015,2015,90.0,1600000US0686020,52.6,47.4,18.7,0.0,0.0,8.2,0.0,0.0,0.0,32.7,0.0,5.3,12.3,22.8,0.0,53.8,8.2,40.4,0.0,31.0,0.0,0.0,41.0,,94.7,5.3,89.5,5.3
Winters,404.0,396.0,2014-2015,2015,98.01980198019803,1600000US0686034,49.2,50.8,5.2,7.1,5.8,6.9,6.5,15.2,11.1,14.3,11.0,6.3,7.1,2.6,0.8,38.3,51.1,43.6,0.8,1.1,1.6,0.0,3.6,66959.0,88.9,71.8,27.5,11.1
Winton,562.0,555.0,2014-2015,2015,98.75444839857651,1600000US0686076,50.5,49.5,10.1,10.1,11.2,10.3,7.8,13.0,11.0,13.8,3.5,3.5,2.9,2.2,0.4,25.4,74.2,16.3,2.6,0.1,5.4,1.0,0.8,41118.0,80.7,37.2,51.0,19.3
Woodacre,11.0,11.0,2014-2015,2015,100.0,1600000US0686216,49.8,50.2,1.0,3.9,5.1,3.1,4.7,2.8,7.4,20.6,11.3,15.4,16.1,3.6,4.9,55.5,6.3,90.9,0.0,0.0,2.3,0.0,1.0,77500.0,95.0,79.5,31.4,5.0
Woodlake,509.0,508.0,2014-2015,2015,99.80353634577604,1600000US0686300,49.0,51.0,11.9,10.1,5.7,9.0,10.0,12.2,10.4,11.3,6.4,5.2,3.6,3.6,0.6,26.8,86.5,10.4,0.4,0.0,0.7,0.0,3.8,32266.0,85.1,37.8,53.8,14.9
Woodland,2692.0,2605.0,2014-2015,2015,96.76820208023774,1600000US0686328,49.0,51.0,7.1,7.1,7.5,7.5,7.0,13.7,13.1,13.9,5.8,5.2,6.6,3.4,2.2,35.1,47.4,41.7,0.8,0.4,7.6,0.2,3.8,55893.0,86.5,62.6,34.0,13.5
Woodside,258.0,256.0,2014-2015,2015,99.2248062015504,1600000US0686440,47.8,52.2,3.3,8.2,6.7,6.8,2.8,4.3,8.4,18.7,10.5,7.2,11.9,7.0,4.1,50.0,6.8,84.7,0.0,0.0,6.4,0.0,3.9,,97.1,85.7,24.4,2.9
Wrightwood,79.0,76.0,2014-2015,2015,96.20253164556962,1600000US0686594,49.2,50.8,9.5,7.9,7.2,7.6,3.9,14.6,13.0,14.7,5.7,3.5,10.9,1.0,0.4,34.3,14.1,82.3,0.0,0.4,0.0,0.0,6.4,55714.0,90.0,69.7,30.5,10.0
Yorba Linda,3783.0,3586.0,2014-2015,2015,94.79249273063705,1600000US0686832,49.4,50.6,5.4,6.0,7.5,6.8,5.9,9.4,12.2,17.2,8.3,6.8,9.0,3.6,2.0,42.8,16.8,60.8,1.1,0.2,17.6,0.1,6.800000000000002,117855.0,94.6,83.7,19.7,5.4
Yountville,46.0,46.0,2014-2015,2015,100.0,1600000US0686930,41.8,58.2,1.1,4.5,2.2,1.6,1.4,4.1,7.1,8.2,12.1,6.2,17.2,15.6,18.6,65.4,9.2,85.5,2.8,0.0,1.3,0.0,2.2,60417.0,93.0,79.1,45.0,7.0
Yreka,362.0,350.0,2014-2015,2015,96.68508287292818,1600000US0686944,46.1,53.9,9.3,7.5,5.8,5.4,5.4,14.2,9.8,10.1,6.1,6.2,10.3,6.6,3.2,37.4,11.0,72.4,1.2,4.3,2.2,1.2,15.0,28333.0,90.1,48.7,57.6,9.9
Yuba City,3563.0,3482.0,2014-2015,2015,97.7266348582655,1600000US0686972,49.8,50.2,6.9,8.2,6.4,7.8,7.6,13.6,12.7,13.0,5.5,5.0,7.2,4.1,1.9,34.5,28.8,45.1,2.5,0.6,17.9,0.4,9.2,50649.0,84.8,52.8,42.1,15.2
Yucaipa,1726.0,1635.0,2014-2015,2015,94.72769409038239,1600000US0687042,49.6,50.4,6.7,6.8,6.5,6.8,7.8,11.8,11.9,13.1,7.0,6.3,8.5,4.8,2.1,37.9,32.6,60.9,1.8,0.3,1.4,1.2,3.6,56452.0,87.5,62.1,34.8,12.5
Yucca Valley,1047.0,935.0,2014-2015,2015,89.30276981852913,1600000US0687056,49.3,50.7,6.7,6.6,6.4,6.7,4.0,12.8,12.6,12.7,6.6,6.3,9.2,6.1,3.1,40.5,20.8,69.5,3.8,1.2,1.6,0.3,5.199999999999998,40030.0,83.9,48.2,48.0,16.1
Acampo,133.0,131.0,2015-2016,2016,98.49624060150376,1600000US0600156,62.4,37.6,0.0,0.0,0.0,0.0,13.3,18.2,3.2,21.7,11.4,11.2,21.0,0.0,0.0,53.3,0.0,100.0,0.0,0.0,0.0,0.0,0.0,155385.0,96.8,96.8,21.0,3.2
Acton,352.0,316.0,2015-2016,2016,89.77272727272727,1600000US0600212,52.7,47.3,4.9,4.4,4.9,5.2,8.2,6.5,9.5,17.4,15.0,9.0,10.5,4.2,0.5,50.0,15.4,79.6,1.7,0.2,0.9,0.0,3.6,91168.0,92.0,81.0,23.2,8.0
Adelanto,1403.0,1341.0,2015-2016,2016,95.58089807555238,1600000US0600296,50.6,49.4,9.7,11.3,10.4,8.9,8.3,14.0,12.6,11.2,3.9,3.7,3.5,1.9,0.6,26.2,61.6,15.6,18.0,0.0,1.5,0.0,6.300000000000002,29647.0,86.7,30.4,59.7,13.3
Agoura Hills,1004.0,913.0,2015-2016,2016,90.93625498007968,1600000US0600394,49.0,51.0,4.4,5.7,7.6,7.8,5.0,7.7,13.4,20.1,9.0,5.9,9.7,2.8,1.0,44.5,12.7,76.8,1.5,0.0,6.3,0.0,4.800000000000002,114313.0,96.2,85.9,19.7,3.8
Agua Dulce,86.0,79.0,2015-2016,2016,91.86046511627907,1600000US0600450,51.2,48.8,5.9,3.6,5.3,6.5,4.3,10.4,7.0,20.9,11.9,7.2,12.8,3.6,0.7,47.4,19.7,71.4,0.2,0.0,1.6,0.0,14.2,104861.0,96.6,86.5,26.4,3.4
Aguanga,57.0,55.0,2015-2016,2016,96.49122807017544,1600000US0600464,45.5,54.5,0.0,5.3,6.8,10.5,0.0,8.0,14.6,1.2,26.3,4.0,8.6,11.1,3.4,56.1,33.9,66.1,0.0,0.0,0.0,0.0,0.0,43750.0,74.4,39.4,44.3,25.6
Ahwahnee,71.0,68.0,2015-2016,2016,95.77464788732394,1600000US0600478,52.9,47.1,4.5,7.1,5.3,4.2,6.2,8.0,6.0,7.7,10.0,6.5,15.3,18.7,0.4,55.2,2.1,95.9,0.0,1.4,0.0,0.0,1.2,64049.0,93.2,64.7,51.9,6.8
Alameda,2898.0,2824.0,2015-2016,2016,97.4465148378192,1600000US0600562,48.7,51.3,5.9,6.0,5.1,4.5,4.9,14.3,16.1,15.2,7.0,6.6,8.4,4.0,1.9,40.8,11.8,43.0,7.4,0.2,30.4,0.7,12.5,83048.0,92.7,77.5,26.5,7.3
Alamo,634.0,606.0,2015-2016,2016,95.58359621451105,1600000US0600618,52.2,47.8,4.4,6.2,7.8,9.5,3.7,6.2,9.1,16.1,9.0,7.8,12.6,6.0,1.7,47.3,8.3,81.6,0.7,0.0,6.1,0.2,4.8,171767.0,97.8,92.5,21.6,2.2
Albany,872.0,832.0,2015-2016,2016,95.41284403669725,1600000US0600674,48.4,51.6,7.7,7.9,7.2,5.9,4.7,15.7,17.6,13.6,5.2,4.3,6.9,2.5,0.8,35.4,12.9,48.6,3.8,0.3,26.4,0.8,13.6,85458.0,95.4,82.8,20.7,4.6
Alhambra,2652.0,2564.0,2015-2016,2016,96.68174962292609,1600000US0600884,48.8,51.2,5.4,4.8,4.4,5.3,7.3,15.2,13.4,15.0,7.5,5.8,8.4,4.9,2.5,41.0,36.9,9.1,1.8,0.3,50.4,0.1,2.9000000000000004,53138.0,86.9,58.0,35.3,13.1
Aliso Viejo,2036.0,1841.0,2015-2016,2016,90.42239685658153,1600000US0600947,47.0,53.0,7.1,7.3,7.6,6.2,5.2,14.4,16.9,17.1,5.9,4.2,5.5,1.6,1.1,36.5,16.2,60.7,2.1,0.3,15.7,0.0,9.1,103261.0,94.3,86.4,12.6,5.7
Allensworth,20.0,19.0,2015-2016,2016,95.0,1600000US0601010,52.8,47.2,11.6,9.1,11.2,9.6,9.8,11.8,11.2,11.6,7.8,1.1,4.3,0.9,0.0,24.3,90.2,1.4,7.0,0.0,0.4,0.0,2.2,29091.0,77.4,11.8,67.7,22.6
Alpaugh,88.0,87.0,2015-2016,2016,98.86363636363636,1600000US0601164,52.2,47.8,11.8,13.6,13.1,7.6,6.2,12.0,12.4,14.1,3.6,1.8,1.6,2.0,0.4,21.9,79.1,16.2,0.0,3.6,0.4,0.0,1.4,38750.0,79.3,20.7,62.4,20.7
Alpine,619.0,546.0,2015-2016,2016,88.20678513731825,1600000US0601192,46.7,53.3,6.3,4.6,5.6,7.3,7.2,9.3,10.9,16.0,7.2,7.6,10.3,5.4,2.4,44.4,16.5,77.6,1.3,0.6,1.4,0.1,4.0,79444.0,93.3,74.2,33.3,6.7
Alta,10.0,9.0,2015-2016,2016,90.0,1600000US0601276,49.1,50.9,4.7,3.8,4.7,6.0,5.4,7.4,10.9,13.8,8.3,10.3,17.0,3.8,4.0,50.4,6.3,87.7,0.0,0.0,4.0,0.0,4.0,58438.0,95.5,65.8,51.8,4.5
Altadena,1339.0,1234.0,2015-2016,2016,92.15832710978343,1600000US0601290,49.1,50.9,4.8,5.2,5.6,6.4,5.6,11.4,13.2,17.0,7.7,6.6,9.2,5.4,1.9,43.2,26.6,39.3,21.2,0.0,7.5,0.0,9.8,88236.0,91.7,70.1,32.3,8.3
Alturas,216.0,198.0,2015-2016,2016,91.66666666666666,1600000US0601444,48.8,51.2,6.3,6.2,6.5,4.1,3.7,13.2,11.7,14.8,6.5,9.7,9.9,6.2,1.1,43.3,11.7,84.9,0.0,2.5,0.5,0.0,0.8,29839.0,90.1,55.5,46.7,9.9
American Canyon,820.0,808.0,2015-2016,2016,98.53658536585365,1600000US0601640,49.8,50.2,6.6,7.5,8.3,7.0,7.4,12.3,14.9,14.1,6.5,5.2,5.9,3.2,1.1,35.9,27.2,24.6,7.9,0.5,34.5,0.4,9.4,83673.0,93.7,74.4,29.6,6.3
Anaheim,13758.0,13372.0,2015-2016,2016,97.19435964529728,1600000US0602000,49.5,50.5,7.2,6.9,6.9,7.0,7.7,16.1,13.9,13.4,5.7,4.5,6.1,3.0,1.5,33.7,53.6,26.0,2.1,0.1,15.8,0.4,3.7,61826.0,82.6,52.9,35.1,17.4
Anderson,685.0,650.0,2015-2016,2016,94.8905109489051,1600000US0602042,50.6,49.4,8.4,6.9,7.5,6.5,5.7,15.4,12.2,12.6,4.8,6.8,6.3,5.2,1.9,34.8,13.9,76.9,0.4,2.0,2.3,0.1,8.8,35216.0,86.4,44.6,54.4,13.6
Angels,160.0,140.0,2015-2016,2016,87.5,1600000US0602112,45.4,54.6,4.1,3.1,4.7,7.8,8.2,6.7,11.0,12.1,6.1,9.1,16.6,7.7,2.8,50.4,12.3,84.4,0.0,0.9,0.6,0.0,3.8,51858.0,89.3,66.2,47.4,10.7
Angwin,69.0,67.0,2015-2016,2016,97.10144927536231,1600000US0602168,50.4,49.6,2.1,4.6,2.4,15.2,25.5,11.8,10.2,9.1,4.6,4.5,6.8,1.9,1.5,25.1,24.6,48.5,6.2,0.0,14.6,0.7,10.2,65656.0,91.6,78.6,23.1,8.4
Antelope,915.0,805.0,2015-2016,2016,87.97814207650273,1600000US0602210,48.6,51.4,7.4,7.9,7.8,8.6,8.1,14.2,12.9,14.3,6.3,4.2,5.1,2.6,0.7,32.1,14.3,57.4,6.2,0.2,12.2,2.7,13.1,65861.0,88.2,66.3,30.0,11.8
Antioch,3091.0,2970.0,2015-2016,2016,96.08540925266904,1600000US0602252,48.7,51.3,6.0,7.4,7.4,8.1,7.4,13.4,12.6,14.1,7.2,5.9,6.6,2.8,1.2,35.2,32.8,31.4,19.4,0.4,10.0,0.7,10.5,65530.0,90.7,64.5,37.2,9.3
Anza,120.0,111.0,2015-2016,2016,92.5,1600000US0602294,48.8,51.2,9.9,4.3,7.2,2.8,6.7,11.9,6.9,17.7,3.7,9.5,14.7,3.6,1.2,46.1,16.6,65.7,0.0,1.3,5.7,1.7,18.0,29129.0,85.4,42.5,54.0,14.6
Apple Valley,3176.0,2879.0,2015-2016,2016,90.64861460957178,1600000US0602364,48.8,51.2,6.9,7.1,7.0,7.3,8.2,12.2,10.0,12.2,6.7,5.5,9.8,5.1,2.0,36.3,34.1,52.7,8.0,0.2,2.8,0.0,4.300000000000002,47433.0,90.9,53.5,48.9,9.1
Aptos,1034.0,956.0,2015-2016,2016,92.45647969052224,1600000US0602378,49.2,50.8,3.9,4.7,5.7,7.5,9.9,8.2,10.6,15.4,10.2,5.9,9.5,6.5,2.1,44.6,12.7,80.7,1.5,0.2,2.7,0.0,4.4,81435.0,94.2,79.6,28.4,5.8
Arbuckle,300.0,299.0,2015-2016,2016,99.66666666666667,1600000US0602420,49.5,50.5,9.9,8.0,7.2,9.9,5.2,18.9,9.5,14.2,4.0,3.4,5.3,3.9,0.6,30.8,79.7,19.4,0.0,0.0,0.0,0.0,1.8,56824.0,82.7,45.3,43.1,17.3
Arcadia,2520.0,2429.0,2015-2016,2016,96.38888888888889,1600000US0602462,46.5,53.5,4.3,4.8,7.8,6.4,5.8,9.7,13.0,17.3,7.9,5.9,9.0,5.1,3.0,44.0,12.1,23.5,1.8,0.2,58.9,0.3,6.1,83958.0,92.3,74.5,26.4,7.7
Arcata,823.0,654.0,2015-2016,2016,79.46537059538275,1600000US0602476,47.7,52.3,2.6,2.9,3.5,13.6,28.0,14.1,7.1,7.7,4.5,5.2,6.9,2.4,1.5,24.8,16.8,71.6,2.1,1.5,2.0,0.2,11.4,31180.0,86.6,60.8,37.8,13.4
Armona,317.0,307.0,2015-2016,2016,96.84542586750788,1600000US0602700,51.4,48.6,6.0,11.6,10.9,7.6,8.6,12.2,13.1,12.5,3.6,2.3,7.4,3.6,0.7,28.1,66.6,19.8,4.7,1.1,5.6,0.0,4.6,44038.0,84.0,46.1,48.2,16.0
Arnold,29.0,25.0,2015-2016,2016,86.20689655172413,1600000US0602770,52.9,47.1,2.1,2.3,6.0,4.3,1.6,5.3,9.8,16.1,11.6,8.5,22.3,7.9,2.1,56.0,6.3,90.9,0.0,0.0,0.9,0.0,3.8,50592.0,93.4,59.1,57.3,6.6
Aromas,143.0,125.0,2015-2016,2016,87.41258741258741,1600000US0602812,51.3,48.7,6.4,5.3,5.1,9.3,8.5,14.2,6.3,16.7,10.9,6.9,7.3,2.0,1.0,39.0,39.1,58.9,0.0,0.0,2.1,0.0,0.0,84609.0,88.3,71.1,25.4,11.7
Arroyo Grande,1334.0,1287.0,2015-2016,2016,96.47676161919041,1600000US0602868,49.3,50.7,5.9,5.2,5.3,7.3,5.3,6.3,14.2,13.2,8.5,7.1,12.2,6.6,2.9,45.5,15.5,74.0,0.2,0.3,7.0,0.0,5.699999999999998,64261.0,93.4,78.8,30.8,6.6
Artesia,1245.0,1213.0,2015-2016,2016,97.429718875502,1600000US0602896,49.3,50.7,3.8,5.7,7.4,6.7,7.4,11.4,16.3,14.2,7.3,5.9,6.1,5.3,2.5,40.3,38.0,20.0,2.4,0.0,36.9,0.2,4.800000000000002,58651.0,84.6,57.7,32.9,15.4
Arvin,1144.0,1130.0,2015-2016,2016,98.77622377622379,1600000US0602924,51.9,48.1,11.6,10.2,9.8,10.3,9.0,14.8,13.3,10.5,3.1,3.0,2.8,1.4,0.3,24.3,92.6,6.0,0.9,0.0,0.1,0.1,0.4,36524.0,77.0,28.0,51.8,23.0
Atascadero,1172.0,1114.0,2015-2016,2016,95.05119453924915,1600000US0603064,50.3,49.7,6.2,6.0,6.3,5.6,5.6,14.0,12.6,12.6,7.2,8.1,8.9,4.4,2.5,39.3,16.8,77.4,1.1,0.0,2.1,0.2,4.6,69587.0,91.5,76.8,28.1,8.5
Atherton,1033.0,1015.0,2015-2016,2016,98.25750242013552,1600000US0603092,50.4,49.6,5.5,4.8,7.2,8.7,7.1,4.3,8.6,14.6,8.1,9.6,11.4,4.5,5.5,47.9,5.1,74.9,0.4,0.0,14.2,0.1,10.1,250000.0,98.9,89.7,25.3,1.1
Atwater,1662.0,1609.0,2015-2016,2016,96.81107099879664,1600000US0603162,49.5,50.5,9.7,8.8,9.0,7.5,7.2,15.5,12.6,10.1,4.9,4.1,6.2,3.5,1.1,30.3,55.2,33.3,3.1,0.7,5.2,0.0,5.1,45800.0,87.7,51.8,45.3,12.3
Auberry,32.0,30.0,2015-2016,2016,93.75,1600000US0603190,48.0,52.0,8.6,6.1,4.8,2.3,5.4,6.6,11.1,12.0,10.5,8.5,12.9,9.0,2.3,50.6,23.0,72.1,0.6,0.4,0.9,0.0,5.8,46705.0,88.0,58.7,38.7,12.0
Auburn,1039.0,955.0,2015-2016,2016,91.91530317613089,1600000US0603204,48.1,51.9,3.4,4.7,5.6,3.8,7.4,10.0,10.5,15.3,8.5,7.9,13.3,6.0,3.7,49.8,9.1,84.1,0.5,0.4,2.2,0.0,7.4,54227.0,92.4,71.6,40.9,7.6
Avalon,146.0,141.0,2015-2016,2016,96.57534246575342,1600000US0603274,46.1,53.9,7.7,7.6,9.6,8.1,6.5,13.7,14.3,10.6,7.6,5.1,4.8,2.9,1.4,34.2,70.6,27.5,0.2,0.2,0.1,0.0,2.8,62054.0,76.4,52.0,29.1,23.6
Avenal,617.0,605.0,2015-2016,2016,98.05510534846029,1600000US0603302,69.6,30.4,10.6,6.1,4.4,5.9,9.4,18.6,17.5,16.5,5.0,2.0,3.0,1.0,0.2,32.2,78.8,11.9,5.7,0.9,0.7,0.0,3.7,35103.0,80.5,35.5,47.8,19.5
Avery,67.0,63.0,2015-2016,2016,94.02985074626866,1600000US0603316,37.7,62.3,8.4,3.3,6.2,1.4,1.6,13.4,6.1,8.2,2.5,10.1,22.0,15.2,1.7,58.3,1.7,98.3,0.0,0.0,0.0,0.0,0.0,52404.0,100.0,66.1,57.6,0.0
Azusa,1927.0,1882.0,2015-2016,2016,97.66476388168137,1600000US0603386,48.3,51.7,5.9,6.2,6.6,10.5,13.6,15.4,12.0,11.8,5.1,4.2,5.5,2.2,1.1,29.1,63.4,20.7,2.7,0.2,10.5,0.2,4.3,56569.0,85.3,57.1,32.1,14.7
Baker,15.0,13.0,2015-2016,2016,86.66666666666667,1600000US0603512,46.3,53.7,13.1,4.8,6.6,14.5,12.4,12.5,16.2,11.4,4.6,2.5,1.4,0.0,0.0,23.6,67.1,28.6,0.0,0.0,4.1,0.0,0.6,34231.0,69.5,22.7,46.7,30.5
Bakersfield,26259.0,25356.0,2015-2016,2016,96.5611790243345,1600000US0603526,49.3,50.7,8.6,8.6,8.0,8.0,8.3,15.4,12.8,11.3,5.3,4.6,5.5,2.6,1.1,30.4,48.3,34.6,7.4,0.4,7.0,0.1,4.1000000000000005,58669.0,87.9,58.2,37.1,12.1
Baldwin Park,3305.0,3267.0,2015-2016,2016,98.85022692889561,1600000US0603666,51.1,48.9,6.5,7.0,7.0,7.9,8.4,15.1,13.6,13.7,5.9,4.4,6.7,2.8,1.0,33.5,75.5,3.9,1.9,0.5,17.5,0.3,0.7,53651.0,80.7,43.3,40.8,19.3
Ballico,41.0,41.0,2015-2016,2016,100.0,1600000US0603708,54.4,45.6,5.0,9.1,8.2,8.8,2.5,15.7,13.8,15.7,10.7,0.9,5.3,0.9,3.1,35.4,51.6,42.5,3.5,1.9,0.6,0.0,0.0,31786.0,90.9,46.9,52.8,9.1
Bangor,26.0,26.0,2015-2016,2016,100.0,1600000US0603792,49.2,50.8,3.2,3.0,6.8,3.6,2.3,6.1,9.9,17.9,8.2,14.8,16.2,7.4,0.6,53.7,0.4,93.9,0.0,1.1,0.0,0.0,9.2,51250.0,86.7,60.5,43.0,13.3
Banning,973.0,949.0,2015-2016,2016,97.5334018499486,1600000US0603820,49.0,51.0,6.2,6.4,5.1,6.4,7.9,13.0,9.8,8.9,5.1,4.9,11.5,10.4,4.4,39.9,43.5,39.7,8.0,2.4,4.6,0.1,3.3,40627.0,85.7,44.1,55.8,14.3
Barstow,1174.0,1110.0,2015-2016,2016,94.54855195911414,1600000US0604030,46.4,53.6,11.5,8.7,9.1,8.3,7.1,12.8,12.2,11.5,5.1,4.4,4.8,3.5,1.0,29.3,45.6,30.2,14.4,1.0,3.0,2.1,7.300000000000002,37085.0,89.8,42.7,54.8,10.2
Bay Point,842.0,800.0,2015-2016,2016,95.01187648456056,1600000US0604415,50.9,49.1,7.1,9.5,8.0,8.5,8.7,14.8,13.7,13.0,5.1,4.3,4.7,1.9,0.7,30.6,61.4,15.9,9.3,0.6,8.9,1.4,4.9,47336.0,83.4,48.8,40.9,16.6
Beale AFB,186.0,175.0,2015-2016,2016,94.08602150537635,1600000US0604576,50.5,49.5,13.9,15.2,8.4,2.4,15.7,32.1,9.6,2.7,0.0,0.0,0.0,0.0,0.0,23.5,16.7,63.0,11.7,0.1,1.6,0.0,14.0,38170.0,97.8,79.6,19.3,2.2
Beaumont,1815.0,1756.0,2015-2016,2016,96.74931129476583,1600000US0604758,48.2,51.8,8.1,8.1,9.1,7.0,5.5,13.2,14.4,11.1,5.3,5.6,8.2,3.4,1.0,34.4,42.4,41.4,5.1,0.2,8.0,0.2,5.4,68369.0,90.7,65.9,33.9,9.3
Bell,1197.0,1167.0,2015-2016,2016,97.4937343358396,1600000US0604870,51.4,48.6,8.3,8.3,7.6,7.9,8.7,16.0,14.2,12.2,5.0,3.8,4.7,2.4,0.8,30.0,92.6,4.5,1.4,0.1,1.0,0.3,0.2,38823.0,76.1,34.1,44.7,23.9
Bell Gardens,1974.0,1961.0,2015-2016,2016,99.34143870314082,1600000US0604996,50.0,50.0,9.3,9.8,8.5,8.9,8.5,15.7,14.2,10.9,4.3,3.5,4.2,1.5,0.7,27.8,95.5,3.1,0.5,0.1,0.7,0.0,0.2,37183.0,74.1,29.3,46.5,25.9
Bella Vista,122.0,111.0,2015-2016,2016,90.98360655737704,1600000US0604926,53.3,46.7,7.3,4.7,4.1,4.3,6.2,8.4,7.1,20.9,8.3,9.3,12.1,4.3,2.9,48.4,11.0,81.2,0.6,3.6,0.0,0.0,7.2,51625.0,88.3,52.4,50.1,11.7
Bellflower,1807.0,1771.0,2015-2016,2016,98.00774764803542,1600000US0604982,48.5,51.5,7.4,7.2,7.5,7.8,7.9,14.3,13.8,12.9,6.0,4.6,6.2,3.0,1.2,33.3,55.4,16.4,13.0,0.2,12.9,0.1,3.8,50704.0,84.6,55.2,34.4,15.4
Belmont,1385.0,1358.0,2015-2016,2016,98.05054151624549,1600000US0605108,49.4,50.6,6.1,6.5,6.6,5.0,5.0,11.0,16.6,14.2,8.0,4.9,9.1,4.7,2.3,39.9,12.9,56.0,1.1,0.1,24.1,0.3,10.7,120169.0,95.7,84.0,23.7,4.3
Belvedere,60.0,59.0,2015-2016,2016,98.33333333333333,1600000US0605164,46.4,53.6,4.8,5.3,7.6,4.9,1.0,1.3,9.1,14.3,6.6,10.9,15.0,10.1,9.0,56.7,3.9,87.4,0.0,0.0,5.3,0.0,7.0,178750.0,97.2,86.8,32.6,2.8
Ben Lomond,14.0,13.0,2015-2016,2016,92.85714285714286,1600000US0605332,47.8,52.2,6.9,3.8,6.9,6.1,5.4,10.9,11.9,18.3,8.4,9.2,9.0,2.8,0.5,43.0,10.8,83.3,0.0,0.3,1.6,0.0,7.1000000000000005,68679.0,91.9,75.8,26.3,8.1
