geoid,city,tot_pop,male,female,under_5,5_9,10_14,15_19,20_24,25_34,35_44,45_54,55_59,60_64,65_74,75_84,85_over,median_age,hispanic_latino,white,black,aian,asian,nhopi,other,median_income,insurance,private_insure,public_insure,no_insurance,year
1600000US0614288,Coarsegold,1481,754,727,76,11,48,125,50,182,85,263,88,155,171,216,11,52.6,51,1398,0,0,0,0,64,36696.0,1322.0,867.0,701.0,159.0,2012
1600000US0614302,Cobb,1918,947,971,141,77,242,54,96,230,155,295,168,263,174,15,8,39.9,181,1622,0,0,83,0,64,62379.0,1674.0,1328.0,548.0,244.0,2012
1600000US0614406,Coffee Creek,194,108,86,0,4,16,16,0,2,14,58,27,7,17,33,0,52.9,8,186,0,0,0,0,0,60556.0,163.0,126.0,90.0,31.0,2012
1600000US0614442,Cohasset,942,452,490,53,0,27,140,65,68,157,191,85,30,98,21,7,43.4,28,902,0,0,0,0,24,56307.0,827.0,678.0,210.0,115.0,2012
1600000US0614450,"Cold Springs CDP (El Dorado County), California",588,290,298,32,24,20,22,0,72,24,82,51,76,118,49,18,56.3,15,518,0,0,0,0,110,92578.0,511.0,444.0,194.0,77.0,2012
1600000US0614454,"Cold Springs CDP (Tuolumne County), California",303,130,173,0,2,0,7,5,66,3,21,86,21,92,0,0,57.4,34,269,0,0,0,0,0,73000.0,259.0,153.0,157.0,44.0,2012
1600000US0614484,Coleville,586,358,228,140,0,52,0,34,240,69,29,0,14,8,0,0,27.2,245,341,0,0,0,0,0,39559.0,465.0,465.0,8.0,26.0,2012
1600000US0614498,Colfax,1943,879,1064,94,58,128,119,219,188,242,412,194,98,77,91,23,42.5,85,1821,2,3,9,0,46,58015.0,1591.0,1267.0,514.0,352.0,2012
1600000US0614554,College City,143,63,80,0,19,18,8,10,12,13,20,6,8,29,0,0,35.3,118,25,0,0,0,0,0,61354.0,143.0,114.0,37.0,0.0,2012
1600000US0614708,Collierville,2345,1249,1096,93,115,283,200,120,202,297,417,122,100,298,86,12,41.4,640,1672,27,6,0,0,0,66250.0,2061.0,1733.0,630.0,284.0,2012
1600000US0614736,Colma,1671,789,882,140,59,117,102,177,407,176,258,54,56,81,38,6,32.1,836,194,20,0,589,0,64,86184.0,1495.0,1071.0,511.0,176.0,2012
1600000US0614764,Coloma,573,210,363,52,30,5,6,50,63,12,61,29,61,58,130,16,57.8,56,510,0,0,7,0,0,75104.0,498.0,330.0,296.0,75.0,2012
1600000US0614890,Colton,52425,26136,26289,4838,4804,4590,4527,5087,8620,6314,5981,2309,1758,2124,811,662,28.1,37819,6794,4840,306,2054,21,1154,41496.0,38474.0,23099.0,17888.0,13756.0,2012
1600000US0614904,Columbia,2223,1081,1142,133,80,97,255,131,151,214,229,254,177,299,130,73,47.6,250,1567,0,84,3,28,582,35349.0,2001.0,1480.0,1007.0,222.0,2012
1600000US0614946,Colusa,5937,3140,2797,539,485,390,415,368,920,647,823,195,355,431,287,82,34.0,3233,2472,49,23,90,8,124,53367.0,4827.0,3238.0,2296.0,1017.0,2012
1600000US0614974,Commerce,12836,6424,6412,893,1061,979,1368,946,1680,1751,1553,757,440,778,398,232,31.6,12225,271,83,19,192,12,68,51022.0,8860.0,5137.0,4418.0,3721.0,2012
1600000US0615030,Comptche,135,72,63,0,0,0,0,0,21,11,20,12,55,16,0,0,60.2,0,135,0,0,0,0,0,25795.0,97.0,81.0,16.0,38.0,2012
1600000US0615044,Compton,96561,46517,50044,9818,9000,8979,9104,8391,13882,12481,10821,4197,3103,3728,2224,833,26.9,63263,1199,29535,170,305,394,3166,42335.0,71392.0,34792.0,41182.0,25044.0,2012
1600000US0616000,Concord,122683,61080,61603,8634,7563,7022,7294,7901,18989,18198,19146,7443,6278,7519,4776,1920,37.3,34743,63010,4481,307,14188,999,9233,65850.0,104046.0,85955.0,29927.0,17888.0,2012
1600000US0616035,Concow,462,265,197,7,15,7,5,9,30,0,80,77,89,125,18,0,60.0,7,368,14,11,19,0,80,28606.0,414.0,262.0,272.0,48.0,2012
1600000US0616090,Contra Costa Centre,5547,2743,2804,303,194,101,56,378,1597,830,979,191,307,334,180,97,37.7,652,3526,185,0,827,0,681,76969.0,5050.0,4526.0,930.0,497.0,2012
1600000US0616210,Copperopolis,4174,2245,1929,324,354,309,204,288,531,443,452,287,384,369,222,7,36.4,263,3691,86,0,45,0,178,62805.0,3915.0,3600.0,962.0,259.0,2012
1600000US0616224,Corcoran,24429,18113,6316,1330,1178,869,1288,1966,4691,4934,4615,1210,959,876,362,151,36.6,15289,4721,3040,265,408,17,1320,34594.0,9869.0,4402.0,5931.0,2790.0,2012
1600000US0616322,Corning,7628,3751,3877,832,588,733,865,667,1001,852,784,316,185,407,298,100,25.5,3724,3623,20,91,69,17,168,39805.0,6142.0,2830.0,4309.0,1459.0,2012
1600000US0616350,Corona,153644,76943,76701,11564,12400,13479,13313,11252,19887,24319,22080,8070,5761,7028,3255,1236,32.2,66740,59012,7323,414,14764,1349,7572,78982.0,127010.0,103490.0,31631.0,26234.0,2012
1600000US0616378,Coronado,21968,11682,10286,1084,1183,1432,1464,2221,2326,2929,2855,1463,1258,1624,1389,740,39.7,3393,16950,350,52,591,62,1128,89277.0,17004.0,15892.0,4556.0,1096.0,2012
1600000US0616420,Coronita,3057,1468,1589,60,278,181,263,179,436,401,522,152,78,236,145,126,39.1,1659,1065,69,0,255,0,9,67500.0,2566.0,2021.0,767.0,491.0,2012
1600000US0616434,Corralitos,2490,1316,1174,167,155,203,168,88,341,153,554,207,139,109,88,118,44.0,765,1725,0,0,0,0,0,75977.0,2080.0,1779.0,549.0,398.0,2012
1600000US0616462,Corte Madera,9267,4204,5063,499,642,604,441,299,658,1507,1643,723,715,683,641,212,44.8,522,7374,122,0,1043,0,412,107723.0,8688.0,8015.0,2155.0,566.0,2012
1600000US0616532,Costa Mesa,110322,55538,54784,7784,6777,5960,6741,8557,21347,17023,15545,6265,4954,4986,2831,1552,33.7,39231,57213,1324,228,9293,546,4678,65373.0,85431.0,69000.0,22519.0,24142.0,2012
1600000US0616560,Cotati,7242,3339,3903,451,361,469,425,836,1075,872,1341,477,278,356,255,46,35.1,895,5612,76,0,361,0,596,63750.0,6290.0,5146.0,1701.0,926.0,2012
1600000US0616580,Coto de Caza,15041,7374,7667,859,961,1546,1623,444,798,2110,3559,1001,878,839,373,50,41.7,1207,12286,227,0,990,0,630,169176.0,14570.0,13981.0,1603.0,471.0,2012
1600000US0616630,Cottonwood,3991,2075,1916,311,188,388,262,248,600,473,703,151,221,226,160,60,35.0,690,3091,21,142,0,0,94,48644.0,3168.0,2154.0,1493.0,823.0,2012
1600000US0616644,Coultervillle,180,90,90,14,0,25,35,0,0,23,0,43,0,20,20,0,37.7,14,166,0,0,0,0,0,19500.0,180.0,11.0,169.0,0.0,2012
1600000US0616651,Country Club,9334,4512,4822,712,462,559,748,670,1198,1026,1219,822,587,591,442,298,39.2,3466,4489,580,0,419,36,668,48320.0,7556.0,4948.0,3881.0,1778.0,2012
1600000US0616714,Courtland,500,342,158,21,0,10,40,12,14,169,19,104,17,45,22,27,44.2,300,189,0,0,11,0,0,70893.0,433.0,310.0,196.0,67.0,2012
1600000US0616728,Covelo,1404,651,753,67,118,62,69,123,235,111,162,69,81,159,113,35,38.0,174,673,8,479,57,0,26,28114.0,1051.0,508.0,745.0,349.0,2012
1600000US0616742,Covina,47855,23003,24852,3634,3280,3428,3558,3561,6620,6206,7311,2983,2305,2354,1957,658,34.7,26004,14079,1583,60,5086,198,1657,66818.0,41013.0,31927.0,11853.0,6515.0,2012
1600000US0616762,Cowan,463,184,279,74,27,0,82,31,20,67,91,7,20,44,0,0,28.8,174,171,0,118,0,0,0,35938.0,440.0,256.0,260.0,23.0,2012
1600000US0617022,Crescent City,7560,5126,2434,376,264,404,361,768,1874,1119,1189,311,277,312,233,72,33.7,2245,3878,759,195,140,60,561,30170.0,3706.0,2066.0,2059.0,736.0,2012
1600000US0617050,Crescent Mills,212,79,133,16,60,18,20,0,46,34,0,0,0,9,9,0,17.6,67,145,0,0,0,0,0,32000.0,18.0,18.0,18.0,194.0,2012
1600000US0617078,Cressey,412,193,219,5,10,40,24,45,72,57,40,32,17,60,7,3,35.5,244,165,0,0,3,0,0,52222.0,270.0,179.0,128.0,142.0,2012
1600000US0617106,Crest,2201,1215,986,58,100,65,127,120,204,230,459,266,255,220,87,10,49.7,259,1910,0,0,16,0,32,77260.0,2004.0,1582.0,666.0,188.0,2012
1600000US0617162,Crestline,9039,4606,4433,434,819,637,748,239,969,1169,1298,707,568,935,447,69,42.2,1257,7282,109,32,102,0,514,50079.0,7729.0,5604.0,3428.0,1285.0,2012
1600000US0617232,Creston,91,38,53,26,0,0,0,0,0,35,14,0,0,0,0,16,36.8,0,70,0,0,0,0,42,81429.0,79.0,79.0,16.0,12.0,2012
1600000US0617267,C-Road,181,59,122,0,0,0,92,0,0,7,25,10,22,13,12,0,19.0,13,168,0,0,0,0,0,38375.0,181.0,169.0,25.0,0.0,2012
1600000US0617274,Crockett,2866,1420,1446,117,97,167,238,65,244,387,540,329,288,224,108,62,46.4,482,2193,27,23,59,0,164,81304.0,2559.0,2164.0,824.0,307.0,2012
1600000US0617288,Cromberg,153,76,77,0,0,0,0,0,7,3,115,3,17,0,8,0,52.6,3,150,0,0,0,0,0,30221.0,43.0,12.0,35.0,110.0,2012
1600000US0617372,Crowley Lake,683,301,382,42,42,24,36,0,208,83,233,15,0,0,0,0,34.4,157,526,0,0,0,0,0,85735.0,589.0,535.0,78.0,94.0,2012
1600000US0617428,Crows Landing,530,368,162,54,37,37,33,69,49,141,42,0,13,18,24,13,32.8,424,106,0,0,0,0,0,31042.0,154.0,86.0,126.0,376.0,2012
1600000US0617498,Cudahy,23867,12047,11820,2167,2301,2501,2566,2003,3870,3295,2612,1042,426,717,289,78,25.7,23061,389,124,10,105,0,218,39263.0,14670.0,6283.0,8822.0,9184.0,2012
1600000US0617568,Culver City,38949,18305,20644,1873,2264,2073,1822,1874,5861,6577,5835,2739,2335,3034,1729,933,41.0,8819,18641,4105,53,5645,47,3189,76182.0,34109.0,29630.0,8484.0,4635.0,2012
1600000US0617610,Cupertino,58409,28633,29776,3124,4799,4760,4230,1746,5304,10690,10487,3558,2487,3693,2367,1164,40.0,2977,17260,178,158,36361,156,2477,127534.0,55598.0,51361.0,9326.0,2563.0,2012
1600000US0617708,Cutler,3899,1941,1958,356,307,464,512,336,565,495,401,71,60,149,163,20,24.7,3805,27,0,0,67,0,0,33177.0,2552.0,1004.0,1862.0,1347.0,2012
1600000US0617722,Cutten,2973,1366,1607,191,197,161,61,172,431,330,432,276,204,205,198,115,43.7,30,2579,47,89,171,0,114,61563.0,2778.0,2188.0,1121.0,193.0,2012
1600000US0617727,Cuyama,55,27,28,12,5,5,0,7,8,7,6,0,0,5,0,0,21.8,28,27,0,0,0,0,0,31250.0,38.0,17.0,23.0,17.0,2012
1600000US0617750,Cypress,47986,22911,25075,2473,2316,3354,4095,3560,5384,5900,8972,3168,2361,3691,2084,628,40.4,8682,21115,1185,133,15263,82,2968,80440.0,41277.0,35348.0,10870.0,6665.0,2012
1600000US0617918,Daly City,101538,49803,51735,5637,5336,5016,6012,7684,15416,14383,14453,7515,6244,7535,4537,1770,39.2,22914,14180,2760,165,57734,669,5575,72762.0,86904.0,71222.0,25058.0,14032.0,2012
1600000US0617946,Dana Point,33596,16879,16717,1604,1771,1693,1598,2119,4287,4451,5394,3148,1880,3270,1545,836,43.9,5819,25995,180,42,899,0,1222,80938.0,28733.0,25246.0,7507.0,4643.0,2012
1600000US0617988,Danville,42265,20108,22157,2303,3446,3830,3205,1149,2292,5222,8312,3261,3189,3525,1352,1179,44.5,2485,32469,399,28,5120,0,3449,131833.0,40776.0,39199.0,6867.0,1330.0,2012
1600000US0617995,Daphnedale Park,19,19,0,0,0,0,0,0,0,0,0,0,0,19,0,0,,0,19,0,0,0,0,0,,19.0,19.0,19.0,0.0,2012
1600000US0618030,Darwin,35,21,14,0,0,0,15,0,0,0,7,0,0,7,6,0,54.4,0,35,0,0,0,0,0,33929.0,35.0,35.0,35.0,0.0,2012
1600000US0618086,Davenport,235,109,126,0,10,12,9,10,40,8,70,41,33,2,0,0,47.2,83,148,0,0,4,0,0,59688.0,155.0,131.0,24.0,80.0,2012
1600000US0618100,Davis,65616,32175,33441,2633,3458,2913,5855,17612,8163,6612,7137,3439,2518,2740,1625,911,25.2,8552,37532,1284,253,14349,175,6783,61535.0,60114.0,56336.0,8315.0,5187.0,2012
1600000US0618153,Day Valley,3416,1805,1611,143,213,205,256,191,214,279,515,250,444,529,136,41,50.5,490,2773,0,34,32,0,174,84637.0,3082.0,2487.0,960.0,332.0,2012
1600000US0618324,Deer Park,1020,440,580,49,11,51,7,13,87,101,218,127,148,123,75,10,52.7,95,807,0,0,66,0,104,100385.0,893.0,833.0,224.0,123.0,2012
1600000US0618352,Del Aire,10363,5512,4851,740,559,800,927,379,1698,1587,1395,640,678,480,359,121,35.4,4888,3509,397,24,1430,13,204,77194.0,8774.0,7921.0,1629.0,1566.0,2012
1600000US0618394,Delano,52618,31162,21456,4823,4575,4119,4137,4955,9572,7654,6068,2018,1489,1799,1003,406,28.7,39181,3912,2595,144,6203,128,903,35507.0,30625.0,15683.0,17330.0,12834.0,2012
1600000US0618450,Delft Colony,338,160,178,52,15,33,32,27,60,11,62,0,0,22,24,0,27.4,310,28,0,0,0,0,0,9453.0,272.0,60.0,212.0,66.0,2012
1600000US0618464,Delhi,10235,4983,5252,1059,1116,868,971,614,1594,1297,1362,501,199,470,83,101,29.7,7113,1891,287,47,752,100,90,48929.0,8280.0,6143.0,2658.0,1949.0,2012
1600000US0618485,Delleker,741,325,416,30,101,31,28,0,196,21,66,105,10,87,66,0,34.8,293,417,0,31,0,0,0,31841.0,527.0,362.0,303.0,214.0,2012
1600000US0618506,Del Mar,4197,2161,2036,168,168,185,80,30,574,579,598,585,367,490,347,26,49.8,422,3775,0,0,0,0,0,102729.0,4017.0,3800.0,865.0,180.0,2012
1600000US0618590,Del Monte Forest,4470,2111,2359,93,161,255,226,182,171,269,523,525,435,871,594,165,58.7,268,3603,0,10,518,18,106,115481.0,4231.0,3876.0,1711.0,203.0,2012
1600000US0618674,Del Rey,1455,763,692,127,154,99,104,101,212,155,266,49,15,122,40,11,29.2,1393,17,0,0,45,0,0,34282.0,1052.0,428.0,698.0,403.0,2012
1600000US0618688,Del Rey Oaks,1781,788,993,107,94,87,63,126,196,277,299,132,84,142,122,52,41.8,320,1248,6,0,136,0,139,80417.0,1595.0,1411.0,436.0,171.0,2012
1600000US0618695,Del Rio,1516,716,800,119,62,155,51,62,131,71,324,140,165,132,44,60,50.2,337,1095,0,0,84,0,0,117167.0,1475.0,1208.0,345.0,41.0,2012
1600000US0618856,Denair,4751,2260,2491,394,253,391,320,390,456,662,820,270,274,358,102,61,37.5,1746,2885,0,13,30,0,154,64241.0,3817.0,2852.0,1336.0,934.0,2012
1600000US0618926,Derby Acres,346,184,162,9,22,33,15,8,30,49,54,34,25,54,13,0,47.0,37,306,0,0,0,0,6,60250.0,301.0,241.0,117.0,45.0,2012
1600000US0618940,Descanso,1439,672,767,106,111,143,23,107,69,109,312,79,134,183,49,14,46.3,81,1260,13,0,66,19,0,46806.0,1123.0,760.0,517.0,316.0,2012
1600000US0618982,Desert Center,177,81,96,0,10,17,0,7,16,18,10,1,35,43,18,2,64.2,67,103,1,0,0,0,12,27250.0,155.0,90.0,114.0,14.0,2012
1600000US0618986,Desert Edge,5000,2483,2517,163,184,149,260,83,306,275,252,390,475,939,1165,359,64.8,1430,3534,0,0,36,0,0,34544.0,4021.0,2494.0,3117.0,979.0,2012
1600000US0618996,Desert Hot Springs,26474,13358,13116,2561,2378,2474,1857,2155,3914,3014,3226,1369,904,1471,988,163,30.0,13891,8372,1891,402,662,73,1836,32883.0,18871.0,9904.0,10771.0,7596.0,2012
1600000US0619022,Desert Palms,6527,2797,3730,0,0,0,0,0,43,21,141,261,513,2574,2393,581,73.9,197,6115,13,36,124,29,26,60041.0,6484.0,5155.0,5745.0,43.0,2012
1600000US0619024,Desert Shores,724,350,374,27,40,49,85,42,90,54,99,21,35,113,54,15,37.8,600,124,0,0,0,0,0,28661.0,468.0,219.0,427.0,256.0,2012
1600000US0619052,Desert View Highlands,2616,1442,1174,307,256,348,156,226,451,152,291,180,83,88,67,11,25.2,1676,843,45,0,11,0,82,63717.0,2252.0,1540.0,915.0,364.0,2012
1600000US0619150,Diablo,1211,556,655,77,185,110,22,0,0,262,218,0,24,227,62,24,41.4,0,888,0,0,137,0,372,219336.0,1211.0,1152.0,265.0,0.0,2012
1600000US0619155,Diablo Grande,917,510,407,50,75,75,21,34,231,76,141,115,66,25,8,0,33.4,364,432,30,0,11,0,160,90489.0,689.0,641.0,132.0,209.0,2012
1600000US0619192,Diamond Bar,55810,27311,28499,2583,2408,3640,4376,3611,7056,7446,9633,4828,3793,3865,1777,794,41.3,10483,12040,1943,80,30031,27,2180,90181.0,48524.0,42330.0,9794.0,7171.0,2012
1600000US0619220,Diamond Springs,11271,5408,5863,417,671,917,753,435,1232,1375,1820,673,686,777,1018,497,42.5,1213,9620,71,143,117,0,214,54703.0,10083.0,8067.0,4158.0,1073.0,2012
1600000US0619262,Dillon Beach,142,62,80,0,0,0,0,0,0,0,0,0,32,84,17,9,66.6,0,142,0,0,0,0,0,155069.0,142.0,136.0,123.0,0.0,2012
1600000US0619318,Dinuba,21857,10887,10970,2592,1495,2035,1897,1925,3540,2535,2335,1073,678,802,701,249,27.6,18314,2946,9,48,370,0,340,39228.0,15844.0,7652.0,9276.0,5909.0,2012
1600000US0619339,Discovery Bay,12620,6503,6117,1030,714,923,516,491,1233,1993,2432,809,704,1219,338,218,41.2,1349,10031,356,0,345,0,1078,108806.0,11812.0,10896.0,2642.0,785.0,2012
1600000US0619402,Dixon,18312,9079,9233,1525,1415,1509,1411,905,2722,2444,2488,1114,1015,1039,443,282,33.7,7965,8658,324,14,543,123,1309,72406.0,16005.0,13095.0,4557.0,2172.0,2012
1600000US0619406,Dixon Lane-Meadow Creek,2544,1360,1184,128,185,188,70,148,291,205,332,177,153,355,203,109,46.9,561,1840,0,43,0,58,84,55553.0,2257.0,1588.0,1178.0,287.0,2012
1600000US0619416,Dobbins,258,173,85,0,0,0,0,0,0,46,0,65,91,56,0,0,61.5,93,165,0,0,0,0,0,37162.0,212.0,161.0,107.0,46.0,2012
1600000US0619440,Dogtown,2466,1261,1205,162,179,147,263,100,298,306,275,124,228,273,99,12,39.2,967,1394,0,0,40,0,130,61813.0,2210.0,1863.0,931.0,256.0,2012
1600000US0619455,Dollar Point,1154,564,590,67,122,53,3,91,111,171,236,49,83,69,86,13,44.0,77,1076,1,0,0,0,0,82750.0,957.0,880.0,184.0,190.0,2012
1600000US0619570,Dorrington,503,251,252,0,0,0,0,3,0,17,10,127,59,205,13,69,67.6,112,391,0,0,0,0,0,40781.0,497.0,406.0,325.0,6.0,2012
1600000US0619584,Dorris,939,430,509,145,85,27,42,39,229,52,107,60,54,47,29,23,30.0,284,561,0,33,13,0,96,29500.0,692.0,426.0,477.0,247.0,2012
1600000US0619612,Dos Palos,4953,2747,2206,330,487,551,450,320,734,518,488,354,229,303,150,39,30.6,3362,1397,171,0,0,0,46,34522.0,3985.0,2072.0,2350.0,943.0,2012
1600000US0619654,Dos Palos Y,163,46,117,0,0,14,10,0,0,19,25,6,23,16,50,0,60.4,65,22,0,0,0,0,152,52500.0,158.0,71.0,136.0,5.0,2012
1600000US0619724,Douglas City,672,355,317,49,27,42,41,10,31,43,128,60,97,108,36,0,52.5,106,525,0,2,4,0,53,32273.0,571.0,326.0,365.0,94.0,2012
1600000US0619766,Downey,111807,55324,56483,7604,7997,8952,9116,7848,15974,17634,13969,6122,4848,6410,3510,1823,34.1,79601,18687,3904,123,8265,61,2068,60132.0,87121.0,63552.0,29501.0,23766.0,2012
1600000US0619794,Downieville,316,191,125,41,59,0,0,0,46,21,0,73,56,0,12,8,35.9,6,310,0,0,0,0,0,52019.0,272.0,272.0,26.0,44.0,2012
1600000US0619878,Doyle,302,153,149,11,9,18,20,3,14,36,41,0,59,73,7,11,53.9,3,276,0,12,0,0,22,28333.0,255.0,189.0,149.0,47.0,2012
1600000US0619976,Drytown,163,121,42,0,0,28,30,0,0,0,25,39,0,16,25,0,51.9,0,163,0,0,0,0,0,21094.0,124.0,108.0,41.0,39.0,2012
1600000US0619990,Duarte,21409,10209,11200,1236,1352,1344,1225,1292,2747,2630,3155,1655,1446,1629,1137,561,40.8,9718,6169,1520,43,3510,27,844,63160.0,17608.0,12492.0,6393.0,3496.0,2012
1600000US0620018,Dublin,45799,22978,22821,3437,2751,2610,2729,2636,8242,8712,7231,2418,1721,2167,895,250,35.5,6543,22446,2922,268,11802,115,3254,112679.0,38884.0,36389.0,5310.0,2476.0,2012
1600000US0620032,Ducor,449,222,227,26,55,47,42,35,48,61,76,19,13,24,3,0,28.8,337,91,0,0,0,0,42,33594.0,315.0,126.0,225.0,134.0,2012
1600000US0620228,Dunnigan,1122,607,515,101,179,54,42,25,50,167,192,127,115,54,16,0,38.0,324,541,122,0,100,0,70,61111.0,994.0,597.0,460.0,128.0,2012
1600000US0620242,Dunsmuir,1558,800,758,47,45,73,120,77,164,182,172,209,187,172,62,48,47.9,113,1279,28,4,28,7,198,34375.0,1287.0,679.0,809.0,254.0,2012
1600000US0620270,Durham,5745,3037,2708,268,357,697,412,376,450,841,878,224,294,568,185,195,39.6,501,4922,18,36,134,51,166,63327.0,4412.0,3914.0,1258.0,1329.0,2012
1600000US0620284,Dustin Acres,385,179,206,11,48,6,6,23,45,45,59,58,5,53,26,0,49.9,62,303,0,0,0,0,40,66154.0,375.0,364.0,94.0,10.0,2012
1600000US0620298,Dutch Flat,146,86,60,12,0,0,3,6,31,13,0,25,15,37,4,0,55.5,3,143,0,0,0,0,0,51818.0,86.0,72.0,49.0,60.0,2012
1600000US0620424,Eagleville,42,27,15,0,0,0,0,0,0,0,10,14,11,0,5,2,56.8,0,40,0,0,2,0,0,29167.0,27.0,27.0,10.0,15.0,2012
1600000US0620438,Earlimart,7532,3775,3757,904,830,886,668,797,904,990,627,359,168,259,122,18,22.1,7129,89,25,0,237,0,97,25885.0,5414.0,1929.0,3829.0,2118.0,2012
1600000US0620598,East Foothills,6952,3579,3373,413,346,396,558,393,533,1113,1104,480,485,517,431,183,43.0,2095,3449,150,7,1018,0,456,106300.0,6121.0,5361.0,1522.0,812.0,2012
1600000US0620697,East Hemet,17393,9116,8277,1212,1355,1274,1509,1493,1989,2164,2482,1162,854,1298,485,116,34.0,6496,9808,538,99,132,76,488,52083.0,13627.0,8751.0,6459.0,3707.0,2012
1600000US0620802,East Los Angeles,126751,63636,63115,10088,10583,10260,11954,11473,19674,19008,13724,4935,4398,5646,3661,1347,29.0,123955,1413,256,64,848,53,290,36755.0,80023.0,40573.0,43651.0,46433.0,2012
1600000US0620900,East Nicolaus,262,146,116,29,23,26,21,12,20,40,27,10,14,23,13,4,34.5,136,122,0,0,4,0,0,36250.0,222.0,114.0,145.0,40.0,2012
1600000US0620907,East Oakdale,2958,1444,1514,167,139,191,188,157,121,443,500,255,253,316,185,43,46.7,400,2471,0,0,48,0,78,89972.0,2714.0,2545.0,716.0,244.0,2012
1600000US0620928,Easton,1930,947,983,85,147,129,188,137,211,221,380,89,130,113,94,6,39.7,1214,593,16,0,38,0,111,45125.0,1629.0,1167.0,690.0,301.0,2012
1600000US0620942,East Orosi,468,240,228,59,78,80,34,0,89,58,16,12,12,24,0,6,18.2,462,6,0,0,0,0,0,28750.0,427.0,41.0,391.0,41.0,2012
1600000US0620956,East Palo Alto,28332,13958,14374,2401,2409,2189,2959,2493,5152,4424,2814,1113,659,900,635,184,28.8,17662,1871,4808,59,892,2601,730,47950.0,21352.0,13035.0,9775.0,6956.0,2012
1600000US0620984,East Pasadena,5803,2907,2896,493,318,205,221,267,751,811,864,321,325,704,380,143,42.0,2090,2042,53,4,1469,10,270,71198.0,5038.0,3841.0,1704.0,759.0,2012
1600000US0621012,East Porterville,6393,3192,3201,618,705,542,679,577,737,665,802,323,326,237,157,25,25.7,4850,1400,6,14,79,0,88,29191.0,4526.0,1578.0,3223.0,1859.0,2012
1600000US0621026,East Quincy,2687,1342,1345,235,112,77,229,310,293,299,397,291,72,134,224,14,40.2,43,2375,71,29,0,132,74,44107.0,2241.0,1635.0,1072.0,404.0,2012
1600000US0621034,East Rancho Dominguez,14233,7052,7181,1269,991,1104,1302,1464,2377,1888,1710,638,462,740,264,24,28.7,11754,170,2076,14,136,0,134,50032.0,9430.0,4020.0,5931.0,4794.0,2012
1600000US0621061,East Richmond Heights,3149,1406,1743,181,150,186,123,90,261,376,542,401,322,345,103,69,48.2,470,1912,389,16,264,0,196,81944.0,2929.0,2700.0,701.0,209.0,2012
1600000US0621096,East San Gabriel,15591,7594,7997,780,864,839,1140,1170,2156,2184,2322,1345,882,939,617,353,39.3,3877,3640,101,7,7507,18,837,69946.0,12626.0,9971.0,3574.0,2919.0,2012
1600000US0621138,East Shore,162,84,78,0,31,0,0,0,17,0,13,0,30,57,0,14,61.9,4,88,0,0,70,0,0,42102.0,149.0,149.0,110.0,13.0,2012
1600000US0621188,East Sonora,2237,924,1313,86,40,64,107,16,143,161,236,56,158,328,447,395,69.0,151,1914,0,58,59,15,80,34833.0,1981.0,1491.0,1416.0,201.0,2012
1600000US0621210,East Tulare Villa,1288,696,592,128,104,90,164,169,132,136,148,73,62,26,53,3,24.7,989,257,0,0,42,0,0,43036.0,839.0,523.0,367.0,449.0,2012
1600000US0621230,Eastvale,59030,29285,29745,5961,6037,4778,4987,3420,8800,11566,6151,2308,1612,2405,788,217,30.8,23613,14271,5246,147,14256,41,2863,109841.0,51121.0,44129.0,8967.0,7787.0,2012
1600000US0621292,East Whittier,10232,5062,5170,678,555,924,714,943,1394,1365,1319,665,404,792,360,119,34.1,5092,4373,20,53,434,0,510,66755.0,8595.0,7102.0,2464.0,1631.0,2012
1600000US0621530,Edgewood,45,25,20,0,0,6,0,0,3,3,18,3,4,0,8,0,50.9,10,31,0,0,0,0,8,46563.0,42.0,24.0,26.0,3.0,2012
1600000US0621558,Edmundson Acres,179,83,96,23,13,12,4,12,23,11,22,7,12,18,22,0,35.4,111,47,10,11,0,0,0,36250.0,119.0,56.0,83.0,60.0,2012
1600000US0621565,Edna,165,52,113,0,0,0,0,0,13,0,21,11,55,37,8,20,62.6,0,165,0,0,0,0,0,47813.0,121.0,111.0,65.0,44.0,2012
1600000US0621600,Edwards AFB,2585,1535,1050,368,245,126,77,698,677,290,72,27,0,5,0,0,22.8,474,1601,265,0,131,11,206,68889.0,1406.0,1401.0,44.0,2.0,2012
1600000US0621712,El Cajon,99680,49057,50623,8464,6367,7148,7422,8961,15035,12506,13574,5153,3819,5640,3628,1963,32.4,30518,54031,5140,185,3954,829,9847,45750.0,77510.0,48906.0,36495.0,20172.0,2012
1600000US0621782,El Centro,42514,20396,22118,3218,3870,3597,3691,3073,5700,5285,5414,2658,1704,2455,1390,459,31.2,34218,6105,998,9,935,0,428,41418.0,33095.0,18284.0,17508.0,8978.0,2012
1600000US0621796,El Cerrito,23653,11200,12453,1349,1062,917,857,1007,3253,3561,3480,2083,1503,2186,1554,841,44.5,2984,12044,1633,19,5458,19,2929,79945.0,21056.0,18716.0,5806.0,2527.0,2012
1600000US0621810,El Cerrito,5357,2947,2410,257,326,439,473,426,697,611,1085,303,227,350,135,28,36.5,2796,2360,64,0,43,0,158,67661.0,4294.0,3629.0,1256.0,1063.0,2012
