city,enrollment,vaccinated,s_year,vac_pct,geoid
Ducor,54.0,50.0,2018,92.5925925925926,1600000US0620032
Durham,203.0,197.0,2018,97.04433497536947,1600000US0620270
Earlimart,542.0,530.0,2018,97.7859778597786,1600000US0620438
East Nicolaus,451.0,187.0,2018,41.46341463414634,1600000US0620900
East Palo Alto,1233.0,1191.0,2018,96.59367396593674,1600000US0620956
East Rancho Dominguez,79.0,67.0,2018,84.81012658227847,1600000US0621034
East Whittier,40.0,38.0,2018,95.0,1600000US0621292
Eastvale,2356.0,2285.0,2018,96.98641765704585,1600000US0621230
Edwards AFB,143.0,141.0,2018,98.6013986013986,1600000US0621600
El Cajon,8827.0,7186.0,2018,81.40931233714738,1600000US0621712
El Centro,2919.0,2815.0,2018,96.43713600548132,1600000US0621782
El Cerrito,2054.0,1996.0,2018,97.17624148003895,1600000US0621796
El Cerrito,2054.0,1996.0,2018,97.17624148003895,1600000US0621810
El Dorado Hills,2020.0,1953.0,2018,96.68316831683168,1600000US0621880
El Granada,46.0,43.0,2018,93.47826086956522,1600000US0621936
El Monte,4832.0,4699.0,2018,97.24751655629139,1600000US0622230
El Paso de Robles (Paso Robles),1585.0,1523.0,2018,96.08832807570978,1600000US0622300
El Segundo,1085.0,1054.0,2018,97.14285714285714,1600000US0622412
El Sobrante (Contra Costa County),568.0,544.0,2018,95.77464788732394,1600000US0622454
Elk Grove,7789.0,7595.0,2018,97.50930799845936,1600000US0622020
Elverta,74.0,69.0,2018,93.24324324324324,1600000US0622524
Emeryville,373.0,358.0,2018,95.97855227882037,1600000US0622594
Empire,148.0,142.0,2018,95.94594594594594,1600000US0622622
Encinitas,3315.0,3153.0,2018,95.11312217194569,1600000US0622678
Escalon,735.0,705.0,2018,95.91836734693877,1600000US0622790
Escondido,7106.0,6788.0,2018,95.5249085280045,1600000US0622804
Esparto,188.0,158.0,2018,84.04255319148936,1600000US0622846
Etna,62.0,57.0,2018,91.93548387096774,1600000US0622972
Eureka,1655.0,1560.0,2018,94.25981873111783,1600000US0623042
Exeter,576.0,559.0,2018,97.04861111111111,1600000US0623126
Fair Oaks,1235.0,1149.0,2018,93.03643724696357,1600000US0623294
Fairfax,435.0,415.0,2018,95.40229885057471,1600000US0623168
Fairfield,4691.0,4543.0,2018,96.84502238328714,1600000US0623182
Fall River Mills,46.0,43.0,2018,93.47826086956522,1600000US0623532
Fallbrook,1485.0,1431.0,2018,96.36363636363636,1600000US0623462
Farmersville,420.0,414.0,2018,98.57142857142858,1600000US0623616
Felton,387.0,354.0,2018,91.47286821705426,1600000US0623826
Ferndale,113.0,101.0,2018,89.38053097345133,1600000US0623910
Fillmore,902.0,872.0,2018,96.67405764966742,1600000US0624092
Firebaugh,519.0,505.0,2018,97.30250481695568,1600000US0624134
Folsom,3096.0,2942.0,2018,95.02583979328165,1600000US0624638
Fontana,10344.0,10105.0,2018,97.68948182521268,1600000US0624680
Foresthill,78.0,73.0,2018,93.58974358974359,1600000US0624834
Forestville,62.0,56.0,2018,90.32258064516128,1600000US0624960
Fort Bragg,339.0,298.0,2018,87.90560471976401,1600000US0625058
Fort Irwin,499.0,492.0,2018,98.59719438877755,1600000US0625114
Fort Jones,81.0,76.0,2018,93.82716049382715,1600000US0625128
Fortuna,497.0,447.0,2018,89.93963782696177,1600000US0625296
Foster City,1953.0,1911.0,2018,97.84946236559139,1600000US0625338
Fountain Valley,2561.0,2485.0,2018,97.03240921515032,1600000US0625380
