county,city,vac_info_type,enrollment,vaccinated,year
Santa Cruz,Felton,7thGradeData,228.0,211.0,2014-2015
Santa Cruz,Felton,ChildCareData,86.0,57.0,2014-2015
Santa Cruz,Felton,KindergartenData,125.0,98.0,2014-2015
Santa Cruz,Freedom,ChildCareData,167.0,158.0,2014-2015
Santa Cruz,Freedom,KindergartenData,128.0,128.0,2014-2015
Santa Cruz,La Selva Beach,ChildCareData,34.0,32.0,2014-2015
Santa Cruz,Mount Hermon,ChildCareData,41.0,40.0,2014-2015
Santa Cruz,Santa Cruz,7thGradeData,757.0,717.0,2014-2015
Santa Cruz,Santa Cruz,ChildCareData,937.0,811.0,2014-2015
Santa Cruz,Santa Cruz,KindergartenData,1030.0,850.0,2014-2015
Santa Cruz,Scotts Valley,7thGradeData,231.0,218.0,2014-2015
Santa Cruz,Scotts Valley,ChildCareData,250.0,192.0,2014-2015
Santa Cruz,Scotts Valley,KindergartenData,110.0,100.0,2014-2015
Santa Cruz,Soquel,ChildCareData,189.0,142.0,2014-2015
Santa Cruz,Soquel,KindergartenData,181.0,143.0,2014-2015
Santa Cruz,Watsonville,7thGradeData,1206.0,1196.0,2014-2015
Santa Cruz,Watsonville,ChildCareData,953.0,907.0,2014-2015
Santa Cruz,Watsonville,KindergartenData,1472.0,1402.0,2014-2015
Shasta,Anderson,7thGradeData,196.0,173.0,2014-2015
Shasta,Anderson,ChildCareData,305.0,283.0,2014-2015
Shasta,Anderson,KindergartenData,256.0,225.0,2014-2015
Shasta,Bella Vista,7thGradeData,29.0,29.0,2014-2015
Shasta,Bella Vista,ChildCareData,39.0,35.0,2014-2015
Shasta,Bella Vista,KindergartenData,43.0,40.0,2014-2015
Shasta,Burney,7thGradeData,40.0,39.0,2014-2015
Shasta,Burney,ChildCareData,54.0,53.0,2014-2015
Shasta,Burney,KindergartenData,59.0,51.0,2014-2015
Shasta,Cottonwood,7thGradeData,114.0,109.0,2014-2015
Shasta,Cottonwood,ChildCareData,50.0,49.0,2014-2015
Shasta,Cottonwood,KindergartenData,123.0,114.0,2014-2015
Shasta,Fall River Mills,KindergartenData,43.0,37.0,2014-2015
Shasta,McArthur,7thGradeData,46.0,44.0,2014-2015
Shasta,McArthur,ChildCareData,36.0,32.0,2014-2015
Shasta,Millville,7thGradeData,34.0,29.0,2014-2015
Shasta,Millville,KindergartenData,29.0,24.0,2014-2015
Shasta,Oak Run,ChildCareData,10.0,2.0,2014-2015
Shasta,Palo Cedro,7thGradeData,127.0,117.0,2014-2015
Shasta,Palo Cedro,ChildCareData,46.0,40.0,2014-2015
Shasta,Palo Cedro,KindergartenData,114.0,93.0,2014-2015
Shasta,Redding,7thGradeData,1315.0,1223.0,2014-2015
Shasta,Redding,ChildCareData,1729.0,1553.0,2014-2015
Shasta,Redding,KindergartenData,1373.0,1177.0,2014-2015
Shasta,Shasta,KindergartenData,34.0,26.0,2014-2015
Shasta,Shasta Lake,7thGradeData,113.0,109.0,2014-2015
Shasta,Shasta Lake,ChildCareData,21.0,18.0,2014-2015
Shasta,Shasta Lake,KindergartenData,86.0,78.0,2014-2015
Shasta,Shingletown,7thGradeData,27.0,26.0,2014-2015
Shasta,Shingletown,ChildCareData,23.0,20.0,2014-2015
Shasta,Shingletown,KindergartenData,26.0,22.0,2014-2015
Sierra,Loyalton,7thGradeData,30.0,30.0,2014-2015
Sierra,Loyalton,ChildCareData,23.0,23.0,2014-2015
Sierra,Loyalton,KindergartenData,25.0,25.0,2014-2015
Siskiyou,Dorris,ChildCareData,46.0,45.0,2014-2015
Siskiyou,Dorris,KindergartenData,24.0,21.0,2014-2015
Siskiyou,Dunsmuir,ChildCareData,15.0,15.0,2014-2015
Siskiyou,Edgewood,7thGradeData,18.0,18.0,2014-2015
Siskiyou,Edgewood,KindergartenData,31.0,28.0,2014-2015
Siskiyou,Etna,ChildCareData,23.0,17.0,2014-2015
Siskiyou,Etna,KindergartenData,33.0,28.0,2014-2015
Siskiyou,Fort Jones,7thGradeData,53.0,49.0,2014-2015
Siskiyou,Fort Jones,ChildCareData,24.0,20.0,2014-2015
Siskiyou,Fort Jones,KindergartenData,24.0,20.0,2014-2015
Siskiyou,Grenada,7thGradeData,20.0,19.0,2014-2015
Siskiyou,Grenada,KindergartenData,25.0,23.0,2014-2015
Siskiyou,Happy Camp,7thGradeData,10.0,10.0,2014-2015
Siskiyou,Happy Camp,KindergartenData,10.0,10.0,2014-2015
Siskiyou,Macdoel,7thGradeData,25.0,25.0,2014-2015
Siskiyou,McCloud,ChildCareData,11.0,8.0,2014-2015
Siskiyou,Montague,7thGradeData,31.0,30.0,2014-2015
Siskiyou,Montague,ChildCareData,40.0,28.0,2014-2015
Siskiyou,Montague,KindergartenData,59.0,48.0,2014-2015
Siskiyou,Mount Shasta,7thGradeData,75.0,58.0,2014-2015
Siskiyou,Mount Shasta,ChildCareData,74.0,62.0,2014-2015
Siskiyou,Mount Shasta,KindergartenData,87.0,70.0,2014-2015
Siskiyou,Tulelake,ChildCareData,14.0,10.0,2014-2015
Siskiyou,Weed,7thGradeData,20.0,18.0,2014-2015
Siskiyou,Weed,ChildCareData,56.0,53.0,2014-2015
Siskiyou,Weed,KindergartenData,33.0,22.0,2014-2015
Siskiyou,Yreka,7thGradeData,105.0,104.0,2014-2015
Siskiyou,Yreka,ChildCareData,143.0,136.0,2014-2015
Siskiyou,Yreka,KindergartenData,114.0,110.0,2014-2015
Solano,Benicia,7thGradeData,445.0,437.0,2014-2015
Solano,Benicia,ChildCareData,364.0,349.0,2014-2015
Solano,Benicia,KindergartenData,378.0,357.0,2014-2015
Solano,Dixon,7thGradeData,305.0,297.0,2014-2015
Solano,Dixon,ChildCareData,224.0,222.0,2014-2015
Solano,Dixon,KindergartenData,303.0,291.0,2014-2015
Solano,Fairfield,7thGradeData,1800.0,1777.0,2014-2015
Solano,Fairfield,ChildCareData,961.0,876.0,2014-2015
Solano,Fairfield,KindergartenData,1459.0,1403.0,2014-2015
Solano,Rio Vista,ChildCareData,44.0,38.0,2014-2015
Solano,Suisun City,7thGradeData,287.0,284.0,2014-2015
Solano,Suisun City,ChildCareData,31.0,31.0,2014-2015
Solano,Suisun City,KindergartenData,326.0,308.0,2014-2015
Solano,Vacaville,7thGradeData,1100.0,1074.0,2014-2015
Solano,Vacaville,ChildCareData,835.0,761.0,2014-2015
Solano,Vacaville,KindergartenData,1301.0,1229.0,2014-2015
Solano,Vallejo,7thGradeData,1183.0,1164.0,2014-2015
Solano,Vallejo,ChildCareData,798.0,752.0,2014-2015
Solano,Vallejo,KindergartenData,1488.0,1435.0,2014-2015
Sonoma,Boyes Hot Springs,ChildCareData,34.0,34.0,2014-2015
Sonoma,Cloverdale,7thGradeData,91.0,91.0,2014-2015
Sonoma,Cloverdale,ChildCareData,59.0,57.0,2014-2015
Sonoma,Cloverdale,KindergartenData,102.0,101.0,2014-2015
Sonoma,Cotati,ChildCareData,144.0,139.0,2014-2015
Sonoma,Cotati,KindergartenData,40.0,38.0,2014-2015
Sonoma,Forestville,7thGradeData,42.0,41.0,2014-2015
Sonoma,Forestville,ChildCareData,24.0,22.0,2014-2015
Sonoma,Forestville,KindergartenData,42.0,39.0,2014-2015
Sonoma,Geyserville,7thGradeData,16.0,16.0,2014-2015
Sonoma,Geyserville,KindergartenData,22.0,20.0,2014-2015
Sonoma,Glen Ellen,KindergartenData,46.0,45.0,2014-2015
Sonoma,Guerneville,7thGradeData,31.0,31.0,2014-2015
Sonoma,Guerneville,ChildCareData,28.0,20.0,2014-2015
Sonoma,Guerneville,KindergartenData,31.0,29.0,2014-2015
Sonoma,Healdsburg,7thGradeData,174.0,171.0,2014-2015
Sonoma,Healdsburg,ChildCareData,282.0,258.0,2014-2015
Sonoma,Healdsburg,KindergartenData,180.0,163.0,2014-2015
Sonoma,Kenwood,KindergartenData,20.0,18.0,2014-2015
Sonoma,Monte Rio,ChildCareData,20.0,13.0,2014-2015
Sonoma,Monte Rio,KindergartenData,13.0,11.0,2014-2015
Sonoma,Occidental,7thGradeData,28.0,25.0,2014-2015
Sonoma,Occidental,KindergartenData,48.0,31.0,2014-2015
Sonoma,Penngrove,ChildCareData,76.0,72.0,2014-2015
Sonoma,Penngrove,KindergartenData,59.0,55.0,2014-2015
Sonoma,Petaluma,7thGradeData,861.0,832.0,2014-2015
Sonoma,Petaluma,ChildCareData,984.0,940.0,2014-2015
Sonoma,Petaluma,KindergartenData,1010.0,887.0,2014-2015
Sonoma,Rohnert Park,7thGradeData,483.0,461.0,2014-2015
Sonoma,Rohnert Park,ChildCareData,371.0,340.0,2014-2015
Sonoma,Rohnert Park,KindergartenData,456.0,433.0,2014-2015
Sonoma,Santa Rosa,7thGradeData,2809.0,2764.0,2014-2015
Sonoma,Santa Rosa,ChildCareData,2986.0,2844.0,2014-2015
Sonoma,Santa Rosa,KindergartenData,3417.0,3231.0,2014-2015
Sonoma,Sebastopol,7thGradeData,342.0,305.0,2014-2015
Sonoma,Sebastopol,ChildCareData,232.0,197.0,2014-2015
Sonoma,Sebastopol,KindergartenData,395.0,289.0,2014-2015
Sonoma,Simi Valley,7thGradeData,67.0,58.0,2014-2015
Sonoma,Simi Valley,KindergartenData,29.0,22.0,2014-2015
Sonoma,Sonoma,7thGradeData,410.0,402.0,2014-2015
Sonoma,Sonoma,ChildCareData,473.0,437.0,2014-2015
Sonoma,Sonoma,KindergartenData,382.0,366.0,2014-2015
Sonoma,Windsor,7thGradeData,461.0,456.0,2014-2015
Sonoma,Windsor,ChildCareData,266.0,260.0,2014-2015
Sonoma,Windsor,KindergartenData,174.0,166.0,2014-2015
Stanislaus,Ceres,7thGradeData,1021.0,1004.0,2014-2015
Stanislaus,Ceres,ChildCareData,608.0,585.0,2014-2015
Stanislaus,Ceres,KindergartenData,905.0,887.0,2014-2015
Stanislaus,Crows Landing,KindergartenData,19.0,17.0,2014-2015
Stanislaus,Denair,7thGradeData,87.0,83.0,2014-2015
Stanislaus,Denair,ChildCareData,48.0,43.0,2014-2015
Stanislaus,Denair,KindergartenData,101.0,90.0,2014-2015
Stanislaus,Empire,7thGradeData,70.0,70.0,2014-2015
Stanislaus,Empire,ChildCareData,40.0,37.0,2014-2015
Stanislaus,Empire,KindergartenData,49.0,48.0,2014-2015
Stanislaus,Hickman,7thGradeData,129.0,109.0,2014-2015
Stanislaus,Hickman,KindergartenData,110.0,86.0,2014-2015
Stanislaus,Hughson,7thGradeData,214.0,209.0,2014-2015
Stanislaus,Hughson,ChildCareData,82.0,73.0,2014-2015
Stanislaus,Hughson,KindergartenData,151.0,138.0,2014-2015
Stanislaus,Keyes,7thGradeData,21.0,18.0,2014-2015
Stanislaus,Keyes,ChildCareData,40.0,40.0,2014-2015
Stanislaus,Keyes,KindergartenData,141.0,137.0,2014-2015
Stanislaus,Knights Ferry,KindergartenData,10.0,10.0,2014-2015
Stanislaus,Modesto,7thGradeData,3952.0,3900.0,2014-2015
Stanislaus,Modesto,ChildCareData,3390.0,3173.0,2014-2015
Stanislaus,Modesto,KindergartenData,4088.0,3890.0,2014-2015
Stanislaus,Newman,7thGradeData,244.0,235.0,2014-2015
Stanislaus,Newman,ChildCareData,161.0,151.0,2014-2015
Stanislaus,Newman,KindergartenData,226.0,194.0,2014-2015
Stanislaus,Oakdale,7thGradeData,373.0,364.0,2014-2015
Stanislaus,Oakdale,ChildCareData,365.0,351.0,2014-2015
Stanislaus,Oakdale,KindergartenData,474.0,457.0,2014-2015
Stanislaus,Patterson,7thGradeData,484.0,479.0,2014-2015
Stanislaus,Patterson,ChildCareData,333.0,326.0,2014-2015
Stanislaus,Patterson,KindergartenData,437.0,424.0,2014-2015
Stanislaus,Riverbank,7thGradeData,227.0,226.0,2014-2015
Stanislaus,Riverbank,ChildCareData,122.0,121.0,2014-2015
Stanislaus,Riverbank,KindergartenData,339.0,308.0,2014-2015
Stanislaus,Salida,7thGradeData,303.0,298.0,2014-2015
Stanislaus,Salida,ChildCareData,186.0,180.0,2014-2015
Stanislaus,Salida,KindergartenData,240.0,232.0,2014-2015
Stanislaus,Turlock,7thGradeData,1191.0,1175.0,2014-2015
Stanislaus,Turlock,ChildCareData,1138.0,1085.0,2014-2015
Stanislaus,Turlock,KindergartenData,1146.0,1106.0,2014-2015
Stanislaus,Valley Home,7thGradeData,14.0,14.0,2014-2015
Stanislaus,Valley Home,KindergartenData,22.0,22.0,2014-2015
Stanislaus,Waterford,7thGradeData,294.0,222.0,2014-2015
Stanislaus,Waterford,ChildCareData,113.0,112.0,2014-2015
Stanislaus,Waterford,KindergartenData,356.0,269.0,2014-2015
Stanislaus,Westley,ChildCareData,24.0,24.0,2014-2015
Stanislaus,Westley,KindergartenData,38.0,36.0,2014-2015
Sutter,East Nicolaus,7thGradeData,17.0,14.0,2014-2015
Sutter,East Nicolaus,ChildCareData,29.0,27.0,2014-2015
Sutter,East Nicolaus,KindergartenData,18.0,16.0,2014-2015
Sutter,Live Oak,7thGradeData,312.0,306.0,2014-2015
Sutter,Live Oak,ChildCareData,280.0,270.0,2014-2015
Sutter,Live Oak,KindergartenData,344.0,330.0,2014-2015
Sutter,Meridian,KindergartenData,10.0,10.0,2014-2015
Sutter,Placerville,7thGradeData,162.0,108.0,2014-2015
Sutter,Placerville,KindergartenData,184.0,93.0,2014-2015
Sutter,Pleasant Grove,7thGradeData,23.0,22.0,2014-2015
Sutter,Pleasant Grove,KindergartenData,24.0,23.0,2014-2015
Sutter,Rio Oso,7thGradeData,20.0,20.0,2014-2015
Sutter,Rio Oso,ChildCareData,13.0,12.0,2014-2015
Sutter,Rio Oso,KindergartenData,11.0,11.0,2014-2015
Sutter,Robbins,7thGradeData,17.0,17.0,2014-2015
Sutter,Robbins,KindergartenData,17.0,17.0,2014-2015
Sutter,Simi Valley,7thGradeData,72.0,60.0,2014-2015
Sutter,Simi Valley,KindergartenData,44.0,32.0,2014-2015
Sutter,Sutter,7thGradeData,54.0,54.0,2014-2015
Sutter,Sutter,ChildCareData,43.0,37.0,2014-2015
Sutter,Sutter,KindergartenData,73.0,58.0,2014-2015
Sutter,Yuba City,7thGradeData,1179.0,1168.0,2014-2015
Sutter,Yuba City,ChildCareData,1097.0,1057.0,2014-2015
Sutter,Yuba City,KindergartenData,1287.0,1257.0,2014-2015
Tehama,Corning,7thGradeData,241.0,225.0,2014-2015
Tehama,Corning,ChildCareData,158.0,157.0,2014-2015
Tehama,Corning,KindergartenData,281.0,270.0,2014-2015
Tehama,Cottonwood,7thGradeData,93.0,89.0,2014-2015
Tehama,Cottonwood,ChildCareData,47.0,45.0,2014-2015
Tehama,Cottonwood,KindergartenData,125.0,116.0,2014-2015
Tehama,Gerber,7thGradeData,35.0,34.0,2014-2015
Tehama,Gerber,ChildCareData,15.0,15.0,2014-2015
Tehama,Gerber,KindergartenData,57.0,55.0,2014-2015
Tehama,Los Molinos,7thGradeData,91.0,90.0,2014-2015
Tehama,Los Molinos,ChildCareData,11.0,11.0,2014-2015
Tehama,Los Molinos,KindergartenData,83.0,81.0,2014-2015
Tehama,Orland,ChildCareData,14.0,9.0,2014-2015
Tehama,Red Bluff,7thGradeData,341.0,332.0,2014-2015
Tehama,Red Bluff,ChildCareData,423.0,403.0,2014-2015
Tehama,Red Bluff,KindergartenData,400.0,384.0,2014-2015
Tehama,Tehama,ChildCareData,37.0,37.0,2014-2015
Tehama,Vina,7thGradeData,13.0,13.0,2014-2015
Trinity,Burnt Ranch,7thGradeData,12.0,10.0,2014-2015
Trinity,Burnt Ranch,KindergartenData,14.0,11.0,2014-2015
Trinity,Douglas City,7thGradeData,19.0,19.0,2014-2015
Trinity,Douglas City,KindergartenData,18.0,17.0,2014-2015
Trinity,Hayfork,7thGradeData,17.0,10.0,2014-2015
Trinity,Hayfork,ChildCareData,12.0,11.0,2014-2015
Trinity,Hayfork,KindergartenData,13.0,9.0,2014-2015
Trinity,Junction City,7thGradeData,13.0,13.0,2014-2015
Trinity,Weaverville,7thGradeData,33.0,31.0,2014-2015
Trinity,Weaverville,ChildCareData,39.0,36.0,2014-2015
Trinity,Weaverville,KindergartenData,42.0,39.0,2014-2015
Tulare,Allensworth,7thGradeData,13.0,13.0,2014-2015
Tulare,Allensworth,KindergartenData,14.0,14.0,2014-2015
Tulare,Alpaugh,7thGradeData,15.0,15.0,2014-2015
Tulare,Alpaugh,KindergartenData,39.0,38.0,2014-2015
Tulare,Cutler,KindergartenData,177.0,177.0,2014-2015
Tulare,Delano,7thGradeData,21.0,21.0,2014-2015
Tulare,Delano,KindergartenData,29.0,29.0,2014-2015
Tulare,Dinuba,7thGradeData,517.0,515.0,2014-2015
Tulare,Dinuba,KindergartenData,658.0,654.0,2014-2015
Tulare,Ducor,7thGradeData,17.0,17.0,2014-2015
Tulare,Ducor,KindergartenData,15.0,14.0,2014-2015
Tulare,Earlimart,7thGradeData,206.0,206.0,2014-2015
Tulare,Earlimart,ChildCareData,48.0,48.0,2014-2015
Tulare,Earlimart,KindergartenData,249.0,249.0,2014-2015
Tulare,Exeter,7thGradeData,229.0,224.0,2014-2015
Tulare,Exeter,ChildCareData,125.0,121.0,2014-2015
Tulare,Exeter,KindergartenData,238.0,235.0,2014-2015
Tulare,Farmersville,7thGradeData,160.0,160.0,2014-2015
Tulare,Farmersville,KindergartenData,261.0,256.0,2014-2015
Tulare,Goshen,ChildCareData,47.0,47.0,2014-2015
Tulare,Ivanhoe,ChildCareData,69.0,69.0,2014-2015
Tulare,Ivanhoe,KindergartenData,98.0,95.0,2014-2015
Tulare,Kingsburg,7thGradeData,55.0,55.0,2014-2015
Tulare,Kingsburg,KindergartenData,62.0,61.0,2014-2015
Tulare,Lemon Cove,7thGradeData,40.0,40.0,2014-2015
Tulare,Lemon Cove,KindergartenData,35.0,33.0,2014-2015
Tulare,Lindsay,7thGradeData,323.0,323.0,2014-2015
Tulare,Lindsay,ChildCareData,305.0,297.0,2014-2015
Tulare,Lindsay,KindergartenData,384.0,377.0,2014-2015
Tulare,Orosi,7thGradeData,329.0,329.0,2014-2015
Tulare,Orosi,KindergartenData,269.0,266.0,2014-2015
Tulare,Pixley,7thGradeData,113.0,113.0,2014-2015
Tulare,Pixley,KindergartenData,141.0,140.0,2014-2015
Tulare,Porterville,7thGradeData,1379.0,1370.0,2014-2015
Tulare,Porterville,ChildCareData,689.0,657.0,2014-2015
Tulare,Porterville,KindergartenData,1810.0,1764.0,2014-2015
Tulare,Richgrove,7thGradeData,67.0,67.0,2014-2015
Tulare,Richgrove,KindergartenData,98.0,98.0,2014-2015
Tulare,Springville,7thGradeData,31.0,31.0,2014-2015
Tulare,Springville,KindergartenData,34.0,34.0,2014-2015
Tulare,Strathmore,7thGradeData,126.0,126.0,2014-2015
Tulare,Strathmore,ChildCareData,80.0,80.0,2014-2015
Tulare,Strathmore,KindergartenData,152.0,149.0,2014-2015
Tulare,Terra Bella,7thGradeData,97.0,96.0,2014-2015
Tulare,Terra Bella,KindergartenData,162.0,159.0,2014-2015
Tulare,Three Rivers,7thGradeData,15.0,14.0,2014-2015
Tulare,Three Rivers,KindergartenData,13.0,6.0,2014-2015
Tulare,Tipton,7thGradeData,63.0,63.0,2014-2015
Tulare,Tipton,KindergartenData,74.0,73.0,2014-2015
Tulare,Traver,7thGradeData,13.0,13.0,2014-2015
Tulare,Traver,KindergartenData,31.0,31.0,2014-2015
Tulare,Tulare,7thGradeData,1390.0,1383.0,2014-2015
Tulare,Tulare,ChildCareData,334.0,329.0,2014-2015
Tulare,Tulare,KindergartenData,1476.0,1457.0,2014-2015
Tulare,Visalia,7thGradeData,2404.0,2330.0,2014-2015
Tulare,Visalia,ChildCareData,2267.0,2227.0,2014-2015
Tulare,Visalia,KindergartenData,2538.0,2394.0,2014-2015
Tulare,Woodlake,7thGradeData,157.0,157.0,2014-2015
Tulare,Woodlake,ChildCareData,123.0,123.0,2014-2015
Tulare,Woodlake,KindergartenData,229.0,228.0,2014-2015
Tuolumne,Columbia,7thGradeData,58.0,58.0,2014-2015
Tuolumne,Columbia,KindergartenData,54.0,43.0,2014-2015
Tuolumne,Groveland,7thGradeData,24.0,24.0,2014-2015
Tuolumne,Groveland,KindergartenData,30.0,19.0,2014-2015
Tuolumne,Jamestown,7thGradeData,32.0,32.0,2014-2015
Tuolumne,Jamestown,ChildCareData,49.0,43.0,2014-2015
Tuolumne,Jamestown,KindergartenData,44.0,41.0,2014-2015
Tuolumne,Sonora,7thGradeData,153.0,128.0,2014-2015
Tuolumne,Sonora,ChildCareData,344.0,292.0,2014-2015
Tuolumne,Sonora,KindergartenData,173.0,141.0,2014-2015
Tuolumne,Soulsbyville,7thGradeData,21.0,21.0,2014-2015
Tuolumne,Soulsbyville,ChildCareData,15.0,15.0,2014-2015
Tuolumne,Soulsbyville,KindergartenData,58.0,46.0,2014-2015
Tuolumne,Tuolumne City,7thGradeData,60.0,54.0,2014-2015
Tuolumne,Tuolumne City,ChildCareData,50.0,43.0,2014-2015
Tuolumne,Tuolumne City,KindergartenData,50.0,45.0,2014-2015
Tuolumne,Twain Harte,7thGradeData,38.0,36.0,2014-2015
Tuolumne,Twain Harte,ChildCareData,19.0,18.0,2014-2015
Tuolumne,Twain Harte,KindergartenData,29.0,26.0,2014-2015
Ventura,Camarillo,7thGradeData,1017.0,993.0,2014-2015
Ventura,Camarillo,ChildCareData,1148.0,1079.0,2014-2015
Ventura,Camarillo,KindergartenData,1034.0,963.0,2014-2015
Ventura,Fillmore,7thGradeData,272.0,271.0,2014-2015
Ventura,Fillmore,ChildCareData,254.0,242.0,2014-2015
Ventura,Fillmore,KindergartenData,304.0,288.0,2014-2015
Ventura,Moorpark,7thGradeData,499.0,489.0,2014-2015
Ventura,Moorpark,ChildCareData,509.0,480.0,2014-2015
Ventura,Moorpark,KindergartenData,510.0,490.0,2014-2015
Ventura,Oak Park,7thGradeData,384.0,371.0,2014-2015
Ventura,Oak Park,ChildCareData,37.0,34.0,2014-2015
Ventura,Oak Park,KindergartenData,296.0,257.0,2014-2015
Ventura,Oak View,7thGradeData,28.0,25.0,2014-2015
Ventura,Oak View,ChildCareData,27.0,25.0,2014-2015
Ventura,Oak View,KindergartenData,47.0,45.0,2014-2015
Ventura,Ojai,7thGradeData,499.0,352.0,2014-2015
Ventura,Ojai,ChildCareData,318.0,248.0,2014-2015
Ventura,Ojai,KindergartenData,272.0,179.0,2014-2015
Ventura,Oxnard,7thGradeData,3072.0,3064.0,2014-2015
Ventura,Oxnard,ChildCareData,2867.0,2788.0,2014-2015
Ventura,Oxnard,KindergartenData,3817.0,3683.0,2014-2015
Ventura,Piru,KindergartenData,55.0,54.0,2014-2015
Ventura,Port Hueneme,7thGradeData,17.0,17.0,2014-2015
Ventura,Port Hueneme,ChildCareData,168.0,165.0,2014-2015
Ventura,Port Hueneme,KindergartenData,432.0,422.0,2014-2015
Ventura,San Buenaventura (Ventura),7thGradeData,1463.0,1373.0,2014-2015
Ventura,San Buenaventura (Ventura),ChildCareData,1955.0,1738.0,2014-2015
Ventura,San Buenaventura (Ventura),KindergartenData,1560.0,1382.0,2014-2015
Ventura,Santa Paula,7thGradeData,487.0,482.0,2014-2015
Ventura,Santa Paula,ChildCareData,302.0,298.0,2014-2015
Ventura,Santa Paula,KindergartenData,531.0,505.0,2014-2015
Ventura,Simi Valley,7thGradeData,1529.0,1496.0,2014-2015
Ventura,Simi Valley,ChildCareData,1409.0,1314.0,2014-2015
Ventura,Simi Valley,KindergartenData,1465.0,1374.0,2014-2015
Ventura,Somis,7thGradeData,92.0,92.0,2014-2015
Ventura,Somis,KindergartenData,101.0,91.0,2014-2015
Ventura,Thousand Oaks,7thGradeData,1716.0,1649.0,2014-2015
Ventura,Thousand Oaks,ChildCareData,1950.0,1825.0,2014-2015
Ventura,Thousand Oaks,KindergartenData,1310.0,1142.0,2014-2015
Ventura,Westlake Village,7thGradeData,83.0,58.0,2014-2015
Ventura,Westlake Village,ChildCareData,399.0,383.0,2014-2015
Ventura,Westlake Village,KindergartenData,314.0,190.0,2014-2015
Yolo,Davis,7thGradeData,699.0,694.0,2014-2015
Yolo,Davis,ChildCareData,1040.0,1003.0,2014-2015
Yolo,Davis,KindergartenData,724.0,673.0,2014-2015
Yolo,Dixon,ChildCareData,16.0,13.0,2014-2015
Yolo,Esparto,7thGradeData,94.0,94.0,2014-2015
Yolo,Esparto,ChildCareData,44.0,44.0,2014-2015
Yolo,Esparto,KindergartenData,93.0,93.0,2014-2015
Yolo,Knights Landing,ChildCareData,24.0,22.0,2014-2015
Yolo,Knights Landing,KindergartenData,30.0,28.0,2014-2015
Yolo,Madison,ChildCareData,35.0,35.0,2014-2015
Yolo,West Sacramento,7thGradeData,544.0,518.0,2014-2015
Yolo,West Sacramento,ChildCareData,186.0,181.0,2014-2015
Yolo,West Sacramento,KindergartenData,591.0,532.0,2014-2015
Yolo,Winters,7thGradeData,115.0,115.0,2014-2015
Yolo,Winters,ChildCareData,166.0,161.0,2014-2015
Yolo,Winters,KindergartenData,123.0,120.0,2014-2015
Yolo,Woodland,7thGradeData,807.0,797.0,2014-2015
Yolo,Woodland,ChildCareData,968.0,921.0,2014-2015
Yolo,Woodland,KindergartenData,917.0,887.0,2014-2015
Yuba,Arboga,ChildCareData,72.0,62.0,2014-2015
Yuba,Beale AFB,ChildCareData,66.0,63.0,2014-2015
Yuba,Beale AFB,KindergartenData,109.0,104.0,2014-2015
Yuba,Browns Valley,KindergartenData,25.0,21.0,2014-2015
Yuba,Challenge,ChildCareData,16.0,14.0,2014-2015
Yuba,Challenge,KindergartenData,26.0,26.0,2014-2015
Yuba,Dobbins,ChildCareData,16.0,15.0,2014-2015
Yuba,Marysville,7thGradeData,637.0,617.0,2014-2015
Yuba,Marysville,ChildCareData,534.0,486.0,2014-2015
Yuba,Marysville,KindergartenData,454.0,439.0,2014-2015
Yuba,Olivehurst,7thGradeData,705.0,682.0,2014-2015
Yuba,Olivehurst,ChildCareData,233.0,209.0,2014-2015
Yuba,Olivehurst,KindergartenData,377.0,366.0,2014-2015
Yuba,Oregon House,KindergartenData,12.0,10.0,2014-2015
Yuba,Plumas Lake,7thGradeData,134.0,131.0,2014-2015
Yuba,Plumas Lake,ChildCareData,46.0,45.0,2014-2015
Yuba,Plumas Lake,KindergartenData,168.0,165.0,2014-2015
Yuba,Wheatland,7thGradeData,138.0,138.0,2014-2015
Yuba,Wheatland,ChildCareData,101.0,97.0,2014-2015
Yuba,Wheatland,KindergartenData,80.0,78.0,2014-2015
Alameda,Alameda,7thGradeData,764.0,752.0,2015-2016
Alameda,Alameda,ChildCareData,1136.0,1098.0,2015-2016
Alameda,Alameda,KindergartenData,998.0,974.0,2015-2016
Alameda,Albany,7thGradeData,301.0,284.0,2015-2016
Alameda,Albany,ChildCareData,258.0,248.0,2015-2016
Alameda,Albany,KindergartenData,313.0,300.0,2015-2016
Alameda,Berkeley,7thGradeData,950.0,933.0,2015-2016
Alameda,Berkeley,ChildCareData,2511.0,2333.0,2015-2016
Alameda,Berkeley,KindergartenData,1045.0,903.0,2015-2016
Alameda,Castro Valley,7thGradeData,816.0,804.0,2015-2016
Alameda,Castro Valley,ChildCareData,769.0,750.0,2015-2016
Alameda,Castro Valley,KindergartenData,840.0,802.0,2015-2016
Alameda,Dublin,7thGradeData,906.0,894.0,2015-2016
Alameda,Dublin,ChildCareData,1378.0,1350.0,2015-2016
Alameda,Dublin,KindergartenData,1176.0,1155.0,2015-2016
Alameda,Emeryville,7thGradeData,60.0,60.0,2015-2016
Alameda,Emeryville,ChildCareData,152.0,147.0,2015-2016
Alameda,Fremont,7thGradeData,2926.0,2894.0,2015-2016
Alameda,Fremont,ChildCareData,4234.0,4112.0,2015-2016
Alameda,Fremont,KindergartenData,3492.0,3436.0,2015-2016
