county,city,vac_info_type,enrollment,vaccinated,year
Alameda,Alameda,7thGradeData,5832.0,5712.0,2011-2012
Alameda,Alameda,ChildCareData,1031.0,995.0,2011-2012
Alameda,Alameda,KindergartenData,755.0,704.0,2011-2012
Alameda,Albany,7thGradeData,1875.0,1835.0,2011-2012
Alameda,Albany,ChildCareData,258.0,155.0,2011-2012
Alameda,Albany,KindergartenData,274.0,257.0,2011-2012
Alameda,Berkeley,7thGradeData,5937.0,5807.0,2011-2012
Alameda,Berkeley,ChildCareData,2563.0,2336.0,2011-2012
Alameda,Berkeley,KindergartenData,965.0,815.0,2011-2012
Alameda,Castro Valley,7thGradeData,4582.0,4539.0,2011-2012
Alameda,Castro Valley,ChildCareData,808.0,757.0,2011-2012
Alameda,Castro Valley,KindergartenData,691.0,661.0,2011-2012
Alameda,Dublin,7thGradeData,3327.0,3302.0,2011-2012
Alameda,Dublin,ChildCareData,1047.0,1003.0,2011-2012
Alameda,Dublin,KindergartenData,795.0,732.0,2011-2012
Alameda,Emeryville,7thGradeData,314.0,312.0,2011-2012
Alameda,Emeryville,ChildCareData,162.0,152.0,2011-2012
Alameda,Emeryville,KindergartenData,60.0,33.0,2011-2012
Alameda,Fremont,7thGradeData,15955.0,15830.0,2011-2012
Alameda,Fremont,ChildCareData,3588.0,3436.0,2011-2012
Alameda,Fremont,KindergartenData,2904.0,2773.0,2011-2012
Alameda,Hayward,7thGradeData,11066.0,11018.0,2011-2012
Alameda,Hayward,ChildCareData,2014.0,1944.0,2011-2012
Alameda,Hayward,KindergartenData,2137.0,2036.0,2011-2012
Alameda,Livermore,7thGradeData,6598.0,6557.0,2011-2012
Alameda,Livermore,ChildCareData,1340.0,1260.0,2011-2012
Alameda,Livermore,KindergartenData,1200.0,1138.0,2011-2012
Alameda,Newark,7thGradeData,3773.0,3656.0,2011-2012
Alameda,Newark,ChildCareData,943.0,937.0,2011-2012
Alameda,Newark,KindergartenData,893.0,834.0,2011-2012
Alameda,Oakland,7thGradeData,22526.0,22286.0,2011-2012
Alameda,Oakland,ChildCareData,5182.0,4932.0,2011-2012
Alameda,Oakland,KindergartenData,5024.0,4500.0,2011-2012
Alameda,Piedmont,7thGradeData,1316.0,1303.0,2011-2012
Alameda,Piedmont,ChildCareData,95.0,93.0,2011-2012
Alameda,Piedmont,KindergartenData,209.0,192.0,2011-2012
Alameda,Pleasanton,7thGradeData,7175.0,7107.0,2011-2012
Alameda,Pleasanton,ChildCareData,1495.0,1401.0,2011-2012
Alameda,Pleasanton,KindergartenData,954.0,932.0,2011-2012
Alameda,San Leandro,7thGradeData,5166.0,5145.0,2011-2012
Alameda,San Leandro,ChildCareData,873.0,830.0,2011-2012
Alameda,San Leandro,KindergartenData,918.0,906.0,2011-2012
Alameda,San Lorenzo,7thGradeData,5243.0,5217.0,2011-2012
Alameda,San Lorenzo,ChildCareData,272.0,270.0,2011-2012
Alameda,San Lorenzo,KindergartenData,837.0,814.0,2011-2012
Alameda,Sunol,7thGradeData,59.0,56.0,2011-2012
Alameda,Sunol,ChildCareData,23.0,23.0,2011-2012
Alameda,Sunol,KindergartenData,22.0,20.0,2011-2012
Alameda,Union City,7thGradeData,6122.0,6091.0,2011-2012
Alameda,Union City,ChildCareData,596.0,577.0,2011-2012
Alameda,Union City,KindergartenData,873.0,824.0,2011-2012
Alpine,Markleeville,7thGradeData,21.0,21.0,2011-2012
Alpine,Markleeville,ChildCareData,24.0,23.0,2011-2012
Alpine,Markleeville,KindergartenData,12.0,12.0,2011-2012
Amador,Ione,ChildCareData,52.0,50.0,2011-2012
Amador,Ione,KindergartenData,79.0,74.0,2011-2012
Amador,Jackson,7thGradeData,1200.0,1159.0,2011-2012
Amador,Jackson,ChildCareData,71.0,64.0,2011-2012
Amador,Jackson,KindergartenData,89.0,82.0,2011-2012
Amador,Pine Grove,ChildCareData,44.0,43.0,2011-2012
Amador,Pine Grove,KindergartenData,64.0,52.0,2011-2012
Amador,Pioneer,ChildCareData,40.0,35.0,2011-2012
Amador,Plymouth,ChildCareData,54.0,50.0,2011-2012
Amador,Plymouth,KindergartenData,29.0,29.0,2011-2012
Amador,Sutter Creek,7thGradeData,767.0,731.0,2011-2012
Amador,Sutter Creek,KindergartenData,54.0,48.0,2011-2012
Butte,Bangor,7thGradeData,27.0,26.0,2011-2012
Butte,Bangor,ChildCareData,15.0,15.0,2011-2012
Butte,Bangor,KindergartenData,20.0,17.0,2011-2012
Butte,Berry Creek,ChildCareData,12.0,10.0,2011-2012
Butte,Biggs,7thGradeData,296.0,273.0,2011-2012
Butte,Biggs,KindergartenData,35.0,33.0,2011-2012
Butte,Chico,7thGradeData,6745.0,6399.0,2011-2012
Butte,Chico,ChildCareData,1413.0,1240.0,2011-2012
Butte,Chico,KindergartenData,1171.0,1031.0,2011-2012
Butte,Durham,7thGradeData,514.0,476.0,2011-2012
Butte,Durham,ChildCareData,15.0,15.0,2011-2012
Butte,Durham,KindergartenData,63.0,60.0,2011-2012
Butte,Forest Ranch,KindergartenData,19.0,15.0,2011-2012
Butte,Gridley,7thGradeData,1036.0,1018.0,2011-2012
Butte,Gridley,ChildCareData,131.0,126.0,2011-2012
Butte,Gridley,KindergartenData,199.0,196.0,2011-2012
Butte,Magalia,7thGradeData,291.0,276.0,2011-2012
Butte,Magalia,ChildCareData,47.0,42.0,2011-2012
Butte,Magalia,KindergartenData,99.0,85.0,2011-2012
Butte,Oroville,7thGradeData,3891.0,3629.0,2011-2012
Butte,Oroville,ChildCareData,732.0,659.0,2011-2012
Butte,Oroville,KindergartenData,706.0,659.0,2011-2012
Butte,Palermo,7thGradeData,259.0,245.0,2011-2012
Butte,Palermo,ChildCareData,90.0,87.0,2011-2012
Butte,Paradise,7thGradeData,3742.0,3508.0,2011-2012
Butte,Paradise,ChildCareData,492.0,450.0,2011-2012
Butte,Paradise,KindergartenData,500.0,418.0,2011-2012
Calaveras,Angels,7thGradeData,942.0,913.0,2011-2012
Calaveras,Angels,ChildCareData,20.0,19.0,2011-2012
Calaveras,Angels,KindergartenData,59.0,46.0,2011-2012
Calaveras,Arnold,ChildCareData,20.0,14.0,2011-2012
Calaveras,Arnold,KindergartenData,31.0,28.0,2011-2012
Calaveras,Avery,7thGradeData,166.0,161.0,2011-2012
Calaveras,Copperopolis,ChildCareData,16.0,14.0,2011-2012
Calaveras,Copperopolis,KindergartenData,48.0,29.0,2011-2012
Calaveras,Mokelumne Hill,KindergartenData,14.0,10.0,2011-2012
Calaveras,Murphys,ChildCareData,32.0,27.0,2011-2012
Calaveras,Murphys,KindergartenData,43.0,37.0,2011-2012
Calaveras,San Andreas,7thGradeData,1370.0,1240.0,2011-2012
Calaveras,San Andreas,ChildCareData,56.0,49.0,2011-2012
Calaveras,San Andreas,KindergartenData,48.0,38.0,2011-2012
Calaveras,Vallecito,7thGradeData,40.0,40.0,2011-2012
Calaveras,Valley Springs,7thGradeData,520.0,497.0,2011-2012
Calaveras,Valley Springs,ChildCareData,122.0,105.0,2011-2012
Calaveras,Valley Springs,KindergartenData,133.0,117.0,2011-2012
Calaveras,West Point,ChildCareData,20.0,20.0,2011-2012
Calaveras,West Point,KindergartenData,16.0,13.0,2011-2012
Colusa,Arbuckle,7thGradeData,595.0,583.0,2011-2012
Colusa,Arbuckle,ChildCareData,99.0,99.0,2011-2012
Colusa,Arbuckle,KindergartenData,95.0,94.0,2011-2012
Colusa,Colusa,7thGradeData,632.0,611.0,2011-2012
Colusa,Colusa,ChildCareData,97.0,95.0,2011-2012
Colusa,Colusa,KindergartenData,136.0,135.0,2011-2012
Colusa,Grimes,KindergartenData,11.0,11.0,2011-2012
Colusa,Maxwell,7thGradeData,184.0,184.0,2011-2012
Colusa,Maxwell,ChildCareData,19.0,19.0,2011-2012
Colusa,Maxwell,KindergartenData,35.0,32.0,2011-2012
Colusa,Williams,7thGradeData,571.0,564.0,2011-2012
Colusa,Williams,ChildCareData,100.0,98.0,2011-2012
Colusa,Williams,KindergartenData,106.0,106.0,2011-2012
Contra Costa,Alamo,7thGradeData,2626.0,2599.0,2011-2012
Contra Costa,Alamo,ChildCareData,277.0,269.0,2011-2012
Contra Costa,Alamo,KindergartenData,146.0,144.0,2011-2012
Contra Costa,Antioch,7thGradeData,9039.0,8896.0,2011-2012
Contra Costa,Antioch,ChildCareData,951.0,891.0,2011-2012
Contra Costa,Antioch,KindergartenData,1484.0,1410.0,2011-2012
Contra Costa,Bay Point,7thGradeData,543.0,542.0,2011-2012
Contra Costa,Bay Point,ChildCareData,293.0,293.0,2011-2012
Contra Costa,Brentwood,7thGradeData,7060.0,6969.0,2011-2012
Contra Costa,Brentwood,ChildCareData,838.0,795.0,2011-2012
Contra Costa,Brentwood,KindergartenData,862.0,839.0,2011-2012
Contra Costa,Byron,7thGradeData,474.0,464.0,2011-2012
Contra Costa,Byron,KindergartenData,184.0,169.0,2011-2012
Contra Costa,Canyon,7thGradeData,10.0,7.0,2011-2012
Contra Costa,Clayton,7thGradeData,456.0,447.0,2011-2012
Contra Costa,Clayton,ChildCareData,104.0,102.0,2011-2012
Contra Costa,Clayton,KindergartenData,118.0,117.0,2011-2012
Contra Costa,Concord,7thGradeData,10630.0,10539.0,2011-2012
Contra Costa,Concord,ChildCareData,1639.0,1538.0,2011-2012
Contra Costa,Concord,KindergartenData,1504.0,1447.0,2011-2012
Contra Costa,Crockett,7thGradeData,773.0,764.0,2011-2012
Contra Costa,Danville,7thGradeData,7141.0,7056.0,2011-2012
Contra Costa,Danville,ChildCareData,1514.0,1460.0,2011-2012
Contra Costa,Danville,KindergartenData,873.0,843.0,2011-2012
Contra Costa,Discovery Bay,ChildCareData,111.0,105.0,2011-2012
Contra Costa,Discovery Bay,KindergartenData,25.0,24.0,2011-2012
Contra Costa,El Cerrito,7thGradeData,4268.0,4210.0,2011-2012
Contra Costa,El Cerrito,ChildCareData,624.0,592.0,2011-2012
Contra Costa,El Cerrito,KindergartenData,722.0,680.0,2011-2012
Contra Costa,El Sobrante (Contra Costa County),7thGradeData,717.0,698.0,2011-2012
Contra Costa,El Sobrante (Contra Costa County),ChildCareData,129.0,120.0,2011-2012
Contra Costa,El Sobrante (Contra Costa County),KindergartenData,232.0,208.0,2011-2012
Contra Costa,Hercules,7thGradeData,1547.0,1537.0,2011-2012
Contra Costa,Hercules,ChildCareData,150.0,147.0,2011-2012
Contra Costa,Hercules,KindergartenData,214.0,212.0,2011-2012
Contra Costa,Kensington,ChildCareData,218.0,205.0,2011-2012
Contra Costa,Kensington,KindergartenData,77.0,72.0,2011-2012
Contra Costa,Knightsen,7thGradeData,106.0,106.0,2011-2012
Contra Costa,Knightsen,KindergartenData,45.0,45.0,2011-2012
Contra Costa,Lafayette,7thGradeData,2576.0,2552.0,2011-2012
Contra Costa,Lafayette,ChildCareData,824.0,786.0,2011-2012
Contra Costa,Lafayette,KindergartenData,495.0,430.0,2011-2012
Contra Costa,Martinez,7thGradeData,2394.0,2362.0,2011-2012
Contra Costa,Martinez,ChildCareData,536.0,502.0,2011-2012
Contra Costa,Martinez,KindergartenData,447.0,422.0,2011-2012
Contra Costa,Moraga,7thGradeData,1804.0,1784.0,2011-2012
Contra Costa,Moraga,ChildCareData,534.0,499.0,2011-2012
Contra Costa,Moraga,KindergartenData,164.0,158.0,2011-2012
Contra Costa,Oakley,7thGradeData,3642.0,3600.0,2011-2012
Contra Costa,Oakley,ChildCareData,338.0,328.0,2011-2012
Contra Costa,Oakley,KindergartenData,569.0,535.0,2011-2012
Contra Costa,Orinda,7thGradeData,1839.0,1827.0,2011-2012
Contra Costa,Orinda,ChildCareData,348.0,335.0,2011-2012
Contra Costa,Orinda,KindergartenData,232.0,211.0,2011-2012
Contra Costa,Pinole,7thGradeData,2322.0,2313.0,2011-2012
Contra Costa,Pinole,ChildCareData,56.0,55.0,2011-2012
Contra Costa,Pinole,KindergartenData,226.0,220.0,2011-2012
Contra Costa,Pittsburg,7thGradeData,4526.0,4497.0,2011-2012
Contra Costa,Pittsburg,ChildCareData,800.0,784.0,2011-2012
Contra Costa,Pittsburg,KindergartenData,1367.0,1323.0,2011-2012
Contra Costa,Pleasant Hill,7thGradeData,4058.0,4009.0,2011-2012
Contra Costa,Pleasant Hill,ChildCareData,845.0,785.0,2011-2012
Contra Costa,Pleasant Hill,KindergartenData,648.0,616.0,2011-2012
Contra Costa,Richmond,7thGradeData,5749.0,5709.0,2011-2012
Contra Costa,Richmond,ChildCareData,1775.0,1736.0,2011-2012
Contra Costa,Richmond,KindergartenData,1205.0,1150.0,2011-2012
Contra Costa,Rodeo,7thGradeData,60.0,60.0,2011-2012
Contra Costa,Rodeo,ChildCareData,206.0,205.0,2011-2012
Contra Costa,Rodeo,KindergartenData,148.0,137.0,2011-2012
Contra Costa,San Pablo,7thGradeData,1592.0,1581.0,2011-2012
Contra Costa,San Pablo,ChildCareData,585.0,562.0,2011-2012
Contra Costa,San Pablo,KindergartenData,597.0,585.0,2011-2012
Contra Costa,San Ramon,7thGradeData,7279.0,7200.0,2011-2012
Contra Costa,San Ramon,ChildCareData,842.0,819.0,2011-2012
Contra Costa,San Ramon,KindergartenData,1308.0,1231.0,2011-2012
Contra Costa,Walnut Creek,7thGradeData,5593.0,5515.0,2011-2012
Contra Costa,Walnut Creek,ChildCareData,1500.0,1385.0,2011-2012
Contra Costa,Walnut Creek,KindergartenData,826.0,792.0,2011-2012
Del Norte,Crescent City,7thGradeData,1865.0,1763.0,2011-2012
Del Norte,Crescent City,ChildCareData,199.0,179.0,2011-2012
Del Norte,Crescent City,KindergartenData,254.0,227.0,2011-2012
Del Norte,Fort Dick,KindergartenData,59.0,45.0,2011-2012
Del Norte,Klamath,KindergartenData,16.0,15.0,2011-2012
Del Norte,Smith River,7thGradeData,55.0,55.0,2011-2012
Del Norte,Smith River,ChildCareData,19.0,19.0,2011-2012
Del Norte,Smith River,KindergartenData,32.0,29.0,2011-2012
El Dorado,Cameron Park,7thGradeData,413.0,391.0,2011-2012
El Dorado,Cameron Park,ChildCareData,208.0,186.0,2011-2012
El Dorado,Cameron Park,KindergartenData,137.0,114.0,2011-2012
El Dorado,Camino,7thGradeData,95.0,91.0,2011-2012
El Dorado,Camino,ChildCareData,37.0,37.0,2011-2012
El Dorado,Camino,KindergartenData,67.0,54.0,2011-2012
El Dorado,Cool,7thGradeData,113.0,104.0,2011-2012
El Dorado,Cool,ChildCareData,39.0,38.0,2011-2012
El Dorado,Cool,KindergartenData,41.0,38.0,2011-2012
El Dorado,Costa Mesa,7thGradeData,118.0,114.0,2011-2012
El Dorado,Diamond Springs,7thGradeData,234.0,214.0,2011-2012
El Dorado,Diamond Springs,ChildCareData,123.0,116.0,2011-2012
El Dorado,El Dorado,7thGradeData,1039.0,970.0,2011-2012
El Dorado,El Dorado Hills,7thGradeData,3675.0,3541.0,2011-2012
El Dorado,El Dorado Hills,ChildCareData,445.0,372.0,2011-2012
El Dorado,El Dorado Hills,KindergartenData,594.0,548.0,2011-2012
El Dorado,Garden Valley,7thGradeData,581.0,530.0,2011-2012
El Dorado,Garden Valley,ChildCareData,14.0,8.0,2011-2012
El Dorado,Garden Valley,KindergartenData,14.0,6.0,2011-2012
El Dorado,Georgetown,7thGradeData,102.0,99.0,2011-2012
El Dorado,Georgetown,ChildCareData,42.0,40.0,2011-2012
El Dorado,Georgetown,KindergartenData,43.0,36.0,2011-2012
El Dorado,Huntington Park,KindergartenData,88.0,88.0,2011-2012
El Dorado,Orangevale,7thGradeData,116.0,104.0,2011-2012
El Dorado,Placerville,7thGradeData,3018.0,2805.0,2011-2012
El Dorado,Placerville,ChildCareData,395.0,367.0,2011-2012
El Dorado,Placerville,KindergartenData,565.0,486.0,2011-2012
El Dorado,Pollock Pines,7thGradeData,158.0,144.0,2011-2012
El Dorado,Pollock Pines,ChildCareData,41.0,30.0,2011-2012
El Dorado,Pollock Pines,KindergartenData,75.0,71.0,2011-2012
El Dorado,Rescue,7thGradeData,441.0,423.0,2011-2012
El Dorado,Rescue,ChildCareData,53.0,48.0,2011-2012
El Dorado,Rescue,KindergartenData,183.0,172.0,2011-2012
El Dorado,Sacramento,7thGradeData,130.0,107.0,2011-2012
El Dorado,Sacramento,KindergartenData,69.0,56.0,2011-2012
El Dorado,Shingle Springs,7thGradeData,1987.0,1903.0,2011-2012
El Dorado,Shingle Springs,ChildCareData,134.0,126.0,2011-2012
El Dorado,Shingle Springs,KindergartenData,148.0,129.0,2011-2012
El Dorado,Somerset,7thGradeData,99.0,94.0,2011-2012
El Dorado,Somerset,KindergartenData,19.0,19.0,2011-2012
El Dorado,South Lake Tahoe,7thGradeData,1850.0,1744.0,2011-2012
El Dorado,South Lake Tahoe,ChildCareData,413.0,355.0,2011-2012
El Dorado,South Lake Tahoe,KindergartenData,387.0,338.0,2011-2012
El Dorado,Stockton,KindergartenData,120.0,119.0,2011-2012
El Dorado,Yerington,7thGradeData,121.0,121.0,2011-2012
Fresno,Auberry,7thGradeData,11.0,11.0,2011-2012
Fresno,Auberry,ChildCareData,12.0,12.0,2011-2012
Fresno,Burrel,KindergartenData,12.0,12.0,2011-2012
Fresno,Cantua Creek,7thGradeData,44.0,44.0,2011-2012
Fresno,Cantua Creek,ChildCareData,55.0,55.0,2011-2012
Fresno,Cantua Creek,KindergartenData,26.0,26.0,2011-2012
Fresno,Caruthers,7thGradeData,757.0,757.0,2011-2012
Fresno,Caruthers,ChildCareData,112.0,107.0,2011-2012
Fresno,Caruthers,KindergartenData,111.0,106.0,2011-2012
Fresno,Clovis,7thGradeData,12177.0,11934.0,2011-2012
Fresno,Clovis,ChildCareData,1724.0,1607.0,2011-2012
Fresno,Clovis,KindergartenData,1791.0,1716.0,2011-2012
Fresno,Coalinga,7thGradeData,1542.0,1527.0,2011-2012
Fresno,Coalinga,ChildCareData,261.0,259.0,2011-2012
Fresno,Coalinga,KindergartenData,203.0,198.0,2011-2012
Fresno,Del Rey,ChildCareData,56.0,55.0,2011-2012
Fresno,Del Rey,KindergartenData,39.0,38.0,2011-2012
Fresno,Dinuba,7thGradeData,110.0,109.0,2011-2012
Fresno,Dunlap,7thGradeData,130.0,119.0,2011-2012
Fresno,Dunlap,KindergartenData,39.0,36.0,2011-2012
Fresno,Firebaugh,7thGradeData,1034.0,1031.0,2011-2012
Fresno,Firebaugh,ChildCareData,271.0,268.0,2011-2012
Fresno,Firebaugh,KindergartenData,207.0,203.0,2011-2012
Fresno,Five Points,7thGradeData,53.0,53.0,2011-2012
Fresno,Five Points,ChildCareData,57.0,57.0,2011-2012
Fresno,Five Points,KindergartenData,36.0,36.0,2011-2012
Fresno,Fowler,7thGradeData,1029.0,1027.0,2011-2012
Fresno,Fowler,ChildCareData,120.0,119.0,2011-2012
Fresno,Fowler,KindergartenData,148.0,148.0,2011-2012
Fresno,Fresno,7thGradeData,49802.0,48630.0,2011-2012
Fresno,Fresno,ChildCareData,7175.0,6861.0,2011-2012
Fresno,Fresno,KindergartenData,9722.0,9166.0,2011-2012
Fresno,Helm,7thGradeData,14.0,14.0,2011-2012
Fresno,Helm,KindergartenData,19.0,18.0,2011-2012
Fresno,Huron,7thGradeData,235.0,235.0,2011-2012
Fresno,Huron,ChildCareData,170.0,170.0,2011-2012
Fresno,Huron,KindergartenData,149.0,146.0,2011-2012
Fresno,Kerman,7thGradeData,1950.0,1933.0,2011-2012
Fresno,Kerman,ChildCareData,227.0,216.0,2011-2012
Fresno,Kerman,KindergartenData,451.0,443.0,2011-2012
Fresno,Kingsburg,7thGradeData,1691.0,1644.0,2011-2012
Fresno,Kingsburg,ChildCareData,217.0,205.0,2011-2012
Fresno,Kingsburg,KindergartenData,314.0,288.0,2011-2012
Fresno,Laton,7thGradeData,293.0,292.0,2011-2012
Fresno,Laton,ChildCareData,68.0,67.0,2011-2012
Fresno,Laton,KindergartenData,61.0,58.0,2011-2012
Fresno,Mendota,7thGradeData,1142.0,1141.0,2011-2012
Fresno,Mendota,ChildCareData,220.0,219.0,2011-2012
Fresno,Mendota,KindergartenData,333.0,332.0,2011-2012
Fresno,Orange Cove,7thGradeData,990.0,988.0,2011-2012
Fresno,Orange Cove,ChildCareData,272.0,262.0,2011-2012
Fresno,Orange Cove,KindergartenData,283.0,283.0,2011-2012
Fresno,Parlier,7thGradeData,1382.0,1380.0,2011-2012
Fresno,Parlier,ChildCareData,290.0,288.0,2011-2012
Fresno,Parlier,KindergartenData,372.0,368.0,2011-2012
Fresno,Pinedale,ChildCareData,164.0,147.0,2011-2012
Fresno,Pinedale,KindergartenData,140.0,132.0,2011-2012
Fresno,Prather,KindergartenData,86.0,77.0,2011-2012
Fresno,Raisin City,7thGradeData,55.0,55.0,2011-2012
Fresno,Raisin City,ChildCareData,46.0,46.0,2011-2012
Fresno,Raisin City,KindergartenData,47.0,46.0,2011-2012
Fresno,Reedley,7thGradeData,3436.0,3404.0,2011-2012
Fresno,Reedley,ChildCareData,469.0,464.0,2011-2012
Fresno,Reedley,KindergartenData,512.0,511.0,2011-2012
Fresno,Riverdale,7thGradeData,767.0,756.0,2011-2012
Fresno,Riverdale,ChildCareData,107.0,106.0,2011-2012
Fresno,Riverdale,KindergartenData,133.0,131.0,2011-2012
Fresno,San Joaquin,7thGradeData,148.0,148.0,2011-2012
Fresno,San Joaquin,ChildCareData,133.0,133.0,2011-2012
Fresno,San Joaquin,KindergartenData,81.0,80.0,2011-2012
Fresno,Sanger,7thGradeData,4705.0,4598.0,2011-2012
Fresno,Sanger,ChildCareData,559.0,550.0,2011-2012
Fresno,Sanger,KindergartenData,584.0,571.0,2011-2012
Fresno,Selma,7thGradeData,2832.0,2818.0,2011-2012
Fresno,Selma,ChildCareData,614.0,596.0,2011-2012
Fresno,Selma,KindergartenData,536.0,531.0,2011-2012
Fresno,Tollhouse,7thGradeData,786.0,725.0,2011-2012
Fresno,Tranquillity,7thGradeData,534.0,523.0,2011-2012
Fresno,Tranquillity,KindergartenData,25.0,25.0,2011-2012
Glenn,Elk Creek,7thGradeData,12.0,11.0,2011-2012
Glenn,Elk Creek,KindergartenData,11.0,8.0,2011-2012
Glenn,Glenn,7thGradeData,23.0,23.0,2011-2012
Glenn,Hamilton City,7thGradeData,398.0,386.0,2011-2012
Glenn,Hamilton City,ChildCareData,63.0,62.0,2011-2012
Glenn,Hamilton City,KindergartenData,59.0,59.0,2011-2012
Glenn,Orland,7thGradeData,1153.0,1142.0,2011-2012
Glenn,Orland,ChildCareData,135.0,134.0,2011-2012
Glenn,Orland,KindergartenData,253.0,247.0,2011-2012
Glenn,Princeton,7thGradeData,108.0,105.0,2011-2012
Glenn,Princeton,KindergartenData,15.0,15.0,2011-2012
Glenn,Willows,7thGradeData,834.0,794.0,2011-2012
Glenn,Willows,ChildCareData,126.0,121.0,2011-2012
Glenn,Willows,KindergartenData,137.0,132.0,2011-2012
Humboldt,Arcata,7thGradeData,1400.0,1269.0,2011-2012
Humboldt,Arcata,ChildCareData,417.0,308.0,2011-2012
Humboldt,Arcata,KindergartenData,162.0,119.0,2011-2012
Humboldt,Bayside,7thGradeData,102.0,88.0,2011-2012
Humboldt,Bayside,KindergartenData,45.0,33.0,2011-2012
Humboldt,Blue Lake,7thGradeData,10.0,9.0,2011-2012
Humboldt,Blue Lake,ChildCareData,23.0,18.0,2011-2012
Humboldt,Blue Lake,KindergartenData,12.0,8.0,2011-2012
Humboldt,Briceland,ChildCareData,27.0,13.0,2011-2012
Humboldt,Bridgeville,ChildCareData,11.0,10.0,2011-2012
Humboldt,Carlotta,7thGradeData,25.0,25.0,2011-2012
Humboldt,Carlotta,ChildCareData,17.0,15.0,2011-2012
Humboldt,Carlotta,KindergartenData,17.0,16.0,2011-2012
Humboldt,Eureka,7thGradeData,2946.0,2682.0,2011-2012
Humboldt,Eureka,ChildCareData,574.0,526.0,2011-2012
Humboldt,Eureka,KindergartenData,567.0,442.0,2011-2012
Humboldt,Ferndale,7thGradeData,426.0,378.0,2011-2012
Humboldt,Ferndale,ChildCareData,30.0,27.0,2011-2012
Humboldt,Ferndale,KindergartenData,39.0,37.0,2011-2012
Humboldt,Fieldbrook,KindergartenData,17.0,7.0,2011-2012
Humboldt,Fortuna,7thGradeData,1266.0,1139.0,2011-2012
Humboldt,Fortuna,ChildCareData,161.0,152.0,2011-2012
Humboldt,Fortuna,KindergartenData,176.0,162.0,2011-2012
Humboldt,Hoopa,7thGradeData,359.0,346.0,2011-2012
Humboldt,Hoopa,KindergartenData,61.0,54.0,2011-2012
Humboldt,Hydesville,7thGradeData,28.0,28.0,2011-2012
Humboldt,Hydesville,KindergartenData,20.0,20.0,2011-2012
Humboldt,Loleta,ChildCareData,18.0,17.0,2011-2012
Humboldt,Loleta,KindergartenData,14.0,10.0,2011-2012
Humboldt,McKinleyville,7thGradeData,894.0,839.0,2011-2012
Humboldt,McKinleyville,ChildCareData,137.0,130.0,2011-2012
Humboldt,McKinleyville,KindergartenData,123.0,108.0,2011-2012
Humboldt,Miranda,7thGradeData,285.0,188.0,2011-2012
Humboldt,Miranda,ChildCareData,12.0,10.0,2011-2012
Humboldt,Orleans,7thGradeData,10.0,8.0,2011-2012
Humboldt,Orleans,ChildCareData,11.0,10.0,2011-2012
Humboldt,Petrolia,7thGradeData,301.0,95.0,2011-2012
Humboldt,Petrolia,KindergartenData,51.0,23.0,2011-2012
Humboldt,Redway,7thGradeData,46.0,39.0,2011-2012
Humboldt,Redway,ChildCareData,19.0,18.0,2011-2012
Humboldt,Redway,KindergartenData,43.0,37.0,2011-2012
Humboldt,Rio Dell,7thGradeData,64.0,58.0,2011-2012
Humboldt,Rio Dell,ChildCareData,32.0,29.0,2011-2012
Humboldt,Rio Dell,KindergartenData,45.0,41.0,2011-2012
Humboldt,Scotia,7thGradeData,59.0,54.0,2011-2012
Humboldt,Scotia,ChildCareData,27.0,25.0,2011-2012
Humboldt,Scotia,KindergartenData,32.0,27.0,2011-2012
Humboldt,Trinidad,7thGradeData,32.0,15.0,2011-2012
Humboldt,Trinidad,ChildCareData,37.0,28.0,2011-2012
Humboldt,Trinidad,KindergartenData,17.0,8.0,2011-2012
Humboldt,Whitethorn,KindergartenData,14.0,5.0,2011-2012
Humboldt,Willow Creek,7thGradeData,55.0,55.0,2011-2012
Humboldt,Willow Creek,ChildCareData,19.0,17.0,2011-2012
Humboldt,Willow Creek,KindergartenData,24.0,22.0,2011-2012
Imperial,Brawley,7thGradeData,2662.0,2622.0,2011-2012
Imperial,Brawley,ChildCareData,515.0,507.0,2011-2012
Imperial,Brawley,KindergartenData,438.0,431.0,2011-2012
Imperial,Calexico,7thGradeData,5112.0,5094.0,2011-2012
Imperial,Calexico,ChildCareData,649.0,640.0,2011-2012
Imperial,Calexico,KindergartenData,660.0,644.0,2011-2012
Imperial,Calipatria,7thGradeData,529.0,527.0,2011-2012
Imperial,Calipatria,ChildCareData,59.0,55.0,2011-2012
Imperial,Calipatria,KindergartenData,78.0,78.0,2011-2012
Imperial,El Centro,7thGradeData,6039.0,5986.0,2011-2012
Imperial,El Centro,ChildCareData,1043.0,1002.0,2011-2012
Imperial,El Centro,KindergartenData,885.0,842.0,2011-2012
Imperial,Heber,7thGradeData,255.0,255.0,2011-2012
Imperial,Heber,ChildCareData,82.0,77.0,2011-2012
Imperial,Herber,KindergartenData,106.0,106.0,2011-2012
Imperial,Holtville,7thGradeData,800.0,796.0,2011-2012
Imperial,Holtville,ChildCareData,81.0,75.0,2011-2012
Imperial,Holtville,KindergartenData,105.0,104.0,2011-2012
Imperial,Imperial,7thGradeData,1704.0,1688.0,2011-2012
Imperial,Imperial,ChildCareData,197.0,190.0,2011-2012
Imperial,Imperial,KindergartenData,267.0,265.0,2011-2012
Imperial,Niland,ChildCareData,20.0,19.0,2011-2012
Imperial,Niland,KindergartenData,23.0,23.0,2011-2012
