facility_num,county,is_public,city,facility_name,enrollment,n,pct,vac_info_type,reported
197420025,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START- BERTRAND,34,32,95,ChildCareData,Y
197493116,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START- MELVIN,33,29,88,ChildCareData,Y
197420022,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-ANATOLA,20,19,95,ChildCareData,Y
197414041,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-ARTHUR D. AVILA,52,50,98,ChildCareData,Y
197419037,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-CHASE,51,49,98,ChildCareData,Y
197416908,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-DENNIS P. ZINE COMMUNITY CENTER,47,44,95,ChildCareData,Y
197418434,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-FULTON,20,19,95,ChildCareData,Y
197414043,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-MIGUEL MONTES,54,52,98,ChildCareData,Y
197414040,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-NAPA,63,61,97,ChildCareData,Y
197419049,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-NOBLE,66,64,98,ChildCareData,Y
197415102,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-OSBORNE,102,100,98,ChildCareData,Y
197414037,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-RESEDA,90,88,98,ChildCareData,Y
197412105,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-ROSCOE CANYON,60,57,95,ChildCareData,Y
197414042,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-SEPULVEDA,122,120,99,ChildCareData,Y
197401708,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-SHERWOOD,56,54,98,ChildCareData,Y
197402309,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-VALERIO,60,58,98,ChildCareData,Y
197400783,Los Angeles,HEAD START,Los Angeles,CCRC HEAD START-WOODMAN,117,115,99,ChildCareData,Y
197417861,Los Angeles,HEAD START,Los Angeles,CCRC TULSA HEAD START,60,58,98,ChildCareData,Y
197415770,Los Angeles,PRIVATE,Torrance,"CDC, INC. FRIENDSHIP ACADEMY CHILDREN'S CENTER",69,67,98,ChildCareData,Y
198018035,Los Angeles,PRIVATE,Los Angeles,CDCLA-CHINATOWN SERVICE CENTER CHILDREN'S CENTER,38,36,95,ChildCareData,Y
198002423,Los Angeles,PRIVATE,Glendale,CEDAR MONTESSORI,20,19,95,ChildCareData,Y
197413421,Los Angeles,PUBLIC,Santa Clarita,CEDARCREEK STATE PRESCHOOL,45,42,95,ChildCareData,Y
198011061,Los Angeles,PRIVATE,South Pasadena,"CELEBRATION KIDS, INC.",81,79,98,ChildCareData,Y
191804750,Los Angeles,PRIVATE,Los Angeles,CENTER FOR EARLY EDUCATION,121,118,98,ChildCareData,Y
197404737,Los Angeles,PRIVATE,Los Angeles,CENTERS OF LEARNING SCHOOL,29,26,90,ChildCareData,Y
198006400,Los Angeles,PUBLIC,Baldwin Park,CENTRAL,48,45,95,ChildCareData,Y
191670563,Los Angeles,PUBLIC,Long Beach,CENTRAL NURSERY,25,23,95,ChildCareData,Y
198016199,Los Angeles,PUBLIC,Los Angeles,CENTRAL REGION EARLY EDUCATION CENTER #1,153,151,99,ChildCareData,Y
192006337,Los Angeles,PUBLIC,Los Angeles,CENTRO DE ALEGRIA,47,44,95,ChildCareData,Y
198015068,Los Angeles,PRIVATE,Los Angeles,CENTRO DE MILAGROS L.A.C.C. & DEVELOP COUNCIL,41,38,95,ChildCareData,Y
191870566,Los Angeles,PRIVATE,Los Angeles,"CENTRO DE NINOS, MARAVILLA",67,63,94,ChildCareData,Y
198006112,Los Angeles,PRIVATE,Los Angeles,CENTURY ALAMEDA CHILDRENS CENTER/PARA LOS NINOS,63,61,98,ChildCareData,Y
198007425,Los Angeles,PUBLIC,Glendale,CERRITOS CHILD DEV. CENTER,120,118,99,ChildCareData,Y
191594914,Los Angeles,PRIVATE,Norwalk,CERRITOS COLLEGE CHILD DEVELOPMENT CENTER,102,98,96,ChildCareData,Y
198017704,Los Angeles,HEAD START,Long Beach,CESAR CHAVEZ HEAD START,62,60,98,ChildCareData,Y
198016307,Los Angeles,PRIVATE,Burbank,CHABAD BURBANK PRESCHOOL,37,32,86,ChildCareData,Y
197419959,Los Angeles,PRIVATE,Manhattan Beach,CHALK OF MANHATTAN BEACH,140,138,99,ChildCareData,Y
197416542,Los Angeles,PRIVATE,Los Angeles,CHALK PRESCHOOL OF LOS ANGELES,106,104,99,ChildCareData,Y
197417724,Los Angeles,PRIVATE,Los Angeles,CHALK PRESCHOOL OF VENICE,85,81,95,ChildCareData,Y
197416055,Los Angeles,PUBLIC,Santa Clarita,CHARLES HELMERS /SAUGUS UNIFIED SCHOOL DISTRICT,26,24,95,ChildCareData,Y
191590008,Los Angeles,PRIVATE,Covina,CHARTER OAK DAY SCHOOL,24,22,95,ChildCareData,Y
198013345,Los Angeles,PUBLIC,Glendora,CHARTER OAK USD DEV. CENTER - PRESCHOOL PROGRAM,41,38,95,ChildCareData,Y
197416559,Los Angeles,PUBLIC,Los Angeles,CHASE EARLY EDUCATION CENTER,173,169,98,ChildCareData,Y
191290503,Los Angeles,PRIVATE,Los Angeles,CHATSWORTH HILLS ACADEMY,28,25,89,ChildCareData,Y
198004391,Los Angeles,PRIVATE,Long Beach,CHILD AND FAMILY CENTER-DEPT. OF FAMILY CONSUMER,43,40,95,ChildCareData,Y
191596182,Los Angeles,PUBLIC,Walnut,CHILD DEVELOPMENT CENTER,141,134,95,ChildCareData,Y
191203783,Los Angeles,PRIVATE,La Canada Flintridge,"CHILD EDUCATIONAL CENTER, CALTECH/JPL COMMUNITY",162,155,96,ChildCareData,Y
198016427,Los Angeles,PRIVATE,Pasadena,CHILD EDUCATIONAL CTR. CO-OPERATIVE PS AT CALTECH,33,31,95,ChildCareData,Y
197409223,Los Angeles,PRIVATE,Los Angeles,CHILD'S WORLD SCHOOL,74,72,98,ChildCareData,Y
197409567,Los Angeles,PRIVATE,Los Angeles,CHILDREN OF OUR SAVIOR PRE-SCHOOL,131,129,99,ChildCareData,Y
198012158,Los Angeles,PRIVATE,Downey,CHILDREN'S ACADEMY OF SUCCESS,48,45,95,ChildCareData,Y
198014197,Los Angeles,PRIVATE,Los Angeles,CHILDREN'S BUREAU FAMILY CENTER AT MAGNOLIA PLACE,128,120,94,ChildCareData,Y
198017956,Los Angeles,PRIVATE,Pasadena,CHILDREN'S CENTER AT CALTECH,106,103,97,ChildCareData,Y
198005624,Los Angeles,PRIVATE,Los Angeles,"CHILDREN'S CENTER, INC., THE",92,90,98,ChildCareData,Y
191290831,Los Angeles,PRIVATE,Los Angeles,CHILDREN'S CIRCLE NURSERY SCHOOL,38,36,95,ChildCareData,Y
197419346,Los Angeles,PRIVATE,Los Angeles,"CHILDREN'S COLL INC/HOPE MEMORIAL CDC, THE",35,23,66,ChildCareData,Y
197492890,Los Angeles,PRIVATE,Los Angeles,"CHILDREN'S COLLECT.INC/VERMONT AVE CHILD DEV, THE",27,25,95,ChildCareData,Y
198018196,Los Angeles,PRIVATE,Los Angeles,"CHILDREN'S COLLECTIVE INC - MAPLE STREET, THE",61,55,90,ChildCareData,Y
197416986,Los Angeles,PRIVATE,East Rancho Dominguez,"CHILDREN'S COLLECTIVE, INC. CASA DOMINGUEZ, THE",85,45,53,ChildCareData,Y
198007141,Los Angeles,PRIVATE,Los Angeles,"CHILDREN'S COLLECTIVE, INC. STATE PRESCHOOL, THE",51,42,82,ChildCareData,Y
191871007,Los Angeles,PRIVATE,Los Angeles,"CHILDREN'S COLLECTIVE, INC. THE",45,42,95,ChildCareData,Y
197419324,Los Angeles,PRIVATE,Los Angeles,"CHILDREN'S COLLECTIVE,INC/CONCORD CDC, THE",29,27,93,ChildCareData,Y
191690420,Los Angeles,PRIVATE,Topanga,"CHILDREN'S CORNER, THE",22,20,95,ChildCareData,Y
191690113,Los Angeles,PRIVATE,Malibu,CHILDREN'S CREATIVE WORKSHOP,37,33,89,ChildCareData,Y
191806578,Los Angeles,PRIVATE,Los Angeles,CHILDREN'S INSTITUTE INTERNATIONAL DAY CARE CENTER,23,21,95,ChildCareData,Y
198001658,Los Angeles,PRIVATE,Los Angeles,CHILDREN'S INSTITUTE INTERNATIONAL-INFANTS-,24,22,95,ChildCareData,Y
197416821,Los Angeles,PRIVATE,Hermosa Beach,CHILDREN'S JOURNEY LEARNING CENTER,64,62,98,ChildCareData,Y
198012250,Los Angeles,PRIVATE,Alhambra,CHILDREN'S MONTESSORI CENTER,74,72,98,ChildCareData,Y
191593229,Los Angeles,PRIVATE,San Dimas,CHILDREN'S MONTESSORI CENTER OF VIA VERDE,71,68,96,ChildCareData,Y
198005376,Los Angeles,PRIVATE,Claremont,"CHILDREN'S SCHOOL AT CLAREMONT MCKENNA COLLEG, THE",69,67,98,ChildCareData,Y
198018729,Los Angeles,PRIVATE,Los Angeles,"CHILDRENS COLLECTIVE, THE",37,32,86,ChildCareData,Y
198018055,Los Angeles,HEAD START,Los Angeles,CHILDRENS INSTITUTE/IMPERIAL COURTS,45,42,95,ChildCareData,Y
191670977,Los Angeles,PRIVATE,Santa Monica,"CHILDRENS PLACE, THE",37,30,81,ChildCareData,Y
191597334,Los Angeles,PRIVATE,Alhambra,CHILDTIME CHILDREN'S CENTER,69,67,98,ChildCareData,Y
191871812,Los Angeles,PRIVATE,Commerce,CHILDTIME CHILDREN'S CENTER,43,40,95,ChildCareData,Y
198005522,Los Angeles,PUBLIC,Long Beach,CHILDTIME CHILDREN'S CENTER,43,40,95,ChildCareData,Y
191500149,Los Angeles,PRIVATE,West Covina,CHRIST LUTHERAN CHURCH NURSERY SCHOOL,100,99,99,ChildCareData,Y
191601750,Los Angeles,PRIVATE,Long Beach,CHRIST LUTHERAN PRE-SCHOOL,45,40,89,ChildCareData,Y
191603494,Los Angeles,PRIVATE,Rancho Palos Verdes,CHRIST LUTHERAN PRESCHOOL,52,50,98,ChildCareData,Y
191201683,Los Angeles,PRIVATE,Los Angeles,CHRISTIAN NURSERY SCHOOL,114,112,99,ChildCareData,Y
197417802,Los Angeles,PRIVATE,Los Angeles,CHRISTOPHER ROBIN PRESCHOOL,25,23,95,ChildCareData,Y
191890153,Los Angeles,PRIVATE,Los Angeles,CHRISTOPHER ROBIN SCHOOL,48,45,95,ChildCareData,Y
197408155,Los Angeles,PRIVATE,Los Angeles,CHURCH OF THE VALLEY DEVELOPMENTAL PRESCHOOL,50,49,98,ChildCareData,Y
198017621,Los Angeles,HEAD START,Los Angeles,CII/AVALON HEAD START,51,47,92,ChildCareData,Y
198017641,Los Angeles,HEAD START,Los Angeles,CII/DISCOVERY HEAD START,32,30,95,ChildCareData,Y
198017629,Los Angeles,HEAD START,Los Angeles,CII/GOOD TIDINGS CENTER,70,68,98,ChildCareData,Y
198017622,Los Angeles,HEAD START,Los Angeles,CII/GREEN MEADOWS HEAD START,68,66,98,ChildCareData,Y
197419009,Los Angeles,HEAD START,Los Angeles,CII/HARVARD HEAD START,50,49,98,ChildCareData,Y
197419006,Los Angeles,HEAD START,Los Angeles,CII/LA VA READ HEAD START,33,31,95,ChildCareData,Y
198017626,Los Angeles,HEAD START,Los Angeles,CII/MAIN STREET HEAD START,160,158,99,ChildCareData,Y
197419010,Los Angeles,HEAD START,Los Angeles,CII/MANCHESTER HEAD START,78,76,98,ChildCareData,Y
198016407,Los Angeles,PRIVATE,Los Angeles,CII/OTIS BOOTH CDC,33,31,95,ChildCareData,Y
198017644,Los Angeles,HEAD START,Los Angeles,CII/SAN PEDRO HEAD START,34,32,95,ChildCareData,Y
197419005,Los Angeles,HEAD START,Los Angeles,CII/SOUTH VERMONT HEAD START,123,121,99,ChildCareData,Y
198017620,Los Angeles,HEAD START,Los Angeles,CII/WATTS HEAD START,34,32,95,ChildCareData,Y
197418048,Los Angeles,HEAD START,Los Angeles,CII/WESTERN HEAD START STATE PRESCHOOL,100,99,99,ChildCareData,Y
197419007,Los Angeles,HEAD START,Los Angeles,CII/WILL MOORE HEAD START,75,73,97,ChildCareData,Y
197411956,Los Angeles,PRIVATE,Santa Monica,CIRCLE OF CHILDREN PRESCHOOL,82,78,95,ChildCareData,Y
191606870,Los Angeles,PUBLIC,Carson,CITY OF CARSON COMMUNITY SERVICE CENTER,151,148,98,ChildCareData,Y
198017314,Los Angeles,PUBLIC,Santa Fe Springs,CITY OF SANTA FE SPRINGS FAMILY CENTER,67,64,96,ChildCareData,Y
198018044,Los Angeles,HEAD START,Los Angeles,CITY TERRACE,20,19,95,ChildCareData,Y
191500903,Los Angeles,PRIVATE,San Gabriel,CLAIRBOURN SCHOOL,31,29,95,ChildCareData,Y
191501334,Los Angeles,PRIVATE,Claremont,CLAREMONT PRESBYTERIAN CHURCH CHILDREN'S CENTER,76,68,89,ChildCareData,Y
191501775,Los Angeles,PRIVATE,Claremont,CLAREMONT UNITED CHURCH OF CHRIST ECC,69,66,96,ChildCareData,Y
191501773,Los Angeles,PRIVATE,Claremont,CLAREMONT UNITED METHODIST NURSERY SCHOOL,110,105,95,ChildCareData,Y
197411387,Los Angeles,PUBLIC,Los Angeles,CLEVELAND EARLY EDUCATION CENTER,134,132,99,ChildCareData,Y
191290261,Los Angeles,PUBLIC,La Crescenta-Montrose,CLOUD PRE-SCHOOL,41,38,95,ChildCareData,Y
197415975,Los Angeles,PUBLIC,Inglewood,CLYDE WOODWORTH STATE PRESCHOOL,132,126,95,ChildCareData,Y
198013463,Los Angeles,PUBLIC,Bell Gardens,"COALICION DE LATINO AMERICANOS, INC.",94,92,98,ChildCareData,Y
198013464,Los Angeles,PUBLIC,Maywood,"COALICION DE LATINO AMERICANOS, INC.",71,69,98,ChildCareData,Y
197492952,Los Angeles,PUBLIC,Hawthorne,"COALICION DE LATINOS AMERICANOS, INC.",34,32,95,ChildCareData,Y
191593629,Los Angeles,HEAD START,El Monte,COGSWELL HEAD START/STATE PRESCHOOL,68,66,98,ChildCareData,Y
197401204,Los Angeles,PUBLIC,Santa Clarita,"COLLEGE OF THE CANYONS, CHILD DEVELOPMENT CENTER",132,126,95,ChildCareData,Y
197416132,Los Angeles,PUBLIC,Santa Clarita,COLLEGE OF THE CANYONS-CANYON COUNTRY CTR FOR ECE,23,21,95,ChildCareData,Y
191870707,Los Angeles,PUBLIC,Los Angeles,COLLINS EARLY EDUCATION CENTER,100,99,99,ChildCareData,Y
198012202,Los Angeles,PUBLIC,Long Beach,COLLINS STATE PRESCHOOL,20,19,95,ChildCareData,Y
198015993,Los Angeles,PRIVATE,Norwalk,COLLINS SUNNYDAY CHILDREN'S CENTER,21,19,95,ChildCareData,Y
198015307,Los Angeles,PRIVATE,South Pasadena,COLONIAL HOUSE PRESCHOOL,96,94,98,ChildCareData,Y
198007630,Los Angeles,HEAD START,Downey,COLUMBIA PLAZA EARLY CHILDHOOD EDUCAITON CENTER,62,60,98,ChildCareData,Y
198006185,Los Angeles,PUBLIC,Glendale,COLUMBUS STATE PRESCHOOL,38,36,95,ChildCareData,Y
191604266,Los Angeles,PRIVATE,Manhattan Beach,COMMUNITY BAPTIST CHILD ENRICHMENT CENTER,95,93,98,ChildCareData,Y
197414174,Los Angeles,PRIVATE,Compton,"COMMUNITY DEV.CENTER,INC.FRIENDSHIP CHILDREN CTR",41,38,95,ChildCareData,Y
191606802,Los Angeles,HEAD START,Los Angeles,COMPREHENSIVE CHILD DEVELOPMENT,57,55,98,ChildCareData,Y
198003674,Los Angeles,PUBLIC,Long Beach,"COMPREHENSIVE CHILD DEVELOPMENT, INC.",63,60,95,ChildCareData,Y
191670561,Los Angeles,PUBLIC,Compton,COMPTON COLLEGE CHILD DEV. DAY CARE CTR.,52,50,98,ChildCareData,Y
191501048,Los Angeles,PRIVATE,Cerritos,CONCORDIA LUTHERAN PRE-SCHOOL,40,38,95,ChildCareData,Y
197419994,Los Angeles,PRIVATE,Los Angeles,CONCORDIA PRESCHOOL,49,46,95,ChildCareData,Y
197405109,Los Angeles,PRIVATE,Santa Clarita,CONGREGATION BETH SHALOM,31,29,95,ChildCareData,Y
191201691,Los Angeles,PRIVATE,Los Angeles,CONGREGATIONAL CHURCH OF THE CHIMES NURSERY SCHOO,53,51,96,ChildCareData,Y
197412909,Los Angeles,PRIVATE,Agoura Hills,CORNERSTONE PRESCHOOL,55,53,98,ChildCareData,Y
197417453,Los Angeles,PRIVATE,Los Angeles,CORONA ACADEMY CAMPUS/CA. CHILDRENS ACADEMY,46,43,95,ChildCareData,Y
198013698,Los Angeles,HEAD START,Pomona,CORTEZ CHILD DEVELOPMENT CENTER,42,39,95,ChildCareData,Y
191291022,Los Angeles,PRIVATE,Pasadena,COTTAGE NURSERY SCHOOL,62,60,97,ChildCareData,Y
191201701,Los Angeles,PRIVATE,Los Angeles,"COUNTRY SCHOOLS, THE",46,42,91,ChildCareData,Y
198004424,Los Angeles,PRIVATE,Hawaiian Gardens,COVENANT KIDS PRESCHOOL,34,32,95,ChildCareData,Y
191600175,Los Angeles,PRIVATE,Los Angeles,COVENANT PRESBYTERIAN CHURCH PRESCHOOL,107,104,97,ChildCareData,Y
198018561,Los Angeles,PRIVATE,Covina,COVINA DEVELOPMENT CENTER,50,49,98,ChildCareData,Y
198015614,Los Angeles,PUBLIC,Covina,COVINA EDUCATIONAL CENTER STATE PRESCHOOL,59,57,98,ChildCareData,Y
191500173,Los Angeles,PRIVATE,Covina,COVINA FIRST BAPTIST PRESCHOOL,74,72,98,ChildCareData,Y
198009114,Los Angeles,PRIVATE,Artesia,CPC PRESCHOOL,90,88,98,ChildCareData,Y
191601794,Los Angeles,PRIVATE,Long Beach,CREATIVE ARTS,25,23,95,ChildCareData,Y
197418104,Los Angeles,PRIVATE,Los Angeles,CREATIVE CENTER FOR CHILDREN,61,59,98,ChildCareData,Y
198017904,Los Angeles,PRIVATE,Arcadia,CREATIVE CHILD PRESCHOOL,53,51,98,ChildCareData,Y
198017908,Los Angeles,PRIVATE,Arcadia,CREATIVE CHILD PRESCHOOL,38,36,95,ChildCareData,Y
198004561,Los Angeles,PRIVATE,La Puente,CREATIVE CORNERS PRESCHOOL,40,38,95,ChildCareData,Y
191598510,Los Angeles,PRIVATE,Bellflower,CREATIVE DAY ACADEMY,81,77,95,ChildCareData,Y
197405506,Los Angeles,PRIVATE,Manhattan Beach,CREATIVE KIDS,121,116,96,ChildCareData,Y
197409614,Los Angeles,PRIVATE,Santa Clarita,CREATIVE YEARS NURSERY SCHOOL,157,153,97,ChildCareData,Y
197401129,Los Angeles,PRIVATE,Los Angeles,CRENSHAW MONTESSORI ACADEMY,20,19,95,ChildCareData,Y
191870675,Los Angeles,PUBLIC,Los Angeles,CRESCENT HEIGHTS EARLY EDUCATION CENTER,97,95,98,ChildCareData,Y
191223494,Los Angeles,PRIVATE,La Canada Flintridge,CRESCENTA-CANADA NURSERY SCHOOL,31,29,94,ChildCareData,Y
191604874,Los Angeles,PRIVATE,Los Angeles,CRESTWOOD HILLS COOPERATIVE NURSERY SCHOOL,84,76,90,ChildCareData,Y
198013130,Los Angeles,PRIVATE,Industry,CROSSROAD MONTESSORI CHILD CARE CENTER,38,36,95,ChildCareData,Y
197403329,Los Angeles,PRIVATE,Palmdale,CROSSWIND COMMUNITY CHURCH-ADVENTURELAND P.S.,51,46,90,ChildCareData,Y
197418477,Los Angeles,HEAD START,Compton,CRYSTAL STAIRS INC- WONDERLAND,38,36,95,ChildCareData,Y
197418474,Los Angeles,HEAD START,Compton,CRYSTAL STAIRS INC. -RANDLE,20,19,95,ChildCareData,Y
198017663,Los Angeles,HEAD START,Los Angeles,CRYSTAL STAIRS INC. HEAD START-MAIN STREET,40,38,95,ChildCareData,Y
197418475,Los Angeles,HEAD START,Compton,CRYSTAL STAIRS INC.- SULLIVAN,202,199,99,ChildCareData,Y
198017148,Los Angeles,HEAD START,Los Angeles,"CRYSTAL STAIRS, INC - CENTURY",95,93,98,ChildCareData,Y
198017150,Los Angeles,HEAD START,Los Angeles,"CRYSTAL STAIRS, INC - MARY B. HENRY",125,123,99,ChildCareData,Y
197418476,Los Angeles,HEAD START,Compton,"CRYSTAL STAIRS, INC- WILLOWBROOK",40,38,95,ChildCareData,Y
198017149,Los Angeles,HEAD START,Los Angeles,"CRYSTAL STAIRS, INC.- KIDDIE KASTLE",40,38,95,ChildCareData,Y
197418480,Los Angeles,HEAD START,Compton,CRYSTAL STAIRS-DOLLARHIDE,80,78,98,ChildCareData,Y
198010922,Los Angeles,PRIVATE,Cudahy,CUDAHY PRESCHOOL ACADEMY,102,100,99,ChildCareData,Y
191604164,Los Angeles,PRIVATE,Los Angeles,CULVER CHRISTIAN SCHOOL,72,68,94,ChildCareData,Y
191670678,Los Angeles,PRIVATE,Culver City,CULVER CITY CHILDREN'S CENTER,104,102,99,ChildCareData,Y
197409216,Los Angeles,PRIVATE,Culver City,CULVER CITY MONTESSORI PRESCHOOL,58,56,98,ChildCareData,Y
191609388,Los Angeles,PUBLIC,Culver City,CULVER CITY UNI. SCH. DIST. - EL MARINO SCHOOL,23,21,95,ChildCareData,Y
191609392,Los Angeles,PUBLIC,Culver City,CULVER CITY UNI. SCH. DIST.- LINWOOD HOWE ELEM.,50,49,98,ChildCareData,Y
197401919,Los Angeles,PUBLIC,Culver City,CULVER CITY UNI. SCHO. DIST. - EL RINCON ELEM.,24,22,95,ChildCareData,Y
191609390,Los Angeles,PUBLIC,Culver City,CULVER CITY UNI. SCHO. DIST. - LA BALLONA ELEM.,75,73,97,ChildCareData,Y
198012883,Los Angeles,PRIVATE,Pico Rivera,CUMORAH KIDS,62,60,97,ChildCareData,Y
191870647,Los Angeles,PUBLIC,Los Angeles,DACOTAH STREET EARLY EDUCATION CENTER,115,108,94,ChildCareData,Y
197401861,Los Angeles,PRIVATE,Los Angeles,DAVID ROBERTI EARLY EDUCATION CENTER,97,95,98,ChildCareData,Y
191870650,Los Angeles,PUBLIC,Los Angeles,DAYTON HEIGHTS EARLY EDUCATION CENTER,138,134,97,ChildCareData,Y
191500336,Los Angeles,HEAD START,Baldwin Park,DE ANZA SCHOOL HEAD START/STATE PRESCHOOL,53,51,98,ChildCareData,Y
191609040,Los Angeles,PRIVATE,Inglewood,DEBBIE'S CHILD CARE DEVELOPMENT CENTER PRESCHOOL,29,27,95,ChildCareData,Y
197401427,Los Angeles,PRIVATE,Los Angeles,DEL REY CHRISTIAN CHILDREN'S CENTER,54,52,98,ChildCareData,Y
198014726,Los Angeles,PRIVATE,Los Angeles,DELANEY WRIGHT FINE ARTS PRESCHOOL,46,43,93,ChildCareData,Y
197417315,Los Angeles,PRIVATE,Los Angeles,DELPHI ACADEMY PRESCHOOL,35,13,37,ChildCareData,Y
191671378,Los Angeles,PRIVATE,Manhattan Beach,DER KINDERGARDEN PRESCHOOL,30,28,95,ChildCareData,Y
197418069,Los Angeles,PRIVATE,Palmdale,DESERT CHRISTIAN MINISTRIES-LEARNING TREE,112,108,96,ChildCareData,Y
192004306,Los Angeles,PRIVATE,Lancaster,DESERT CHRISTIAN MINISTRIES-THE LEARNING TREE,61,58,95,ChildCareData,Y
197412816,Los Angeles,PRIVATE,Mission Hills,DEVONSHIRE MONTESSORI SCHOOL,64,62,98,ChildCareData,Y
197417384,Los Angeles,PRIVATE,Los Angeles,DEVONSHIRE PRESCHOOL AND INFANT CENTER,53,51,98,ChildCareData,Y
191500260,Los Angeles,HEAD START,San Gabriel,DEWEY SCHOOL- HEAD START,52,50,98,ChildCareData,Y
191500198,Los Angeles,PRIVATE,Diamond Bar,DIAMOND BAR COMMUNITY PRESCHOOL,58,56,98,ChildCareData,Y
191500862,Los Angeles,PRIVATE,Diamond Bar,DIAMOND BAR CONGREGATION NURSERY & DAY CARE CTR,58,56,98,ChildCareData,Y
198019047,Los Angeles,PRIVATE,Diamond Bar,DIAMOND BAR MONTESSORI ACADEMY,56,54,98,ChildCareData,Y
198003948,Los Angeles,PRIVATE,Diamond Bar,DIAMOND CANYON CHRISTIAN PRESCHOOL,84,82,98,ChildCareData,Y
198016010,Los Angeles,PUBLIC,Diamond Bar,"DIAMOND POINT CHILD DEVELOPMENT CENTER, ROOM 2",25,23,95,ChildCareData,Y
197493069,Los Angeles,PRIVATE,Santa Monica,DIG CHILDHOOD CENTER,39,33,85,ChildCareData,Y
198010535,Los Angeles,PRIVATE,West Covina,DISCOVERY MONTESSORI SCHOOL,35,33,95,ChildCareData,Y
197407870,Los Angeles,PRIVATE,Los Angeles,DISCOVERY SCHOOL,195,181,93,ChildCareData,Y
197413987,Los Angeles,PRIVATE,Rolling Hills Estates,DISCOVERY WORLD EARLY EDUCATION CENTER,79,77,98,ChildCareData,Y
198012905,Los Angeles,PRIVATE,Diamond Bar,DISCOVERY WORLD MONTESSORI,119,117,99,ChildCareData,Y
191600276,Los Angeles,PRIVATE,Torrance,DISCOVERYLAND PRESCHOOL OF SOUTH BAY JR. ACADEMY,85,83,98,ChildCareData,Y
191232038,Los Angeles,PRIVATE,Burbank,DISNEY CHILDREN'S CENTER (PRESCHOOL),62,59,95,ChildCareData,Y
198016080,Los Angeles,PRIVATE,Glendale,"DISNEY CHILDREN'S CENTER - GLENDALE, THE",147,145,99,ChildCareData,Y
191800924,Los Angeles,PRIVATE,Los Angeles,DIVINE PROVIDENCE PRE-SCHOOL,101,98,97,ChildCareData,Y
192006291,Los Angeles,PRIVATE,Los Angeles,DO RE ME CHILD DEVELOPMENT CENTER,29,27,95,ChildCareData,Y
197418692,Los Angeles,PRIVATE,West Hollywood,"DOHENY SCHOOL, THE",31,29,95,ChildCareData,Y
191806104,Los Angeles,PRIVATE,Los Angeles,DOLORES MISSION WOMEN'S COOPERATIVE CHILD CARE CTR,20,19,95,ChildCareData,Y
191870652,Los Angeles,PUBLIC,Carson,DOLORES STREET EARLY EDUCATION CENTER,131,110,84,ChildCareData,Y
191601818,Los Angeles,PRIVATE,Long Beach,DOROTHY AHRENS NURSERY SCHOOL,48,45,95,ChildCareData,Y
198016681,Los Angeles,PRIVATE,San Dimas,DOVE DAY SCHOOL,64,62,98,ChildCareData,Y
198006133,Los Angeles,PRIVATE,Downey,DOWNEY CHRISTIAN EARLY LEARNING CENTER,55,52,95,ChildCareData,Y
191501824,Los Angeles,PRIVATE,Downey,DOWNEY UNITED METHODIST CHURCH NURSERY SCHOOL,108,106,99,ChildCareData,Y
191593599,Los Angeles,PUBLIC,Duarte,DUARTE UNIFIED SCHOOL DIST.-MAXWELL SITE,48,45,95,ChildCareData,Y
191596644,Los Angeles,PUBLIC,Duarte,DUARTE USD PRESCHOOL-ANDRES DUARTE SITE,92,90,98,ChildCareData,Y
198003625,Los Angeles,PUBLIC,Duarte,DUARTE USD PRESCHOOL-BEARDSLEE,64,62,98,ChildCareData,Y
191500268,Los Angeles,HEAD START,Rosemead,DUFF HEAD START,68,66,97,ChildCareData,Y
198007163,Los Angeles,PUBLIC,Pico Rivera,DURFEE ELEMENTARY SCHOOL,40,38,95,ChildCareData,Y
198018751,Los Angeles,PRIVATE,Los Angeles,EAGLE ROCK MONTESSORI #3,23,21,95,ChildCareData,Y
191803368,Los Angeles,PRIVATE,Los Angeles,EAGLE ROCK MONTESSORI SCHOOL #1,77,73,95,ChildCareData,Y
191804294,Los Angeles,PRIVATE,Los Angeles,EAGLE ROCK MONTESSORI SCHOOL #2,45,42,95,ChildCareData,Y
197419648,Los Angeles,PUBLIC,El Segundo,EAGLES NEST PRESCHOOL,155,153,99,ChildCareData,Y
191890338,Los Angeles,PRIVATE,Los Angeles,"EARLY LEARNING CENTER, THE",56,54,98,ChildCareData,Y
