facility_num,county,is_public,city,facility_name,enrollment,n,pct,vac_info_type,reported
13417683,Alameda,PRIVATE,Hayward,A JOYFUL NOISE LEARNING CENTER,22,20,95,ChildCareData,Y
13420589,Alameda,PUBLIC,Alameda,A.U.S.D.- WOODSTOCK CHILD DEVELOPMENT CENTER,100,98,98,ChildCareData,Y
13419449,Alameda,PRIVATE,Fremont,ABC MAGIC MOMENTS PRESCHOOL - IRVINGTON,55,53,98,ChildCareData,Y
13417471,Alameda,PRIVATE,Fremont,"ABC MAGIC MOMENTS,INC. PRESCHOOL/CHILDCARE",28,26,95,ChildCareData,Y
13411388,Alameda,PRIVATE,Alameda,ABC PRESCHOOL,32,30,95,ChildCareData,Y
13421345,Alameda,PRIVATE,Castro Valley,ABC PRESCHOOL & DAYCARE,47,44,95,ChildCareData,Y
13420975,Alameda,PRIVATE,Oakland,ACADEMIA DE MI ABUELA,32,30,95,ChildCareData,Y
13415846,Alameda,PRIVATE,Oakland,ACTS FULL GOSPEL CHRISTIAN ACADEMY,35,33,95,ChildCareData,Y
13417566,Alameda,PRIVATE,Oakland,ADVANCE DAY CARE CENTER,68,66,98,ChildCareData,Y
13416177,Alameda,PRIVATE,Union City,ADVENTURE MONTESSORI ACADEMY AND SCHOOL,38,36,95,ChildCareData,Y
10214883,Alameda,HEAD START,Alameda,ALAMEDA HEAD START - ANGELA AGUILAR CENTER,50,49,98,ChildCareData,Y
13417425,Alameda,HEAD START,Alameda,ALAMEDA HEAD START - SUE MATHESON CENTER,49,46,95,ChildCareData,Y
13420593,Alameda,HEAD START,Alameda,ALAMEDA HEAD START- COLLEGE OF ALAMEDA HEAD START,70,68,98,ChildCareData,Y
13420549,Alameda,PUBLIC,Albany,ALBANY CHILDREN'S CENTER,70,67,96,ChildCareData,Y
10209917,Alameda,PRIVATE,Albany,ALBANY PRESCHOOL,47,43,91,ChildCareData,Y
118216,Alameda,PUBLIC,Castro Valley,ALMA PRESCHOOL,43,40,95,ChildCareData,Y
13419470,Alameda,PRIVATE,Berkeley,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,74,72,98,ChildCareData,Y
13417502,Alameda,PRIVATE,Berkeley,AQUATIC PARK SCHOOL,56,41,73,ChildCareData,Y
13412710,Alameda,PRIVATE,Albany,BAY AREA KINDER STUBE,27,25,93,ChildCareData,Y
10206014,Alameda,PRIVATE,Alameda,BAYSIDE MONTESSORI ASSOCIATION,23,21,95,ChildCareData,Y
10209453,Alameda,PRIVATE,Berkeley,BERKELEY HILLS NURSERY SCHOOL,33,31,95,ChildCareData,Y
10200050,Alameda,PRIVATE,Berkeley,BERKELEY MONTESSORI SCHOOL,85,83,98,ChildCareData,Y
13420958,Alameda,PRIVATE,Berkeley,BERKELEY ROSE SCHOOL,37,22,59,ChildCareData,Y
13420963,Alameda,HEAD START,Emeryville,BERKELEY YMCA HEAD START - EMERYVILLE MARINA,44,41,95,ChildCareData,Y
13411435,Alameda,HEAD START,Berkeley,BERKELEY YMCA HEAD START - OCEAN VIEW,38,36,95,ChildCareData,Y
10200607,Alameda,HEAD START,Berkeley,BERKELEY YMCA HEAD START - SOUTH YMCA,38,36,95,ChildCareData,Y
10206120,Alameda,PUBLIC,Berkeley,BERKELEY YMCA HEAD START - WEST,56,54,98,ChildCareData,Y
10214258,Alameda,PRIVATE,Oakland,BERNICE & JOE PLAYSCHOOL,33,31,95,ChildCareData,Y
13418160,Alameda,PRIVATE,Berkeley,BETH EL NURSERY SCHOOL,61,59,98,ChildCareData,Y
13417600,Alameda,PRIVATE,Pleasanton,BETH EMEK PRESCHOOL,41,38,95,ChildCareData,Y
10209547,Alameda,PRIVATE,San Leandro,BETH SHOLOM PRESCHOOL,45,42,95,ChildCareData,Y
13417988,Alameda,PRIVATE,Oakland,BETTY'S CHILDREN'S ACADEMY-PRESCHOOL & CHILD CARE,25,23,95,ChildCareData,Y
13421383,Alameda,PRIVATE,Dublin,BEYOND MONTESSORI SCHOOL,45,42,95,ChildCareData,Y
10209844,Alameda,PRIVATE,Oakland,BLUESKIES FOR CHILDREN - ELLEN SHERWOOD NURS SCH,55,53,98,ChildCareData,Y
10206158,Alameda,PUBLIC,Oakland,BOOTH MEMORIAL DAY CARE,51,49,98,ChildCareData,Y
10213888,Alameda,PRIVATE,Fremont,BRIDGES COMMUNITY CHURCH - LITTLE LAMB MINISTRIES,130,128,99,ChildCareData,Y
13422432,Alameda,PRIVATE,Oakland,BRIGHT FUTURE EARLY LEARNING CENTER,37,35,95,ChildCareData,Y
13419488,Alameda,PRIVATE,Dublin,BRIGHT HORIZONS AT DUBLIN,41,30,73,ChildCareData,Y
13415928,Alameda,PRIVATE,Alameda,BRIGHT HORIZONS AT GARNER,110,108,99,ChildCareData,Y
13418971,Alameda,PRIVATE,Albany,BRIGHT STAR MONTESSORI SCHOOL,24,22,95,ChildCareData,Y
10200078,Alameda,PRIVATE,Castro Valley,BRIGHT WORLD PRESCHOOL,39,37,95,ChildCareData,Y
13411080,Alameda,PRIVATE,Oakland,"BROADWAY CHILDREN'S SCHOOL OF OAKLAND, INC.",54,52,98,ChildCareData,Y
13418986,Alameda,PRIVATE,San Leandro,BUBBLY TOTS LEARNING CENTER,50,49,98,ChildCareData,Y
13419436,Alameda,PUBLIC,Berkeley,BUSD - FRANKLIN PRESCHOOL,153,151,99,ChildCareData,Y
10214881,Alameda,PUBLIC,Berkeley,BUSD - HOPKINS STREET,93,90,97,ChildCareData,Y
13419437,Alameda,PUBLIC,Berkeley,BUSD - KING CHILD DEVELOPMENT CENTER,85,81,95,ChildCareData,Y
131763,Alameda,PUBLIC,Fremont,CALIFORNIA SCHOOL FOR THE DEAF-FREMONT,25,18,72,ChildCareData,Y
10208785,Alameda,PRIVATE,San Lorenzo,CALVARY LUTHERAN PRESCHOOL,22,20,95,ChildCareData,Y
13418167,Alameda,HEAD START,Livermore,CAPE - BESS PLATT,60,58,97,ChildCareData,Y
13412137,Alameda,HEAD START,Pleasanton,CAPE - HEAD START - HILL 'N DALE PRESCHOOL,20,19,95,ChildCareData,Y
13414731,Alameda,HEAD START,Livermore,CAPE - JACKSON CENTER,34,32,95,ChildCareData,Y
13421992,Alameda,HEAD START,Dublin,CAPE - NIELSON,20,18,90,ChildCareData,Y
10213356,Alameda,HEAD START,Livermore,CAPE - WM. ORMAND III EARLY ED. CTR.,38,36,95,ChildCareData,Y
13422437,Alameda,HEAD START,Livermore,CAPE ALMOND CENTER,57,55,98,ChildCareData,Y
13422052,Alameda,PUBLIC,Castro Valley,CASTRO VALLEY USD - STATE PRESCHOOL,48,45,95,ChildCareData,Y
13420567,Alameda,PRIVATE,Emeryville,CCLC - CLIF BASE CAMP CHILD CARE CENTER,32,30,95,ChildCareData,Y
13418992,Alameda,PRIVATE,Berkeley,CEDAR CREEK MONTESSORI SCHOOL,39,37,95,ChildCareData,Y
13415193,Alameda,PRIVATE,Livermore,CELEBRATION LEARNING CENTER,47,44,94,ChildCareData,Y
10209542,Alameda,PRIVATE,Berkeley,CENTRO VIDA BILINGUAL CHILDCARE CENTER,63,61,97,ChildCareData,Y
13421991,Alameda,HEAD START,Fremont,CFCS - BLACOW HEAD START,41,38,95,ChildCareData,Y
13419482,Alameda,HEAD START,San Leandro,CFCS - HILLSIDE HEAD START,36,34,95,ChildCareData,Y
13420960,Alameda,HEAD START,Hayward,CFCS - JOHN MUIR HEAD START SITE,67,65,98,ChildCareData,Y
13422049,Alameda,HEAD START,Hayward,CFCS HANSEN HEAD START,37,35,95,ChildCareData,Y
10215558,Alameda,HEAD START,Newark,CFCS HEAD START - ASH STREET,23,21,95,ChildCareData,Y
13411098,Alameda,HEAD START,Union City,CFCS HEAD START - DECOTO PLAZA,34,32,95,ChildCareData,Y
10212000,Alameda,HEAD START,Hayward,CFCS HEAD START - GLASSBROOK,36,34,95,ChildCareData,Y
10215834,Alameda,HEAD START,San Leandro,CFCS HEAD START - JEFFERSON,20,19,95,ChildCareData,Y
10212907,Alameda,HEAD START,San Leandro,CFCS HEAD START - MADISON,34,32,95,ChildCareData,Y
13418958,Alameda,HEAD START,San Leandro,CFCS HEAD START - SAN LEANDRO ADULT SCHOOL,34,32,95,ChildCareData,Y
13418959,Alameda,HEAD START,Hayward,CFCS HEAD START - SUNSET,46,43,95,ChildCareData,Y
13412444,Alameda,HEAD START,Newark,CFCS HEAD START - WHITEFORD,28,26,95,ChildCareData,Y
13418950,Alameda,HEAD START,Hayward,CFCS HEAD START CENTER - BIDWELL,32,30,95,ChildCareData,Y
13422051,Alameda,HEAD START,Hayward,CFCS RUUS HEAD START,32,30,95,ChildCareData,Y
13420577,Alameda,HEAD START,Hayward,CFCS- LORENZO MANOR HEAD START,34,32,95,ChildCareData,Y
13411745,Alameda,PUBLIC,Hayward,"CHABOT COLLEGE, CHILDREN'S CENTER",57,55,98,ChildCareData,Y
13412399,Alameda,PRIVATE,Newark,CHALLENGER SCHOOL,164,162,99,ChildCareData,Y
10212301,Alameda,PRIVATE,Newark,CHALLENGER SCHOOL,173,171,99,ChildCareData,Y
13414363,Alameda,PRIVATE,Oakland,CHATHAM SCHOOL,57,55,98,ChildCareData,Y
13418176,Alameda,PRIVATE,Oakland,CHATHAM SCHOOL - REDWOOD CAMPUS,120,118,99,ChildCareData,Y
13420524,Alameda,PRIVATE,Pleasanton,"CHILD DAY SCHOOL, LLC - PLEASANTON",52,50,98,ChildCareData,Y
13422013,Alameda,PRIVATE,Alameda,CHILD EDUCATION CENTER,28,26,93,ChildCareData,Y
13416485,Alameda,PRIVATE,Berkeley,CHILD EDUCATION CENTER,52,50,98,ChildCareData,Y
10210145,Alameda,PRIVATE,Alameda,CHILD UNIQUE MONT. SCHOOL,22,20,95,ChildCareData,Y
13414800,Alameda,PRIVATE,Alameda,"CHILD UNIQUE MONTESSORI SCHOOL, THE",23,21,95,ChildCareData,Y
13420947,Alameda,PRIVATE,Alameda,"CHILD UNIQUE MONTESSORI SCHOOL, THE",31,29,94,ChildCareData,Y
10211702,Alameda,PRIVATE,Fremont,CHILD'S HIDEAWAY (A),21,19,95,ChildCareData,Y
10209901,Alameda,PRIVATE,Fremont,"CHILD'S HIDEAWAY, A",31,29,95,ChildCareData,Y
13418096,Alameda,PRIVATE,San Leandro,CHILDREN'S MONTESSORI ADVENTURE,38,36,95,ChildCareData,Y
13420978,Alameda,PRIVATE,Hayward,CHILDRENS CHOICE EDUCARE,45,42,95,ChildCareData,Y
10200115,Alameda,PRIVATE,Berkeley,CHILDRENS COMMUNITY CENTER,52,47,90,ChildCareData,Y
13414324,Alameda,PRIVATE,Livermore,CHRISTIAN WORLD CHILD CARE CENTER,50,47,94,ChildCareData,Y
13419473,Alameda,PUBLIC,Union City,CITY OF UNION CITY - HOLLY CENTER,26,24,95,ChildCareData,Y
13420535,Alameda,PUBLIC,Union City,CITY OF UNION CITY - KENNEDY CENTER,23,21,95,ChildCareData,Y
10204414,Alameda,PRIVATE,Berkeley,CLAREMONT DAY NURSERIES INC,61,59,98,ChildCareData,Y
10204415,Alameda,PRIVATE,Oakland,CLAREMONT DAY NURSERIES INC,35,33,95,ChildCareData,Y
13411559,Alameda,PRIVATE,Oakland,COLOR ME CHILDREN,31,29,95,ChildCareData,Y
10200139,Alameda,PRIVATE,San Lorenzo,COMMUNITY CHURCH PRESCHOOL,25,23,95,ChildCareData,Y
10210478,Alameda,PRIVATE,Berkeley,CONGREGATION BETH ISRAEL-GAN SHALOM,34,32,95,ChildCareData,Y
13418996,Alameda,PRIVATE,Berkeley,CONGREGATION NETIVOT SHALOM,27,24,89,ChildCareData,Y
10212245,Alameda,PRIVATE,Berkeley,CORNERSTONE CHILDREN'S CENTER,57,55,96,ChildCareData,Y
13418972,Alameda,PUBLIC,Livermore,COTTAGE PRESCHOOL,72,70,98,ChildCareData,Y
13420608,Alameda,PRIVATE,Hayward,CREATIVE KIDS,30,28,95,ChildCareData,Y
13421334,Alameda,PRIVATE,Oakland,DAISY CHILD DEVELOPMENT CENTER,47,44,95,ChildCareData,Y
10204387,Alameda,PRIVATE,Berkeley,"DANDELION NURSERY SCHOOL, INC",34,32,95,ChildCareData,Y
13421981,Alameda,PRIVATE,Fremont,DANIEL CHRISTIAN ACADEMY,44,41,95,ChildCareData,Y
13412358,Alameda,PRIVATE,San Leandro,DAVIS STREET AT JEFFERSON,48,45,95,ChildCareData,Y
10214436,Alameda,PRIVATE,San Leandro,DAVIS STREET CHILD CARE CENTER,58,56,98,ChildCareData,Y
13412740,Alameda,PRIVATE,Newark,DIVERSITY CHILDREN'S CENTER,29,27,95,ChildCareData,Y
13418999,Alameda,PRIVATE,Oakland,DUCK POND PRESCHOOL (THE),26,24,95,ChildCareData,Y
10210068,Alameda,PRIVATE,Berkeley,DUCK'S NEST - BERKELEY,97,95,98,ChildCareData,Y
13418978,Alameda,PRIVATE,Oakland,DUCK'S NEST ARTS AND SCIENCES,25,23,95,ChildCareData,Y
13421405,Alameda,PRIVATE,Oakland,DUCKS NEST - PIEDMONT,81,69,85,ChildCareData,Y
13419465,Alameda,PRIVATE,Castro Valley,EARLY BIRD MONTESSORI SCHOOL - CENTER,45,42,95,ChildCareData,Y
10214653,Alameda,PRIVATE,Pleasanton,EARLY YEARS CHILDREN'S CENTER,82,80,98,ChildCareData,Y
13417784,Alameda,PRIVATE,Oakland,"EAST BAY ACADEMY, INC.",101,99,99,ChildCareData,Y
13410074,Alameda,PRIVATE,Berkeley,ECOLE BILINGUE DE BERKELEY PRESCHOOL,78,76,98,ChildCareData,Y
13419440,Alameda,PRIVATE,Hayward,EIFFEL TOWER MONTESSORI PRESCHOOL & K,54,52,98,ChildCareData,Y
10210079,Alameda,PRIVATE,Hayward,ELMHURST DAY CARE AND PRESCHOOL,80,78,98,ChildCareData,Y
10213812,Alameda,PRIVATE,Emeryville,EMERYVILLE CHILD DEVELOPMENT CENTER,56,53,95,ChildCareData,Y
13420938,Alameda,PRIVATE,Fremont,EMPIRE MONTESSORI PRESCHOOL,110,108,99,ChildCareData,Y
13418191,Alameda,PRIVATE,Oakland,ESCUELA BILINGUE INTERNACIONAL,84,82,98,ChildCareData,Y
10205961,Alameda,PRIVATE,Castro Valley,FIRST BAPTIST PRESCHOOL - A KIDS KINGDOM,49,46,95,ChildCareData,Y
10201132,Alameda,PRIVATE,Oakland,FIRST COVENANT TREEHOUSE PRESCHOOL,146,144,99,ChildCareData,Y
13421378,Alameda,PRIVATE,Dublin,FOUNTAINHEAD MONTESSORI SCHOOL,32,30,95,ChildCareData,Y
13417785,Alameda,PRIVATE,Livermore,FOUNTAINHEAD MONTESSORI SCHOOL,61,59,97,ChildCareData,Y
13418196,Alameda,PRIVATE,Dublin,FOUNTAINHEAD MONTESSORI SCHOOL - DUBLIN,170,168,99,ChildCareData,Y
13421393,Alameda,PRIVATE,Livermore,FREE TO BE ME CHILD CARE,55,53,98,ChildCareData,Y
10214913,Alameda,PRIVATE,Union City,FREE TO BE PRE-SCHOOL,26,24,92,ChildCareData,Y
10212589,Alameda,PRIVATE,Fremont,FREMONT CHRISTIAN PRESCHOOL,145,143,99,ChildCareData,Y
13417033,Alameda,PRIVATE,Fremont,FREMONT PARENTS NURSERY SCHOOL,41,38,95,ChildCareData,Y
13416472,Alameda,PUBLIC,Fremont,FUSD - ALVIRDA HYMAN LEARNING CENTER,57,55,98,ChildCareData,Y
13417235,Alameda,PUBLIC,Fremont,FUSD - BLACOW STATE PRESCHOOL,24,22,95,ChildCareData,Y
10214464,Alameda,PUBLIC,Fremont,FUSD - CABRILLO STATE PRESCHOOL,23,21,95,ChildCareData,Y
10214465,Alameda,PUBLIC,Fremont,FUSD - DURHAM STATE PRESCHOOL,36,34,95,ChildCareData,Y
13421986,Alameda,PUBLIC,Fremont,FUSD - GLANKLER SCHOOL,48,45,95,ChildCareData,Y
13415472,Alameda,PUBLIC,Fremont,FUSD - GRIMMER STATE PRESCHOOL,24,22,95,ChildCareData,Y
13418175,Alameda,PRIVATE,Alameda,FUZZY CATERPILLAR,74,72,98,ChildCareData,Y
10205169,Alameda,PRIVATE,Oakland,GAN AVRAHAM NURSERY SCHOOL,55,53,98,ChildCareData,Y
10210219,Alameda,PRIVATE,Oakland,GAN MAH TOV PRESCHOOL,23,21,95,ChildCareData,Y
10213705,Alameda,PRIVATE,Fremont,GAN SAMEACH NURSERY SCHOOL,28,26,95,ChildCareData,Y
13414308,Alameda,PRIVATE,Berkeley,GARDEN DAY MONTESSORI SCHOOL,28,26,95,ChildCareData,Y
10212172,Alameda,PRIVATE,Berkeley,GAY AUSTIN SCHOOL (THE),44,41,95,ChildCareData,Y
13422065,Alameda,PRIVATE,Dublin,GENIUS KIDS,22,20,95,ChildCareData,Y
13422418,Alameda,PRIVATE,Fremont,GENIUS KIDS,27,25,95,ChildCareData,Y
13421976,Alameda,PRIVATE,Fremont,GENIUS KIDS - MOWRY CAMPUS,42,39,95,ChildCareData,Y
13422010,Alameda,PUBLIC,Pleasanton,GENIUS KIDS - PLEASANTON CAMPUS,31,29,95,ChildCareData,Y
13412010,Alameda,PRIVATE,Oakland,GIGGLES,28,26,95,ChildCareData,Y
128298,Alameda,PUBLIC,Fremont,GLANKLER EARLY LEARNING CENTER,154,152,99,ChildCareData,Y
10210313,Alameda,PRIVATE,Oakland,GRACE CHILDREN'S ACADEMY,25,23,95,ChildCareData,Y
10210354,Alameda,PRIVATE,Oakland,GRAND LAKE MONTESSORI,145,143,99,ChildCareData,Y
13415884,Alameda,PRIVATE,Oakland,GROWING LIGHT MONTESSORI SCHOOL OF OAKLAND,74,72,98,ChildCareData,Y
10211854,Alameda,PRIVATE,Castro Valley,GROWING YEARS PRESCHOOL,56,54,98,ChildCareData,Y
10200263,Alameda,PRIVATE,Castro Valley,HAPPINESS HILL PRESCHOOL AND DAY CARE,155,153,99,ChildCareData,Y
122986,Alameda,PUBLIC,Pleasanton,HARVEST PARK PRESCHOOL CENTER,57,55,98,ChildCareData,Y
13419480,Alameda,PRIVATE,Fremont,HEARTS AND HANDS CHRISTIAN CHILDCARE & PRESCHOOL,67,65,98,ChildCareData,Y
13416236,Alameda,PRIVATE,Berkeley,HEARTS LEAP ICRI PRESCHOOL,80,78,98,ChildCareData,Y
13419427,Alameda,PRIVATE,Berkeley,HEARTS LEAP NORTH,35,33,94,ChildCareData,Y
10200300,Alameda,PRIVATE,Piedmont,HIGHLANDS PRE-SCHOOL,37,35,95,ChildCareData,Y
10211775,Alameda,PRIVATE,Castro Valley,HIS GROWING GROVE,86,84,98,ChildCareData,Y
13422406,Alameda,PRIVATE,Hayward,HIS KIDS CHILDRENS CENTER,32,30,94,ChildCareData,Y
10200306,Alameda,PRIVATE,Livermore,HOLY CROSS LUTHERAN NURSERY SCHOOL,139,137,99,ChildCareData,Y
10215763,Alameda,PRIVATE,Fremont,HOLY SPIRIT PRESCHOOL,36,34,95,ChildCareData,Y
13420954,Alameda,PUBLIC,Hayward,HUSD - FAIRVIEW STATE PRESCHOOL,40,38,95,ChildCareData,Y
13420955,Alameda,PUBLIC,Hayward,HUSD - HARDER STATE PRESCHOOL,46,43,95,ChildCareData,Y
13421426,Alameda,PUBLIC,Hayward,HUSD - PARK STATE PRESCHOOL,39,37,95,ChildCareData,Y
10214552,Alameda,PUBLIC,Hayward,HUSD CHILD DEV. PROGRAM - BOWMAN,36,34,95,ChildCareData,Y
10214554,Alameda,PUBLIC,Hayward,HUSD CHILD DEV. PROGRAM - CHERRYLAND,48,45,95,ChildCareData,Y
10206034,Alameda,PUBLIC,Hayward,HUSD CHILD DEV. PROGRAM - HELEN TURNER,210,207,99,ChildCareData,Y
10214550,Alameda,PUBLIC,Hayward,HUSD CHILD DEV. PROGRAM - MUIR,88,86,98,ChildCareData,Y
10214551,Alameda,PUBLIC,Hayward,HUSD CHILD DEV. PROGRAM - SHEPHERD,44,41,95,ChildCareData,Y
13414055,Alameda,PUBLIC,Hayward,HUSD CHILD DEVELOPMENT CTR. - PALMA CEIA,44,41,95,ChildCareData,Y
13418198,Alameda,PRIVATE,Berkeley,JEWISH COMMUNITY CTR OF THE EAST BAY-BERKELEY,71,68,96,ChildCareData,Y
10200334,Alameda,PRIVATE,Dublin,JOHN KNOX CO-OP PRESCHOOL,75,69,92,ChildCareData,Y
10205609,Alameda,PRIVATE,Dublin,JOY PRESCHOOL AND DAY CARE CENTER,32,30,95,ChildCareData,Y
13422000,Alameda,PRIVATE,Dublin,JOYFUL KIDS ACADEMY,41,38,95,ChildCareData,Y
13421392,Alameda,PRIVATE,Union City,KIDANGO - ALVARADO,42,39,95,ChildCareData,Y
13419486,Alameda,PUBLIC,Hayward,KIDANGO - AMADOR,78,66,85,ChildCareData,Y
13420603,Alameda,PRIVATE,San Lorenzo,KIDANGO - BAY,41,38,95,ChildCareData,Y
13416835,Alameda,PRIVATE,Fremont,KIDANGO - CARLSON CENTER,27,25,95,ChildCareData,Y
13420905,Alameda,PUBLIC,Hayward,KIDANGO - COLONIAL ACRES,47,44,95,ChildCareData,Y
13420560,Alameda,PUBLIC,San Leandro,KIDANGO - CORVALIS,47,44,95,ChildCareData,Y
13420602,Alameda,PRIVATE,San Leandro,KIDANGO - DAYTON,46,43,95,ChildCareData,Y
13420562,Alameda,PRIVATE,San Lorenzo,KIDANGO - DEL REY,42,39,95,ChildCareData,Y
13422029,Alameda,PUBLIC,Hayward,KIDANGO - EDEN YOUTH CENTER,62,58,94,ChildCareData,Y
13421333,Alameda,PRIVATE,Dublin,KIDANGO - EMERALD VISTA,73,71,98,ChildCareData,Y
13421406,Alameda,PUBLIC,Newark,KIDANGO - GRAHAM,59,57,97,ChildCareData,Y
13420559,Alameda,PRIVATE,San Lorenzo,KIDANGO - GRANT,48,45,95,ChildCareData,Y
13420558,Alameda,PRIVATE,San Lorenzo,KIDANGO - HESPERIAN,47,44,95,ChildCareData,Y
13421391,Alameda,PRIVATE,Union City,KIDANGO - PIONEER,47,44,95,ChildCareData,Y
13422037,Alameda,PRIVATE,San Leandro,KIDANGO - REACH,24,21,88,ChildCareData,Y
10206134,Alameda,PRIVATE,Fremont,KIDANGO - RIX CENTER,178,175,98,ChildCareData,Y
13421997,Alameda,PRIVATE,Newark,KIDANGO - SCHILLING,55,53,98,ChildCareData,Y
13416238,Alameda,PRIVATE,Union City,KIDANGO - SEARLES CHILD DEVELOPMENT CENTER,44,41,95,ChildCareData,Y
13416126,Alameda,PRIVATE,Fremont,KIDANGO - SHARON JONES CENTER,56,54,98,ChildCareData,Y
13420561,Alameda,PUBLIC,Hayward,KIDANGO - SUNSET,44,41,95,ChildCareData,Y
13416836,Alameda,PRIVATE,Fremont,KIDANGO - WASHINGTON HOSPITAL CENTER,42,39,95,ChildCareData,Y
13419469,Alameda,PUBLIC,Hayward,KIDANGO HELEN TURNER,45,42,95,ChildCareData,Y
13419429,Alameda,PUBLIC,Union City,KIDANGO LOGAN,44,41,95,ChildCareData,Y
13415231,Alameda,PRIVATE,Union City,KIDANGO-DECOTO,78,76,98,ChildCareData,Y
10214911,Alameda,PRIVATE,Fremont,KIDANGO-DELAINE EASTIN CHILD DEV. CENTER,29,27,95,ChildCareData,Y
13411214,Alameda,PRIVATE,Hayward,KIDANGO-GLEN BERRY CHILD DEVELOPMENT CENTER,30,28,95,ChildCareData,Y
13416125,Alameda,PRIVATE,Union City,KIDANGO-GUY EMANUELE,36,34,95,ChildCareData,Y
13415366,Alameda,PRIVATE,Hayward,KIDANGO-HILLVIEW CREST CHILD DEVELOPMENT CENTER,48,45,95,ChildCareData,Y
13415911,Alameda,PRIVATE,Union City,KIDANGO-KITAYAMA CHILD DEVELOPMENT CENTER,43,40,95,ChildCareData,Y
13422425,Alameda,PRIVATE,Livermore,KIDDIE ACADEMY,29,27,95,ChildCareData,Y
10200356,Alameda,PRIVATE,Alameda,KIDDIE KAMPUS COOPERATIVE PLAY SCHOOL,31,29,95,ChildCareData,Y
13415189,Alameda,PRIVATE,Fremont,KIDDO LAND LEARNING CENTER,45,42,95,ChildCareData,Y
13421331,Alameda,PRIVATE,Oakland,KIDS INTO SPEAKING SPANISH,49,46,95,ChildCareData,Y
13421349,Alameda,PRIVATE,Oakland,KIDS KONNECT CHILD DEVELOPMENT CENTER,20,19,95,ChildCareData,Y
10204515,Alameda,PRIVATE,Fremont,KIMBER HILLS PRESCHOOL,117,20,17,ChildCareData,Y
13414408,Alameda,PRIVATE,Fremont,KINDERCARE LEARNING CENTER,83,81,98,ChildCareData,Y
13412601,Alameda,PRIVATE,Fremont,KINDERCARE LEARNING CENTER,85,81,95,ChildCareData,Y
13412608,Alameda,PRIVATE,Livermore,KINDERCARE LEARNING CENTER,55,53,98,ChildCareData,Y
13412605,Alameda,PRIVATE,Pleasanton,KINDERCARE LEARNING CENTER,72,70,98,ChildCareData,Y
13412625,Alameda,PUBLIC,Alameda,"KINDERCARE LEARNING CENTER, #1335",50,49,98,ChildCareData,Y
10214880,Alameda,PRIVATE,Newark,"KING'S KIDS PRESCHOOL, THE",74,72,97,ChildCareData,Y
10216514,Alameda,PRIVATE,Pleasanton,LA PETITE ACADEMY - PLEASANTON,52,38,73,ChildCareData,Y
13416527,Alameda,PRIVATE,Dublin,LA PETITE ACADEMY - SYBER KIDS,28,26,95,ChildCareData,Y
13422016,Alameda,PRIVATE,Oakland,LA PLAZITA PRESCHOOL II,48,45,95,ChildCareData,Y
13422420,Alameda,PRIVATE,Oakland,LA PLAZITA PRESCHOOL III,53,51,98,ChildCareData,Y
13421343,Alameda,PRIVATE,Oakland,LAKE MERRITT CHILD CARE CENTER,83,81,98,ChildCareData,Y
10205449,Alameda,PRIVATE,Oakland,LAKE SCHOOL (THE),69,67,98,ChildCareData,Y
10200370,Alameda,PRIVATE,Oakland,LAKESHORE CHILDREN'S CENTER,45,42,95,ChildCareData,Y
13422031,Alameda,PRIVATE,Oakland,LAKEVIEW PRESCHOOL,30,28,95,ChildCareData,Y
10206129,Alameda,PUBLIC,Oakland,LANEY COLLEGE CHILDREN'S CENTER,62,60,98,ChildCareData,Y
13420889,Alameda,PUBLIC,Livermore,LAS POSITAS COLLEGE CHILD DEVELOPMENT CENTER,62,59,95,ChildCareData,Y
13422064,Alameda,PRIVATE,Fremont,LAUGHTER EDUCARE,40,38,95,ChildCareData,Y
10210125,Alameda,PRIVATE,Hayward,LEA'S CHRISTIAN SCHOOL-CHILD CARE CENTER,40,38,95,ChildCareData,Y
13422410,Alameda,PRIVATE,Fremont,"LEARN AND PLAY MONTESSORI IRVINGTON, INC.",214,211,99,ChildCareData,Y
13422412,Alameda,PRIVATE,Fremont,"LEARN AND PLAY MONTESSORI MAPLE, INC.",72,70,98,ChildCareData,Y
13422413,Alameda,PRIVATE,Fremont,"LEARN AND PLAY MONTESSORI NILES, INC.",253,250,99,ChildCareData,Y
13422411,Alameda,PRIVATE,Fremont,"LEARN AND PLAY MONTESSORI PERALTA, INC.",115,113,99,ChildCareData,Y
13422409,Alameda,PRIVATE,Dublin,"LEARN AND PLAY MONTESSORI SILVERGATE, INC.",104,102,99,ChildCareData,Y
13422434,Alameda,PRIVATE,Fremont,LEARNING KIDS MONTESSORI INC.,135,133,99,ChildCareData,Y
13422023,Alameda,PRIVATE,Oakland,LEARNING TO LEAP CHILD DEVELOPMENT CENTER,22,20,91,ChildCareData,Y
13421352,Alameda,PRIVATE,Livermore,"LEARNING TREE, THE",84,82,98,ChildCareData,Y
13422053,Alameda,PUBLIC,Emeryville,LEPORT SCHOOL,62,60,98,ChildCareData,Y
13422019,Alameda,PRIVATE,Oakland,LES PETITS FRANCOPHONES,22,20,95,ChildCareData,Y
13420526,Alameda,PRIVATE,San Leandro,LI'L ANGELS AT FARGO,38,36,95,ChildCareData,Y
