,county,vac_info_type,pct
0,Alameda,7thGradeData,96.88613138686127
1,Alameda,ChildCareData,94.5275810473815
2,Alameda,KindergartenData,90.7947202797203
3,Amador,7thGradeData,95.97000000000001
4,Amador,ChildCareData,94.10076923076925
5,Amador,KindergartenData,94.62833333333333
6,Berkeley City,ChildCareData,91.12722222222224
7,Butte,7thGradeData,94.65344827586206
8,Butte,ChildCareData,89.83057971014492
9,Butte,KindergartenData,86.37729166666668
10,Calaveras,7thGradeData,91.8175
11,Calaveras,ChildCareData,95.84642857142858
12,Calaveras,KindergartenData,82.15888888888888
13,Colusa,7thGradeData,99.235
14,Colusa,ChildCareData,98.5
15,Colusa,KindergartenData,99.4225
16,Contra Costa,7thGradeData,97.66904255319149
17,Contra Costa,ChildCareData,95.7054081632653
18,Contra Costa,KindergartenData,94.25218274111674
19,Del Norte,7thGradeData,89.83600000000001
20,Del Norte,ChildCareData,95.27857142857142
21,Del Norte,KindergartenData,83.795
22,El Dorado,7thGradeData,94.4152
23,El Dorado,ChildCareData,94.56368421052632
24,El Dorado,KindergartenData,88.23375
25,Fresno,7thGradeData,95.9212359550562
26,Fresno,ChildCareData,95.24000000000001
27,Fresno,KindergartenData,95.83500000000001
28,Glenn,7thGradeData,96.4
29,Glenn,ChildCareData,96.9075
30,Glenn,KindergartenData,97.5
31,Humboldt,7thGradeData,87.16923076923078
32,Humboldt,ChildCareData,79.45115384615383
33,Humboldt,KindergartenData,79.88599999999998
34,Imperial,7thGradeData,98.89391304347824
35,Imperial,ChildCareData,97.27320754716982
36,Imperial,KindergartenData,95.36341463414634
37,Inyo,7thGradeData,99.512
38,Inyo,ChildCareData,98.79888888888888
39,Inyo,KindergartenData,95.3725
40,Kern,7thGradeData,97.33184210526316
41,Kern,ChildCareData,95.62759776536315
42,Kern,KindergartenData,94.10926829268294
43,Kings,7thGradeData,98.55727272727273
44,Kings,ChildCareData,93.3971794871795
45,Kings,KindergartenData,96.95499999999998
46,Lake,7thGradeData,97.11
47,Lake,ChildCareData,91.8252380952381
48,Lake,KindergartenData,86.66999999999999
49,Lassen,7thGradeData,82.37333333333332
50,Lassen,ChildCareData,85.21000000000001
51,Lassen,KindergartenData,75.48909090909092
52,Los Angeles,7thGradeData,97.0331598984772
53,Los Angeles,ChildCareData,92.92880324543599
54,Los Angeles,KindergartenData,88.94481149012564
55,Madera,7thGradeData,96.9886956521739
56,Madera,ChildCareData,97.62619047619046
57,Madera,KindergartenData,90.12099999999997
58,Marin,7thGradeData,94.01757575757576
59,Marin,ChildCareData,92.22873873873873
60,Marin,KindergartenData,85.69870967741934
61,Mariposa,7thGradeData,96.64750000000001
62,Mariposa,ChildCareData,84.796
63,Mariposa,KindergartenData,78.91799999999999
64,Mendocino,7thGradeData,90.25357142857142
65,Mendocino,ChildCareData,90.4964
66,Mendocino,KindergartenData,81.30181818181819
67,Merced,7thGradeData,97.71387096774195
68,Merced,ChildCareData,96.90058823529412
69,Merced,KindergartenData,96.25224137931035
70,Modoc,7thGradeData,95.315
71,Modoc,ChildCareData,82.04571428571428
72,Modoc,KindergartenData,93.39999999999999
73,Mono,7thGradeData,96.81
74,Mono,ChildCareData,89.735
75,Mono,KindergartenData,91.58500000000001
76,Monterey,7thGradeData,98.36499999999998
77,Monterey,ChildCareData,95.19162393162394
78,Monterey,KindergartenData,91.34240963855423
79,Napa,7thGradeData,94.65999999999998
80,Napa,ChildCareData,97.01979166666666
81,Napa,KindergartenData,93.66499999999999
82,Nevada,7thGradeData,81.52187500000001
83,Nevada,ChildCareData,78.3442857142857
84,Nevada,KindergartenData,70.1821052631579
85,Orange,7thGradeData,95.36679425837318
86,Orange,ChildCareData,93.23962655601666
87,Orange,KindergartenData,90.91034545454549
88,Placer,7thGradeData,91.25177777777776
89,Placer,ChildCareData,88.67704545454542
90,Placer,KindergartenData,86.73892857142857
91,Plumas,7thGradeData,91.848
92,Plumas,ChildCareData,83.4975
93,Plumas,KindergartenData,86.17999999999999
94,Riverside,7thGradeData,96.24049645390068
95,Riverside,ChildCareData,95.33108571428576
96,Riverside,KindergartenData,94.6612356321839
97,Sacramento,7thGradeData,94.42206896551718
98,Sacramento,ChildCareData,92.99616393442619
99,Sacramento,KindergartenData,88.43959409594093
100,San Benito,7thGradeData,99.33399999999999
101,San Benito,ChildCareData,94.794375
102,San Benito,KindergartenData,96.64357142857143
