,county,city,vac_info_type,n
966,Monterey,Soledad,ChildCareData,178
967,Monterey,Soledad,KindergartenData,435
968,Monterey,Spreckels,ChildCareData,19
969,Monterey,Spreckels,KindergartenData,126
970,Napa,American Canyon,7thGradeData,351
971,Napa,American Canyon,ChildCareData,141
972,Napa,American Canyon,KindergartenData,315
973,Napa,Calistoga,7thGradeData,79
974,Napa,Calistoga,ChildCareData,41
975,Napa,Calistoga,KindergartenData,77
976,Napa,Napa,7thGradeData,1112
977,Napa,Napa,ChildCareData,1297
978,Napa,Napa,KindergartenData,1056
979,Napa,Rutherford,ChildCareData,57
980,Napa,St. Helena,7thGradeData,102
981,Napa,St. Helena,ChildCareData,109
982,Napa,St. Helena,KindergartenData,108
983,Napa,Yountville,KindergartenData,19
984,Nevada,Auburn,7thGradeData,31
985,Nevada,Grass Valley,7thGradeData,358
986,Nevada,Grass Valley,ChildCareData,424
987,Nevada,Grass Valley,KindergartenData,444
988,Nevada,Nevada City,7thGradeData,181
989,Nevada,Nevada City,ChildCareData,171
990,Nevada,Nevada City,KindergartenData,171
991,Nevada,Penn Valley,7thGradeData,54
992,Nevada,Penn Valley,KindergartenData,60
993,Nevada,Truckee,ChildCareData,279
994,Orange,Aliso Viejo,7thGradeData,936
995,Orange,Aliso Viejo,ChildCareData,525
996,Orange,Aliso Viejo,KindergartenData,537
997,Orange,Anaheim,7thGradeData,4053
998,Orange,Anaheim,ChildCareData,4014
999,Orange,Anaheim,KindergartenData,5060
1000,Orange,Brea,7thGradeData,494
1001,Orange,Brea,ChildCareData,494
1002,Orange,Brea,KindergartenData,666
1003,Orange,Buena Park,7thGradeData,572
1004,Orange,Buena Park,ChildCareData,806
1005,Orange,Buena Park,KindergartenData,1115
1006,Orange,Costa Mesa,7thGradeData,933
1007,Orange,Costa Mesa,ChildCareData,1810
1008,Orange,Costa Mesa,KindergartenData,1298
1009,Orange,Coto de Caza,KindergartenData,51
1010,Orange,Cypress,7thGradeData,1001
1011,Orange,Cypress,ChildCareData,847
1012,Orange,Cypress,KindergartenData,616
1013,Orange,Dana Point,7thGradeData,89
1014,Orange,Dana Point,ChildCareData,483
1015,Orange,Dana Point,KindergartenData,205
1016,Orange,Fountain Valley,7thGradeData,807
1017,Orange,Fountain Valley,ChildCareData,1001
1018,Orange,Fountain Valley,KindergartenData,677
1019,Orange,Fullerton,7thGradeData,1533
1020,Orange,Fullerton,ChildCareData,2200
1021,Orange,Fullerton,KindergartenData,1555
1022,Orange,Garden Grove,7thGradeData,2719
1023,Orange,Garden Grove,ChildCareData,2094
1024,Orange,Garden Grove,KindergartenData,2877
1025,Orange,Huntington Beach,7thGradeData,2484
1026,Orange,Huntington Beach,ChildCareData,2758
1027,Orange,Huntington Beach,KindergartenData,2129
1028,Orange,Irvine,7thGradeData,2987
1029,Orange,Irvine,ChildCareData,5012
1030,Orange,Irvine,KindergartenData,3176
1031,Orange,La Habra,7thGradeData,553
1032,Orange,La Habra,ChildCareData,582
1033,Orange,La Habra,KindergartenData,653
1034,Orange,La Palma,7thGradeData,497
1035,Orange,La Palma,ChildCareData,258
1036,Orange,La Palma,KindergartenData,205
1037,Orange,Ladera Ranch,7thGradeData,370
1038,Orange,Ladera Ranch,ChildCareData,594
1039,Orange,Ladera Ranch,KindergartenData,388
1040,Orange,Laguna Beach,7thGradeData,277
1041,Orange,Laguna Beach,ChildCareData,407
1042,Orange,Laguna Beach,KindergartenData,186
1043,Orange,Laguna Hills,ChildCareData,234
1044,Orange,Laguna Hills,KindergartenData,232
1045,Orange,Laguna Niguel,7thGradeData,531
1046,Orange,Laguna Niguel,ChildCareData,1008
1047,Orange,Laguna Niguel,KindergartenData,715
1048,Orange,Laguna Woods,ChildCareData,64
1049,Orange,Lake Forest,7thGradeData,649
1050,Orange,Lake Forest,ChildCareData,1290
1051,Orange,Lake Forest,KindergartenData,977
1052,Orange,Las Flores (Orange County),7thGradeData,330
1053,Orange,Los Alamitos,7thGradeData,829
1054,Orange,Los Alamitos,ChildCareData,492
1055,Orange,Los Alamitos,KindergartenData,630
1056,Orange,Midway City,ChildCareData,80
1057,Orange,Midway City,KindergartenData,338
1058,Orange,Mission Viejo,7thGradeData,1399
1059,Orange,Mission Viejo,ChildCareData,1759
1060,Orange,Mission Viejo,KindergartenData,1079
1061,Orange,Newport Beach,7thGradeData,1066
1062,Orange,Newport Beach,ChildCareData,1243
1063,Orange,Newport Beach,KindergartenData,643
1064,Orange,North Tustin,7thGradeData,20
1065,Orange,North Tustin,KindergartenData,59
1066,Orange,Orange,7thGradeData,1343
1067,Orange,Orange,ChildCareData,1955
1068,Orange,Orange,KindergartenData,1464
1069,Orange,Placentia,7thGradeData,1092
1070,Orange,Placentia,ChildCareData,537
1071,Orange,Placentia,KindergartenData,891
1072,Orange,Rancho Santa Margarita,7thGradeData,963
1073,Orange,Rancho Santa Margarita,ChildCareData,903
1074,Orange,Rancho Santa Margarita,KindergartenData,791
1075,Orange,Rossmoor,ChildCareData,28
1076,Orange,San Clemente,7thGradeData,850
1077,Orange,San Clemente,ChildCareData,853
1078,Orange,San Clemente,KindergartenData,637
1079,Orange,San Juan Capistrano,7thGradeData,940
1080,Orange,San Juan Capistrano,ChildCareData,773
1081,Orange,San Juan Capistrano,KindergartenData,590
1082,Orange,Santa Ana,7thGradeData,5239
1083,Orange,Santa Ana,ChildCareData,4972
1084,Orange,Santa Ana,KindergartenData,5578
1085,Orange,Seal Beach,ChildCareData,134
1086,Orange,Seal Beach,KindergartenData,159
1087,Orange,Silverado,ChildCareData,79
1088,Orange,Stanton,ChildCareData,352
1089,Orange,Stanton,KindergartenData,144
1090,Orange,Trabuco Canyon,KindergartenData,133
1091,Orange,Tustin,7thGradeData,1282
1092,Orange,Tustin,ChildCareData,1494
1093,Orange,Tustin,KindergartenData,1082
1094,Orange,Villa Park,7thGradeData,485
1095,Orange,Villa Park,KindergartenData,158
1096,Orange,Westminster,7thGradeData,1096
1097,Orange,Westminster,ChildCareData,1134
1098,Orange,Westminster,KindergartenData,826
1099,Orange,Yorba Linda,7thGradeData,1020
1100,Orange,Yorba Linda,ChildCareData,1557
1101,Orange,Yorba Linda,KindergartenData,1142
1102,Placer,Antelope,7thGradeData,383
1103,Placer,Antelope,KindergartenData,318
1104,Placer,Auburn,7thGradeData,325
1105,Placer,Auburn,ChildCareData,328
1106,Placer,Auburn,KindergartenData,280
1107,Placer,Colfax,7thGradeData,55
1108,Placer,Colfax,KindergartenData,61
1109,Placer,Foresthill,7thGradeData,33
1110,Placer,Foresthill,KindergartenData,40
1111,Placer,Granite Bay,7thGradeData,189
1112,Placer,Granite Bay,ChildCareData,238
1113,Placer,Granite Bay,KindergartenData,226
1114,Placer,Kings Beach,ChildCareData,49
1115,Placer,Kings Beach,KindergartenData,104
1116,Placer,Lincoln,7thGradeData,599
1117,Placer,Lincoln,ChildCareData,350
1118,Placer,Lincoln,KindergartenData,639
1119,Placer,Loomis,7thGradeData,289
1120,Placer,Loomis,ChildCareData,214
1121,Placer,Loomis,KindergartenData,261
1122,Placer,Meadow Vista,ChildCareData,53
1123,Placer,Meadow Vista,KindergartenData,79
1124,Placer,Newcastle,7thGradeData,88
1125,Placer,Newcastle,KindergartenData,123
1126,Placer,Penryn,7thGradeData,27
1127,Placer,Penryn,KindergartenData,23
1128,Placer,Rocklin,7thGradeData,1208
1129,Placer,Rocklin,ChildCareData,998
1130,Placer,Rocklin,KindergartenData,1041
1131,Placer,Roseville,7thGradeData,2047
1132,Placer,Roseville,ChildCareData,1761
1133,Placer,Roseville,KindergartenData,2281
1134,Placer,Squaw Valley,KindergartenData,24
1135,Placer,Sunnyside-Tahoe City,7thGradeData,98
1136,Placer,Sunnyside-Tahoe City,ChildCareData,87
1137,Placer,Sunnyside-Tahoe City,KindergartenData,42
1138,Placer,Truckee,7thGradeData,201
1139,Placer,Truckee,KindergartenData,209
1140,Placer,Weimar,7thGradeData,84
1141,Plumas,Chester,7thGradeData,32
1142,Plumas,Chester,KindergartenData,37
1143,Plumas,Portola,7thGradeData,46
1144,Plumas,Portola,ChildCareData,79
1145,Plumas,Portola,KindergartenData,48
1146,Plumas,Quincy,7thGradeData,100
1147,Plumas,Quincy,KindergartenData,69
1148,Riverside,Aguanga,7thGradeData,25
1149,Riverside,Aguanga,KindergartenData,22
1150,Riverside,Anza,7thGradeData,41
1151,Riverside,Anza,KindergartenData,43
1152,Riverside,Banning,7thGradeData,259
1153,Riverside,Banning,ChildCareData,283
1154,Riverside,Banning,KindergartenData,449
1155,Riverside,Beaumont,7thGradeData,821
1156,Riverside,Beaumont,ChildCareData,223
1157,Riverside,Beaumont,KindergartenData,872
1158,Riverside,Bermuda Dunes,7thGradeData,37
1159,Riverside,Bermuda Dunes,ChildCareData,234
1160,Riverside,Bermuda Dunes,KindergartenData,159
1161,Riverside,Blythe,7thGradeData,231
1162,Riverside,Blythe,ChildCareData,226
1163,Riverside,Blythe,KindergartenData,241
1164,Riverside,Cabazon,ChildCareData,57
1165,Riverside,Cabazon,KindergartenData,43
1166,Riverside,Calimesa,ChildCareData,130
1167,Riverside,Canyon Lake,ChildCareData,74
1168,Riverside,Cathedral City,7thGradeData,766
1169,Riverside,Cathedral City,ChildCareData,243
1170,Riverside,Cathedral City,KindergartenData,569
1171,Riverside,Cherry Valley,ChildCareData,100
1172,Riverside,Coachella,7thGradeData,850
1173,Riverside,Coachella,ChildCareData,155
1174,Riverside,Coachella,KindergartenData,772
1175,Riverside,Corona,7thGradeData,2749
1176,Riverside,Corona,ChildCareData,1839
1177,Riverside,Corona,KindergartenData,2797
1178,Riverside,Desert Hot Springs,7thGradeData,575
1179,Riverside,Desert Hot Springs,ChildCareData,291
1180,Riverside,Desert Hot Springs,KindergartenData,537
1181,Riverside,Eastvale,7thGradeData,1229
1182,Riverside,Eastvale,ChildCareData,281
1183,Riverside,Eastvale,KindergartenData,775
1184,Riverside,Hemet,7thGradeData,1533
1185,Riverside,Hemet,ChildCareData,1031
1186,Riverside,Hemet,KindergartenData,1519
1187,Riverside,Idyllwild-Pine Cove,7thGradeData,40
1188,Riverside,Idyllwild-Pine Cove,KindergartenData,29
1189,Riverside,Indian Wells,KindergartenData,147
1190,Riverside,Indio,7thGradeData,1383
1191,Riverside,Indio,ChildCareData,531
1192,Riverside,Indio,KindergartenData,1281
1193,Riverside,Jurupa Valley,7thGradeData,1457
1194,Riverside,Jurupa Valley,ChildCareData,752
1195,Riverside,Jurupa Valley,KindergartenData,1520
1196,Riverside,La Quinta,7thGradeData,449
1197,Riverside,La Quinta,ChildCareData,235
1198,Riverside,La Quinta,KindergartenData,252
1199,Riverside,Lake Elsinore,7thGradeData,1147
1200,Riverside,Lake Elsinore,ChildCareData,475
1201,Riverside,Lake Elsinore,KindergartenData,1300
1202,Riverside,Mecca,ChildCareData,104
1203,Riverside,Mecca,KindergartenData,298
1204,Riverside,Menifee,7thGradeData,1556
1205,Riverside,Menifee,ChildCareData,552
1206,Riverside,Menifee,KindergartenData,938
1207,Riverside,Moreno Valley,7thGradeData,3171
1208,Riverside,Moreno Valley,ChildCareData,1911
1209,Riverside,Moreno Valley,KindergartenData,3504
1210,Riverside,Murrieta,7thGradeData,2305
1211,Riverside,Murrieta,ChildCareData,1547
1212,Riverside,Murrieta,KindergartenData,1705
1213,Riverside,Norco,7thGradeData,363
1214,Riverside,Norco,ChildCareData,462
1215,Riverside,Norco,KindergartenData,372
1216,Riverside,North Shore,ChildCareData,30
1217,Riverside,Nuevo,7thGradeData,167
1218,Riverside,Nuevo,ChildCareData,175
1219,Riverside,Nuevo,KindergartenData,167
1220,Riverside,Palm Desert,7thGradeData,525
1221,Riverside,Palm Desert,ChildCareData,711
1222,Riverside,Palm Desert,KindergartenData,608
1223,Riverside,Palm Springs,7thGradeData,427
1224,Riverside,Palm Springs,ChildCareData,531
1225,Riverside,Palm Springs,KindergartenData,407
1226,Riverside,Perris,7thGradeData,1827
1227,Riverside,Perris,ChildCareData,1053
1228,Riverside,Perris,KindergartenData,1877
1229,Riverside,Rancho Mirage,7thGradeData,23
1230,Riverside,Rancho Mirage,ChildCareData,49
1231,Riverside,Rancho Mirage,KindergartenData,98
1232,Riverside,Riverside,7thGradeData,4924
1233,Riverside,Riverside,ChildCareData,4230
1234,Riverside,Riverside,KindergartenData,5236
1235,Riverside,Romoland,ChildCareData,148
1236,Riverside,Romoland,KindergartenData,419
1237,Riverside,Salton City,7thGradeData,81
1238,Riverside,Salton City,KindergartenData,105
1239,Riverside,San Jacinto,7thGradeData,935
1240,Riverside,San Jacinto,ChildCareData,423
1241,Riverside,San Jacinto,KindergartenData,925
1242,Riverside,Temecula,7thGradeData,2367
1243,Riverside,Temecula,ChildCareData,1469
1244,Riverside,Temecula,KindergartenData,2176
1245,Riverside,Thermal,7thGradeData,541
1246,Riverside,Thermal,ChildCareData,158
1247,Riverside,Thermal,KindergartenData,355
1248,Riverside,Thousand Palms,ChildCareData,104
1249,Riverside,Thousand Palms,KindergartenData,119
1250,Riverside,Wildomar,7thGradeData,432
1251,Riverside,Wildomar,ChildCareData,358
1252,Riverside,Wildomar,KindergartenData,487
1253,Riverside,Winchester,7thGradeData,140
1254,Riverside,Winchester,ChildCareData,174
1255,Riverside,Winchester,KindergartenData,657
1256,Sacramento,Antelope,ChildCareData,238
1257,Sacramento,Antelope,KindergartenData,339
1258,Sacramento,Carmichael,7thGradeData,1052
1259,Sacramento,Carmichael,ChildCareData,1081
1260,Sacramento,Carmichael,KindergartenData,1213
1261,Sacramento,Citrus Heights,7thGradeData,425
1262,Sacramento,Citrus Heights,ChildCareData,948
1263,Sacramento,Citrus Heights,KindergartenData,526
1264,Sacramento,Clarksburg,7thGradeData,108
1265,Sacramento,Clarksburg,KindergartenData,49
1266,Sacramento,Courtland,ChildCareData,38
1267,Sacramento,Elk Grove,7thGradeData,3471
1268,Sacramento,Elk Grove,ChildCareData,1501
1269,Sacramento,Elk Grove,KindergartenData,2623
1270,Sacramento,Elverta,7thGradeData,41
1271,Sacramento,Elverta,KindergartenData,28
1272,Sacramento,Fair Oaks,7thGradeData,369
1273,Sacramento,Fair Oaks,ChildCareData,457
1274,Sacramento,Fair Oaks,KindergartenData,323
1275,Sacramento,Folsom,7thGradeData,993
1276,Sacramento,Folsom,ChildCareData,1094
1277,Sacramento,Folsom,KindergartenData,855
1278,Sacramento,Galt,7thGradeData,441
1279,Sacramento,Galt,ChildCareData,419
1280,Sacramento,Galt,KindergartenData,440
1281,Sacramento,Gold River,7thGradeData,93
1282,Sacramento,Gold River,ChildCareData,41
1283,Sacramento,Gold River,KindergartenData,74
1284,Sacramento,Herald,7thGradeData,49
1285,Sacramento,Herald,KindergartenData,71
1286,Sacramento,Isleton,ChildCareData,21
1287,Sacramento,Isleton,KindergartenData,20
1288,Sacramento,Mather,7thGradeData,18
1289,Sacramento,Mather,ChildCareData,101
1290,Sacramento,Mather,KindergartenData,70
1291,Sacramento,North Highlands,7thGradeData,504
1292,Sacramento,North Highlands,ChildCareData,455
1293,Sacramento,North Highlands,KindergartenData,666
1294,Sacramento,Orangevale,7thGradeData,679
1295,Sacramento,Orangevale,ChildCareData,332
1296,Sacramento,Orangevale,KindergartenData,484
1297,Sacramento,Rancho Cordova,7thGradeData,550
1298,Sacramento,Rancho Cordova,ChildCareData,1058
1299,Sacramento,Rancho Cordova,KindergartenData,930
1300,Sacramento,Rancho Murieta,ChildCareData,45
1301,Sacramento,Rio Linda,7thGradeData,474
1302,Sacramento,Rio Linda,ChildCareData,109
1303,Sacramento,Rio Linda,KindergartenData,283
1304,Sacramento,Rio Vista,7thGradeData,76
1305,Sacramento,Rio Vista,KindergartenData,60
1306,Sacramento,Roseville,7thGradeData,339
1307,Sacramento,Sacramento,7thGradeData,9021
1308,Sacramento,Sacramento,ChildCareData,9484
1309,Sacramento,Sacramento,KindergartenData,10687
1310,Sacramento,Sloughhouse,KindergartenData,45
1311,Sacramento,Walnut Grove,ChildCareData,35
1312,Sacramento,Walnut Grove,KindergartenData,29
1313,Sacramento,Wilton,KindergartenData,49
1314,San Benito,Aromas,7thGradeData,51
1315,San Benito,Aromas,ChildCareData,28
1316,San Benito,Aromas,KindergartenData,38
1317,San Benito,Hollister,7thGradeData,750
1318,San Benito,Hollister,ChildCareData,563
1319,San Benito,Hollister,KindergartenData,862
1320,San Benito,San Juan Bautista,7thGradeData,29
1321,San Benito,San Juan Bautista,ChildCareData,19
1322,San Benito,San Juan Bautista,KindergartenData,40
1323,San Bernardino,Adelanto,7thGradeData,344
1324,San Bernardino,Adelanto,ChildCareData,240
1325,San Bernardino,Adelanto,KindergartenData,698
1326,San Bernardino,Apple Valley,7thGradeData,1097
1327,San Bernardino,Apple Valley,ChildCareData,1018
1328,San Bernardino,Apple Valley,KindergartenData,1261
1329,San Bernardino,Barstow,7thGradeData,469
1330,San Bernardino,Barstow,ChildCareData,322
1331,San Bernardino,Barstow,KindergartenData,502
1332,San Bernardino,Big Bear City,ChildCareData,112
1333,San Bernardino,Big Bear City,KindergartenData,63
1334,San Bernardino,Big Bear Lake,7thGradeData,178
1335,San Bernardino,Big Bear Lake,ChildCareData,35
1336,San Bernardino,Big Bear Lake,KindergartenData,94
1337,San Bernardino,Bloomington,7thGradeData,830
1338,San Bernardino,Bloomington,ChildCareData,315
1339,San Bernardino,Bloomington,KindergartenData,491
1340,San Bernardino,Calimesa,7thGradeData,305
1341,San Bernardino,Calimesa,KindergartenData,20
1342,San Bernardino,Chino,7thGradeData,1272
1343,San Bernardino,Chino,ChildCareData,1102
1344,San Bernardino,Chino,KindergartenData,940
1345,San Bernardino,Chino Hills,7thGradeData,1160
1346,San Bernardino,Chino Hills,ChildCareData,1109
1347,San Bernardino,Chino Hills,KindergartenData,875
1348,San Bernardino,Colton,7thGradeData,1067
1349,San Bernardino,Colton,ChildCareData,562
1350,San Bernardino,Colton,KindergartenData,1014
1351,San Bernardino,Crest Park,ChildCareData,45
1352,San Bernardino,Crestline,ChildCareData,49
1353,San Bernardino,Crestline,KindergartenData,91
1354,San Bernardino,Fontana,7thGradeData,3242
1355,San Bernardino,Fontana,ChildCareData,3043
1356,San Bernardino,Fontana,KindergartenData,3820
1357,San Bernardino,Fort Irwin,7thGradeData,83
1358,San Bernardino,Fort Irwin,ChildCareData,144
1359,San Bernardino,Fort Irwin,KindergartenData,265
1360,San Bernardino,Grand Terrace,7thGradeData,486
1361,San Bernardino,Grand Terrace,ChildCareData,90
1362,San Bernardino,Grand Terrace,KindergartenData,220
1363,San Bernardino,Helendale,7thGradeData,140
1364,San Bernardino,Helendale,ChildCareData,27
1365,San Bernardino,Helendale,KindergartenData,163
1366,San Bernardino,Hesperia,7thGradeData,1932
1367,San Bernardino,Hesperia,ChildCareData,801
1368,San Bernardino,Hesperia,KindergartenData,1767
1369,San Bernardino,Highland,7thGradeData,804
1370,San Bernardino,Highland,ChildCareData,566
1371,San Bernardino,Highland,KindergartenData,845
1372,San Bernardino,Joshua Tree,ChildCareData,21
1373,San Bernardino,Joshua Tree,KindergartenData,77
1374,San Bernardino,Lake Arrowhead,7thGradeData,257
1375,San Bernardino,Lake Arrowhead,KindergartenData,102
1376,San Bernardino,Lenwood,KindergartenData,93
1377,San Bernardino,Loma Linda,7thGradeData,107
1378,San Bernardino,Loma Linda,ChildCareData,168
1379,San Bernardino,Loma Linda,KindergartenData,178
1380,San Bernardino,Lucerne Valley,7thGradeData,57
1381,San Bernardino,Lucerne Valley,ChildCareData,28
1382,San Bernardino,Lucerne Valley,KindergartenData,45
1383,San Bernardino,Mentone,ChildCareData,30
1384,San Bernardino,Mentone,KindergartenData,89
1385,San Bernardino,Montclair,7thGradeData,783
1386,San Bernardino,Montclair,ChildCareData,464
1387,San Bernardino,Montclair,KindergartenData,758
1388,San Bernardino,Morongo Valley,KindergartenData,26
1389,San Bernardino,Needles,7thGradeData,81
1390,San Bernardino,Needles,ChildCareData,58
1391,San Bernardino,Needles,KindergartenData,73
1392,San Bernardino,Newberry Springs,KindergartenData,19
1393,San Bernardino,Oak Hills,ChildCareData,30
1394,San Bernardino,Ontario,7thGradeData,2186
1395,San Bernardino,Ontario,ChildCareData,1545
1396,San Bernardino,Ontario,KindergartenData,2552
1397,San Bernardino,Oro Grande,7thGradeData,239
1398,San Bernardino,Oro Grande,KindergartenData,154
1399,San Bernardino,Phelan,7thGradeData,591
1400,San Bernardino,Phelan,ChildCareData,161
1401,San Bernardino,Phelan,KindergartenData,315
1402,San Bernardino,Pinon Hills,ChildCareData,21
1403,San Bernardino,Pinon Hills,KindergartenData,66
1404,San Bernardino,Placerville,7thGradeData,39
1405,San Bernardino,Placerville,KindergartenData,76
1406,San Bernardino,Rancho Cucamonga,7thGradeData,2746
1407,San Bernardino,Rancho Cucamonga,ChildCareData,1972
1408,San Bernardino,Rancho Cucamonga,KindergartenData,2463
1409,San Bernardino,Redlands,7thGradeData,1317
1410,San Bernardino,Redlands,ChildCareData,1552
1411,San Bernardino,Redlands,KindergartenData,1141
1412,San Bernardino,Rialto,7thGradeData,1612
1413,San Bernardino,Rialto,ChildCareData,1512
1414,San Bernardino,Rialto,KindergartenData,1500
1415,San Bernardino,Rim Forest,ChildCareData,19
1416,San Bernardino,Running Springs,ChildCareData,20
1417,San Bernardino,Running Springs,KindergartenData,72
1418,San Bernardino,San Bernardino,7thGradeData,3282
1419,San Bernardino,San Bernardino,ChildCareData,2943
1420,San Bernardino,San Bernardino,KindergartenData,4353
1421,San Bernardino,San Marcos,7thGradeData,9
1422,San Bernardino,San Marcos,KindergartenData,12
1423,San Bernardino,Trona,7thGradeData,24
1424,San Bernardino,Trona,ChildCareData,22
1425,San Bernardino,Trona,KindergartenData,20
1426,San Bernardino,Twentynine Palms,7thGradeData,253
1427,San Bernardino,Twentynine Palms,ChildCareData,205
1428,San Bernardino,Twentynine Palms,KindergartenData,357
1429,San Bernardino,Twin Peaks,7thGradeData,20
1430,San Bernardino,Twin Peaks,ChildCareData,53
1431,San Bernardino,Twin Peaks,KindergartenData,18
1432,San Bernardino,Upland,7thGradeData,905
1433,San Bernardino,Upland,ChildCareData,1281
1434,San Bernardino,Upland,KindergartenData,849
1435,San Bernardino,Victorville,7thGradeData,2375
1436,San Bernardino,Victorville,ChildCareData,1176
1437,San Bernardino,Victorville,KindergartenData,2349
1438,San Bernardino,Wrightwood,ChildCareData,1
1439,San Bernardino,Wrightwood,KindergartenData,59
1440,San Bernardino,Yermo,7thGradeData,36
1441,San Bernardino,Yermo,KindergartenData,43
1442,San Bernardino,Yucaipa,7thGradeData,523
1443,San Bernardino,Yucaipa,ChildCareData,424
1444,San Bernardino,Yucaipa,KindergartenData,838
1445,San Bernardino,Yucca Valley,7thGradeData,351
1446,San Bernardino,Yucca Valley,ChildCareData,219
1447,San Bernardino,Yucca Valley,KindergartenData,231
1448,San Diego,Alpine,7thGradeData,198
1449,San Diego,Alpine,ChildCareData,198
1450,San Diego,Alpine,KindergartenData,514
1451,San Diego,Bonita,ChildCareData,275
1452,San Diego,Bonita,KindergartenData,197
1453,San Diego,Bonsall,7thGradeData,218
1454,San Diego,Bonsall,KindergartenData,194
1455,San Diego,Borrego Springs,7thGradeData,32
1456,San Diego,Borrego Springs,ChildCareData,27
1457,San Diego,Borrego Springs,KindergartenData,38
1458,San Diego,Boulevard,ChildCareData,19
1459,San Diego,Boulevard,KindergartenData,22
1460,San Diego,Campo,7thGradeData,108
1461,San Diego,Campo,ChildCareData,20
1462,San Diego,Campo,KindergartenData,65
1463,San Diego,Carlsbad,7thGradeData,968
1464,San Diego,Carlsbad,ChildCareData,2227
1465,San Diego,Carlsbad,KindergartenData,1401
1466,San Diego,Chula Vista,7thGradeData,4380
1467,San Diego,Chula Vista,ChildCareData,3465
1468,San Diego,Chula Vista,KindergartenData,4040
1469,San Diego,Coronado,7thGradeData,258
1470,San Diego,Coronado,ChildCareData,253
1471,San Diego,Coronado,KindergartenData,235
1472,San Diego,Del Mar,ChildCareData,169
1473,San Diego,Del Mar,KindergartenData,107
1474,San Diego,Descanso,ChildCareData,49
1475,San Diego,Descanso,KindergartenData,41
1476,San Diego,El Cajon,7thGradeData,2242
1477,San Diego,El Cajon,ChildCareData,2110
1478,San Diego,El Cajon,KindergartenData,2834
1479,San Diego,Encinitas,7thGradeData,861
1480,San Diego,Encinitas,ChildCareData,1739
1481,San Diego,Encinitas,KindergartenData,553
1482,San Diego,Escondido,7thGradeData,2241
1483,San Diego,Escondido,ChildCareData,1977
1484,San Diego,Escondido,KindergartenData,2570
1485,San Diego,Fallbrook,7thGradeData,388
1486,San Diego,Fallbrook,ChildCareData,570
1487,San Diego,Fallbrook,KindergartenData,473
1488,San Diego,Imperial Beach,7thGradeData,124
1489,San Diego,Imperial Beach,ChildCareData,611
1490,San Diego,Imperial Beach,KindergartenData,376
1491,San Diego,Jamul,7thGradeData,90
1492,San Diego,Jamul,ChildCareData,45
1493,San Diego,Jamul,KindergartenData,75
1494,San Diego,Julian,7thGradeData,265
1495,San Diego,Julian,KindergartenData,236
1496,San Diego,La Mesa,7thGradeData,990
1497,San Diego,La Mesa,ChildCareData,1270
1498,San Diego,La Mesa,KindergartenData,939
1499,San Diego,Lakeside,7thGradeData,550
1500,San Diego,Lakeside,ChildCareData,426
1501,San Diego,Lakeside,KindergartenData,763
1502,San Diego,Lemon Grove,7thGradeData,359
1503,San Diego,Lemon Grove,ChildCareData,388
1504,San Diego,Lemon Grove,KindergartenData,359
1505,San Diego,National City,7thGradeData,777
1506,San Diego,National City,ChildCareData,835
1507,San Diego,National City,KindergartenData,859
1508,San Diego,Oceanside,7thGradeData,2362
1509,San Diego,Oceanside,ChildCareData,2219
1510,San Diego,Oceanside,KindergartenData,2712
1511,San Diego,Pauma Valley,ChildCareData,38
1512,San Diego,Pauma Valley,KindergartenData,51
1513,San Diego,Pine Valley,7thGradeData,32
1514,San Diego,Potrero,KindergartenData,28
1515,San Diego,Poway,7thGradeData,898
1516,San Diego,Poway,ChildCareData,1561
1517,San Diego,Poway,KindergartenData,833
1518,San Diego,Rainbow,7thGradeData,22
1519,San Diego,Rainbow,ChildCareData,21
1520,San Diego,Rainbow,KindergartenData,31
1521,San Diego,Ramona,7thGradeData,417
1522,San Diego,Ramona,ChildCareData,395
1523,San Diego,Ramona,KindergartenData,402
1524,San Diego,Rancho Santa Fe,7thGradeData,116
1525,San Diego,Rancho Santa Fe,ChildCareData,312
1526,San Diego,Rancho Santa Fe,KindergartenData,135
1527,San Diego,San Clemente,KindergartenData,103
1528,San Diego,San Diego,7thGradeData,15003
1529,San Diego,San Diego,ChildCareData,18143
1530,San Diego,San Diego,KindergartenData,17007
1531,San Diego,San Marcos,7thGradeData,1813
1532,San Diego,San Marcos,ChildCareData,1165
1533,San Diego,San Marcos,KindergartenData,1409
1534,San Diego,Santee,7thGradeData,570
1535,San Diego,Santee,ChildCareData,645
1536,San Diego,Santee,KindergartenData,736
1537,San Diego,Simi Valley,7thGradeData,170
1538,San Diego,Simi Valley,KindergartenData,118
1539,San Diego,Solana Beach,7thGradeData,453
1540,San Diego,Solana Beach,ChildCareData,539
1541,San Diego,Solana Beach,KindergartenData,160
1542,San Diego,Spring Valley (San Diego County),7thGradeData,611
1543,San Diego,Spring Valley (San Diego County),ChildCareData,738
1544,San Diego,Spring Valley (San Diego County),KindergartenData,730
1545,San Diego,Thousand Oaks,7thGradeData,7
1546,San Diego,Thousand Oaks,KindergartenData,12
1547,San Diego,Valley Center,7thGradeData,315
1548,San Diego,Valley Center,ChildCareData,115
1549,San Diego,Valley Center,KindergartenData,278
1550,San Diego,Vista,7thGradeData,1114
1551,San Diego,Vista,ChildCareData,1818
1552,San Diego,Vista,KindergartenData,1660
1553,San Diego,Warner Springs,7thGradeData,52
