county,enrollment,vaccinated,school_year,year,vac_pct,GEO.id,tot_pop,male,male_pct,female,female_pct,under_5,under_5_pct,5_9,5_9_pct,10_14,10_14_pct,15_19,15_19_pct,20_24,20_24_pct,25_34,25_34_pct,35_44,35_44_pct,45_54,45_54_pct,55_59,55_59_pct,60_64,60_64_pct,65_74,65_74_pct,75_84,75_84_pct,85_over,85_over_pct,median_age,median_age_pct,hispanic_latino,hispanic_latino_pct,mexican,mexican_pct,white,white_pct,black,black_pct,aian,aian_pct,asian,asian_pct,nhopi,nhopi_pct,other,other_pct,GEO.id2_y,median_income,insurance,insurance_pct,private_insure,private_insure_pct,public_insure,public_insure_pct,no_insurance,no_insurance_pct,hs_degree_pct,bachelor_degree_pct
San Diego,128047.0,121654.0,2014-2015,2015,95.00730200629455,0500000US06073,3223096,1618945,50.2,1604151,49.8,210874,6.5,200489,6.2,194000,6.0,215043,6.7,274256,8.5,512116,15.9,427056,13.2,428074,13.3,194186,6.0,169328,5.3,217961,6.8,120847,3.7,58866,1.8,35.1,,1060995,32.9,,,1515316,47.0,153024,4.7,11698,0.4,362467,11.2,13484,0.4,206609,6.4,6073,64309,2682030,85.9,2080228,66.6,886388,28.4,441525,14.1,86.0,35.7
San Francisco,23575.0,22155.0,2014-2015,2015,93.97667020148462,0500000US06075,840763,427909,50.9,412854,49.1,38123,4.5,30488,3.6,27427,3.3,31036,3.7,53917,6.4,187527,22.3,136300,16.2,114629,13.6,51611,6.1,50528,6.0,62062,7.4,38225,4.5,18890,2.2,38.5,,128619,15.3,,,346732,41.2,44879,5.3,1520,0.2,281896,33.5,3370,0.4,63553,7.5,6075,81294,765091,91.5,602198,72.0,232598,27.8,71076,8.5,87.0,53.8
San Joaquin,32427.0,31386.0,2014-2015,2015,96.78971227680636,0500000US06077,708554,352400,49.7,356154,50.3,52620,7.4,54565,7.7,57687,8.1,55549,7.8,52431,7.4,95271,13.4,91392,12.9,92377,13.0,41786,5.9,34164,4.8,46093,6.5,23637,3.3,10982,1.5,33.5,,284168,40.1,,,243086,34.3,47598,6.7,2295,0.3,102426,14.5,3520,0.5,49943,7.0,6077,53274,602026,86.0,400330,57.2,263958,37.7,97866,14.0,78.0,18.4
San Luis Obispo,8600.0,7968.0,2014-2015,2015,92.65116279069767,0500000US06079,276517,140953,51.0,135564,49.0,13699,5.0,14130,5.1,14070,5.1,22035,8.0,29954,10.8,32242,11.7,29558,10.7,35028,12.7,20420,7.4,18757,6.8,26050,9.4,14039,5.1,6535,2.4,39.3,,60181,21.8,,,192918,69.8,5324,1.9,1075,0.4,9851,3.6,284,0.1,13484,4.9,6079,60691,237451,88.1,193940,71.9,81716,30.3,32129,11.9,89.7,33.0
San Mateo,30447.0,29539.0,2014-2015,2015,97.01776858146944,0500000US06081,748731,368416,49.2,380315,50.8,45959,6.1,46981,6.3,43245,5.8,40684,5.4,41641,5.6,105291,14.1,110075,14.7,111143,14.8,51314,6.9,45034,6.0,58669,7.8,32640,4.4,16055,2.1,39.5,,189389,25.3,,,305166,40.8,18471,2.5,875,0.1,195976,26.2,10245,1.4,54559,7.3999999999999995,6081,93623,679533,91.2,565914,76.0,192317,25.8,65315,8.8,88.3,45.6
Santa Barbara,18299.0,17597.0,2014-2015,2015,96.16372479370457,0500000US06083,435850,218483,50.1,217367,49.9,28241,6.5,26208,6.0,27479,6.3,37072,8.5,48833,11.2,57468,13.2,49938,11.5,52773,12.1,26566,6.1,21716,5.0,30849,7.1,18474,4.2,10233,2.3,33.6,,192304,44.1,,,201998,46.3,7421,1.7,1791,0.4,21535,4.9,630,0.1,19944,4.5,6083,63985,361176,84.2,271058,63.2,136945,31.9,67598,15.8,79.6,32.2
Santa Clara,81678.0,78111.0,2014-2015,2015,95.63285095129656,0500000US06085,1868149,939004,50.3,929145,49.7,122397,6.6,126094,6.7,118268,6.3,113689,6.1,119072,6.4,282785,15.1,283308,15.2,271427,14.5,115664,6.2,92582,5.0,123435,6.6,69222,3.7,30206,1.6,36.8,,497074,26.6,,,627328,33.6,44980,2.4,3507,0.2,626036,33.5,6226,0.3,122519,6.6000000000000005,6085,96310,1689578,90.9,1376784,74.1,460314,24.8,169592,9.1,87.0,47.9
Santa Cruz,9985.0,8958.0,2014-2015,2015,89.71457185778668,0500000US06087,269278,133714,49.7,135564,50.3,14963,5.6,15024,5.6,15292,5.7,22500,8.4,27597,10.2,32997,12.3,32393,12.0,36145,13.4,19893,7.4,17957,6.7,20623,7.7,9136,3.4,4758,1.8,37.0,,88602,32.9,,,157042,58.3,2335,0.9,629,0.2,11370,4.2,300,0.1,17571,6.6000000000000005,6087,67256,236212,88.1,183136,68.3,80098,29.9,31793,11.9,85.6,38.2
Shasta,6540.0,5870.0,2014-2015,2015,89.75535168195718,0500000US06089,178942,87851,49.1,91091,50.9,10381,5.8,11315,6.3,10255,5.7,11184,6.3,11411,6.4,21276,11.9,18967,10.6,24324,13.6,13481,7.5,12853,7.2,19339,10.8,9741,5.4,4415,2.5,42.2,,16384,9.2,,,145248,81.2,1752,1.0,4011,2.2,4672,2.6,380,0.2,12916,7.2,6089,44620,153321,86.3,100112,56.4,79489,44.8,24246,13.7,89.3,19.6
Sierra,78.0,78.0,2014-2015,2015,100.0,0500000US06091,3021,1505,49.8,1516,50.2,94,3.1,153,5.1,156,5.2,133,4.4,50,1.7,209,6.9,347,11.5,414,13.7,445,14.7,283,9.4,470,15.6,187,6.2,80,2.6,54.5,,268,8.9,,,2658,88.0,3,0.1,26,0.9,1,0.0,14,0.5,102,3.4,6091,42833,2625,87.8,1760,58.8,1467,49.0,366,12.2,92.6,18.9
Siskiyou,1243.0,1105.0,2014-2015,2015,88.89782783588093,0500000US06093,43895,21825,49.7,22070,50.3,2289,5.2,2684,6.1,2377,5.4,2479,5.6,2231,5.1,4327,9.9,4287,9.8,5815,13.2,3788,8.6,3968,9.0,5832,13.3,2592,5.9,1226,2.8,47.8,,5044,11.5,,,34244,78.0,614,1.4,1196,2.7,689,1.6,132,0.3,3932,8.9,6093,37170,38301,87.6,23333,53.4,22226,50.9,5401,12.4,88.4,22.7
Solano,13632.0,13085.0,2014-2015,2015,95.98738262910797,0500000US06095,425753,211881,49.8,213872,50.2,26324,6.2,27735,6.5,27727,6.5,28142,6.6,31054,7.3,59524,14.0,53038,12.5,61069,14.3,29032,6.8,27070,6.4,32407,7.6,15999,3.8,6632,1.6,37.3,,107592,25.3,,,169259,39.8,57650,13.5,1275,0.3,62369,14.6,3414,0.8,47268,11.100000000000001,6095,66828,368887,89.4,285522,69.2,133766,32.4,43806,10.6,87.5,24.9
Sonoma,18260.0,17230.0,2014-2015,2015,94.3592552026287,0500000US06097,495078,242817,49.0,252261,51.0,26804,5.4,29682,6.0,28851,5.8,31355,6.3,32227,6.5,63961,12.9,60603,12.2,70032,14.1,36804,7.4,35743,7.2,45968,9.3,21657,4.4,11391,2.3,40.8,,127774,25.8,,,320545,64.7,6762,1.4,2671,0.5,18839,3.8,1398,0.3,32496,6.5,6097,64240,433969,88.4,339738,69.2,157362,32.1,56889,11.6,87.1,32.9
Stanislaus,24126.0,23058.0,2014-2015,2015,95.57324048744094,0500000US06099,527367,261045,49.5,266322,50.5,39139,7.4,39762,7.5,41472,7.9,40540,7.7,38883,7.4,73399,13.9,66814,12.7,68281,12.9,30989,5.9,26042,4.9,35167,6.7,18522,3.5,8357,1.6,33.5,,230087,43.6,,,235880,44.7,12904,2.4,2593,0.5,27680,5.2,3704,0.7,28110,5.4,6099,50125,449182,85.7,286817,54.7,208557,39.8,74856,14.3,77.2,16.5
Sutter,5330.0,5019.0,2014-2015,2015,94.16510318949344,0500000US06101,95247,47349,49.7,47898,50.3,6562,6.9,8066,8.5,6328,6.6,6803,7.1,6676,7.0,12685,13.3,11760,12.3,12349,13.0,5583,5.9,5050,5.3,7298,7.7,4387,4.6,1700,1.8,35.4,,28261,29.7,,,46108,48.4,1841,1.9,663,0.7,13948,14.6,286,0.3,8150,8.5,6101,52017,79796,84.9,51292,54.5,38968,41.4,14242,15.1,78.5,17.6
Tehama,2465.0,2366.0,2014-2015,2015,95.98377281947262,0500000US06103,63152,31489,49.9,31663,50.1,4018,6.4,4351,6.9,4206,6.7,4182,6.6,3635,5.8,7400,11.7,7158,11.3,8705,13.8,4499,7.1,4060,6.4,6307,10.0,3313,5.2,1318,2.1,40.5,,14813,23.5,,,44291,70.1,291,0.5,1112,1.8,802,1.3,126,0.2,3425,5.4,6103,41001,54328,86.8,33263,53.1,29896,47.8,8257,13.2,82.3,14.4
Trinity,232.0,206.0,2014-2015,2015,88.79310344827587,0500000US06105,13373,6878,51.4,6495,48.6,632,4.7,575,4.3,646,4.8,735,5.5,465,3.5,1209,9.0,1463,10.9,1919,14.3,1189,8.9,1425,10.7,1841,13.8,867,6.5,407,3.0,50.3,,955,7.1,,,11096,83.0,151,1.1,456,3.4,159,1.2,109,0.8,880,6.5,6105,34974,10734,81.6,5896,44.8,6518,49.5,2426,18.4,90.8,20.0
Tulare,21153.0,20710.0,2014-2015,2015,97.90573441119463,0500000US06107,454033,227426,50.1,226607,49.9,40324,8.9,41459,9.1,38981,8.6,37324,8.2,34981,7.7,63617,14.0,55868,12.3,52366,11.5,22787,5.0,20214,4.5,26396,5.8,13631,3.0,6085,1.3,30.3,,283533,62.4,,,139581,30.7,6021,1.3,3069,0.7,14542,3.2,551,0.1,13184,2.9,6107,42031,370311,82.3,193784,43.1,208435,46.3,79436,17.7,68.4,13.8
Tuolumne,1301.0,1125.0,2014-2015,2015,86.47194465795542,0500000US06109,54079,28218,52.2,25861,47.8,2252,4.2,2804,5.2,2354,4.4,2897,5.4,2901,5.4,6266,11.6,5478,10.1,7389,13.7,4472,8.3,4975,9.2,7101,13.1,3583,6.6,1607,3.0,48.6,,6139,11.4,,,43995,81.4,970,1.8,795,1.5,737,1.4,78,0.1,2687,4.9,6109,50306,45664,89.8,32547,64.0,23495,46.2,5176,10.2,90.3,20.4
Ventura,34549.0,32416.0,2014-2015,2015,93.82615994674231,0500000US06111,840833,416484,49.5,424349,50.5,54208,6.4,55507,6.6,59680,7.1,60394,7.2,60277,7.2,108905,13.0,107917,12.8,121007,14.4,57202,6.8,45652,5.4,61864,7.4,32264,3.8,15956,1.9,37.1,,349799,41.6,,,395199,47.0,13462,1.6,2268,0.3,58242,6.9,1212,0.1,40554,4.9,6111,77348,719302,86.2,557424,66.8,242866,29.1,114755,13.8,83.1,31.7
Yolo,7216.0,6931.0,2014-2015,2015,96.05044345898004,0500000US06113,207320,100937,48.7,106383,51.3,12153,5.9,12799,6.2,12471,6.0,19149,9.2,30055,14.5,28067,13.5,23898,11.5,24504,11.8,11336,5.5,10131,4.9,12801,6.2,6585,3.2,3371,1.6,30.9,,64526,31.1,,,100100,48.3,4708,2.3,947,0.5,27987,13.5,938,0.5,15834,7.6000000000000005,6113,54989,183329,89.1,145068,70.5,56793,27.6,22427,10.9,85.5,39.0
Yuba,3949.0,3768.0,2014-2015,2015,95.41656115472271,0500000US06115,73437,37300,50.8,36137,49.2,6065,8.3,6047,8.2,5340,7.3,5189,7.1,5644,7.7,11157,15.2,8740,11.9,8932,12.2,4811,6.6,3355,4.6,4889,6.7,2426,3.3,842,1.1,32.1,,19611,26.7,,,41676,56.8,2377,3.2,740,1.0,5214,7.1,214,0.3,6851,9.3,6115,46892,60967,85.7,37035,52.1,31922,44.9,10144,14.3,80.8,14.3
Alameda,62628.0,60910.0,2015-2016,2016,97.25681803666092,0500000US06001,1605217,786730,49.0,818487,51.0,97572,6.1,97295,6.1,94149,5.9,95047,5.9,107875,6.7,256823,16.0,237847,14.8,225126,14.0,104823,6.5,88961,5.5,115361,7.2,56825,3.5,27513,1.7,37.2,,362070,22.6,,,523797,32.6,176819,11.0,4959,0.3,449676,28.0,13223,0.8,144822,9.0,6001,79831,1460959,91.6,1143354,71.7,459358,28.8,133234,8.4,87.3,43.9
Amador,860.0,782.0,2015-2016,2016,90.93023255813954,0500000US06005,36963,19839,53.7,17124,46.3,1392,3.8,1616,4.4,1620,4.4,1944,5.3,1645,4.5,3476,9.4,3991,10.8,5587,15.1,3069,8.3,3481,9.4,5627,15.2,2406,6.5,1109,3.0,50.3,,4822,13.0,,,29436,79.6,860,2.3,458,1.2,521,1.4,72,0.2,1584,4.2,6005,57032,30689,93.0,22454,68.0,15581,47.2,2323,7.0,88.3,21.5
Butte,8941.0,8320.0,2015-2016,2016,93.05446818029304,0500000US06007,223877,110926,49.5,112951,50.5,12220,5.5,13202,5.9,12142,5.4,15752,7.0,26166,11.7,27381,12.2,23191,10.4,25984,11.6,15264,6.8,14430,6.4,21215,9.5,11445,5.1,5485,2.5,36.9,,34503,15.4,,,164398,73.4,3279,1.5,1553,0.7,9497,4.2,380,0.2,20194,9.100000000000001,6007,44366,197738,89.3,132465,59.8,96959,43.8,23714,10.7,88.3,26.1
Calaveras,1008.0,914.0,2015-2016,2016,90.67460317460318,0500000US06009,44787,22156,49.5,22631,50.5,1827,4.1,2551,5.7,1973,4.4,2590,5.8,1993,4.4,3779,8.4,4043,9.0,6346,14.2,4276,9.5,4164,9.3,7064,15.8,3093,6.9,1088,2.4,51.2,,5028,11.2,,,36857,82.3,256,0.6,400,0.9,448,1.0,155,0.3,3253,7.300000000000001,6009,53502,40735,91.7,29287,66.0,20450,46.1,3667,8.3,90.4,20.2
Colusa,1005.0,1002.0,2015-2016,2016,99.70149253731343,0500000US06011,21361,11097,51.9,10264,48.1,1574,7.4,1660,7.8,1740,8.1,1528,7.2,1467,6.9,2794,13.1,2504,11.7,2723,12.7,1400,6.6,1191,5.6,1669,7.8,902,4.2,209,1.0,34.7,,12351,57.8,,,7881,36.9,212,1.0,191,0.9,346,1.6,20,0.1,669,3.0,6011,54946,17878,84.4,10470,49.4,9486,44.8,3296,15.6,68.1,14.4
Contra Costa,45751.0,44278.0,2015-2016,2016,96.78039824266136,0500000US06013,1107925,540671,48.8,567254,51.2,65295,5.9,74595,6.7,74705,6.7,72546,6.5,67904,6.1,138690,12.5,149266,13.5,164966,14.9,76597,6.9,65998,6.0,90980,8.2,44847,4.0,21536,1.9,39.1,,277676,25.1,,,504792,45.6,93809,8.5,2823,0.3,169695,15.3,5177,0.5,104421,9.5,6013,82881,1008837,91.5,811996,73.7,326148,29.6,93620,8.5,89.1,40.3
Del Norte,847.0,779.0,2015-2016,2016,91.97166469893743,0500000US06015,27628,15168,54.9,12460,45.1,1631,5.9,1594,5.8,1604,5.8,1644,6.0,1761,6.4,4082,14.8,3336,12.1,3886,14.1,2039,7.4,1829,6.6,2523,9.1,1135,4.1,564,2.0,38.1,,5326,19.3,,,17427,63.1,632,2.3,1671,6.0,650,2.4,31,0.1,3741,13.5,6015,42363,21543,89.2,12593,52.1,12348,51.1,2605,10.8,82.2,14.9
El Dorado,6450.0,5997.0,2015-2016,2016,92.97674418604652,0500000US06017,183000,91349,49.9,91651,50.1,8525,4.7,10814,5.9,11421,6.2,11792,6.4,10148,5.5,17832,9.7,20429,11.2,28382,15.5,16487,9.0,14459,7.9,19918,10.9,9164,5.0,3629,2.0,45.2,,22868,12.5,,,144069,78.7,1576,0.9,1203,0.7,7542,4.1,331,0.2,10587,5.8,6017,72586,167988,92.4,136195,74.9,60890,33.5,13912,7.6,92.6,33.0
Fresno,49177.0,47867.0,2015-2016,2016,97.33615307969173,0500000US06019,963160,480527,49.9,482633,50.1,79212,8.2,79297,8.2,74717,7.8,73242,7.6,77556,8.1,142862,14.8,117078,12.2,113308,11.8,53070,5.5,44893,4.7,61323,6.4,31101,3.2,15501,1.6,31.6,,501136,52.0,,,296265,30.8,45506,4.7,4357,0.5,93878,9.7,1255,0.1,39936,4.1000000000000005,6019,45963,816964,85.8,475270,49.9,430274,45.2,134940,14.2,73.8,19.7
Glenn,1141.0,1113.0,2015-2016,2016,97.54601226993866,0500000US06021,27976,14216,50.8,13760,49.2,2048,7.3,1984,7.1,2232,8.0,1988,7.1,1869,6.7,3367,12.0,3320,11.9,3541,12.7,1770,6.3,1784,6.4,2282,8.2,1268,4.5,523,1.9,36.9,,11255,40.2,,,14845,53.1,195,0.7,468,1.7,685,2.4,103,0.4,850,3.0,6021,41699,23650,85.5,14279,51.6,12473,45.1,4015,14.5,72.5,12.7
Humboldt,4544.0,3911.0,2015-2016,2016,86.06954225352112,0500000US06023,135182,67449,49.9,67733,50.1,7365,5.4,7728,5.7,6912,5.1,9133,6.8,13141,9.7,18527,13.7,16277,12.0,15844,11.7,10202,7.5,9300,6.9,12552,9.3,5708,4.2,2493,1.8,37.6,,14530,10.7,,,101904,75.4,1374,1.0,6145,4.5,3692,2.7,331,0.2,14149,10.5,6023,42685,114883,85.6,74140,55.3,59457,44.3,19266,14.4,90.3,28.2
Imperial,7668.0,7493.0,2015-2016,2016,97.71778821074597,0500000US06025,178807,91324,51.1,87483,48.9,14924,8.3,14636,8.2,13238,7.4,13803,7.7,14527,8.1,25057,14.0,21775,12.2,21395,12.0,9810,5.5,8331,4.7,11712,6.6,6737,3.8,2862,1.6,32.2,,147880,82.7,,,21334,11.9,4195,2.3,1151,0.6,2227,1.2,129,0.1,3672,2.1,6025,42560,143703,85.2,76585,45.4,78365,46.5,24991,14.8,67.0,14.0
Inyo,585.0,569.0,2015-2016,2016,97.26495726495726,0500000US06027,18326,9235,50.4,9091,49.6,1067,5.8,910,5.0,1114,6.1,1043,5.7,959,5.2,2031,11.1,1962,10.7,2308,12.6,1363,7.4,1616,8.8,2156,11.8,1132,6.2,665,3.6,45.4,,3867,21.1,,,11733,64.0,179,1.0,1969,10.7,222,1.2,34,0.2,635,3.4,6027,47278,16035,89.7,11802,66.0,7296,40.8,1844,10.3,88.5,24.5
Kern,39338.0,37931.0,2015-2016,2016,96.4233057094921,0500000US06029,871337,447079,51.3,424258,48.7,72235,8.3,73398,8.4,69668,8.0,66785,7.7,70447,8.1,131056,15.0,109173,12.5,104829,12.0,47145,5.4,40559,4.7,51464,5.9,25089,2.9,9489,1.1,31.2,,449747,51.6,,,313983,36.0,45298,5.2,4464,0.5,38843,4.5,997,0.1,35155,4.1000000000000005,6029,49788,729975,86.7,441445,52.4,355141,42.2,112428,13.3,73.6,15.7
Kings,6550.0,6360.0,2015-2016,2016,97.09923664122138,0500000US06031,150261,83207,55.4,67054,44.6,11954,8.0,11893,7.9,10975,7.3,10600,7.1,13016,8.7,25007,16.6,20647,13.7,18791,12.5,7783,5.2,5964,4.0,7892,5.3,4154,2.8,1585,1.1,31.4,,79862,53.1,,,50536,33.6,8917,5.9,1163,0.8,5422,3.6,336,0.2,7722,5.1,6031,47241,114331,87.3,72374,55.2,53029,40.5,16702,12.7,72.9,12.8
Lake,1978.0,1863.0,2015-2016,2016,94.18604651162791,0500000US06033,64076,31982,49.9,32094,50.1,3603,5.6,3495,5.5,3591,5.6,3755,5.9,3410,5.3,6978,10.9,6453,10.1,8744,13.6,5610,8.8,5315,8.3,7916,12.4,3766,5.9,1440,2.2,45.8,,12086,18.9,,,46301,72.3,1329,2.1,1898,3.0,839,1.3,68,0.1,3019,4.6,6033,36132,54114,85.4,29165,46.0,34579,54.5,9286,14.6,83.7,16.2
Lassen,847.0,750.0,2015-2016,2016,88.5478158205431,0500000US06035,31945,21191,66.3,10754,33.7,1441,4.5,1306,4.1,1597,5.0,1618,5.1,3165,9.9,6214,19.5,4476,14.0,4308,13.5,2010,6.3,1888,5.9,2359,7.4,1076,3.4,487,1.5,36.4,,5880,18.4,,,21101,66.1,2808,8.8,800,2.5,533,1.7,236,0.7,1136,3.5,6035,51457,20344,91.8,14763,66.6,9151,41.3,1809,8.2,81.4,12.5
Los Angeles,370742.0,352532.0,2015-2016,2016,95.08822847155164,0500000US06037,10057155,4954616,49.3,5102539,50.7,636122,6.3,623651,6.2,633141,6.3,682708,6.8,769454,7.7,1564349,15.6,1401310,13.9,1380576,13.7,620293,6.2,518349,5.2,684208,6.8,371171,3.7,171823,1.7,35.8,,4861648,48.3,,,2687787,26.7,801182,8.0,18765,0.2,1413105,14.1,24439,0.2,471107,4.7,6037,57952,8403192,84.1,5572702,55.8,3468111,34.7,1585437,15.9,77.7,30.8
Madera,6818.0,6598.0,2015-2016,2016,96.77324728659431,0500000US06039,153366,74035,48.3,79331,51.7,11668,7.6,12471,8.1,11631,7.6,11233,7.3,11191,7.3,21230,13.8,19138,12.5,18219,11.9,8773,5.7,8101,5.3,11807,7.7,5860,3.8,2044,1.3,33.5,,86265,56.2,,,54887,35.8,4679,3.1,1450,0.9,2906,1.9,132,0.1,5773,3.8,6039,45742,124752,85.7,68490,47.1,72056,49.5,20801,14.3,71.7,13.1
Marin,11518.0,10860.0,2015-2016,2016,94.28720263934711,0500000US06041,259358,126745,48.9,132613,51.1,12685,4.9,15243,5.9,16336,6.3,14058,5.4,11319,4.4,23534,9.1,33642,13.0,41698,16.1,20212,7.8,20155,7.8,29384,11.3,14389,5.5,6703,2.6,45.7,,40943,15.8,,,186361,71.9,5849,2.3,476,0.2,14525,5.6,381,0.1,19837,7.6,6041,100310,238315,93.6,200111,78.6,75388,29.6,16231,6.4,93.1,57.1
Mariposa,352.0,307.0,2015-2016,2016,87.2159090909091,0500000US06043,17645,8881,50.3,8764,49.7,731,4.1,770,4.4,804,4.6,978,5.5,822,4.7,1748,9.9,1640,9.3,2531,14.3,1547,8.8,1693,9.6,2676,15.2,1423,8.1,282,1.6,50.6,,1789,10.1,,,14381,81.5,226,1.3,379,2.1,224,1.3,27,0.2,1238,7.0,6043,49265,16208,92.7,11914,68.2,8063,46.1,1267,7.3,89.5,22.6
Mendocino,3179.0,2876.0,2015-2016,2016,90.4687008493237,0500000US06045,87409,43634,49.9,43775,50.1,5164,5.9,5635,6.4,4973,5.7,5286,6.0,4691,5.4,10190,11.7,10168,11.6,11000,12.6,6336,7.2,7424,8.5,10302,11.8,4159,4.8,2081,2.4,42.3,,20955,24.0,,,58018,66.4,499,0.6,2792,3.2,1521,1.7,185,0.2,6610,7.6,6045,43510,75699,87.4,42465,49.0,44586,51.5,10931,12.6,86.5,24.1
Merced,12929.0,12607.0,2015-2016,2016,97.50947482403897,0500000US06047,265001,133782,50.5,131219,49.5,21476,8.1,22462,8.5,22477,8.5,23013,8.7,21565,8.1,37261,14.1,32529,12.3,30982,11.7,14082,5.3,11418,4.3,15970,6.0,8501,3.2,3265,1.2,30.6,,152475,57.5,,,78119,29.5,8221,3.1,807,0.3,19377,7.3,500,0.2,10481,4.0,6047,44397,227897,87.0,127380,48.6,122360,46.7,34099,13.0,68.6,13.7
Modoc,365.0,332.0,2015-2016,2016,90.95890410958904,0500000US06049,9033,4637,51.3,4396,48.7,382,4.2,531,5.9,568,6.3,524,5.8,345,3.8,946,10.5,943,10.4,1196,13.2,603,6.7,907,10.0,1246,13.8,641,7.1,201,2.2,47.1,,1335,14.8,,,7014,77.6,82,0.9,367,4.1,110,1.2,8,0.1,229,2.6,6049,41194,7525,85.6,4486,51.1,4391,50.0,1261,14.4,86.4,18.3
Mono,337.0,304.0,2015-2016,2016,90.20771513353115,0500000US06051,14051,7551,53.7,6500,46.3,617,4.4,837,6.0,978,7.0,643,4.6,1689,12.0,1661,11.8,1608,11.4,2107,15.0,1219,8.7,836,5.9,1216,8.7,459,3.3,181,1.3,38.9,,3865,27.5,,,9254,65.9,74,0.5,317,2.3,167,1.2,0,0.0,748,5.300000000000001,6051,58937,11181,80.1,8216,58.8,4433,31.7,2783,19.9,84.0,30.6
Monterey,19083.0,18538.0,2015-2016,2016,97.14405491798983,0500000US06053,430201,219883,51.1,210318,48.9,33073,7.7,32271,7.5,31021,7.2,30363,7.1,32977,7.7,63667,14.8,55842,13.0,52441,12.2,24736,5.7,22257,5.2,28912,6.7,14659,3.4,7982,1.9,33.7,,247084,57.4,,,133626,31.1,10653,2.5,1085,0.3,24480,5.7,1983,0.5,21918,5.2,6053,60889,346780,83.9,232209,56.2,153808,37.2,66570,16.1,70.9,23.6
Napa,5412.0,5213.0,2015-2016,2016,96.3229859571323,0500000US06055,140823,70010,49.7,70813,50.3,7686,5.5,8090,5.7,9518,6.8,9066,6.4,9220,6.5,17201,12.2,17862,12.7,19326,13.7,9916,7.0,8989,6.4,13322,9.5,6807,4.8,3820,2.7,40.7,,47164,33.5,,,75647,53.7,2849,2.0,426,0.3,10735,7.6,250,0.2,7033,5.0,6055,74609,126190,90.9,101133,72.8,44605,32.1,12709,9.1,83.9,33.0
Nevada,2619.0,2192.0,2015-2016,2016,83.69606720122184,0500000US06057,98639,48833,49.5,49806,50.5,4243,4.3,4642,4.7,5286,5.4,5545,5.6,4596,4.7,9587,9.7,10342,10.5,13080,13.3,8533,8.7,9692,9.8,13852,14.0,6198,6.3,3043,3.1,49.5,,9019,9.1,,,84469,85.6,472,0.5,876,0.9,1246,1.3,57,0.1,4900,4.9,6057,57429,86756,88.8,65169,66.7,40052,41.0,10911,11.2,93.3,34.4
Orange,127560.0,121579.0,2015-2016,2016,95.31122608968329,0500000US06059,3132211,1546687,49.4,1585524,50.6,189534,6.1,195681,6.2,207155,6.6,213027,6.8,226342,7.2,440004,14.0,423886,13.5,455268,14.5,202646,6.5,165967,5.3,231194,7.4,124554,4.0,56953,1.8,37.3,,1070553,34.2,,,1314672,42.0,47971,1.5,6475,0.2,596998,19.1,8847,0.3,167487,5.4,6059,78145,2730728,87.7,2045413,65.7,919070,29.5,384240,12.3,84.5,38.4
Placer,15184.0,13891.0,2015-2016,2016,91.48445732349842,0500000US06061,370571,180790,48.8,189781,51.2,20139,5.4,23948,6.5,25316,6.8,24324,6.6,20246,5.5,40974,11.1,47307,12.8,53166,14.3,25819,7.0,23153,6.2,37347,10.1,20143,5.4,8689,2.3,41.5,,49904,13.5,,,275220,74.3,5162,1.4,1252,0.3,24485,6.6,529,0.1,27703,7.5,6061,76926,339479,92.3,289002,78.6,106331,28.9,28326,7.7,94.2,36.9
Plumas,476.0,420.0,2015-2016,2016,88.23529411764706,0500000US06063,18754,9484,50.6,9270,49.4,876,4.7,942,5.0,750,4.0,925,4.9,762,4.1,1793,9.6,1900,10.1,2428,12.9,1745,9.3,1960,10.5,2952,15.7,1226,6.5,495,2.6,51.7,,1578,8.4,,,15697,83.7,26,0.1,352,1.9,171,0.9,190,1.0,1389,7.5,6063,50125,16689,89.7,11850,63.7,8592,46.2,1908,10.3,91.9,21.9
Riverside,89995.0,86932.0,2015-2016,2016,96.59647758208789,0500000US06065,2323892,1156126,49.7,1167766,50.3,157562,6.8,171118,7.4,175355,7.5,179233,7.7,171728,7.4,313835,13.5,297470,12.8,302022,13.0,133322,5.7,115755,5.0,172853,7.4,95996,4.1,37643,1.6,34.8,,1102968,47.5,,,865631,37.2,137779,5.9,9407,0.4,139108,6.0,6262,0.3,121725,5.2,6065,57972,1963426,85.3,1302330,56.6,857100,37.2,338467,14.7,80.5,21.2
Sacramento,52945.0,49377.0,2015-2016,2016,93.26093115497214,0500000US06067,1479300,722955,48.9,756345,51.1,99086,6.7,100822,6.8,100508,6.8,96125,6.5,104115,7.0,223954,15.1,192628,13.0,197063,13.3,94146,6.4,81589,5.5,107463,7.3,55771,3.8,26030,1.8,35.7,,332967,22.5,,,685952,46.4,141420,9.6,6047,0.4,220310,14.9,15090,1.0,149347,10.2,6067,57509,1312350,89.6,930862,63.6,540017,36.9,151656,10.4,86.8,29.3
