,COUNTY,CITY,vac_info_type,pct
1205,Riverside,Lake Elsinore,kindergarten,97.5
1206,Riverside,Lake Mathews,kindergarten,5.0
1207,Riverside,Mecca,childcare,94.66666666666667
1208,Riverside,Mecca,kindergarten,99.0
1209,Riverside,Menifee,7th grade,98.4
1210,Riverside,Menifee,childcare,96.16666666666667
1211,Riverside,Menifee,kindergarten,97.66666666666667
1212,Riverside,Moreno Valley,7th grade,98.55555555555556
1213,Riverside,Moreno Valley,childcare,95.22727272727273
1214,Riverside,Moreno Valley,kindergarten,97.65517241379311
1215,Riverside,Murrieta,7th grade,97.83333333333333
1216,Riverside,Murrieta,childcare,95.72222222222223
1217,Riverside,Murrieta,kindergarten,96.92857142857143
1218,Riverside,Norco,7th grade,99.0
1219,Riverside,Norco,childcare,96.8
1220,Riverside,Norco,kindergarten,95.66666666666667
1221,Riverside,North Shore,childcare,93.0
1222,Riverside,Nuevo,7th grade,99.0
1223,Riverside,Nuevo,childcare,98.0
1224,Riverside,Nuevo,kindergarten,98.0
1225,Riverside,Palm Desert,7th grade,98.5
1226,Riverside,Palm Desert,childcare,91.44444444444444
1227,Riverside,Palm Desert,kindergarten,98.8
1228,Riverside,Palm Springs,7th grade,98.5
1229,Riverside,Palm Springs,childcare,96.4
1230,Riverside,Palm Springs,kindergarten,95.66666666666667
1231,Riverside,Perris,7th grade,96.83333333333333
1232,Riverside,Perris,childcare,96.0
1233,Riverside,Perris,kindergarten,97.875
1234,Riverside,Rancho Mirage,7th grade,95.0
1235,Riverside,Rancho Mirage,kindergarten,91.0
1236,Riverside,Riverside,7th grade,97.94444444444444
1237,Riverside,Riverside,childcare,95.20833333333333
1238,Riverside,Riverside,kindergarten,96.88679245283019
1239,Riverside,Romoland,childcare,98.0
1240,Riverside,Romoland,kindergarten,98.66666666666667
1241,Riverside,Salton City,7th grade,98.0
1242,Riverside,Salton City,kindergarten,97.0
1243,Riverside,San Jacinto,7th grade,97.6
1244,Riverside,San Jacinto,childcare,97.6
1245,Riverside,San Jacinto,kindergarten,96.5
1246,Riverside,Temecula,7th grade,96.2
1247,Riverside,Temecula,childcare,95.05882352941177
1248,Riverside,Temecula,kindergarten,96.10526315789474
1249,Riverside,Thermal,7th grade,99.0
1250,Riverside,Thermal,childcare,96.5
1251,Riverside,Thermal,kindergarten,98.5
1252,Riverside,Thousand Palms,childcare,96.5
1253,Riverside,Thousand Palms,kindergarten,98.0
1254,Riverside,Wildomar,7th grade,97.0
1255,Riverside,Wildomar,childcare,94.14285714285714
1256,Riverside,Wildomar,kindergarten,95.33333333333333
1257,Riverside,Winchester,7th grade,98.0
1258,Riverside,Winchester,childcare,97.0
1259,Riverside,Winchester,kindergarten,97.16666666666667
1260,Sacramento,Antelope,childcare,96.5
1261,Sacramento,Antelope,kindergarten,96.75
1262,Sacramento,Carmichael,7th grade,90.8
1263,Sacramento,Carmichael,childcare,94.33333333333333
1264,Sacramento,Carmichael,kindergarten,91.8
1265,Sacramento,Citrus Heights,7th grade,96.8
1266,Sacramento,Citrus Heights,childcare,93.3157894736842
1267,Sacramento,Citrus Heights,kindergarten,93.36363636363636
1268,Sacramento,Clarksburg,7th grade,98.0
1269,Sacramento,Clarksburg,kindergarten,96.0
1270,Sacramento,Courtland,childcare,98.0
1271,Sacramento,Courtland,kindergarten,95.0
1272,Sacramento,Elk Grove,7th grade,96.11111111111111
1273,Sacramento,Elk Grove,childcare,96.22727272727273
1274,Sacramento,Elk Grove,kindergarten,96.79166666666667
1275,Sacramento,Elverta,kindergarten,90.0
1276,Sacramento,Fair Oaks,7th grade,94.5
1277,Sacramento,Fair Oaks,childcare,93.77777777777777
1278,Sacramento,Fair Oaks,kindergarten,90.28571428571429
1279,Sacramento,Folsom,7th grade,97.0
1280,Sacramento,Folsom,childcare,95.8
1281,Sacramento,Folsom,kindergarten,97.23076923076923
1282,Sacramento,Galt,7th grade,99.0
1283,Sacramento,Galt,childcare,95.33333333333333
1284,Sacramento,Galt,kindergarten,98.0
1285,Sacramento,Gold River,7th grade,98.0
1286,Sacramento,Gold River,kindergarten,98.0
1287,Sacramento,Herald,7th grade,98.0
1288,Sacramento,Herald,kindergarten,95.0
1289,Sacramento,Isleton,kindergarten,95.0
1290,Sacramento,Mather,7th grade,50.5
1291,Sacramento,Mather,childcare,95.0
1292,Sacramento,Mather,kindergarten,97.0
1293,Sacramento,North Highlands,7th grade,96.85714285714286
1294,Sacramento,North Highlands,childcare,94.11111111111111
1295,Sacramento,North Highlands,kindergarten,94.6
1296,Sacramento,Orangevale,7th grade,92.66666666666667
1297,Sacramento,Orangevale,childcare,93.0
1298,Sacramento,Orangevale,kindergarten,90.625
1299,Sacramento,Rancho Cordova,7th grade,97.0
1300,Sacramento,Rancho Cordova,childcare,94.0
1301,Sacramento,Rancho Cordova,kindergarten,96.81818181818181
1302,Sacramento,Rio Linda,7th grade,95.0
1303,Sacramento,Rio Linda,childcare,95.0
1304,Sacramento,Rio Linda,kindergarten,89.5
1305,Sacramento,Rio Vista,7th grade,98.0
1306,Sacramento,Rio Vista,kindergarten,95.0
1307,Sacramento,Roseville,7th grade,99.0
1308,Sacramento,Roseville,childcare,95.0
1309,Sacramento,Sacramento,7th grade,96.98148148148148
1310,Sacramento,Sacramento,childcare,94.68604651162791
1311,Sacramento,Sacramento,kindergarten,94.76296296296296
1312,Sacramento,Sloughhouse,kindergarten,98.0
1313,Sacramento,Walnut Grove,kindergarten,95.0
1314,Sacramento,Wilton,kindergarten,98.0
1315,San Benito,Aromas,7th grade,98.0
1316,San Benito,Aromas,childcare,95.0
1317,San Benito,Aromas,kindergarten,95.0
1318,San Benito,Hollister,7th grade,97.0
1319,San Benito,Hollister,childcare,88.25
1320,San Benito,Hollister,kindergarten,97.6
1321,San Benito,San Juan Bautista,7th grade,95.0
1322,San Benito,San Juan Bautista,childcare,95.0
1323,San Benito,San Juan Bautista,kindergarten,95.0
1324,San Bernardino,Adelanto,7th grade,98.5
1325,San Bernardino,Adelanto,childcare,97.0
1326,San Bernardino,Adelanto,kindergarten,95.125
1327,San Bernardino,Apple Valley,7th grade,98.57142857142857
1328,San Bernardino,Apple Valley,childcare,94.6875
1329,San Bernardino,Apple Valley,kindergarten,97.27272727272727
1330,San Bernardino,Barstow,7th grade,99.0
1331,San Bernardino,Barstow,childcare,92.5
1332,San Bernardino,Barstow,kindergarten,96.0
1333,San Bernardino,Big Bear City,childcare,90.0
1334,San Bernardino,Big Bear City,kindergarten,93.0
1335,San Bernardino,Big Bear Lake,7th grade,97.0
1336,San Bernardino,Big Bear Lake,childcare,95.0
1337,San Bernardino,Big Bear Lake,kindergarten,94.5
1338,San Bernardino,Bloomington,7th grade,97.66666666666667
1339,San Bernardino,Bloomington,childcare,94.5
1340,San Bernardino,Bloomington,kindergarten,97.16666666666667
1341,San Bernardino,Calimesa,7th grade,97.0
1342,San Bernardino,Chino,7th grade,97.5
1343,San Bernardino,Chino,childcare,96.33333333333333
1344,San Bernardino,Chino,kindergarten,96.15384615384616
1345,San Bernardino,Chino Hills,7th grade,97.66666666666667
1346,San Bernardino,Chino Hills,childcare,95.5
1347,San Bernardino,Chino Hills,kindergarten,96.53846153846153
1348,San Bernardino,Colton,7th grade,99.0
1349,San Bernardino,Colton,childcare,95.36363636363636
1350,San Bernardino,Colton,kindergarten,97.3
1351,San Bernardino,Crest Park,childcare,95.0
1352,San Bernardino,Crestline,childcare,93.0
1353,San Bernardino,Crestline,kindergarten,97.0
1354,San Bernardino,Fontana,7th grade,99.0
1355,San Bernardino,Fontana,childcare,96.4
1356,San Bernardino,Fontana,kindergarten,97.90243902439025
1357,San Bernardino,Fort Irwin,7th grade,98.0
1358,San Bernardino,Fort Irwin,childcare,99.0
1359,San Bernardino,Fort Irwin,kindergarten,99.0
1360,San Bernardino,Grand Terrace,7th grade,99.0
1361,San Bernardino,Grand Terrace,childcare,98.0
1362,San Bernardino,Grand Terrace,kindergarten,97.0
1363,San Bernardino,Helendale,7th grade,85.0
1364,San Bernardino,Helendale,childcare,95.0
1365,San Bernardino,Helendale,kindergarten,81.0
1366,San Bernardino,Hesperia,7th grade,97.66666666666667
1367,San Bernardino,Hesperia,childcare,95.16666666666667
1368,San Bernardino,Hesperia,kindergarten,97.6470588235294
1369,San Bernardino,Highland,7th grade,99.0
1370,San Bernardino,Highland,childcare,94.75
1371,San Bernardino,Highland,kindergarten,95.18181818181819
1372,San Bernardino,Joshua Tree,kindergarten,88.0
1373,San Bernardino,Lake Arrowhead,7th grade,99.0
1374,San Bernardino,Lake Arrowhead,kindergarten,90.0
1375,San Bernardino,Landers,kindergarten,93.0
1376,San Bernardino,Lenwood,kindergarten,98.0
1377,San Bernardino,Loma Linda,7th grade,99.0
1378,San Bernardino,Loma Linda,childcare,97.0
1379,San Bernardino,Loma Linda,kindergarten,98.5
1380,San Bernardino,Lucerne Valley,7th grade,95.0
1381,San Bernardino,Lucerne Valley,kindergarten,96.0
1382,San Bernardino,Mentone,childcare,95.0
1383,San Bernardino,Mentone,kindergarten,98.0
1384,San Bernardino,Montclair,7th grade,97.66666666666667
1385,San Bernardino,Montclair,childcare,95.71428571428571
1386,San Bernardino,Montclair,kindergarten,95.66666666666667
1387,San Bernardino,Morongo Valley,kindergarten,83.0
1388,San Bernardino,Needles,7th grade,98.0
1389,San Bernardino,Needles,childcare,91.0
1390,San Bernardino,Needles,kindergarten,96.0
1391,San Bernardino,Newberry Springs,kindergarten,95.0
1392,San Bernardino,Ontario,7th grade,98.0
1393,San Bernardino,Ontario,childcare,96.16
1394,San Bernardino,Ontario,kindergarten,97.1923076923077
1395,San Bernardino,Oro Grande,7th grade,99.0
1396,San Bernardino,Oro Grande,kindergarten,96.0
1397,San Bernardino,Phelan,7th grade,98.33333333333333
1398,San Bernardino,Phelan,childcare,95.75
1399,San Bernardino,Phelan,kindergarten,95.66666666666667
1400,San Bernardino,Pinon Hills,childcare,95.0
1401,San Bernardino,Pinon Hills,kindergarten,98.0
1402,San Bernardino,Placerville,7th grade,13.0
1403,San Bernardino,Placerville,kindergarten,48.0
1404,San Bernardino,Rancho Cucamonga,7th grade,98.2
1405,San Bernardino,Rancho Cucamonga,childcare,96.08333333333333
1406,San Bernardino,Rancho Cucamonga,kindergarten,97.57692307692308
1407,San Bernardino,Redlands,7th grade,95.5
1408,San Bernardino,Redlands,childcare,95.3
1409,San Bernardino,Redlands,kindergarten,96.375
1410,San Bernardino,Rialto,7th grade,99.0
1411,San Bernardino,Rialto,childcare,96.04545454545455
1412,San Bernardino,Rialto,kindergarten,98.23529411764706
1413,San Bernardino,Running Springs,childcare,95.0
1414,San Bernardino,Running Springs,kindergarten,93.0
1415,San Bernardino,San Bernardino,7th grade,95.10526315789474
1416,San Bernardino,San Bernardino,childcare,95.30188679245283
1417,San Bernardino,San Bernardino,kindergarten,97.18867924528301
1418,San Bernardino,Sugarloaf,childcare,90.0
1419,San Bernardino,Trona,7th grade,75.0
1420,San Bernardino,Trona,childcare,95.0
1421,San Bernardino,Trona,kindergarten,80.5
1422,San Bernardino,Twentynine Palms,7th grade,98.0
1423,San Bernardino,Twentynine Palms,childcare,94.0
1424,San Bernardino,Twentynine Palms,kindergarten,96.25
1425,San Bernardino,Twin Peaks,childcare,92.0
1426,San Bernardino,Upland,7th grade,96.6
1427,San Bernardino,Upland,childcare,95.92307692307692
1428,San Bernardino,Upland,kindergarten,96.72727272727273
1429,San Bernardino,Victorville,7th grade,98.5
1430,San Bernardino,Victorville,childcare,96.58823529411765
1431,San Bernardino,Victorville,kindergarten,96.6086956521739
1432,San Bernardino,Wrightwood,childcare,95.0
1433,San Bernardino,Wrightwood,kindergarten,98.0
1434,San Bernardino,Yermo,7th grade,98.0
1435,San Bernardino,Yermo,kindergarten,95.0
1436,San Bernardino,Yucaipa,7th grade,98.33333333333333
1437,San Bernardino,Yucaipa,childcare,96.71428571428571
1438,San Bernardino,Yucaipa,kindergarten,96.75
1439,San Bernardino,Yucca Valley,7th grade,95.5
1440,San Bernardino,Yucca Valley,childcare,92.75
1441,San Bernardino,Yucca Valley,kindergarten,93.5
1442,San Diego,Alpine,7th grade,95.0
1443,San Diego,Alpine,childcare,88.0
1444,San Diego,Alpine,kindergarten,96.0
1445,San Diego,Bonita,childcare,95.5
1446,San Diego,Bonita,kindergarten,97.0
1447,San Diego,Bonsall,7th grade,99.0
1448,San Diego,Bonsall,kindergarten,61.0
1449,San Diego,Borrego Springs,7th grade,95.0
1450,San Diego,Borrego Springs,childcare,92.5
1451,San Diego,Borrego Springs,kindergarten,94.0
1452,San Diego,Boulevard,childcare,95.0
1453,San Diego,Boulevard,kindergarten,95.0
1454,San Diego,Campo,7th grade,95.0
1455,San Diego,Campo,childcare,92.0
1456,San Diego,Campo,kindergarten,98.0
1457,San Diego,Carlsbad,7th grade,98.4
1458,San Diego,Carlsbad,childcare,92.5909090909091
1459,San Diego,Carlsbad,kindergarten,93.16666666666667
1460,San Diego,Chula Vista,7th grade,97.47058823529412
1461,San Diego,Chula Vista,childcare,95.67307692307692
1462,San Diego,Chula Vista,kindergarten,95.61702127659575
1463,San Diego,Coronado,7th grade,96.0
1464,San Diego,Coronado,childcare,94.2
1465,San Diego,Coronado,kindergarten,93.75
1466,San Diego,Del Mar,childcare,94.5
1467,San Diego,Del Mar,kindergarten,94.0
1468,San Diego,Descanso,childcare,95.0
1469,San Diego,Descanso,kindergarten,95.0
1470,San Diego,El Cajon,7th grade,96.07142857142857
1471,San Diego,El Cajon,childcare,94.33333333333333
1472,San Diego,El Cajon,kindergarten,93.56
1473,San Diego,Encinitas,7th grade,88.5
1474,San Diego,Encinitas,childcare,93.61538461538461
1475,San Diego,Encinitas,kindergarten,93.625
1476,San Diego,Escondido,7th grade,94.46153846153847
1477,San Diego,Escondido,childcare,94.5945945945946
1478,San Diego,Escondido,kindergarten,95.3076923076923
1479,San Diego,Fallbrook,7th grade,99.0
1480,San Diego,Fallbrook,childcare,94.75
1481,San Diego,Fallbrook,kindergarten,97.5
1482,San Diego,Imperial Beach,7th grade,98.0
1483,San Diego,Imperial Beach,childcare,95.83333333333333
1484,San Diego,Imperial Beach,kindergarten,97.75
1485,San Diego,Jamul,7th grade,91.5
1486,San Diego,Jamul,childcare,95.0
1487,San Diego,Jamul,kindergarten,91.0
1488,San Diego,Julian,7th grade,86.33333333333333
1489,San Diego,Julian,kindergarten,85.0
1490,San Diego,La Mesa,7th grade,93.14285714285714
1491,San Diego,La Mesa,childcare,94.20833333333333
1492,San Diego,La Mesa,kindergarten,92.83333333333333
1493,San Diego,Lakeside,7th grade,99.0
1494,San Diego,Lakeside,childcare,90.44444444444444
1495,San Diego,Lakeside,kindergarten,94.0
1496,San Diego,Lemon Grove,7th grade,97.33333333333333
1497,San Diego,Lemon Grove,childcare,87.2
1498,San Diego,Lemon Grove,kindergarten,97.6
1499,San Diego,National City,7th grade,97.0
1500,San Diego,National City,childcare,96.33333333333333
1501,San Diego,National City,kindergarten,97.66666666666667
1502,San Diego,Oceanside,7th grade,96.38461538461539
1503,San Diego,Oceanside,childcare,95.74358974358974
1504,San Diego,Oceanside,kindergarten,95.73076923076923
1505,San Diego,Pauma Valley,childcare,95.0
1506,San Diego,Pauma Valley,kindergarten,95.0
1507,San Diego,Pine Valley,7th grade,69.0
1508,San Diego,Potrero,7th grade,95.0
1509,San Diego,Potrero,kindergarten,95.0
1510,San Diego,Poway,7th grade,98.66666666666667
1511,San Diego,Poway,childcare,95.88888888888889
1512,San Diego,Poway,kindergarten,96.88888888888889
1513,San Diego,Rainbow,7th grade,95.0
1514,San Diego,Rainbow,childcare,95.0
1515,San Diego,Rainbow,kindergarten,95.0
1516,San Diego,Ramona,7th grade,96.5
1517,San Diego,Ramona,childcare,95.875
1518,San Diego,Ramona,kindergarten,95.5
1519,San Diego,Rancho Santa Fe,7th grade,95.66666666666667
1520,San Diego,Rancho Santa Fe,childcare,94.25
1521,San Diego,Rancho Santa Fe,kindergarten,93.33333333333333
1522,San Diego,San Clemente,7th grade,95.0
1523,San Diego,San Clemente,kindergarten,99.0
1524,San Diego,San Diego,7th grade,94.28440366972477
1525,San Diego,San Diego,childcare,95.82876712328768
1526,San Diego,San Diego,kindergarten,95.65420560747664
1527,San Diego,San Marcos,7th grade,96.66666666666667
1528,San Diego,San Marcos,childcare,94.8
1529,San Diego,San Marcos,kindergarten,96.81818181818181
1530,San Diego,Santee,7th grade,98.28571428571429
1531,San Diego,Santee,childcare,88.53846153846153
1532,San Diego,Santee,kindergarten,98.0
1533,San Diego,Simi Valley,7th grade,70.0
1534,San Diego,Simi Valley,kindergarten,70.0
1535,San Diego,Solana Beach,7th grade,97.0
1536,San Diego,Solana Beach,childcare,93.42857142857143
1537,San Diego,Solana Beach,kindergarten,93.0
1538,San Diego,Spring Valley (San Diego County),7th grade,97.66666666666667
1539,San Diego,Spring Valley (San Diego County),childcare,92.875
1540,San Diego,Spring Valley (San Diego County),kindergarten,97.3
1541,San Diego,Thousand Oaks,7th grade,24.0
1542,San Diego,Thousand Oaks,kindergarten,18.0
1543,San Diego,Valley Center,7th grade,99.0
1544,San Diego,Valley Center,childcare,98.0
1545,San Diego,Valley Center,kindergarten,97.33333333333333
1546,San Diego,Vista,7th grade,95.375
1547,San Diego,Vista,childcare,94.33333333333333
1548,San Diego,Vista,kindergarten,93.94444444444444
1549,San Diego,Warner Springs,7th grade,39.0
1550,San Diego,Warner Springs,kindergarten,61.0
1551,San Francisco,San Francisco,7th grade,94.52112676056338
1552,San Francisco,San Francisco,childcare,94.85217391304347
1553,San Francisco,San Francisco,kindergarten,95.07758620689656
1554,San Joaquin,Acampo,7th grade,96.5
1555,San Joaquin,Acampo,kindergarten,95.0
1556,San Joaquin,Banta,childcare,95.0
1557,San Joaquin,Escalon,7th grade,83.5
1558,San Joaquin,Escalon,childcare,97.5
1559,San Joaquin,Escalon,kindergarten,90.33333333333333
1560,San Joaquin,Farmington,kindergarten,95.0
1561,San Joaquin,French Camp,7th grade,98.0
1562,San Joaquin,French Camp,childcare,95.0
1563,San Joaquin,French Camp,kindergarten,98.0
1564,San Joaquin,Lathrop,7th grade,94.6
1565,San Joaquin,Lathrop,childcare,96.0
1566,San Joaquin,Lathrop,kindergarten,95.4
1567,San Joaquin,Linden,kindergarten,99.0
1568,San Joaquin,Lockeford,7th grade,98.0
1569,San Joaquin,Lockeford,kindergarten,95.0
1570,San Joaquin,Lodi,7th grade,96.0
1571,San Joaquin,Lodi,childcare,95.76190476190476
1572,San Joaquin,Lodi,kindergarten,96.11764705882354
1573,San Joaquin,Manteca,7th grade,97.76923076923077
1574,San Joaquin,Manteca,childcare,93.4
1575,San Joaquin,Manteca,kindergarten,97.92857142857143
1576,San Joaquin,Mountain House,7th grade,97.75
1577,San Joaquin,Mountain House,childcare,98.0
1578,San Joaquin,Mountain House,kindergarten,98.0
1579,San Joaquin,Ripon,7th grade,92.57142857142857
1580,San Joaquin,Ripon,childcare,98.0
1581,San Joaquin,Ripon,kindergarten,91.42857142857143
1582,San Joaquin,Simi Valley,7th grade,70.0
1583,San Joaquin,Simi Valley,kindergarten,81.0
1584,San Joaquin,Stockton,7th grade,96.21428571428571
1585,San Joaquin,Stockton,childcare,94.93103448275862
1586,San Joaquin,Stockton,kindergarten,96.24719101123596
1587,San Joaquin,Thornton,7th grade,95.0
1588,San Joaquin,Thornton,kindergarten,95.0
1589,San Joaquin,Tracy,7th grade,95.93333333333334
1590,San Joaquin,Tracy,childcare,93.21739130434783
1591,San Joaquin,Tracy,kindergarten,97.0
1592,San Luis Obispo,Arroyo Grande,7th grade,97.33333333333333
1593,San Luis Obispo,Arroyo Grande,childcare,96.2
1594,San Luis Obispo,Arroyo Grande,kindergarten,96.66666666666667
1595,San Luis Obispo,Atascadero,7th grade,97.5
1596,San Luis Obispo,Atascadero,childcare,94.5
1597,San Luis Obispo,Atascadero,kindergarten,96.5
1598,San Luis Obispo,Cambria,7th grade,98.0
1599,San Luis Obispo,Cambria,childcare,95.0
1600,San Luis Obispo,Cambria,kindergarten,98.0
1601,San Luis Obispo,Cayucos,7th grade,95.0
1602,San Luis Obispo,Cayucos,kindergarten,95.0
1603,San Luis Obispo,El Paso de Robles (Paso Robles),7th grade,79.0
1604,San Luis Obispo,El Paso de Robles (Paso Robles),childcare,92.92857142857143
1605,San Luis Obispo,El Paso de Robles (Paso Robles),kindergarten,96.77777777777777
1606,San Luis Obispo,Grover Beach,childcare,94.66666666666667
1607,San Luis Obispo,Grover Beach,kindergarten,96.66666666666667
1608,San Luis Obispo,Los Osos,7th grade,99.0
1609,San Luis Obispo,Los Osos,childcare,95.0
1610,San Luis Obispo,Los Osos,kindergarten,96.0
1611,San Luis Obispo,Morro Bay,childcare,95.0
1612,San Luis Obispo,Morro Bay,kindergarten,96.0
1613,San Luis Obispo,Nipomo,childcare,95.6
1614,San Luis Obispo,Nipomo,kindergarten,97.0
1615,San Luis Obispo,Oceano,childcare,95.0
1616,San Luis Obispo,Oceano,kindergarten,98.0
1617,San Luis Obispo,Pismo Beach,7th grade,99.0
1618,San Luis Obispo,Pismo Beach,childcare,96.5
1619,San Luis Obispo,Pismo Beach,kindergarten,91.0
1620,San Luis Obispo,San Luis Obispo,7th grade,96.33333333333333
1621,San Luis Obispo,San Luis Obispo,childcare,93.05
1622,San Luis Obispo,San Luis Obispo,kindergarten,96.44444444444444
1623,San Luis Obispo,San Miguel (San Luis Obispo County),7th grade,95.0
1624,San Luis Obispo,San Miguel (San Luis Obispo County),kindergarten,96.5
1625,San Luis Obispo,Santa Margarita,kindergarten,98.0
1626,San Luis Obispo,Shandon,7th grade,95.0
1627,San Luis Obispo,Shandon,kindergarten,94.0
1628,San Luis Obispo,Templeton,7th grade,98.0
1629,San Luis Obispo,Templeton,childcare,95.0
1630,San Luis Obispo,Templeton,kindergarten,98.0
1631,San Mateo,Atherton,7th grade,98.0
1632,San Mateo,Atherton,childcare,96.25
1633,San Mateo,Atherton,kindergarten,96.4
1634,San Mateo,Belmont,7th grade,96.0
1635,San Mateo,Belmont,childcare,96.66666666666667
1636,San Mateo,Belmont,kindergarten,96.66666666666667
1637,San Mateo,Brisbane,7th grade,98.0
1638,San Mateo,Brisbane,childcare,92.0
1639,San Mateo,Brisbane,kindergarten,95.0
1640,San Mateo,Burlingame,7th grade,96.33333333333333
1641,San Mateo,Burlingame,childcare,96.83333333333333
1642,San Mateo,Burlingame,kindergarten,94.375
1643,San Mateo,Colma,7th grade,97.0
1644,San Mateo,Colma,childcare,95.0
1645,San Mateo,Colma,kindergarten,94.0
1646,San Mateo,Daly City,7th grade,96.33333333333333
1647,San Mateo,Daly City,childcare,95.63157894736842
1648,San Mateo,Daly City,kindergarten,95.75
1649,San Mateo,East Palo Alto,7th grade,97.0
1650,San Mateo,East Palo Alto,childcare,97.57142857142857
1651,San Mateo,East Palo Alto,kindergarten,96.75
1652,San Mateo,El Granada,childcare,95.0
1653,San Mateo,Foster City,7th grade,99.0
1654,San Mateo,Foster City,childcare,96.33333333333333
1655,San Mateo,Foster City,kindergarten,97.2
1656,San Mateo,Half Moon Bay,7th grade,96.5
1657,San Mateo,Half Moon Bay,childcare,95.0
1658,San Mateo,Half Moon Bay,kindergarten,90.66666666666667
1659,San Mateo,Hillsborough,7th grade,95.0
1660,San Mateo,Hillsborough,childcare,95.0
1661,San Mateo,Hillsborough,kindergarten,95.75
1662,San Mateo,Menlo Park,7th grade,96.55555555555556
1663,San Mateo,Menlo Park,childcare,96.18181818181819
1664,San Mateo,Menlo Park,kindergarten,95.27272727272727
1665,San Mateo,Millbrae,7th grade,97.0
1666,San Mateo,Millbrae,childcare,96.0
1667,San Mateo,Millbrae,kindergarten,93.33333333333333
1668,San Mateo,Montara,kindergarten,96.0
1669,San Mateo,Pacifica,7th grade,96.66666666666667
1670,San Mateo,Pacifica,childcare,96.0
1671,San Mateo,Pacifica,kindergarten,96.66666666666667
1672,San Mateo,Pescadero,7th grade,95.0
1673,San Mateo,Pescadero,kindergarten,95.0
1674,San Mateo,Portola Valley,7th grade,96.0
1675,San Mateo,Portola Valley,childcare,95.75
1676,San Mateo,Portola Valley,kindergarten,96.5
1677,San Mateo,Redwood City,7th grade,96.9090909090909
1678,San Mateo,Redwood City,childcare,95.36666666666666
1679,San Mateo,Redwood City,kindergarten,96.94736842105263
1680,San Mateo,San Bruno,7th grade,96.33333333333333
1681,San Mateo,San Bruno,childcare,96.45454545454545
1682,San Mateo,San Bruno,kindergarten,95.0
1683,San Mateo,San Carlos,7th grade,96.5
1684,San Mateo,San Carlos,childcare,96.45454545454545
1685,San Mateo,San Carlos,kindergarten,96.83333333333333
1686,San Mateo,San Diego,childcare,98.0
1687,San Mateo,San Mateo,7th grade,96.875
1688,San Mateo,San Mateo,childcare,95.0
1689,San Mateo,San Mateo,kindergarten,97.16666666666667
1690,San Mateo,Simi Valley,7th grade,77.0
1691,San Mateo,Simi Valley,kindergarten,78.0
1692,San Mateo,South San Francisco,7th grade,97.4
1693,San Mateo,South San Francisco,childcare,96.04347826086956
1694,San Mateo,South San Francisco,kindergarten,97.375
1695,San Mateo,Woodside,7th grade,95.0
1696,San Mateo,Woodside,childcare,94.5
1697,San Mateo,Woodside,kindergarten,95.0
1698,Santa Barbara,Buellton,7th grade,98.0
1699,Santa Barbara,Buellton,childcare,96.5
1700,Santa Barbara,Buellton,kindergarten,98.0
1701,Santa Barbara,Carpinteria,7th grade,99.0
1702,Santa Barbara,Carpinteria,childcare,93.4
1703,Santa Barbara,Carpinteria,kindergarten,93.5
1704,Santa Barbara,Goleta,7th grade,99.0
1705,Santa Barbara,Goleta,childcare,95.3125
1706,Santa Barbara,Goleta,kindergarten,86.875
1707,Santa Barbara,Guadalupe,7th grade,99.0
1708,Santa Barbara,Guadalupe,childcare,94.5
1709,Santa Barbara,Guadalupe,kindergarten,99.0
1710,Santa Barbara,Lompoc,7th grade,99.0
1711,Santa Barbara,Lompoc,childcare,95.92307692307692
1712,Santa Barbara,Lompoc,kindergarten,98.0
1713,Santa Barbara,Los Alamos,7th grade,95.0
1714,Santa Barbara,Los Alamos,childcare,95.0
1715,Santa Barbara,Los Alamos,kindergarten,95.0
1716,Santa Barbara,Los Olivos,7th grade,95.0
1717,Santa Barbara,Los Olivos,childcare,91.5
1718,Santa Barbara,New Cuyama,kindergarten,95.0
1719,Santa Barbara,Orcutt,7th grade,95.0
1720,Santa Barbara,Orcutt,childcare,96.0
1721,Santa Barbara,Orcutt,kindergarten,95.0
1722,Santa Barbara,Santa Barbara,7th grade,96.11111111111111
1723,Santa Barbara,Santa Barbara,childcare,94.6829268292683
1724,Santa Barbara,Santa Barbara,kindergarten,95.41666666666667
1725,Santa Barbara,Santa Maria,7th grade,93.0909090909091
1726,Santa Barbara,Santa Maria,childcare,95.18181818181819
1727,Santa Barbara,Santa Maria,kindergarten,96.21428571428571
1728,Santa Barbara,Santa Ynez,7th grade,95.0
1729,Santa Barbara,Santa Ynez,childcare,95.0
1730,Santa Barbara,Santa Ynez,kindergarten,95.0
1731,Santa Barbara,Solvang,7th grade,98.0
1732,Santa Barbara,Solvang,childcare,97.5
1733,Santa Barbara,Solvang,kindergarten,96.0
1734,Santa Barbara,Vandenberg AFB,7th grade,99.0
1735,Santa Barbara,Vandenberg AFB,childcare,98.0
1736,Santa Barbara,Vandenberg AFB,kindergarten,98.5
1737,Santa Clara,Campbell,7th grade,86.16666666666667
1738,Santa Clara,Campbell,childcare,95.55
1739,Santa Clara,Campbell,kindergarten,92.0
1740,Santa Clara,Cupertino,7th grade,98.0
1741,Santa Clara,Cupertino,childcare,93.89473684210526
1742,Santa Clara,Cupertino,kindergarten,97.3
1743,Santa Clara,Gilroy,7th grade,96.33333333333333
