,county,city,vac_info_type,n
70,Butte,Gridley,KindergartenData,191
71,Butte,Magalia,7thGradeData,54
72,Butte,Magalia,ChildCareData,59
73,Butte,Magalia,KindergartenData,111
74,Butte,Oroville,7thGradeData,418
75,Butte,Oroville,ChildCareData,659
76,Butte,Oroville,KindergartenData,652
77,Butte,Palermo,7thGradeData,131
78,Butte,Palermo,ChildCareData,50
79,Butte,Paradise,7thGradeData,249
80,Butte,Paradise,ChildCareData,278
81,Butte,Paradise,KindergartenData,267
82,Calaveras,Angels,7thGradeData,80
83,Calaveras,Angels,ChildCareData,19
84,Calaveras,Angels,KindergartenData,57
85,Calaveras,Arnold,KindergartenData,26
86,Calaveras,Avery,7thGradeData,62
87,Calaveras,Copperopolis,KindergartenData,50
88,Calaveras,Murphys,ChildCareData,18
89,Calaveras,Murphys,KindergartenData,45
90,Calaveras,San Andreas,7thGradeData,32
91,Calaveras,San Andreas,ChildCareData,18
92,Calaveras,San Andreas,KindergartenData,42
93,Calaveras,Valley Springs,7thGradeData,223
94,Calaveras,Valley Springs,KindergartenData,161
95,Colusa,Arbuckle,7thGradeData,110
96,Colusa,Arbuckle,ChildCareData,85
97,Colusa,Arbuckle,KindergartenData,99
98,Colusa,Colusa,7thGradeData,118
99,Colusa,Colusa,ChildCareData,79
100,Colusa,Colusa,KindergartenData,119
101,Colusa,Maxwell,7thGradeData,24
102,Colusa,Maxwell,KindergartenData,25
103,Colusa,Williams,ChildCareData,83
104,Colusa,Williams,KindergartenData,142
105,Contra Costa,Alamo,7thGradeData,216
106,Contra Costa,Alamo,ChildCareData,282
107,Contra Costa,Alamo,KindergartenData,121
108,Contra Costa,Antioch,7thGradeData,1234
109,Contra Costa,Antioch,ChildCareData,632
110,Contra Costa,Antioch,KindergartenData,1260
111,Contra Costa,Bay Point,7thGradeData,282
112,Contra Costa,Bay Point,ChildCareData,277
113,Contra Costa,Bay Point,KindergartenData,323
114,Contra Costa,Brentwood,7thGradeData,1158
115,Contra Costa,Brentwood,ChildCareData,1016
116,Contra Costa,Brentwood,KindergartenData,1073
117,Contra Costa,Byron,7thGradeData,228
118,Contra Costa,Byron,KindergartenData,30
119,Contra Costa,Clayton,7thGradeData,244
120,Contra Costa,Clayton,ChildCareData,147
121,Contra Costa,Clayton,KindergartenData,120
122,Contra Costa,Concord,7thGradeData,924
123,Contra Costa,Concord,ChildCareData,1846
124,Contra Costa,Concord,KindergartenData,1490
125,Contra Costa,Crockett,7thGradeData,106
126,Contra Costa,Danville,7thGradeData,1045
127,Contra Costa,Danville,ChildCareData,1296
128,Contra Costa,Danville,KindergartenData,840
129,Contra Costa,Discovery Bay,ChildCareData,126
130,Contra Costa,Discovery Bay,KindergartenData,162
131,Contra Costa,El Cerrito,7thGradeData,518
132,Contra Costa,El Cerrito,ChildCareData,251
133,Contra Costa,El Cerrito,KindergartenData,281
134,Contra Costa,El Sobrante (Contra Costa County),7thGradeData,280
135,Contra Costa,El Sobrante (Contra Costa County),ChildCareData,135
136,Contra Costa,El Sobrante (Contra Costa County),KindergartenData,139
137,Contra Costa,Hercules,7thGradeData,181
138,Contra Costa,Hercules,ChildCareData,183
139,Contra Costa,Hercules,KindergartenData,192
140,Contra Costa,Kensington,ChildCareData,245
141,Contra Costa,Kensington,KindergartenData,67
142,Contra Costa,Knightsen,7thGradeData,55
143,Contra Costa,Knightsen,KindergartenData,40
144,Contra Costa,Lafayette,7thGradeData,454
145,Contra Costa,Lafayette,ChildCareData,789
146,Contra Costa,Lafayette,KindergartenData,441
147,Contra Costa,Martinez,7thGradeData,357
148,Contra Costa,Martinez,ChildCareData,530
149,Contra Costa,Martinez,KindergartenData,539
150,Contra Costa,Moraga,7thGradeData,218
151,Contra Costa,Moraga,ChildCareData,498
152,Contra Costa,Moraga,KindergartenData,172
153,Contra Costa,Oakley,7thGradeData,660
154,Contra Costa,Oakley,ChildCareData,353
155,Contra Costa,Oakley,KindergartenData,698
156,Contra Costa,Orinda,7thGradeData,290
157,Contra Costa,Orinda,ChildCareData,370
158,Contra Costa,Orinda,KindergartenData,290
159,Contra Costa,Pinole,7thGradeData,349
160,Contra Costa,Pinole,ChildCareData,107
161,Contra Costa,Pinole,KindergartenData,194
162,Contra Costa,Pittsburg,7thGradeData,897
163,Contra Costa,Pittsburg,ChildCareData,815
164,Contra Costa,Pittsburg,KindergartenData,1104
165,Contra Costa,Pleasant Hill,7thGradeData,867
166,Contra Costa,Pleasant Hill,ChildCareData,715
167,Contra Costa,Pleasant Hill,KindergartenData,551
168,Contra Costa,Richmond,7thGradeData,714
169,Contra Costa,Richmond,ChildCareData,1463
170,Contra Costa,Richmond,KindergartenData,1385
171,Contra Costa,Rodeo,7thGradeData,35
172,Contra Costa,Rodeo,ChildCareData,163
173,Contra Costa,Rodeo,KindergartenData,172
174,Contra Costa,San Pablo,7thGradeData,515
175,Contra Costa,San Pablo,ChildCareData,283
176,Contra Costa,San Pablo,KindergartenData,468
177,Contra Costa,San Ramon,7thGradeData,1519
178,Contra Costa,San Ramon,ChildCareData,1046
179,Contra Costa,San Ramon,KindergartenData,1474
180,Contra Costa,Walnut Creek,7thGradeData,1036
181,Contra Costa,Walnut Creek,ChildCareData,1702
182,Contra Costa,Walnut Creek,KindergartenData,1010
183,Del Norte,Crescent City,7thGradeData,258
184,Del Norte,Crescent City,ChildCareData,174
185,Del Norte,Crescent City,KindergartenData,289
186,Del Norte,Klamath,KindergartenData,39
187,Del Norte,Smith River,7thGradeData,29
188,Del Norte,Smith River,KindergartenData,24
189,El Dorado,Cameron Park,7thGradeData,250
190,El Dorado,Cameron Park,ChildCareData,191
191,El Dorado,Cameron Park,KindergartenData,123
192,El Dorado,Camino,7thGradeData,59
193,El Dorado,Camino,ChildCareData,22
194,El Dorado,Camino,KindergartenData,38
195,El Dorado,Cool,ChildCareData,31
196,El Dorado,Cool,KindergartenData,33
197,El Dorado,Diamond Springs,ChildCareData,120
198,El Dorado,El Dorado,7thGradeData,33
199,El Dorado,El Dorado Hills,7thGradeData,624
200,El Dorado,El Dorado Hills,ChildCareData,645
201,El Dorado,El Dorado Hills,KindergartenData,583
202,El Dorado,Garden Valley,7thGradeData,83
203,El Dorado,Georgetown,ChildCareData,20
204,El Dorado,Georgetown,KindergartenData,33
205,El Dorado,Placerville,7thGradeData,373
206,El Dorado,Placerville,ChildCareData,326
207,El Dorado,Placerville,KindergartenData,467
208,El Dorado,Pollock Pines,7thGradeData,72
209,El Dorado,Pollock Pines,ChildCareData,32
210,El Dorado,Pollock Pines,KindergartenData,86
211,El Dorado,Rescue,7thGradeData,207
212,El Dorado,Rescue,ChildCareData,19
213,El Dorado,Rescue,KindergartenData,163
214,El Dorado,Shingle Springs,7thGradeData,57
215,El Dorado,Shingle Springs,ChildCareData,159
216,El Dorado,Shingle Springs,KindergartenData,114
217,El Dorado,Somerset,7thGradeData,42
218,El Dorado,Somerset,KindergartenData,22
219,El Dorado,South Lake Tahoe,7thGradeData,292
220,El Dorado,South Lake Tahoe,ChildCareData,342
221,El Dorado,South Lake Tahoe,KindergartenData,339
222,Fresno,Auberry,ChildCareData,18
223,Fresno,Cantua Creek,ChildCareData,19
224,Fresno,Caruthers,7thGradeData,85
225,Fresno,Caruthers,ChildCareData,97
226,Fresno,Caruthers,KindergartenData,131
227,Fresno,Clovis,7thGradeData,2284
228,Fresno,Clovis,ChildCareData,2201
229,Fresno,Clovis,KindergartenData,1989
230,Fresno,Coalinga,7thGradeData,217
231,Fresno,Coalinga,ChildCareData,225
232,Fresno,Coalinga,KindergartenData,257
233,Fresno,Del Rey,KindergartenData,26
234,Fresno,Dunlap,7thGradeData,31
235,Fresno,Dunlap,KindergartenData,52
236,Fresno,Firebaugh,7thGradeData,191
237,Fresno,Firebaugh,ChildCareData,254
238,Fresno,Firebaugh,KindergartenData,176
239,Fresno,Five Points,7thGradeData,27
240,Fresno,Five Points,ChildCareData,19
241,Fresno,Five Points,KindergartenData,38
242,Fresno,Fowler,7thGradeData,208
243,Fresno,Fowler,ChildCareData,113
244,Fresno,Fowler,KindergartenData,179
245,Fresno,Fresno,7thGradeData,8842
246,Fresno,Fresno,ChildCareData,8029
247,Fresno,Fresno,KindergartenData,10994
248,Fresno,Huron,7thGradeData,127
249,Fresno,Huron,ChildCareData,97
250,Fresno,Huron,KindergartenData,145
251,Fresno,Kerman,7thGradeData,402
252,Fresno,Kerman,ChildCareData,223
253,Fresno,Kerman,KindergartenData,451
254,Fresno,Kingsburg,7thGradeData,273
255,Fresno,Kingsburg,ChildCareData,200
256,Fresno,Kingsburg,KindergartenData,302
257,Fresno,Laton,7thGradeData,45
258,Fresno,Laton,ChildCareData,46
259,Fresno,Laton,KindergartenData,83
260,Fresno,Mendota,7thGradeData,220
261,Fresno,Mendota,ChildCareData,180
262,Fresno,Mendota,KindergartenData,365
263,Fresno,Orange Cove,7thGradeData,206
264,Fresno,Orange Cove,ChildCareData,246
265,Fresno,Orange Cove,KindergartenData,210
266,Fresno,Parlier,7thGradeData,307
267,Fresno,Parlier,ChildCareData,250
268,Fresno,Parlier,KindergartenData,371
269,Fresno,Prather,KindergartenData,116
270,Fresno,Raisin City,7thGradeData,25
271,Fresno,Raisin City,ChildCareData,31
272,Fresno,Raisin City,KindergartenData,28
273,Fresno,Reedley,7thGradeData,506
274,Fresno,Reedley,ChildCareData,463
275,Fresno,Reedley,KindergartenData,601
276,Fresno,Riverdale,7thGradeData,112
277,Fresno,Riverdale,ChildCareData,83
278,Fresno,Riverdale,KindergartenData,130
279,Fresno,San Joaquin,7thGradeData,95
280,Fresno,San Joaquin,ChildCareData,112
281,Fresno,San Joaquin,KindergartenData,87
282,Fresno,Sanger,7thGradeData,838
283,Fresno,Sanger,ChildCareData,505
284,Fresno,Sanger,KindergartenData,636
285,Fresno,Selma,7thGradeData,493
286,Fresno,Selma,ChildCareData,537
287,Fresno,Selma,KindergartenData,504
288,Fresno,Simi Valley,7thGradeData,42
289,Fresno,Simi Valley,KindergartenData,22
290,Fresno,Tollhouse,7thGradeData,91
291,Fresno,Tollhouse,ChildCareData,17
292,Fresno,Tranquillity,7thGradeData,29
293,Fresno,Tranquillity,KindergartenData,19
294,Glenn,Hamilton City,7thGradeData,43
295,Glenn,Hamilton City,ChildCareData,58
296,Glenn,Hamilton City,KindergartenData,51
297,Glenn,Orland,7thGradeData,179
298,Glenn,Orland,ChildCareData,78
299,Glenn,Orland,KindergartenData,226
300,Glenn,Willows,7thGradeData,102
301,Glenn,Willows,ChildCareData,99
302,Glenn,Willows,KindergartenData,143
303,Humboldt,Arcata,7thGradeData,135
304,Humboldt,Arcata,ChildCareData,311
305,Humboldt,Arcata,KindergartenData,173
306,Humboldt,Bayside,7thGradeData,49
307,Humboldt,Bayside,KindergartenData,57
308,Humboldt,Blue Lake,7thGradeData,20
309,Humboldt,Blue Lake,ChildCareData,19
310,Humboldt,Blue Lake,KindergartenData,24
311,Humboldt,Briceland,ChildCareData,10
312,Humboldt,Carlotta,ChildCareData,25
313,Humboldt,Carlotta,KindergartenData,21
314,Humboldt,Eureka,7thGradeData,428
315,Humboldt,Eureka,ChildCareData,549
316,Humboldt,Eureka,KindergartenData,502
317,Humboldt,Ferndale,7thGradeData,39
318,Humboldt,Ferndale,ChildCareData,34
319,Humboldt,Ferndale,KindergartenData,32
320,Humboldt,Fortuna,7thGradeData,123
321,Humboldt,Fortuna,ChildCareData,142
322,Humboldt,Fortuna,KindergartenData,191
323,Humboldt,Hoopa,7thGradeData,40
324,Humboldt,Hoopa,KindergartenData,41
325,Humboldt,Hydesville,7thGradeData,19
326,Humboldt,McKinleyville,7thGradeData,135
327,Humboldt,McKinleyville,ChildCareData,127
328,Humboldt,McKinleyville,KindergartenData,179
329,Humboldt,Miranda,7thGradeData,56
330,Humboldt,Orleans,KindergartenData,20
331,Humboldt,Petrolia,7thGradeData,21
332,Humboldt,Petrolia,KindergartenData,36
333,Humboldt,Redway,ChildCareData,30
334,Humboldt,Redway,KindergartenData,31
335,Humboldt,Rio Dell,7thGradeData,44
336,Humboldt,Rio Dell,KindergartenData,39
337,Humboldt,Scotia,7thGradeData,26
338,Humboldt,Scotia,KindergartenData,23
339,Humboldt,Trinidad,7thGradeData,20
340,Humboldt,Trinidad,ChildCareData,19
341,Humboldt,Trinidad,KindergartenData,32
342,Humboldt,Willow Creek,7thGradeData,19
343,Humboldt,Willow Creek,KindergartenData,35
344,Imperial,Brawley,7thGradeData,436
345,Imperial,Brawley,ChildCareData,423
346,Imperial,Brawley,KindergartenData,490
347,Imperial,Calexico,7thGradeData,743
348,Imperial,Calexico,ChildCareData,581
349,Imperial,Calexico,KindergartenData,729
350,Imperial,Calipatria,7thGradeData,86
351,Imperial,Calipatria,ChildCareData,38
352,Imperial,Calipatria,KindergartenData,80
353,Imperial,El Centro,7thGradeData,872
354,Imperial,El Centro,ChildCareData,822
355,Imperial,El Centro,KindergartenData,1022
356,Imperial,Heber,7thGradeData,117
357,Imperial,Heber,ChildCareData,57
358,Imperial,Heber,KindergartenData,174
359,Imperial,Holtville,7thGradeData,112
360,Imperial,Holtville,ChildCareData,43
361,Imperial,Holtville,KindergartenData,92
362,Imperial,Imperial,7thGradeData,309
363,Imperial,Imperial,ChildCareData,169
364,Imperial,Imperial,KindergartenData,355
365,Imperial,Seeley,7thGradeData,30
366,Imperial,Seeley,KindergartenData,38
367,Imperial,Westmorland,7thGradeData,45
368,Imperial,Westmorland,ChildCareData,25
369,Imperial,Westmorland,KindergartenData,35
370,Imperial,Winterhaven,7thGradeData,61
371,Imperial,Winterhaven,KindergartenData,58
372,Inyo,Big Pine,KindergartenData,19
373,Inyo,Bishop,7thGradeData,173
374,Inyo,Bishop,ChildCareData,89
375,Inyo,Bishop,KindergartenData,135
376,Inyo,Lone Pine,7thGradeData,25
377,Inyo,Lone Pine,KindergartenData,25
378,Kern,Arvin,7thGradeData,384
379,Kern,Arvin,ChildCareData,234
380,Kern,Arvin,KindergartenData,535
381,Kern,Bakersfield,7thGradeData,9030
382,Kern,Bakersfield,ChildCareData,6366
383,Kern,Bakersfield,KindergartenData,10091
384,Kern,Boron,7thGradeData,42
385,Kern,Boron,ChildCareData,26
386,Kern,Boron,KindergartenData,39
387,Kern,Buttonwillow,ChildCareData,19
388,Kern,California City,7thGradeData,117
389,Kern,California City,ChildCareData,61
390,Kern,California City,KindergartenData,152
391,Kern,Delano,7thGradeData,744
392,Kern,Delano,ChildCareData,783
393,Kern,Delano,KindergartenData,897
394,Kern,Edwards AFB,7thGradeData,101
395,Kern,Edwards AFB,KindergartenData,151
396,Kern,Frazier Park,ChildCareData,25
397,Kern,Frazier Park,KindergartenData,58
398,Kern,Inyokern,KindergartenData,29
399,Kern,Kernville,KindergartenData,24
400,Kern,Lake Isabella,7thGradeData,102
401,Kern,Lake Isabella,ChildCareData,106
402,Kern,Lake Isabella,KindergartenData,80
403,Kern,Lamont,ChildCareData,301
404,Kern,Lamont,KindergartenData,390
405,Kern,Lebec,7thGradeData,54
406,Kern,Lost Hills,7thGradeData,59
407,Kern,Lost Hills,ChildCareData,35
408,Kern,Lost Hills,KindergartenData,78
409,Kern,Maricopa,7thGradeData,87
410,Kern,Maricopa,KindergartenData,127
411,Kern,McFarland,7thGradeData,258
412,Kern,McFarland,ChildCareData,124
413,Kern,McFarland,KindergartenData,335
414,Kern,Mojave,7thGradeData,52
415,Kern,Mojave,ChildCareData,29
416,Kern,Mojave,KindergartenData,74
417,Kern,Ridgecrest,7thGradeData,424
418,Kern,Ridgecrest,ChildCareData,473
419,Kern,Ridgecrest,KindergartenData,464
420,Kern,Rosamond,7thGradeData,236
421,Kern,Rosamond,ChildCareData,238
422,Kern,Rosamond,KindergartenData,320
423,Kern,Shafter,7thGradeData,404
424,Kern,Shafter,ChildCareData,261
425,Kern,Shafter,KindergartenData,492
426,Kern,Simi Valley,7thGradeData,116
427,Kern,Simi Valley,KindergartenData,64
428,Kern,Taft,7thGradeData,243
429,Kern,Taft,ChildCareData,246
430,Kern,Taft,KindergartenData,293
431,Kern,Tehachapi,7thGradeData,311
432,Kern,Tehachapi,ChildCareData,241
433,Kern,Tehachapi,KindergartenData,370
434,Kern,Wasco,7thGradeData,402
435,Kern,Wasco,ChildCareData,259
436,Kern,Wasco,KindergartenData,504
437,Kern,Weldon,ChildCareData,22
438,Kern,Weldon,KindergartenData,29
439,Kings,Armona,7thGradeData,104
440,Kings,Armona,ChildCareData,87
441,Kings,Armona,KindergartenData,107
442,Kings,Avenal,7thGradeData,159
443,Kings,Avenal,ChildCareData,232
444,Kings,Avenal,KindergartenData,189
445,Kings,Corcoran,7thGradeData,243
446,Kings,Corcoran,ChildCareData,179
447,Kings,Corcoran,KindergartenData,321
448,Kings,Hanford,7thGradeData,948
449,Kings,Hanford,ChildCareData,890
450,Kings,Hanford,KindergartenData,1166
451,Kings,Kettleman City,7thGradeData,30
452,Kings,Kettleman City,ChildCareData,22
453,Kings,Kettleman City,KindergartenData,34
454,Kings,Lemoore,7thGradeData,429
455,Kings,Lemoore,ChildCareData,352
456,Kings,Lemoore,KindergartenData,477
457,Kings,Lemoore Station,7thGradeData,91
458,Kings,Lemoore Station,ChildCareData,45
459,Kings,Lemoore Station,KindergartenData,219
460,Kings,Simi Valley,KindergartenData,15
461,Kings,Stratford,7thGradeData,22
462,Kings,Stratford,KindergartenData,39
463,Lake,Clearlake,7thGradeData,90
464,Lake,Clearlake,ChildCareData,235
465,Lake,Clearlake,KindergartenData,162
466,Lake,Clearlake Oaks,KindergartenData,24
467,Lake,Kelseyville,7thGradeData,115
468,Lake,Kelseyville,ChildCareData,57
469,Lake,Kelseyville,KindergartenData,162
470,Lake,Lakeport,7thGradeData,115
471,Lake,Lakeport,ChildCareData,89
472,Lake,Lakeport,KindergartenData,136
473,Lake,Lower Lake,7thGradeData,61
474,Lake,Lower Lake,ChildCareData,44
475,Lake,Lower Lake,KindergartenData,95
476,Lake,Lucerne,7thGradeData,22
477,Lake,Lucerne,ChildCareData,19
478,Lake,Lucerne,KindergartenData,30
479,Lake,Middletown,7thGradeData,117
480,Lake,Middletown,ChildCareData,74
481,Lake,Middletown,KindergartenData,82
482,Lake,Upper Lake,7thGradeData,46
483,Lake,Upper Lake,ChildCareData,19
484,Lake,Upper Lake,KindergartenData,72
485,Lassen,Doyle,7thGradeData,22
486,Lassen,Doyle,KindergartenData,23
487,Lassen,Janesville,7thGradeData,39
488,Lassen,Janesville,KindergartenData,31
489,Lassen,Litchfield,7thGradeData,19
490,Lassen,Litchfield,KindergartenData,19
491,Lassen,Susanville,7thGradeData,154
492,Lassen,Susanville,ChildCareData,131
493,Lassen,Susanville,KindergartenData,201
494,Lassen,Termo,7thGradeData,10
495,Lassen,Termo,KindergartenData,7
496,Lassen,Westwood,KindergartenData,19
497,Los Angeles,Acton,7thGradeData,234
498,Los Angeles,Acton,KindergartenData,277
499,Los Angeles,Agoura Hills,7thGradeData,348
500,Los Angeles,Agoura Hills,ChildCareData,241
501,Los Angeles,Agoura Hills,KindergartenData,318
502,Los Angeles,Alhambra,7thGradeData,760
503,Los Angeles,Alhambra,ChildCareData,976
504,Los Angeles,Alhambra,KindergartenData,920
505,Los Angeles,Altadena,7thGradeData,257
506,Los Angeles,Altadena,ChildCareData,367
507,Los Angeles,Altadena,KindergartenData,442
508,Los Angeles,Arcadia,7thGradeData,936
509,Los Angeles,Arcadia,ChildCareData,765
510,Los Angeles,Arcadia,KindergartenData,709
511,Los Angeles,Artesia,7thGradeData,326
512,Los Angeles,Artesia,ChildCareData,453
513,Los Angeles,Artesia,KindergartenData,320
514,Los Angeles,Avalon,7thGradeData,42
515,Los Angeles,Avalon,ChildCareData,42
516,Los Angeles,Avalon,KindergartenData,44
517,Los Angeles,Azusa,7thGradeData,616
518,Los Angeles,Azusa,ChildCareData,585
519,Los Angeles,Azusa,KindergartenData,781
520,Los Angeles,Baldwin Park,7thGradeData,1072
521,Los Angeles,Baldwin Park,ChildCareData,711
522,Los Angeles,Baldwin Park,KindergartenData,1131
523,Los Angeles,Bell,7thGradeData,523
524,Los Angeles,Bell,KindergartenData,577
525,Los Angeles,Bell Gardens,7thGradeData,669
526,Los Angeles,Bell Gardens,ChildCareData,550
527,Los Angeles,Bell Gardens,KindergartenData,676
528,Los Angeles,Bellflower,7thGradeData,452
529,Los Angeles,Bellflower,ChildCareData,784
530,Los Angeles,Bellflower,KindergartenData,593
531,Los Angeles,Beverly Hills,7thGradeData,316
532,Los Angeles,Beverly Hills,ChildCareData,364
533,Los Angeles,Beverly Hills,KindergartenData,285
534,Los Angeles,Burbank,7thGradeData,818
535,Los Angeles,Burbank,ChildCareData,1182
536,Los Angeles,Burbank,KindergartenData,1171
537,Los Angeles,Calabasas,7thGradeData,666
538,Los Angeles,Calabasas,ChildCareData,230
539,Los Angeles,Calabasas,KindergartenData,392
540,Los Angeles,Carson,7thGradeData,1241
541,Los Angeles,Carson,ChildCareData,376
542,Los Angeles,Carson,KindergartenData,1360
543,Los Angeles,Castaic,7thGradeData,492
544,Los Angeles,Castaic,ChildCareData,149
545,Los Angeles,Castaic,KindergartenData,509
546,Los Angeles,Cerritos,7thGradeData,1152
547,Los Angeles,Cerritos,ChildCareData,278
548,Los Angeles,Cerritos,KindergartenData,770
549,Los Angeles,Claremont,7thGradeData,1213
550,Los Angeles,Claremont,ChildCareData,740
551,Los Angeles,Claremont,KindergartenData,554
552,Los Angeles,Commerce,7thGradeData,110
553,Los Angeles,Commerce,ChildCareData,94
554,Los Angeles,Commerce,KindergartenData,171
555,Los Angeles,Compton,7thGradeData,1494
556,Los Angeles,Compton,ChildCareData,1450
557,Los Angeles,Compton,KindergartenData,1724
558,Los Angeles,Covina,7thGradeData,1088
559,Los Angeles,Covina,ChildCareData,523
560,Los Angeles,Covina,KindergartenData,935
561,Los Angeles,Cudahy,7thGradeData,357
562,Los Angeles,Cudahy,ChildCareData,518
563,Los Angeles,Cudahy,KindergartenData,607
564,Los Angeles,Culver City,7thGradeData,652
565,Los Angeles,Culver City,ChildCareData,1221
566,Los Angeles,Culver City,KindergartenData,937
567,Los Angeles,Diamond Bar,7thGradeData,778
568,Los Angeles,Diamond Bar,ChildCareData,658
569,Los Angeles,Diamond Bar,KindergartenData,617
570,Los Angeles,Downey,7thGradeData,1723
571,Los Angeles,Downey,ChildCareData,732
572,Los Angeles,Downey,KindergartenData,1296
573,Los Angeles,Duarte,7thGradeData,244
574,Los Angeles,Duarte,ChildCareData,517
575,Los Angeles,Duarte,KindergartenData,316
576,Los Angeles,East Rancho Dominguez,ChildCareData,45
577,Los Angeles,East Whittier,ChildCareData,38
578,Los Angeles,El Monte,7thGradeData,1592
579,Los Angeles,El Monte,ChildCareData,1289
580,Los Angeles,El Monte,KindergartenData,1700
581,Los Angeles,El Segundo,7thGradeData,273
582,Los Angeles,El Segundo,ChildCareData,475
583,Los Angeles,El Segundo,KindergartenData,271
584,Los Angeles,Gardena,7thGradeData,580
585,Los Angeles,Gardena,ChildCareData,710
586,Los Angeles,Gardena,KindergartenData,1254
587,Los Angeles,Glendale,7thGradeData,1460
588,Los Angeles,Glendale,ChildCareData,1766
589,Los Angeles,Glendale,KindergartenData,1798
590,Los Angeles,Glendora,7thGradeData,661
591,Los Angeles,Glendora,ChildCareData,787
592,Los Angeles,Glendora,KindergartenData,749
593,Los Angeles,Hacienda Heights,7thGradeData,791
594,Los Angeles,Hacienda Heights,ChildCareData,388
595,Los Angeles,Hacienda Heights,KindergartenData,753
596,Los Angeles,Hawaiian Gardens,7thGradeData,205
597,Los Angeles,Hawaiian Gardens,ChildCareData,173
598,Los Angeles,Hawaiian Gardens,KindergartenData,120
599,Los Angeles,Hawthorne,7thGradeData,1242
600,Los Angeles,Hawthorne,ChildCareData,793
601,Los Angeles,Hawthorne,KindergartenData,1360
602,Los Angeles,Hermosa Beach,7thGradeData,188
603,Los Angeles,Hermosa Beach,ChildCareData,155
604,Los Angeles,Hermosa Beach,KindergartenData,153
605,Los Angeles,Huntington Park,7thGradeData,1474
606,Los Angeles,Huntington Park,ChildCareData,824
607,Los Angeles,Huntington Park,KindergartenData,1375
608,Los Angeles,Industry,7thGradeData,194
609,Los Angeles,Industry,ChildCareData,36
610,Los Angeles,Inglewood,7thGradeData,971
611,Los Angeles,Inglewood,ChildCareData,975
612,Los Angeles,Inglewood,KindergartenData,1144
613,Los Angeles,Irwindale,ChildCareData,40
614,Los Angeles,La Canada Flintridge,7thGradeData,469
615,Los Angeles,La Canada Flintridge,ChildCareData,789
616,Los Angeles,La Canada Flintridge,KindergartenData,345
617,Los Angeles,La Crescenta-Montrose,7thGradeData,714
618,Los Angeles,La Crescenta-Montrose,ChildCareData,693
619,Los Angeles,La Crescenta-Montrose,KindergartenData,512
