,county,vac_info_type,pct
0,Alameda,7thGradeData,96.4087591240876
1,Alameda,ChildCareData,95.11888111888112
2,Alameda,KindergartenData,96.3271375464684
3,Amador,7thGradeData,97.66666666666667
4,Amador,ChildCareData,91.66666666666667
5,Amador,KindergartenData,94.5
6,Butte,7thGradeData,93.95238095238095
7,Butte,ChildCareData,93.71428571428571
8,Butte,KindergartenData,94.43589743589743
9,Calaveras,7thGradeData,81.25
10,Calaveras,ChildCareData,95.0
11,Calaveras,KindergartenData,85.75
12,Colusa,7thGradeData,98.0
13,Colusa,ChildCareData,95.0
14,Colusa,KindergartenData,97.25
15,Contra Costa,7thGradeData,95.69047619047619
16,Contra Costa,ChildCareData,95.86572438162544
17,Contra Costa,KindergartenData,96.33870967741936
18,Del Norte,7thGradeData,97.0
19,Del Norte,ChildCareData,94.83333333333333
20,Del Norte,KindergartenData,95.42857142857143
21,El Dorado,7thGradeData,90.89473684210526
22,El Dorado,ChildCareData,93.74418604651163
23,El Dorado,KindergartenData,90.7741935483871
24,Fresno,7thGradeData,96.37333333333333
25,Fresno,ChildCareData,95.17293233082707
26,Fresno,KindergartenData,96.29441624365482
27,Glenn,7thGradeData,96.33333333333333
28,Glenn,ChildCareData,95.0
29,Glenn,KindergartenData,96.83333333333333
30,Humboldt,7thGradeData,90.30434782608695
31,Humboldt,ChildCareData,90.22857142857143
32,Humboldt,KindergartenData,91.6923076923077
33,Imperial,7thGradeData,96.33333333333333
34,Imperial,ChildCareData,95.69565217391305
35,Imperial,KindergartenData,96.8
36,Inyo,7thGradeData,97.0
37,Inyo,ChildCareData,94.33333333333333
38,Inyo,KindergartenData,97.0
39,Kern,7thGradeData,95.81159420289855
40,Kern,ChildCareData,95.34319526627219
41,Kern,KindergartenData,96.0
42,Kings,7thGradeData,97.3157894736842
43,Kings,ChildCareData,95.56756756756756
44,Kings,KindergartenData,96.96428571428571
45,Lake,7thGradeData,96.55555555555556
46,Lake,ChildCareData,94.375
47,Lake,KindergartenData,95.0
48,Lassen,7thGradeData,95.66666666666667
49,Lassen,ChildCareData,95.0
50,Lassen,KindergartenData,94.75
51,Los Angeles,7thGradeData,95.4319682959049
52,Los Angeles,ChildCareData,94.95677513355999
53,Los Angeles,KindergartenData,95.62108626198084
54,Madera,7thGradeData,92.22727272727273
55,Madera,ChildCareData,95.81481481481481
56,Madera,KindergartenData,94.90322580645162
