,COUNTY,CITY,vac_info_type,n
799,Los Angeles,San Pedro,7th grade,689
800,Los Angeles,San Pedro,childcare,727
801,Los Angeles,San Pedro,kindergarten,1057
802,Los Angeles,Santa Catalina,7th grade,36
803,Los Angeles,Santa Catalina,kindergarten,46
804,Los Angeles,Santa Clarita,7th grade,1339
805,Los Angeles,Santa Clarita,childcare,425
806,Los Angeles,Santa Clarita,kindergarten,406
807,Los Angeles,Santa Fe Springs,7th grade,294
808,Los Angeles,Santa Fe Springs,childcare,366
809,Los Angeles,Santa Fe Springs,kindergarten,217
810,Los Angeles,Santa Monica,7th grade,903
811,Los Angeles,Santa Monica,childcare,2287
812,Los Angeles,Santa Monica,kindergarten,959
813,Los Angeles,Saugus,childcare,658
814,Los Angeles,Saugus,kindergarten,679
815,Los Angeles,Sepulveda,childcare,634
816,Los Angeles,Sherman Oaks,7th grade,875
817,Los Angeles,Sherman Oaks,childcare,911
818,Los Angeles,Sherman Oaks,kindergarten,705
819,Los Angeles,Sierra Madre,7th grade,213
820,Los Angeles,Sierra Madre,childcare,235
821,Los Angeles,Sierra Madre,kindergarten,127
822,Los Angeles,Signal Hill,7th grade,242
823,Los Angeles,Signal Hill,childcare,195
824,Los Angeles,Signal Hill,kindergarten,208
825,Los Angeles,Simi Valley,7th grade,250
826,Los Angeles,Simi Valley,kindergarten,158
827,Los Angeles,South El Monte,7th grade,99
828,Los Angeles,South El Monte,childcare,146
829,Los Angeles,South El Monte,kindergarten,92
830,Los Angeles,South Gate,7th grade,1357
831,Los Angeles,South Gate,childcare,845
832,Los Angeles,South Gate,kindergarten,2092
833,Los Angeles,South Pasadena,7th grade,413
834,Los Angeles,South Pasadena,childcare,495
835,Los Angeles,South Pasadena,kindergarten,397
836,Los Angeles,South San Gabriel,kindergarten,93
837,Los Angeles,South Whittier,childcare,138
838,Los Angeles,Stevenson Ranch,7th grade,510
839,Los Angeles,Stevenson Ranch,childcare,171
840,Los Angeles,Stevenson Ranch,kindergarten,222
841,Los Angeles,Studio City,childcare,283
842,Los Angeles,Studio City,kindergarten,190
843,Los Angeles,Sun Valley,7th grade,1261
844,Los Angeles,Sun Valley,childcare,410
845,Los Angeles,Sun Valley,kindergarten,667
846,Los Angeles,Sunland,7th grade,248
847,Los Angeles,Sunland,childcare,88
848,Los Angeles,Sunland,kindergarten,149
849,Los Angeles,Sylmar,7th grade,545
850,Los Angeles,Sylmar,childcare,451
851,Los Angeles,Sylmar,kindergarten,1050
852,Los Angeles,Tarzana,7th grade,623
853,Los Angeles,Tarzana,childcare,941
854,Los Angeles,Tarzana,kindergarten,321
855,Los Angeles,Temple City,7th grade,481
856,Los Angeles,Temple City,childcare,437
857,Los Angeles,Temple City,kindergarten,314
858,Los Angeles,Thousand Oaks,7th grade,3
859,Los Angeles,Thousand Oaks,kindergarten,6
860,Los Angeles,Topanga,childcare,22
861,Los Angeles,Topanga,kindergarten,63
862,Los Angeles,Torrance,7th grade,1950
863,Los Angeles,Torrance,childcare,2630
864,Los Angeles,Torrance,kindergarten,2286
865,Los Angeles,Tujunga,7th grade,19
866,Los Angeles,Tujunga,childcare,276
867,Los Angeles,Tujunga,kindergarten,151
868,Los Angeles,Valencia,7th grade,674
869,Los Angeles,Valencia,childcare,937
870,Los Angeles,Valencia,kindergarten,878
871,Los Angeles,Valinda,7th grade,170
872,Los Angeles,Valinda,childcare,71
873,Los Angeles,Valinda,kindergarten,172
874,Los Angeles,Valley Glen,childcare,118
875,Los Angeles,Valley Village,childcare,236
876,Los Angeles,Valley Village,kindergarten,44
877,Los Angeles,Van Nuys,7th grade,729
878,Los Angeles,Van Nuys,childcare,1505
879,Los Angeles,Van Nuys,kindergarten,1759
880,Los Angeles,Venice,childcare,459
881,Los Angeles,Venice,kindergarten,342
882,Los Angeles,Walnut,7th grade,910
883,Los Angeles,Walnut,childcare,977
884,Los Angeles,Walnut,kindergarten,529
885,Los Angeles,Walnut Park,7th grade,370
886,Los Angeles,Walnut Park,childcare,56
887,Los Angeles,Walnut Park,kindergarten,75
888,Los Angeles,Walnut Valley,kindergarten,107
889,Los Angeles,West Covina,7th grade,1543
890,Los Angeles,West Covina,childcare,895
891,Los Angeles,West Covina,kindergarten,1562
892,Los Angeles,West Hills,7th grade,52
893,Los Angeles,West Hills,childcare,421
894,Los Angeles,West Hills,kindergarten,726
895,Los Angeles,West Hollywood,childcare,109
896,Los Angeles,West Hollywood,kindergarten,152
897,Los Angeles,Westchester,childcare,130
898,Los Angeles,Westlake Village,7th grade,129
899,Los Angeles,Westlake Village,childcare,180
900,Los Angeles,Westlake Village,kindergarten,86
901,Los Angeles,Whittier,7th grade,2512
902,Los Angeles,Whittier,childcare,2058
903,Los Angeles,Whittier,kindergarten,2326
904,Los Angeles,Wilmington,7th grade,596
905,Los Angeles,Wilmington,childcare,624
906,Los Angeles,Wilmington,kindergarten,958
907,Los Angeles,Winnetka,7th grade,219
908,Los Angeles,Winnetka,childcare,218
909,Los Angeles,Winnetka,kindergarten,242
910,Los Angeles,Woodland Hills,7th grade,1060
911,Los Angeles,Woodland Hills,childcare,1746
912,Los Angeles,Woodland Hills,kindergarten,933
913,Madera,Ahwahnee,7th grade,28
914,Madera,Ahwahnee,kindergarten,31
915,Madera,Chowchilla,7th grade,259
916,Madera,Chowchilla,childcare,103
917,Madera,Chowchilla,kindergarten,315
918,Madera,Coarsegold,7th grade,113
919,Madera,Coarsegold,kindergarten,90
920,Madera,Madera,7th grade,1780
921,Madera,Madera,childcare,977
922,Madera,Madera,kindergarten,2046
923,Madera,North Fork,7th grade,19
924,Madera,North Fork,kindergarten,20
925,Madera,O'Neals,7th grade,26
926,Madera,O'Neals,kindergarten,32
927,Madera,Oakhurst,7th grade,77
928,Madera,Oakhurst,childcare,66
929,Madera,Oakhurst,kindergarten,64
930,Marin,Belvedere,childcare,55
931,Marin,Bolinas,kindergarten,19
932,Marin,Corte Madera,7th grade,104
933,Marin,Corte Madera,childcare,465
934,Marin,Corte Madera,kindergarten,242
935,Marin,Fairfax,7th grade,255
936,Marin,Fairfax,childcare,102
937,Marin,Fairfax,kindergarten,58
938,Marin,Kentfield,7th grade,155
939,Marin,Kentfield,childcare,115
940,Marin,Kentfield,kindergarten,152
941,Marin,Larkspur,7th grade,244
942,Marin,Larkspur,childcare,143
943,Marin,Larkspur,kindergarten,51
944,Marin,Marin City,childcare,24
945,Marin,Mill Valley,7th grade,370
946,Marin,Mill Valley,childcare,609
947,Marin,Mill Valley,kindergarten,368
948,Marin,Novato,7th grade,573
949,Marin,Novato,childcare,878
950,Marin,Novato,kindergarten,658
951,Marin,Point Reyes Station,7th grade,24
952,Marin,Point Reyes Station,childcare,25
953,Marin,Ross,7th grade,44
954,Marin,Ross,childcare,62
955,Marin,Ross,kindergarten,28
956,Marin,San Anselmo,7th grade,100
957,Marin,San Anselmo,childcare,318
958,Marin,San Anselmo,kindergarten,219
959,Marin,San Geronimo,7th grade,27
960,Marin,San Geronimo,childcare,20
961,Marin,San Rafael,7th grade,805
962,Marin,San Rafael,childcare,1343
963,Marin,San Rafael,kindergarten,918
964,Marin,Sausalito,7th grade,39
965,Marin,Sausalito,childcare,115
966,Marin,Sausalito,kindergarten,93
967,Marin,Tiburon,7th grade,199
968,Marin,Tiburon,childcare,249
969,Marin,Tiburon,kindergarten,114
970,Marin,Tomales,7th grade,18
971,Mariposa,Catheys Valley,kindergarten,18
972,Mariposa,La Grange,7th grade,20
973,Mariposa,Mariposa,7th grade,83
974,Mariposa,Mariposa,kindergarten,76
975,Mendocino,Boonville,7th grade,46
976,Mendocino,Boonville,childcare,19
977,Mendocino,Boonville,kindergarten,37
978,Mendocino,Calpella,kindergarten,14
979,Mendocino,Covelo,7th grade,34
980,Mendocino,Covelo,childcare,31
981,Mendocino,Covelo,kindergarten,39
982,Mendocino,Fort Bragg,7th grade,142
983,Mendocino,Fort Bragg,childcare,56
984,Mendocino,Fort Bragg,kindergarten,100
985,Mendocino,Laytonville,7th grade,37
986,Mendocino,Laytonville,childcare,33
987,Mendocino,Laytonville,kindergarten,31
988,Mendocino,Mendocino,7th grade,39
989,Mendocino,Mendocino,childcare,25
990,Mendocino,Mendocino,kindergarten,25
991,Mendocino,Point Arena,7th grade,25
992,Mendocino,Point Arena,childcare,33
993,Mendocino,Point Arena,kindergarten,23
994,Mendocino,Potter Valley,childcare,38
995,Mendocino,Potter Valley,kindergarten,20
996,Mendocino,Redwood Valley,7th grade,147
997,Mendocino,Ukiah,7th grade,323
998,Mendocino,Ukiah,childcare,450
999,Mendocino,Ukiah,kindergarten,656
1000,Mendocino,Willits,7th grade,130
1001,Mendocino,Willits,childcare,137
1002,Mendocino,Willits,kindergarten,154
1003,Merced,Atwater,7th grade,585
1004,Merced,Atwater,childcare,443
1005,Merced,Atwater,kindergarten,674
1006,Merced,Ballico,7th grade,38
1007,Merced,Cressey,kindergarten,30
1008,Merced,Delhi,7th grade,192
1009,Merced,Delhi,childcare,74
1010,Merced,Delhi,kindergarten,198
1011,Merced,Dos Palos,7th grade,177
1012,Merced,Dos Palos,childcare,148
1013,Merced,Dos Palos,kindergarten,227
1014,Merced,Gustine,7th grade,154
1015,Merced,Gustine,childcare,61
1016,Merced,Gustine,kindergarten,86
1017,Merced,Hilmar,7th grade,185
1018,Merced,Hilmar,childcare,128
1019,Merced,Hilmar,kindergarten,258
1020,Merced,Le Grand,7th grade,34
1021,Merced,Le Grand,kindergarten,52
1022,Merced,Livingston,7th grade,264
1023,Merced,Livingston,childcare,248
1024,Merced,Livingston,kindergarten,322
1025,Merced,Los Banos,7th grade,839
1026,Merced,Los Banos,childcare,511
1027,Merced,Los Banos,kindergarten,887
1028,Merced,Merced,7th grade,2131
1029,Merced,Merced,childcare,1523
1030,Merced,Merced,kindergarten,1972
1031,Merced,Planada,7th grade,78
1032,Merced,Planada,childcare,126
1033,Merced,Planada,kindergarten,108
1034,Merced,Santa Nella,kindergarten,32
1035,Merced,Stevinson,kindergarten,23
1036,Merced,Winton,7th grade,210
1037,Merced,Winton,childcare,135
1038,Merced,Winton,kindergarten,283
1039,Modoc,Alturas,7th grade,49
1040,Modoc,Alturas,childcare,19
1041,Modoc,Alturas,kindergarten,62
1042,Modoc,Tulelake,7th grade,36
1043,Modoc,Tulelake,childcare,40
1044,Modoc,Tulelake,kindergarten,36
1045,Mono,Coleville,kindergarten,21
1046,Mono,Mammoth Lakes,7th grade,93
1047,Mono,Mammoth Lakes,childcare,61
1048,Mono,Mammoth Lakes,kindergarten,100
1049,Monterey,Carmel Valley,7th grade,234
1050,Monterey,Carmel Valley,childcare,196
1051,Monterey,Carmel Valley,kindergarten,163
1052,Monterey,Castroville,7th grade,336
1053,Monterey,Castroville,childcare,174
1054,Monterey,Castroville,kindergarten,220
1055,Monterey,Chualar,7th grade,38
1056,Monterey,Chualar,childcare,49
1057,Monterey,Chualar,kindergarten,38
1058,Monterey,Del Rey Oaks,childcare,19
1059,Monterey,Gonzales,7th grade,180
1060,Monterey,Gonzales,childcare,67
1061,Monterey,Gonzales,kindergarten,157
1062,Monterey,Greenfield,7th grade,389
1063,Monterey,Greenfield,childcare,162
1064,Monterey,Greenfield,kindergarten,450
1065,Monterey,King City,7th grade,275
1066,Monterey,King City,childcare,282
1067,Monterey,King City,kindergarten,338
1068,Monterey,Lockwood,7th grade,22
1069,Monterey,Marina,7th grade,187
1070,Monterey,Marina,childcare,186
1071,Monterey,Marina,kindergarten,193
1072,Monterey,Monterey,7th grade,316
1073,Monterey,Monterey,childcare,502
1074,Monterey,Monterey,kindergarten,378
1075,Monterey,Pacific Grove,7th grade,175
1076,Monterey,Pacific Grove,childcare,72
1077,Monterey,Pacific Grove,kindergarten,217
1078,Monterey,Prunedale,childcare,21
1079,Monterey,Royal Oaks,childcare,19
1080,Monterey,Salinas,7th grade,3201
1081,Monterey,Salinas,childcare,2345
1082,Monterey,Salinas,kindergarten,3492
1083,Monterey,Seaside,7th grade,320
1084,Monterey,Seaside,childcare,454
1085,Monterey,Seaside,kindergarten,549
1086,Monterey,Soledad,7th grade,394
1087,Monterey,Soledad,childcare,178
1088,Monterey,Soledad,kindergarten,435
1089,Monterey,Spreckels,childcare,19
1090,Monterey,Spreckels,kindergarten,126
1091,Napa,American Canyon,7th grade,351
1092,Napa,American Canyon,childcare,141
1093,Napa,American Canyon,kindergarten,315
1094,Napa,Calistoga,7th grade,79
1095,Napa,Calistoga,childcare,41
1096,Napa,Calistoga,kindergarten,77
1097,Napa,Napa,7th grade,1112
1098,Napa,Napa,childcare,1297
1099,Napa,Napa,kindergarten,1056
1100,Napa,Rutherford,childcare,57
1101,Napa,St. Helena,7th grade,102
1102,Napa,St. Helena,childcare,109
1103,Napa,St. Helena,kindergarten,108
1104,Napa,Yountville,kindergarten,19
1105,Nevada,Auburn,7th grade,31
1106,Nevada,Grass Valley,7th grade,358
1107,Nevada,Grass Valley,childcare,424
1108,Nevada,Grass Valley,kindergarten,444
1109,Nevada,Nevada City,7th grade,181
1110,Nevada,Nevada City,childcare,171
1111,Nevada,Nevada City,kindergarten,171
1112,Nevada,Penn Valley,7th grade,54
1113,Nevada,Penn Valley,kindergarten,60
1114,Nevada,Truckee,childcare,279
1115,Orange,Aliso Viejo,7th grade,936
1116,Orange,Aliso Viejo,childcare,525
1117,Orange,Aliso Viejo,kindergarten,537
1118,Orange,Anaheim,7th grade,4020
1119,Orange,Anaheim,childcare,3612
1120,Orange,Anaheim,kindergarten,4971
1121,Orange,Anaheim Hills,7th grade,33
1122,Orange,Anaheim Hills,childcare,342
1123,Orange,Anaheim Hills,kindergarten,89
1124,Orange,Ananheim,childcare,60
1125,Orange,Brea,7th grade,494
1126,Orange,Brea,childcare,494
1127,Orange,Brea,kindergarten,666
1128,Orange,Buena Park,7th grade,572
1129,Orange,Buena Park,childcare,806
1130,Orange,Buena Park,kindergarten,1115
1131,Orange,Capistrano Beach,childcare,223
1132,Orange,Capistrano Beach,kindergarten,81
1133,Orange,Corona Del Mar,7th grade,45
1134,Orange,Corona Del Mar,childcare,147
1135,Orange,Corona Del Mar,kindergarten,157
1136,Orange,Costa Mesa,7th grade,933
1137,Orange,Costa Mesa,childcare,1693
1138,Orange,Costa Mesa,kindergarten,1298
1139,Orange,"Costa Mesa,",childcare,117
1140,Orange,Coto De Caza,kindergarten,51
1141,Orange,Cypress,7th grade,1001
1142,Orange,Cypress,childcare,847
1143,Orange,Cypress,kindergarten,616
1144,Orange,Dana Point,7th grade,89
1145,Orange,Dana Point,childcare,260
1146,Orange,Dana Point,kindergarten,124
1147,Orange,Foothill Ranch,childcare,210
1148,Orange,Foothill Ranch,kindergarten,172
1149,Orange,Fountain Valley,7th grade,807
1150,Orange,Fountain Valley,childcare,1001
1151,Orange,Fountain Valley,kindergarten,677
1152,Orange,Fullerton,7th grade,1533
1153,Orange,Fullerton,childcare,2200
1154,Orange,Fullerton,kindergarten,1555
1155,Orange,Garden Grove,7th grade,2719
1156,Orange,Garden Grove,childcare,2094
1157,Orange,Garden Grove,kindergarten,2877
1158,Orange,Huntington Beach,7th grade,2484
1159,Orange,Huntington Beach,childcare,2709
1160,Orange,Huntington Beach,kindergarten,2129
1161,Orange,Irvine,7th grade,2987
1162,Orange,Irvine,childcare,5012
1163,Orange,Irvine,kindergarten,3176
1164,Orange,La Habra,7th grade,553
1165,Orange,La Habra,childcare,582
1166,Orange,La Habra,kindergarten,653
1167,Orange,La Palma,7th grade,497
1168,Orange,La Palma,childcare,258
1169,Orange,La Palma,kindergarten,205
1170,Orange,Ladera Ranch,7th grade,370
1171,Orange,Ladera Ranch,childcare,594
1172,Orange,Ladera Ranch,kindergarten,388
1173,Orange,Laguna Beach,7th grade,277
1174,Orange,Laguna Beach,childcare,407
1175,Orange,Laguna Beach,kindergarten,186
1176,Orange,Laguna Hills,childcare,234
1177,Orange,Laguna Hills,kindergarten,232
1178,Orange,Laguna Niguel,7th grade,531
1179,Orange,Laguna Niguel,childcare,1008
1180,Orange,Laguna Niguel,kindergarten,715
1181,Orange,Laguna Woods,childcare,64
1182,Orange,Lake Forest,7th grade,649
1183,Orange,Lake Forest,childcare,1080
1184,Orange,Lake Forest,kindergarten,805
1185,Orange,Los Alamitos,7th grade,829
1186,Orange,Los Alamitos,childcare,492
1187,Orange,Los Alamitos,kindergarten,630
1188,Orange,Los Flores,7th grade,330
1189,Orange,Midway City,childcare,80
1190,Orange,Midway City,kindergarten,338
1191,Orange,Mission Viejo,7th grade,1399
1192,Orange,Mission Viejo,childcare,1759
1193,Orange,Mission Viejo,kindergarten,1079
1194,Orange,Newport Beach,7th grade,1021
1195,Orange,Newport Beach,childcare,1096
1196,Orange,Newport Beach,kindergarten,486
1197,Orange,North Tustin,7th grade,20
1198,Orange,North Tustin,kindergarten,59
1199,Orange,Orange,7th grade,1343
1200,Orange,Orange,childcare,1955
1201,Orange,Orange,kindergarten,1464
1202,Orange,Placentia,7th grade,1092
1203,Orange,Placentia,childcare,537
1204,Orange,Placentia,kindergarten,891
1205,Orange,Rancho Santa Margarita,7th grade,963
1206,Orange,Rancho Santa Margarita,childcare,903
1207,Orange,Rancho Santa Margarita,kindergarten,791
1208,Orange,Rossmoor,childcare,28
1209,Orange,San Clemente,7th grade,850
1210,Orange,San Clemente,childcare,853
1211,Orange,San Clemente,kindergarten,637
1212,Orange,San Juan Capistrano,7th grade,940
1213,Orange,San Juan Capistrano,childcare,773
1214,Orange,San Juan Capistrano,kindergarten,590
1215,Orange,Santa Ana,7th grade,5239
1216,Orange,Santa Ana,childcare,4972
1217,Orange,Santa Ana,kindergarten,5578
1218,Orange,Seal Beach,childcare,134
1219,Orange,Seal Beach,kindergarten,159
1220,Orange,Silverado,childcare,79
1221,Orange,Stanton,childcare,352
1222,Orange,Stanton,kindergarten,144
1223,Orange,Sunset Beach,childcare,49
1224,Orange,Trabuco Canyon,kindergarten,133
1225,Orange,Tustin,7th grade,1282
1226,Orange,Tustin,childcare,1494
1227,Orange,Tustin,kindergarten,1082
1228,Orange,Villa Park,7th grade,485
1229,Orange,Villa Park,kindergarten,158
1230,Orange,Westminister,childcare,148
1231,Orange,Westminster,7th grade,1096
1232,Orange,Westminster,childcare,986
1233,Orange,Westminster,kindergarten,826
1234,Orange,Yorba Linda,7th grade,1020
1235,Orange,Yorba Linda,childcare,1557
1236,Orange,Yorba Linda,kindergarten,1142
1237,Placer,Antelope,7th grade,383
1238,Placer,Antelope,kindergarten,318
1239,Placer,Auburn,7th grade,325
1240,Placer,Auburn,childcare,328
1241,Placer,Auburn,kindergarten,280
1242,Placer,Colfax,7th grade,55
1243,Placer,Colfax,kindergarten,61
1244,Placer,Foresthill,7th grade,33
1245,Placer,Foresthill,kindergarten,40
1246,Placer,Granite Bay,7th grade,189
1247,Placer,Granite Bay,childcare,238
1248,Placer,Granite Bay,kindergarten,226
1249,Placer,Kings Beach,childcare,49
1250,Placer,Kings Beach,kindergarten,104
1251,Placer,Lincoln,7th grade,599
1252,Placer,Lincoln,childcare,350
1253,Placer,Lincoln,kindergarten,639
1254,Placer,Loomis,7th grade,289
1255,Placer,Loomis,childcare,214
1256,Placer,Loomis,kindergarten,261
1257,Placer,Meadow Vista,childcare,53
1258,Placer,Meadow Vista,kindergarten,79
1259,Placer,Newcastle,7th grade,88
1260,Placer,Newcastle,kindergarten,123
1261,Placer,Olympic Valley,kindergarten,24
1262,Placer,Penryn,7th grade,27
1263,Placer,Penryn,kindergarten,23
1264,Placer,Rocklin,7th grade,1208
1265,Placer,Rocklin,childcare,998
1266,Placer,Rocklin,kindergarten,1041
1267,Placer,Roseville,7th grade,2047
1268,Placer,Roseville,childcare,1761
1269,Placer,Roseville,kindergarten,2281
1270,Placer,Tahoe City,7th grade,98
1271,Placer,Tahoe City,childcare,87
1272,Placer,Tahoe City,kindergarten,42
1273,Placer,Truckee,7th grade,201
1274,Placer,Truckee,kindergarten,209
1275,Placer,Weimar,7th grade,84
1276,Plumas,Chester,7th grade,32
1277,Plumas,Chester,kindergarten,37
1278,Plumas,Portola,7th grade,46
1279,Plumas,Portola,childcare,79
1280,Plumas,Portola,kindergarten,48
1281,Plumas,Quincy,7th grade,100
1282,Plumas,Quincy,kindergarten,69
1283,Riverside,Aguanga,7th grade,25
1284,Riverside,Aguanga,kindergarten,22
1285,Riverside,Anza,7th grade,41
1286,Riverside,Anza,kindergarten,43
1287,Riverside,Banning,7th grade,259
1288,Riverside,Banning,childcare,283
1289,Riverside,Banning,kindergarten,449
1290,Riverside,Beaumont,7th grade,821
1291,Riverside,Beaumont,childcare,223
1292,Riverside,Beaumont,kindergarten,872
1293,Riverside,Bermuda Dunes,7th grade,37
1294,Riverside,Bermuda Dunes,childcare,234
1295,Riverside,Bermuda Dunes,kindergarten,159
1296,Riverside,Blythe,7th grade,231
1297,Riverside,Blythe,childcare,226
1298,Riverside,Blythe,kindergarten,241
1299,Riverside,Cabazon,childcare,57
1300,Riverside,Cabazon,kindergarten,43
1301,Riverside,Calimesa,childcare,130
1302,Riverside,Canyon Lake,childcare,74
1303,Riverside,Cathedral City,7th grade,766
1304,Riverside,Cathedral City,childcare,243
1305,Riverside,Cathedral City,kindergarten,569
1306,Riverside,Cherry Valley,childcare,100
1307,Riverside,Coachella,7th grade,850
1308,Riverside,Coachella,childcare,155
1309,Riverside,Coachella,kindergarten,772
1310,Riverside,Corona,7th grade,2749
1311,Riverside,Corona,childcare,1839
1312,Riverside,Corona,kindergarten,2797
1313,Riverside,Desert Hot Springs,7th grade,575
1314,Riverside,Desert Hot Springs,childcare,291
1315,Riverside,Desert Hot Springs,kindergarten,537
1316,Riverside,Eastvale,7th grade,1229
1317,Riverside,Eastvale,childcare,281
1318,Riverside,Eastvale,kindergarten,775
1319,Riverside,Hemet,7th grade,1533
1320,Riverside,Hemet,childcare,1031
1321,Riverside,Hemet,kindergarten,1519
1322,Riverside,Idyllwild,7th grade,40
1323,Riverside,Idyllwild,kindergarten,29
1324,Riverside,Indian Wells,kindergarten,147
1325,Riverside,Indio,7th grade,1383
1326,Riverside,Indio,childcare,531
1327,Riverside,Indio,kindergarten,1281
1328,Riverside,Jurupa Valley,7th grade,1457
1329,Riverside,Jurupa Valley,childcare,575
1330,Riverside,Jurupa Valley,kindergarten,1520
1331,Riverside,La Quinta,7th grade,449
1332,Riverside,La Quinta,childcare,235
1333,Riverside,La Quinta,kindergarten,252
1334,Riverside,Lake Elsinore,7th grade,1147
1335,Riverside,Lake Elsinore,childcare,475
1336,Riverside,Lake Elsinore,kindergarten,1300
1337,Riverside,Mecca,childcare,104
1338,Riverside,Mecca,kindergarten,298
1339,Riverside,Menifee,7th grade,1556
1340,Riverside,Menifee,childcare,484
1341,Riverside,Menifee,kindergarten,750
1342,Riverside,Mira Loma,childcare,177
1343,Riverside,Moreno Valley,7th grade,3171
1344,Riverside,Moreno Valley,childcare,1911
1345,Riverside,Moreno Valley,kindergarten,3504
1346,Riverside,Murrieta,7th grade,1709
1347,Riverside,Murrieta,childcare,1452
1348,Riverside,Murrieta,kindergarten,1537
1349,Riverside,Murrietta,7th grade,596
1350,Riverside,Murrietta,childcare,95
1351,Riverside,Murrietta,kindergarten,168
1352,Riverside,Norco,7th grade,363
1353,Riverside,Norco,childcare,462
1354,Riverside,Norco,kindergarten,372
1355,Riverside,North Shore,childcare,30
1356,Riverside,Nuevo,7th grade,167
1357,Riverside,Nuevo,childcare,175
1358,Riverside,Nuevo,kindergarten,167
1359,Riverside,Palm Desert,7th grade,525
1360,Riverside,Palm Desert,childcare,711
1361,Riverside,Palm Desert,kindergarten,608
1362,Riverside,Palm Springs,7th grade,427
1363,Riverside,Palm Springs,childcare,531
1364,Riverside,Palm Springs,kindergarten,407
1365,Riverside,Perris,7th grade,1827
1366,Riverside,Perris,childcare,1053
1367,Riverside,Perris,kindergarten,1877
1368,Riverside,Quail Valley,kindergarten,73
1369,Riverside,Rancho Mirage,7th grade,23
1370,Riverside,Rancho Mirage,childcare,49
1371,Riverside,Rancho Mirage,kindergarten,98
1372,Riverside,Riverside,7th grade,4924
1373,Riverside,Riverside,childcare,4230
1374,Riverside,Riverside,kindergarten,5236
1375,Riverside,Romoland,childcare,148
1376,Riverside,Romoland,kindergarten,419
1377,Riverside,Salton City,7th grade,81
1378,Riverside,Salton City,kindergarten,105
1379,Riverside,San Jacinto,7th grade,935
1380,Riverside,San Jacinto,childcare,423
1381,Riverside,San Jacinto,kindergarten,925
1382,Riverside,Sun City,childcare,68
1383,Riverside,Sun City,kindergarten,115
1384,Riverside,Temecula,7th grade,2367
1385,Riverside,Temecula,childcare,1469
1386,Riverside,Temecula,kindergarten,2176
1387,Riverside,Thermal,7th grade,541
1388,Riverside,Thermal,childcare,158
1389,Riverside,Thermal,kindergarten,355
1390,Riverside,Thousand Palms,childcare,104
1391,Riverside,Thousand Palms,kindergarten,119
1392,Riverside,Wildomar,7th grade,432
1393,Riverside,Wildomar,childcare,358
1394,Riverside,Wildomar,kindergarten,487
1395,Riverside,Winchester,7th grade,140
1396,Riverside,Winchester,childcare,174
1397,Riverside,Winchester,kindergarten,657
1398,Sacramento,Antelope,childcare,238
1399,Sacramento,Antelope,kindergarten,339
1400,Sacramento,Carmichael,7th grade,1052
1401,Sacramento,Carmichael,childcare,1081
1402,Sacramento,Carmichael,kindergarten,1213
1403,Sacramento,Citrus Heights,7th grade,425
1404,Sacramento,Citrus Heights,childcare,948
1405,Sacramento,Citrus Heights,kindergarten,526
1406,Sacramento,Clarksburg,7th grade,108
1407,Sacramento,Clarksburg,kindergarten,49
1408,Sacramento,Courtland,childcare,38
1409,Sacramento,Elk Grove,7th grade,3471
1410,Sacramento,Elk Grove,childcare,1501
1411,Sacramento,Elk Grove,kindergarten,2623
1412,Sacramento,Elverta,7th grade,41
1413,Sacramento,Elverta,kindergarten,28
1414,Sacramento,Fair Oaks,7th grade,369
1415,Sacramento,Fair Oaks,childcare,457
1416,Sacramento,Fair Oaks,kindergarten,323
1417,Sacramento,Folsom,7th grade,993
1418,Sacramento,Folsom,childcare,1094
1419,Sacramento,Folsom,kindergarten,855
1420,Sacramento,Galt,7th grade,441
1421,Sacramento,Galt,childcare,419
1422,Sacramento,Galt,kindergarten,440
1423,Sacramento,Gold River,7th grade,93
1424,Sacramento,Gold River,childcare,41
1425,Sacramento,Gold River,kindergarten,74
1426,Sacramento,Herald,7th grade,49
1427,Sacramento,Herald,kindergarten,71
1428,Sacramento,Isleton,childcare,21
1429,Sacramento,Isleton,kindergarten,20
1430,Sacramento,Mather,7th grade,18
1431,Sacramento,Mather,childcare,101
1432,Sacramento,Mather,kindergarten,70
1433,Sacramento,Mcclellan,7th grade,143
1434,Sacramento,Mcclellan,kindergarten,89
1435,Sacramento,North Highlands,7th grade,361
1436,Sacramento,North Highlands,childcare,455
1437,Sacramento,North Highlands,kindergarten,577
1438,Sacramento,Orangevale,7th grade,679
1439,Sacramento,Orangevale,childcare,332
1440,Sacramento,Orangevale,kindergarten,484
1441,Sacramento,Rancho Cordova,7th grade,550
1442,Sacramento,Rancho Cordova,childcare,1058
1443,Sacramento,Rancho Cordova,kindergarten,930
1444,Sacramento,Rancho Murieta,childcare,45
1445,Sacramento,Rio Linda,7th grade,474
1446,Sacramento,Rio Linda,childcare,109
1447,Sacramento,Rio Linda,kindergarten,283
1448,Sacramento,Rio Vista,7th grade,76
1449,Sacramento,Rio Vista,kindergarten,60
1450,Sacramento,Roseville,7th grade,339
1451,Sacramento,Sacramento,7th grade,9021
1452,Sacramento,Sacramento,childcare,9484
1453,Sacramento,Sacramento,kindergarten,10687
1454,Sacramento,Sloughhouse,kindergarten,45
1455,Sacramento,Walnut Grove,childcare,35
1456,Sacramento,Walnut Grove,kindergarten,29
1457,Sacramento,Wilton,kindergarten,49
