FACILITY_NUMBER,COUNTY,pub_priv_headstart,CITY,STATE,FACILITY_NAME,ENROLLMENT,n,pct,vac_info_type,REPORTED
6016703,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,DARBY AVENUE CHARTER,94,92,98,kindergarten,Y
6017966,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,LORNE STREET ELEMENTARY,80,78,98,kindergarten,Y
117655,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,MAGNOLIA SCIENCE ACADEMY 7,52,50,98,kindergarten,Y
6018279,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,NAPA STREET ELEMENTARY,111,109,98,kindergarten,Y
191290363,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,C.S.U.N. ASSOC. STUDENTS CHILDCARE CENTER,116,114,98,childcare,Y
6058200,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,NORTHRIDGE MIDDLE,257,252,98,7th grade,Y
6016729,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,DEARBORN ELEMENTARY CHARTER ACADEMY,113,109,96,kindergarten,Y
197411229,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,NORTHRIDGE EARLY EDUCATION CENTER,114,110,96,childcare,Y
6015796,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,ANDASOL AVENUE ELEMENTARY,75,72,96,kindergarten,Y
197416144,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,ANDASOL ELEMENTATY STATE PRE.SCHOOL,42,39,95,childcare,Y
128389,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,"IVY BOUND ACADEMY MATH, SCIENCE, AND TECHNOLOGY CHARTER MIDDLE 2",39,37,95,7th grade,Y
6016257,LOS ANGELES,PUBLIC,NORTHRIDGE,CA,CALAHAN COMMUNITY CHARTER,106,101,95,kindergarten,Y
191570862,LOS ANGELES,HEAD START,NORWALK,CA,RAMONA SCHOOL,301,297,99,childcare,Y
198009691,LOS ANGELES,HEAD START,NORWALK,CA,HUERTA ELEMENTARY,57,55,98,childcare,Y
198009693,LOS ANGELES,HEAD START,NORWALK,CA,JOHNSTON ELEMENTARY SCHOOL,55,53,98,childcare,Y
198018086,LOS ANGELES,HEAD START,NORWALK,CA,NLMUSD PRESCHOOL PROGRAMS.PADDISON ELEMENTARY,73,71,98,childcare,Y
191500784,LOS ANGELES,HEAD START,NORWALK,CA,NORWALK. LA MIRADA USD .SANCHEZ SCHOOL,88,86,98,childcare,Y
198015222,LOS ANGELES,HEAD START,NORWALK,CA,NLMUSD HEAD START/STATE PS.NEW RIVER ELEMENTARY,44,41,95,childcare,Y
198015619,LOS ANGELES,HEAD START,NORWALK,CA,NORWALK.LA MIRADA USD HEAD START/STATE PS.CHAVEZ,37,35,95,childcare,Y
198013724,LOS ANGELES,HEAD START,NORWALK,CA,NUFFER ELEMENTARY,47,44,95,childcare,Y
191594914,LOS ANGELES,PRIVATE,NORWALK,CA,CERRITOS COLLEGE CHILD DEVELOPMENT CENTER,88,86,98,childcare,Y
198010440,LOS ANGELES,PRIVATE,NORWALK,CA,JOYLAND PRESCHOOL,70,68,98,childcare,Y
198006244,LOS ANGELES,PRIVATE,NORWALK,CA,"LORD'S CHILDREN MISSION/TLC LEARNING CTR. NOR, THE",68,66,98,childcare,Y
198015952,LOS ANGELES,PRIVATE,NORWALK,CA,BETHANY MANOR DEVELOPMENT AND LEARNING CENTER,23,21,95,childcare,Y
198017173,LOS ANGELES,PRIVATE,NORWALK,CA,NORWALK CHILD DEVELOPMENT CENTER,41,38,95,childcare,Y
191502305,LOS ANGELES,PRIVATE,NORWALK,CA,TRINITY LUTHERAN PRESCHOOL & DAY NURSERY,35,33,95,childcare,Y
6964167,LOS ANGELES,PRIVATE,NORWALK,CA,ST. LINUS SCHOOL,23,21,95,kindergarten,Y
6964167,LOS ANGELES,PRIVATE,NORWALK,CA,ST. LINUS SCHOOL,24,22,95,7th grade,Y
198017147,LOS ANGELES,PRIVATE,NORWALK,CA,WEE CARE MONTESSORI CENTER,36,34,94,childcare,Y
192006321,LOS ANGELES,PRIVATE,NORWALK,CA,MAOF CHILD CARE CENTER PRESCHOOL,53,49,92,childcare,Y
192004092,LOS ANGELES,PRIVATE,NORWALK,CA,NEW HARVEST CHRISTIAN SCHOOL,34,31,91,childcare,Y
198004790,LOS ANGELES,PRIVATE,NORWALK,CA,ST. JOHN OF GOD PRE.K,35,30,86,childcare,Y
6020838,LOS ANGELES,PUBLIC,NORWALK,CA,ANNA M. GLAZIER ELEMENTARY,105,103,99,kindergarten,Y
6020994,LOS ANGELES,PUBLIC,NORWALK,CA,JOHN DOLLAND ELEMENTARY,103,101,99,kindergarten,Y
6021026,LOS ANGELES,PUBLIC,NORWALK,CA,JULIA B. MORRISON ELEMENTARY,138,136,99,kindergarten,Y
6020911,LOS ANGELES,PUBLIC,NORWALK,CA,LORETTA LAMPTON ELEMENTARY,107,105,99,kindergarten,Y
6015069,LOS ANGELES,PUBLIC,NORWALK,CA,LAKESIDE MIDDLE,174,172,99,7th grade,Y
6020887,LOS ANGELES,PUBLIC,NORWALK,CA,CORVALLIS MIDDLE,267,264,99,7th grade,Y
6021042,LOS ANGELES,PUBLIC,NORWALK,CA,LOS ALISOS MIDDLE,427,422,99,7th grade,Y
6021075,LOS ANGELES,PUBLIC,NORWALK,CA,NETTIE L. WAITE MIDDLE,210,207,99,7th grade,Y
6014997,LOS ANGELES,PUBLIC,NORWALK,CA,CRESSON ELEMENTARY,67,65,98,kindergarten,Y
6015051,LOS ANGELES,PUBLIC,NORWALK,CA,LAKELAND ELEMENTARY,85,83,98,kindergarten,Y
6015085,LOS ANGELES,PUBLIC,NORWALK,CA,PADDISON ELEMENTARY,88,86,98,kindergarten,Y
6015093,LOS ANGELES,PUBLIC,NORWALK,CA,STUDEBAKER ELEMENTARY,98,96,98,kindergarten,Y
6015101,LOS ANGELES,PUBLIC,NORWALK,CA,WILLIAM W. ORR ELEMENTARY,88,86,98,kindergarten,Y
6021091,LOS ANGELES,PUBLIC,NORWALK,CA,ARTURO SANCHEZ ELEMENTARY,62,60,98,kindergarten,Y
6020853,LOS ANGELES,PUBLIC,NORWALK,CA,CESAR CHAVEZ ELEMENTARY,74,72,98,kindergarten,Y
6020895,LOS ANGELES,PUBLIC,NORWALK,CA,D. D. JOHNSTON ELEMENTARY,56,54,98,kindergarten,Y
6020952,LOS ANGELES,PUBLIC,NORWALK,CA,EARL E. EDMONDSON ELEMENTARY,93,91,98,kindergarten,Y
6021083,LOS ANGELES,PUBLIC,NORWALK,CA,NEW RIVER ELEMENTARY,59,57,98,kindergarten,Y
6021133,LOS ANGELES,PUBLIC,NORWALK,CA,THOMAS B. MOFFITT ELEMENTARY,71,69,98,kindergarten,Y
6021018,LOS ANGELES,PUBLIC,NORWALK,CA,JOHN H. NUFFER ELEMENTARY,43,40,95,kindergarten,Y
191600639,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,ST MATTHEWS PARISH SCHOOL,61,59,97,childcare,Y
197403955,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,KEHILLAT ISRAEL RECON/CONGRE/OF PACIFIC PALISADES,71,68,96,childcare,Y
191600808,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,METHODIST PRESCHOOL OF PACIFIC PALISADES,74,71,96,childcare,Y
197417887,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,PALISADES JEWISH EARLY CHILDHOOD CENTER,44,41,95,childcare,Y
197401846,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,PALISADES MONTESSORI CENTER,41,38,95,childcare,Y
197493106,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,STAR PRESCHOOL AT PLC,25,23,95,childcare,Y
6904080,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,"VILLAGE SCHOOL, INC.",39,37,95,kindergarten,Y
7066426,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,CALVARY CHRISTIAN,31,29,95,7th grade,Y
6960983,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,CORPUS CHRISTI ELEMENTARY,31,29,95,7th grade,Y
6982821,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,ST. MATTHEW'S PARISH SCHOOL,34,32,95,7th grade,Y
191603674,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,CALVARY CHRISTIAN PRESCHOOL,104,99,95,childcare,Y
7066426,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,CALVARY CHRISTIAN,55,51,93,kindergarten,Y
191600528,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,PALISADES PRESBYTERIAN PRESCHOOL,73,68,93,childcare,Y
6982821,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,ST. MATTHEW'S PARISH SCHOOL,29,26,90,kindergarten,Y
191607560,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,LE LYCEE FRANCAIS DE LOS ANGELES,22,19,86,childcare,Y
7104425,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,SEVEN ARROWS ELEMENTARY,20,17,85,kindergarten,Y
197414479,LOS ANGELES,PRIVATE,PACIFIC PALISADES,CA,WESTSIDE WALDORF SCHOOL I.SUNSET CAMPUS,24,13,54,childcare,Y
6018634,LOS ANGELES,PUBLIC,PACIFIC PALISADES,CA,PALISADES CHARTER ELEMENTARY,92,84,91,kindergarten,Y
6018063,LOS ANGELES,PUBLIC,PACIFIC PALISADES,CA,MARQUEZ CHARTER,107,96,90,kindergarten,Y
197413996,LOS ANGELES,HEAD START,PACOIMA,CA,VOA GRANTEE/PACOIMA HEAD START,53,51,98,childcare,Y
197414043,LOS ANGELES,HEAD START,PACOIMA,CA,CCRC HEAD START.MIGUEL MONTES,38,36,95,childcare,Y
197414001,LOS ANGELES,HEAD START,PACOIMA,CA,VOA GRANTEE/PIERCE PARK HEAD START,21,19,95,childcare,Y
197413999,LOS ANGELES,HEAD START,PACOIMA,CA,VOA GRANTEE/MARTIN LUTHER KING HEAD START,48,45,94,childcare,Y
197403180,LOS ANGELES,PRIVATE,PACOIMA,CA,KIDS FIRST LEARNING CENTER,133,131,99,childcare,Y
197404126,LOS ANGELES,PRIVATE,PACOIMA,CA,SAN FERNANDO GARDENS CHILD CARE CENTER,24,22,95,childcare,Y
6962260,LOS ANGELES,PRIVATE,PACOIMA,CA,GUARDIAN ANGEL ELEMENTARY,33,31,95,7th grade,Y
6962260,LOS ANGELES,PRIVATE,PACOIMA,CA,GUARDIAN ANGEL ELEMENTARY,40,37,93,kindergarten,Y
191890359,LOS ANGELES,PUBLIC,PACOIMA,CA,HADDON AVENUE EARLY EDUCATION CENTER,113,111,99,childcare,Y
115048,LOS ANGELES,PUBLIC,PACOIMA,CA,FENTON PRIMARY CENTER,273,270,99,kindergarten,Y
6017412,LOS ANGELES,PUBLIC,PACOIMA,CA,HADDON AVENUE ELEMENTARY,199,197,99,kindergarten,Y
6018642,LOS ANGELES,PUBLIC,PACOIMA,CA,PACOIMA CHARTER ELEMENTARY,219,216,99,kindergarten,Y
6110951,LOS ANGELES,PUBLIC,PACOIMA,CA,SARA COUGHLIN ELEMENTARY,141,139,99,kindergarten,Y
106872,LOS ANGELES,PUBLIC,PACOIMA,CA,BERT CORONA CHARTER,119,117,99,7th grade,Y
6058101,LOS ANGELES,PUBLIC,PACOIMA,CA,CHARLES MACLAY MIDDLE,211,208,99,7th grade,Y
6058218,LOS ANGELES,PUBLIC,PACOIMA,CA,PACOIMA MIDDLE,364,360,99,7th grade,Y
191890481,LOS ANGELES,PUBLIC,PACOIMA,CA,PACOIMA EARLY EDUCATION CENTER,94,92,98,childcare,Y
197413853,LOS ANGELES,PUBLIC,PACOIMA,CA,SARA COUGLIN ELEMENTARY SCHOOL CSPP,85,83,98,childcare,Y
191890451,LOS ANGELES,PUBLIC,PACOIMA,CA,VAUGHN STREET EARLY EDUCATION CENTER,129,125,97,childcare,Y
6019442,LOS ANGELES,PUBLIC,PACOIMA,CA,TELFAIR AVENUE ELEMENTARY,138,133,96,kindergarten,Y
6018204,LOS ANGELES,PUBLIC,PACOIMA,CA,MONTAGUE CHARTER ACADEMY,141,136,96,kindergarten,Y
197750010,LOS ANGELES,PUBLIC,PACOIMA,CA,CCRC HEAD START MONTAGUE,29,27,95,childcare,Y
197416580,LOS ANGELES,PUBLIC,PACOIMA,CA,HADDON ELEMENTARY SCHOOL CSPP,38,36,95,childcare,Y
6017081,LOS ANGELES,PUBLIC,PACOIMA,CA,HILLERY T. BROADOUS ELEMENTARY,101,96,95,kindergarten,Y
191890473,LOS ANGELES,PUBLIC,PACOIMA,CA,TELFAIR AVENUE EARLY EDUCATION CENTER,87,81,93,childcare,Y
191890346,LOS ANGELES,PUBLIC,PACOIMA,CA,HILLARY BROADOUS EARLY EDUCATION CENTER,94,87,93,childcare,Y
192003094,LOS ANGELES,PRIVATE,PACOIMA,CA,MARY IMMACULATE PRE.K,21,19,95,childcare,Y
197406879,LOS ANGELES,HEAD START,PALMDALE,CA,PALMDALE SCHOOL DISTRICT.OCOTILLO HEAD START,118,116,99,childcare,Y
197409079,LOS ANGELES,HEAD START,PALMDALE,CA,PALMDALE SCHOOL DISTRICT.TUMBLEWEED HEAD START,179,177,99,childcare,Y
197404104,LOS ANGELES,HEAD START,PALMDALE,CA,PALMDALE U.S.D..TAMARISK HEAD START/STATE PRESCH.,107,105,99,childcare,Y
197407723,LOS ANGELES,HEAD START,PALMDALE,CA,PALMDALE SCHOOL DISTRICT . PALM TREE HEAD START,79,77,98,childcare,Y
197404676,LOS ANGELES,HEAD START,PALMDALE,CA,PALMDALE SCHOOL DISTRICT.MESQUITE SCHOOL HEAD STAR,82,80,98,childcare,Y
191230246,LOS ANGELES,HEAD START,PALMDALE,CA,PALMDALE U.S.D./YUCCA ELEMENTARY,183,179,98,childcare,Y
197408048,LOS ANGELES,HEAD START,PALMDALE,CA,PALMDALE SCH. DIST..CHAPARRAL HEAD START/STATE PRE,222,217,98,childcare,Y
197414538,LOS ANGELES,HEAD START,PALMDALE,CA,PALMDALE S.D./SITE 18.HEAD START YUCCA ANNEX.LAUP,331,322,97,childcare,Y
197407519,LOS ANGELES,HEAD START,PALMDALE,CA,PALMDALE SCHOOL DIST.HIGHLAND HEAD START,20,19,95,childcare,Y
197403329,LOS ANGELES,PRIVATE,PALMDALE,CA,CROSSWIND COMMUNITY CHURCH.ADVENTURELAND P.S.,53,51,98,childcare,Y
197402211,LOS ANGELES,PRIVATE,PALMDALE,CA,FIRST UNITED METHODIST PRESCHOOL,78,75,96,childcare,Y
197401074,LOS ANGELES,PRIVATE,PALMDALE,CA,LA PETITE ACADEMY INC.,45,42,95,childcare,Y
6964308,LOS ANGELES,PRIVATE,PALMDALE,CA,ST. MARY ELEMENTARY CATHOLIC,47,44,95,kindergarten,Y
197492873,LOS ANGELES,PRIVATE,PALMDALE,CA,"LEARNING TREE PRESCHOOL, THE",107,102,95,childcare,Y
6964308,LOS ANGELES,PRIVATE,PALMDALE,CA,ST. MARY ELEMENTARY CATHOLIC,33,31,94,7th grade,Y
197410438,LOS ANGELES,PRIVATE,PALMDALE,CA,LEAPS AND BOUNDS PRE.SCHOOL,34,32,94,childcare,Y
197417574,LOS ANGELES,PRIVATE,PALMDALE,CA,CARING TOUCH CHRISTIAN FAMILY CENTER INC.,34,29,85,childcare,Y
6111538,LOS ANGELES,PUBLIC,PALMDALE,CA,BARREL SPRINGS ELEMENTARY,131,129,99,kindergarten,Y
6113906,LOS ANGELES,PUBLIC,PALMDALE,CA,CIMARRON ELEMENTARY,106,104,99,kindergarten,Y
6118749,LOS ANGELES,PUBLIC,PALMDALE,CA,GOLDEN POPPY ELEMENTARY,115,113,99,kindergarten,Y
6119143,LOS ANGELES,PUBLIC,PALMDALE,CA,LOS AMIGOS,230,227,99,kindergarten,Y
6021158,LOS ANGELES,PUBLIC,PALMDALE,CA,MANZANITA ELEMENTARY,137,135,99,kindergarten,Y
6108625,LOS ANGELES,PUBLIC,PALMDALE,CA,MESQUITE ELEMENTARY,165,163,99,kindergarten,Y
6021141,LOS ANGELES,PUBLIC,PALMDALE,CA,OCOTILLO ELEMENTARY,136,134,99,kindergarten,Y
6107635,LOS ANGELES,PUBLIC,PALMDALE,CA,PALM TREE ELEMENTARY,137,135,99,kindergarten,Y
6115273,LOS ANGELES,PUBLIC,PALMDALE,CA,QUAIL VALLEY ELEMENTARY,111,109,99,kindergarten,Y
129973,LOS ANGELES,PUBLIC,PALMDALE,CA,TAMARISK,168,166,99,kindergarten,Y
6021190,LOS ANGELES,PUBLIC,PALMDALE,CA,TUMBLEWEED ELEMENTARY,160,158,99,kindergarten,Y
6021208,LOS ANGELES,PUBLIC,PALMDALE,CA,YUCCA ELEMENTARY,125,123,99,kindergarten,Y
6105613,LOS ANGELES,PUBLIC,PALMDALE,CA,CACTUS MIDDLE,253,250,99,7th grade,Y
126268,LOS ANGELES,PUBLIC,PALMDALE,CA,DAVID G. MILLEN MIDDLE,341,337,99,7th grade,Y
105981,LOS ANGELES,PUBLIC,PALMDALE,CA,DESERT WILLOW MIDDLE,289,286,99,7th grade,Y
6119580,LOS ANGELES,PUBLIC,PALMDALE,CA,GUIDANCE CHARTER,123,121,99,7th grade,Y
125377,LOS ANGELES,PUBLIC,PALMDALE,CA,PALMDALE AEROSPACE ACADEMY,258,255,99,7th grade,Y
6115281,LOS ANGELES,PUBLIC,PALMDALE,CA,SHADOW HILLS MIDDLE,350,346,99,7th grade,Y
135301,LOS ANGELES,PUBLIC,PALMDALE,CA,Space Aeronautics Gateway to Exploration Academy,358,354,99,7th grade,Y
6110837,LOS ANGELES,PUBLIC,PALMDALE,CA,HILLVIEW MIDDLE,390,386,99,7th grade,Y
6111546,LOS ANGELES,PUBLIC,PALMDALE,CA,PALMDALE LEARNING PLAZA,88,86,98,kindergarten,Y
110098,LOS ANGELES,PUBLIC,PALMDALE,CA,ANAVERDE HILLS,95,93,98,kindergarten,Y
6109664,LOS ANGELES,PUBLIC,PALMDALE,CA,COTTONWOOD ELEMENTARY,72,70,98,kindergarten,Y
6106272,LOS ANGELES,PUBLIC,PALMDALE,CA,DAISY GIBSON ELEMENTARY,63,61,98,7th grade,Y
6105969,LOS ANGELES,PUBLIC,PALMDALE,CA,LAKE LOS ANGELES ELEMENTARY,63,61,98,7th grade,Y
112714,LOS ANGELES,PUBLIC,PALMDALE,CA,ANTELOPE VALLEY LEARNING ACADEMY,61,59,98,7th grade,Y
6119143,LOS ANGELES,PUBLIC,PALMDALE,CA,LOS AMIGOS,99,97,98,7th grade,Y
6111546,LOS ANGELES,PUBLIC,PALMDALE,CA,PALMDALE LEARNING PLAZA,87,85,98,7th grade,Y
110098,LOS ANGELES,PUBLIC,PALMDALE,CA,ANAVERDE HILLS,70,68,98,7th grade,Y
124156,LOS ANGELES,PUBLIC,PALMDALE,CA,DOS CAMINOS,113,111,98,kindergarten,Y
6106900,LOS ANGELES,PUBLIC,PALMDALE,CA,CHAPARRAL ELEMENTARY,118,116,98,kindergarten,Y
125690,LOS ANGELES,PUBLIC,PALMDALE,CA,GREGG ANDERSON ACADEMY,129,126,98,kindergarten,Y
6108245,LOS ANGELES,PUBLIC,PALMDALE,CA,RANCHO VISTA ELEMENTARY,140,137,98,kindergarten,Y
101543,LOS ANGELES,PUBLIC,PALMDALE,CA,ESPERANZA ELEMENTARY,191,188,98,kindergarten,Y
6108609,LOS ANGELES,PUBLIC,PALMDALE,CA,BUENA VISTA ELEMENTARY,121,117,97,kindergarten,Y
6108633,LOS ANGELES,PUBLIC,PALMDALE,CA,SUMMERWIND ELEMENTARY,141,137,97,kindergarten,Y
6105621,LOS ANGELES,PUBLIC,PALMDALE,CA,DESERT ROSE ELEMENTARY,147,143,97,kindergarten,Y
6106785,LOS ANGELES,PUBLIC,PALMDALE,CA,VISTA SAN GABRIEL ELEMENTARY,159,155,97,kindergarten,Y
6106272,LOS ANGELES,PUBLIC,PALMDALE,CA,DAISY GIBSON ELEMENTARY,110,106,96,kindergarten,Y
6106793,LOS ANGELES,PUBLIC,PALMDALE,CA,JOSHUA HILLS ELEMENTARY,102,98,96,kindergarten,Y
6119580,LOS ANGELES,PUBLIC,PALMDALE,CA,GUIDANCE CHARTER,42,39,95,kindergarten,Y
133611,LOS ANGELES,PUBLIC,PALMDALE,CA,PALMDALE DISCOVERY CENTER,21,19,95,kindergarten,Y
197405988,LOS ANGELES,PUBLIC,PALMDALE,CA,JUST PLANE KIDS,116,110,95,childcare,Y
6105969,LOS ANGELES,PUBLIC,PALMDALE,CA,LAKE LOS ANGELES ELEMENTARY,41,38,93,kindergarten,Y
197750009,LOS ANGELES,PUBLIC,PALMDALE,CA,CCRC EHS LPC,26,24,92,childcare,Y
191609896,LOS ANGELES,PRIVATE,PALOS VERDES,CA,HILLTOP NURSERY SCHOOL,20,19,95,childcare,Y
197413732,LOS ANGELES,PRIVATE,PALOS VERDES ESTATES,CA,VALMONTE EARLY LEARNING ACADEMY,144,142,99,childcare,Y
197408599,LOS ANGELES,PRIVATE,PALOS VERDES ESTATES,CA,"TOWN AND COUNTRY NURSERY SCHOOL, INC.",195,192,98,childcare,Y
6021257,LOS ANGELES,PUBLIC,PALOS VERDES ESTATES,CA,PALOS VERDES INTERMEDIATE,298,295,99,7th grade,Y
6021240,LOS ANGELES,PUBLIC,PALOS VERDES ESTATES,CA,LUNADA BAY ELEMENTARY,65,63,98,kindergarten,Y
6021299,LOS ANGELES,PUBLIC,PALOS VERDES ESTATES,CA,MONTEMALAGA ELEMENTARY,98,96,98,kindergarten,Y
6934467,LOS ANGELES,PRIVATE,PALOS VERDES PENINSULA,CA,CHADWICK,90,88,98,7th grade,Y
6934467,LOS ANGELES,PRIVATE,PALOS VERDES PENINSULA,CA,CHADWICK,37,35,95,kindergarten,Y
197417351,LOS ANGELES,PUBLIC,PANORAM CITY,CA,PANORAMA CITY ELEMENTARY SCHOOL CSPP,89,87,98,childcare,Y
197416588,LOS ANGELES,PUBLIC,PANORAM CITY,CA,PRIMARY ACADEMY FOR SUCCESS CSPP,39,37,95,childcare,Y
197419037,LOS ANGELES,HEAD START,PANORAMA CITY,CA,CCRC HEAD START.CHASE,51,49,98,childcare,Y
6963862,LOS ANGELES,PRIVATE,PANORAMA CITY,CA,ST. GENEVIEVE ELEMENTARY SCHOOL,51,49,98,kindergarten,Y
6963862,LOS ANGELES,PRIVATE,PANORAMA CITY,CA,ST. GENEVIEVE ELEMENTARY SCHOOL,63,61,98,7th grade,Y
197403353,LOS ANGELES,PRIVATE,PANORAMA CITY,CA,L.A.C.C.D.C./PARTHENIA COURT CENTER,33,31,95,childcare,Y
197418055,LOS ANGELES,PRIVATE,PANORAMA CITY,CA,LITTLE ANGELS PRESCHOOL,39,37,95,childcare,Y
6016455,LOS ANGELES,PUBLIC,PANORAMA CITY,CA,CHASE STREET ELEMENTARY,136,134,99,kindergarten,Y
6017867,LOS ANGELES,PUBLIC,PANORAMA CITY,CA,LIGGETT STREET ELEMENTARY,144,142,99,kindergarten,Y
6116842,LOS ANGELES,PUBLIC,PANORAMA CITY,CA,PRIMARY ACADEMY FOR SUCCESS,136,134,99,kindergarten,Y
106971,LOS ANGELES,PUBLIC,PANORAMA CITY,CA,VISTA MIDDLE,394,390,99,7th grade,Y
122184,LOS ANGELES,PUBLIC,PANORAMA CITY,CA,ALTA CALIFORNIA ELEMENTARY,85,83,98,kindergarten,Y
6016208,LOS ANGELES,PUBLIC,PANORAMA CITY,CA,BURTON STREET ELEMENTARY,73,71,98,kindergarten,Y
109389,LOS ANGELES,PUBLIC,PANORAMA CITY,CA,PANORAMA CITY ELEMENTARY,95,93,98,kindergarten,Y
197416559,LOS ANGELES,PUBLIC,PANORAMA CITY,CA,CHASE EARLY EDUCATION CENTER,130,127,98,childcare,Y
126441,LOS ANGELES,PUBLIC,PANORAMA CITY,CA,MICHELLE OBAMA ELEMENTARY,153,149,97,kindergarten,Y
6018832,LOS ANGELES,PUBLIC,PANORAMA CITY,CA,RANCHITO AVENUE ELEMENTARY,114,110,96,kindergarten,Y
198017204,LOS ANGELES,HEAD START,PARAMOUNT,CA,"VOLUNTEERS OF AMERICA, PARAMOUNT HEAD START",109,107,99,childcare,Y
198017201,LOS ANGELES,HEAD START,PARAMOUNT,CA,VOLUNTEERS OF AMERICA OF LOS ANGELES,49,46,95,childcare,Y
191571393,LOS ANGELES,PRIVATE,PARAMOUNT,CA,EMMANUEL PRESCHOOL,40,38,95,childcare,Y
6962971,LOS ANGELES,PRIVATE,PARAMOUNT,CA,OUR LADY OF THE ROSARY SCHOOL,25,23,95,kindergarten,Y
6962971,LOS ANGELES,PRIVATE,PARAMOUNT,CA,OUR LADY OF THE ROSARY SCHOOL,24,22,95,7th grade,Y
6021430,LOS ANGELES,PUBLIC,PARAMOUNT,CA,ABRAHAM LINCOLN,104,102,99,kindergarten,Y
6021448,LOS ANGELES,PUBLIC,PARAMOUNT,CA,LOS CERRITOS,105,103,99,kindergarten,Y
6021398,LOS ANGELES,PUBLIC,PARAMOUNT,CA,WESLEY GAINES,110,108,99,kindergarten,Y
119446,LOS ANGELES,PUBLIC,PARAMOUNT,CA,ALONDRA MIDDLE,341,337,99,7th grade,Y
6114615,LOS ANGELES,PUBLIC,PARAMOUNT,CA,FRANK J. ZAMBONI,323,319,99,7th grade,Y
102681,LOS ANGELES,PUBLIC,PARAMOUNT,CA,LEONA JACKSON,210,207,99,7th grade,Y
119438,LOS ANGELES,PUBLIC,PARAMOUNT,CA,PARAMOUNT PARK MIDDLE,253,250,99,7th grade,Y
191597452,LOS ANGELES,PUBLIC,PARAMOUNT,CA,JACKSON CHILD DEVELOPMENT CENTER,88,86,98,childcare,Y
6021471,LOS ANGELES,PUBLIC,PARAMOUNT,CA,THEODORE ROOSEVELT,82,80,98,kindergarten,Y
6021455,LOS ANGELES,PUBLIC,PARAMOUNT,CA,MARK KEPPEL,73,71,97,kindergarten,Y
6117444,LOS ANGELES,PUBLIC,PARAMOUNT,CA,JEFFERSON ELEMENTARY,52,50,96,kindergarten,Y
198012592,LOS ANGELES,PUBLIC,PARAMOUNT,CA,ALONDRA PRESCHOOL,44,41,95,childcare,Y
191570873,LOS ANGELES,PUBLIC,PARAMOUNT,CA,GAINES ELEMENTARY SCHOOL CDC,23,21,95,childcare,Y
198012201,LOS ANGELES,PUBLIC,PARAMOUNT,CA,GAINES STATE PRESCHOOL,48,45,95,childcare,Y
198010873,LOS ANGELES,PUBLIC,PARAMOUNT,CA,KEPPEL STATE PRESCHOOL,31,29,95,childcare,Y
191570875,LOS ANGELES,PUBLIC,PARAMOUNT,CA,MOKLER CHILDREN'S CENTER,48,45,95,childcare,Y
198013734,LOS ANGELES,PUBLIC,PARAMOUNT,CA,ZAMBONI PRESCHOOL,37,35,95,childcare,Y
6021463,LOS ANGELES,PUBLIC,PARAMOUNT,CA,MAJOR LYNN MOKLER,102,90,88,kindergarten,Y
108779,LOS ANGELES,PUBLIC,PARAMOUNT,CA,HOWARD TANNER,76,63,83,kindergarten,Y
6021489,LOS ANGELES,PUBLIC,PARAMOUNT,CA,HARRY WIRTZ ELEMENTARY,114,73,64,kindergarten,Y
198014603,LOS ANGELES,HEAD START,PASADENA,CA,MOTHERS CLUB FAMILY LEARNING CENTER,80,78,98,childcare,Y
198017117,LOS ANGELES,HEAD START,PASADENA,CA,OPTIONS CDC WESTMINSTER,53,51,98,childcare,Y
198017652,LOS ANGELES,HEAD START,PASADENA,CA,OPTIONS HEAD START VILLA PARKE,70,68,98,childcare,Y
198012105,LOS ANGELES,HEAD START,PASADENA,CA,OPTIONS.EARLY LEARNING CENTER.PASADENA,51,49,98,childcare,Y
