FACILITY_NUMBER,COUNTY,pub_priv_headstart,CITY,STATE,FACILITY_NAME,ENROLLMENT,n,pct,vac_info_type,REPORTED
10214883,ALAMEDA,HEAD START,ALAMEDA,CA,ALAMEDA HEAD START . ANGELA AGUILAR CENTER,63,61,98,childcare,Y
13417425,ALAMEDA,HEAD START,ALAMEDA,CA,ALAMEDA HEAD START . SUE MATHESON CENTER,47,44,95,childcare,Y
13420593,ALAMEDA,HEAD START,ALAMEDA,CA,ALAMEDA HEAD START. COLLEGE OF ALAMEDA HEAD START,44,41,95,childcare,Y
13415928,ALAMEDA,PRIVATE,ALAMEDA,CA,BRIGHT HORIZONS AT GARNER,109,107,99,childcare,Y
13419403,ALAMEDA,PRIVATE,ALAMEDA,CA,PETER PAN SCHOOL,100,99,99,childcare,Y
13418175,ALAMEDA,PRIVATE,ALAMEDA,CA,FUZZY CATERPILLAR,72,70,98,childcare,Y
13419405,ALAMEDA,PRIVATE,ALAMEDA,CA,PETER PAN ACADEMY,50,49,98,childcare,Y
13420949,ALAMEDA,PRIVATE,ALAMEDA,CA,RISING STAR MONTESSORI SCHOOL,75,73,98,childcare,Y
13418967,ALAMEDA,PRIVATE,ALAMEDA,CA,SMALL SIZE BIG MIND PRESCHOOL & INFANT CENTER,55,53,98,childcare,Y
13411388,ALAMEDA,PRIVATE,ALAMEDA,CA,ABC PRESCHOOL,30,28,95,childcare,Y
10206014,ALAMEDA,PRIVATE,ALAMEDA,CA,BAYSIDE MONTESSORI ASSOCIATION,23,21,95,childcare,Y
10210145,ALAMEDA,PRIVATE,ALAMEDA,CA,CHILD UNIQUE MONT. SCHOOL,20,19,95,childcare,Y
13420947,ALAMEDA,PRIVATE,ALAMEDA,CA,"CHILD UNIQUE MONTESSORI SCHOOL, THE",44,41,95,childcare,Y
13414800,ALAMEDA,PRIVATE,ALAMEDA,CA,"CHILD UNIQUE MONTESSORI SCHOOL, THE",30,28,95,childcare,Y
13420896,ALAMEDA,PRIVATE,ALAMEDA,CA,HAPPY LITTLE WORLD,20,19,95,childcare,Y
10200356,ALAMEDA,PRIVATE,ALAMEDA,CA,KIDDIE KAMPUS COOPERATIVE PLAY SCHOOL,31,29,95,childcare,Y
13419407,ALAMEDA,PRIVATE,ALAMEDA,CA,LITTLE SEEDS CHILDREN'S CENTER,40,38,95,childcare,Y
13418182,ALAMEDA,PRIVATE,ALAMEDA,CA,LUNA'S MONTESSORI BILINGUAL SCHOOL,43,40,95,childcare,Y
13420950,ALAMEDA,PRIVATE,ALAMEDA,CA,RISING STAR MONTESSORI CHILDREN'S COTTAGE,38,36,95,childcare,Y
13415259,ALAMEDA,PRIVATE,ALAMEDA,CA,SEEDLING CHILD MONTESSORI SCHOOL,30,28,95,childcare,Y
10210438,ALAMEDA,PRIVATE,ALAMEDA,CA,SON.LIGHT PRESCHOOL,33,31,95,childcare,Y
13422056,ALAMEDA,PRIVATE,ALAMEDA,CA,SUPER SCHOLARS,30,28,95,childcare,Y
13422027,ALAMEDA,PRIVATE,ALAMEDA,CA,TINY TREASURES PRESCHOOL,34,32,95,childcare,Y
10213754,ALAMEDA,PRIVATE,ALAMEDA,CA,WEE CARE PRESCHOOL AND CHILD CARE,43,40,95,childcare,Y
6204697,ALAMEDA,PRIVATE,ALAMEDA,CA,CHINESE CHRISTIAN SCHOOLS?ALAMEDA,45,42,95,kindergarten,Y
6973077,ALAMEDA,PRIVATE,ALAMEDA,CA,ST. PHILIP NERI ELEMENTARY,34,32,95,kindergarten,Y
6204697,ALAMEDA,PRIVATE,ALAMEDA,CA,CHINESE CHRISTIAN SCHOOLS ALAMEDA,31,29,95,7th grade,Y
6965891,ALAMEDA,PRIVATE,ALAMEDA,CA,ST. JOSEPH ELEMENTARY,31,29,95,7th grade,Y
6973077,ALAMEDA,PRIVATE,ALAMEDA,CA,ST. PHILIP NERI ELEMENTARY,35,33,95,7th grade,Y
13420589,ALAMEDA,PUBLIC,ALAMEDA,CA,A.U.S.D.. WOODSTOCK CHILD DEVELOPMENT CENTER,104,102,99,childcare,Y
6100374,ALAMEDA,PUBLIC,ALAMEDA,CA,AMELIA EARHART ELEMENTARY,149,147,99,kindergarten,Y
6090054,ALAMEDA,PUBLIC,ALAMEDA,CA,LINCOLN MIDDLE,278,275,99,7th grade,Y
6090112,ALAMEDA,PUBLIC,ALAMEDA,CA,WILL C. WOOD MIDDLE,183,181,99,7th grade,Y
6110779,ALAMEDA,PUBLIC,ALAMEDA,CA,BAY FARM,73,71,98,kindergarten,Y
6090013,ALAMEDA,PUBLIC,ALAMEDA,CA,EDISON ELEMENTARY,73,71,98,kindergarten,Y
131805,ALAMEDA,PUBLIC,ALAMEDA,CA,THE ACADEMY OF ALAMEDA ELEMENTARY,50,49,98,kindergarten,Y
130609,ALAMEDA,PUBLIC,ALAMEDA,CA,ALAMEDA COMMUNITY LEARNING CENTER,59,57,98,7th grade,Y
6090021,ALAMEDA,PUBLIC,ALAMEDA,CA,FRANK OTIS ELEMENTARY,103,101,98,kindergarten,Y
6090047,ALAMEDA,PUBLIC,ALAMEDA,CA,HENRY HAIGHT ELEMENTARY,124,121,98,kindergarten,Y
122085,ALAMEDA,PUBLIC,ALAMEDA,CA,THE ACADEMY OF ALAMEDA,178,175,98,7th grade,Y
6090120,ALAMEDA,PUBLIC,ALAMEDA,CA,WILLIAM G. PADEN ELEMENTARY,100,97,97,kindergarten,Y
111765,ALAMEDA,PUBLIC,ALAMEDA,CA,RUBY BRIDGES ELEMENTARY,100,96,96,kindergarten,Y
13421982,ALAMEDA,PUBLIC,ALAMEDA,CA,SON RISE PRESCHOOL,22,20,95,childcare,Y
6090039,ALAMEDA,PUBLIC,ALAMEDA,CA,FRANKLIN ELEMENTARY,49,46,95,kindergarten,Y
119222,ALAMEDA,PUBLIC,ALAMEDA,CA,NEA COMMUNITY LEARNING CENTER,48,45,95,kindergarten,Y
6110779,ALAMEDA,PUBLIC,ALAMEDA,CA,BAY FARM,46,43,95,7th grade,Y
119222,ALAMEDA,PUBLIC,ALAMEDA,CA,NEA COMMUNITY LEARNING CENTER,27,25,95,7th grade,Y
13412625,ALAMEDA,PUBLIC,ALAMEDA,CA,"KINDERCARE LEARNING CENTER, #1335",57,54,95,childcare,Y
126656,ALAMEDA,PUBLIC,ALAMEDA,CA,MAYA LIN,75,68,91,kindergarten,Y
132142,ALAMEDA,PUBLIC,ALAMEDA,CA,ENCINAL JUNIOR/SENIOR HIGH,105,84,80,7th grade,Y
10209917,ALAMEDA,PRIVATE,ALBANY,CA,ALBANY PRESCHOOL,56,54,96,childcare,Y
13412710,ALAMEDA,PRIVATE,ALBANY,CA,BAY AREA KINDER STUBE,28,26,95,childcare,Y
13422035,ALAMEDA,PRIVATE,ALBANY,CA,KIDS INTO SPEAKING SPANISH,24,22,95,childcare,Y
13418159,ALAMEDA,PRIVATE,ALBANY,CA,LITTLE VILLAGE PRESCHOOL,22,20,95,childcare,Y
13421418,ALAMEDA,PRIVATE,ALBANY,CA,RISING SUN MONTESSORI SCHOOL,21,19,95,childcare,Y
13420549,ALAMEDA,PUBLIC,ALBANY,CA,ALBANY CHILDREN'S CENTER,72,70,98,childcare,Y
6090146,ALAMEDA,PUBLIC,ALBANY,CA,CORNELL ELEMENTARY,69,67,98,kindergarten,Y
6095376,ALAMEDA,PUBLIC,ALBANY,CA,MARIN ELEMENTARY,92,90,98,kindergarten,Y
6090161,ALAMEDA,PUBLIC,ALBANY,CA,ALBANY MIDDLE,260,255,98,7th grade,Y
6116222,ALAMEDA,PUBLIC,ALBANY,CA,OCEAN VIEW ELEMENTARY,155,150,97,kindergarten,Y
13420548,ALAMEDA,PUBLIC,ALBANY,CA,UCB . UNIVERSITY VILLAGE ECEP,40,38,95,childcare,Y
13411435,ALAMEDA,HEAD START,BERKELEY,CA,BERKELEY YMCA HEAD START . OCEAN VIEW,38,36,95,childcare,Y
10200607,ALAMEDA,HEAD START,BERKELEY,CA,BERKELEY YMCA HEAD START . SOUTH YMCA,45,42,95,childcare,Y
13419470,ALAMEDA,PRIVATE,BERKELEY,CA,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,66,64,98,childcare,Y
10200050,ALAMEDA,PRIVATE,BERKELEY,CA,BERKELEY MONTESSORI SCHOOL,94,92,98,childcare,Y
10204414,ALAMEDA,PRIVATE,BERKELEY,CA,CLAREMONT DAY NURSERIES INC,59,57,98,childcare,Y
10212245,ALAMEDA,PRIVATE,BERKELEY,CA,CORNERSTONE CHILDREN'S CENTER,51,49,98,childcare,Y
13410074,ALAMEDA,PRIVATE,BERKELEY,CA,ECOLE BILINGUE DE BERKELEY PRESCHOOL,85,83,98,childcare,Y
13416236,ALAMEDA,PRIVATE,BERKELEY,CA,HEARTS LEAP ICRI PRESCHOOL,75,73,98,childcare,Y
10212123,ALAMEDA,PRIVATE,BERKELEY,CA,MUSTARD SEED PRESCHOOL,65,63,98,childcare,Y
13419434,ALAMEDA,PRIVATE,BERKELEY,CA,SHU REN INTERNATIONAL SCHOOL,53,51,98,childcare,Y
6989784,ALAMEDA,PRIVATE,BERKELEY,CA,BLACK PINE CIRCLE SCHOOL,62,60,98,7th grade,Y
13418160,ALAMEDA,PRIVATE,BERKELEY,CA,BETH EL NURSERY SCHOOL,59,57,97,childcare,Y
10209297,ALAMEDA,PRIVATE,BERKELEY,CA,STEP ONE SCHOOL,109,105,96,childcare,Y
10209453,ALAMEDA,PRIVATE,BERKELEY,CA,BERKELEY HILLS NURSERY SCHOOL,29,27,95,childcare,Y
13418992,ALAMEDA,PRIVATE,BERKELEY,CA,CEDAR CREEK MONTESSORI SCHOOL,39,37,95,childcare,Y
10210478,ALAMEDA,PRIVATE,BERKELEY,CA,CONGREGATION BETH ISRAEL.GAN SHALOM,32,30,95,childcare,Y
13418996,ALAMEDA,PRIVATE,BERKELEY,CA,CONGREGATION NETIVOT SHALOM,26,24,95,childcare,Y
10204387,ALAMEDA,PRIVATE,BERKELEY,CA,"DANDELION NURSERY SCHOOL, INC",34,32,95,childcare,Y
13414308,ALAMEDA,PRIVATE,BERKELEY,CA,GARDEN DAY MONTESSORI SCHOOL,27,25,95,childcare,Y
10212172,ALAMEDA,PRIVATE,BERKELEY,CA,GAY AUSTIN SCHOOL (THE),34,32,95,childcare,Y
13422461,ALAMEDA,PRIVATE,BERKELEY,CA,GOLDEN GATE KIDS,21,19,95,childcare,Y
13420940,ALAMEDA,PRIVATE,BERKELEY,CA,LITTLE BEANS PRESCHOOL,36,34,95,childcare,Y
13421354,ALAMEDA,PRIVATE,BERKELEY,CA,MI MUNDO PRESCHOOL,31,29,95,childcare,Y
10211112,ALAMEDA,PRIVATE,BERKELEY,CA,MODEL SCHOOL COMPREHENSIVE HUMANISTIC LEARNING CTR,42,39,95,childcare,Y
10210446,ALAMEDA,PRIVATE,BERKELEY,CA,MONTESSORI FAMILY SCHOOL,36,34,95,childcare,Y
10216686,ALAMEDA,PRIVATE,BERKELEY,CA,"MONTEVERDE SCHOOL, THE",37,35,95,childcare,Y
10215940,ALAMEDA,PRIVATE,BERKELEY,CA,"NEW SCHOOL OF BERKELEY, THE",48,45,95,childcare,Y
13414840,ALAMEDA,PRIVATE,BERKELEY,CA,ST. JOHN'S CHILD CARE CENTER,28,26,95,childcare,Y
13417642,ALAMEDA,PRIVATE,BERKELEY,CA,SUNSHINE PRESCHOOL (CEID),27,25,95,childcare,Y
13420943,ALAMEDA,PRIVATE,BERKELEY,CA,WOOLLY MAMMOTH CHILDCARE & PRESCHOOL,20,19,95,childcare,Y
6973085,ALAMEDA,PRIVATE,BERKELEY,CA,SCHOOL OF THE MADELEINE,27,25,95,kindergarten,Y
6973085,ALAMEDA,PRIVATE,BERKELEY,CA,SCHOOL OF THE MADELEINE,37,35,95,7th grade,Y
6967442,ALAMEDA,PRIVATE,BERKELEY,CA,THE BERKELEY SCHOOL,25,23,95,7th grade,Y
10209542,ALAMEDA,PRIVATE,BERKELEY,CA,CENTRO VIDA BILINGUAL CHILDCARE CENTER,58,55,95,childcare,Y
13418198,ALAMEDA,PRIVATE,BERKELEY,CA,JEWISH COMMUNITY CTR OF THE EAST BAY.BERKELEY,75,71,95,childcare,Y
10210068,ALAMEDA,PRIVATE,BERKELEY,CA,DUCK'S NEST . BERKELEY,94,89,95,childcare,Y
13416443,ALAMEDA,PRIVATE,BERKELEY,CA,GRIFFIN NURSERY SCHOOL,33,31,94,childcare,Y
13419427,ALAMEDA,PRIVATE,BERKELEY,CA,HEARTS LEAP NORTH,36,34,94,childcare,Y
6900757,ALAMEDA,PRIVATE,BERKELEY,CA,ECOLE BILINGUE DE BERKELEY,39,36,92,7th grade,Y
6967442,ALAMEDA,PRIVATE,BERKELEY,CA,THE BERKELEY SCHOOL,22,20,91,kindergarten,Y
10200115,ALAMEDA,PRIVATE,BERKELEY,CA,CHILDRENS COMMUNITY CENTER,54,49,91,childcare,Y
13420930,ALAMEDA,PRIVATE,BERKELEY,CA,BRIGHT HORIZONS AT BAYER,64,57,89,childcare,Y
10205758,ALAMEDA,PRIVATE,BERKELEY,CA,NIA HOUSE LEARNING CENTER,66,59,89,childcare,Y
6900757,ALAMEDA,PRIVATE,BERKELEY,CA,ECOLE BILINGUE DE BERKELEY,49,42,86,kindergarten,Y
13417502,ALAMEDA,PRIVATE,BERKELEY,CA,AQUATIC PARK SCHOOL,54,44,81,childcare,Y
13420958,ALAMEDA,PRIVATE,BERKELEY,CA,BERKELEY ROSE SCHOOL,37,26,70,childcare,Y
6142236,ALAMEDA,PRIVATE,BERKELEY,CA,BERKELEY ROSE SCHOOL,21,6,29,kindergarten,Y
13420951,ALAMEDA,PRIVATE,BERKELEY,CA,GLOBAL MONTESSORI INTERNATIONAL SCHOOL,59,3,5,childcare,Y
6090278,ALAMEDA,PUBLIC,BERKELEY,CA,LECONTE ELEMENTARY,101,99,99,kindergarten,Y
6090328,ALAMEDA,PUBLIC,BERKELEY,CA,WASHINGTON ELEMENTARY,120,118,99,kindergarten,Y
6056857,ALAMEDA,PUBLIC,BERKELEY,CA,MARTIN LUTHER KING MIDDLE,353,349,99,7th grade,Y
6056865,ALAMEDA,PUBLIC,BERKELEY,CA,WILLARD MIDDLE,185,183,99,7th grade,Y
10206120,ALAMEDA,PUBLIC,BERKELEY,CA,BERKELEY YMCA HEAD START . WEST,54,52,98,childcare,Y
13418965,ALAMEDA,PUBLIC,BERKELEY,CA,UCB . HASTE STREET CHILD DEVELOPMENT CENTER,65,63,98,childcare,Y
6090252,ALAMEDA,PUBLIC,BERKELEY,CA,JEFFERSON ELEMENTARY,67,65,98,kindergarten,Y
6105316,ALAMEDA,PUBLIC,BERKELEY,CA,JOHN MUIR ELEMENTARY,59,57,98,kindergarten,Y
6090187,ALAMEDA,PUBLIC,BERKELEY,CA,ROSA PARKS ENVIRONMENTAL SCIENCE MAGNET,67,65,98,kindergarten,Y
6090310,ALAMEDA,PUBLIC,BERKELEY,CA,THOUSAND OAKS ELEMENTARY,57,55,98,kindergarten,Y
122689,ALAMEDA,PUBLIC,BERKELEY,CA,REALM CHARTER MIDDLE,57,55,98,7th grade,Y
6090286,ALAMEDA,PUBLIC,BERKELEY,CA,MALCOLM X ELEMENTARY,119,117,98,kindergarten,Y
13419436,ALAMEDA,PUBLIC,BERKELEY,CA,BUSD . FRANKLIN PRESCHOOL,149,146,98,childcare,Y
6090294,ALAMEDA,PUBLIC,BERKELEY,CA,LONGFELLOW ARTS AND TECHNOLOGY MIDDLE,170,167,98,7th grade,Y
10214881,ALAMEDA,PUBLIC,BERKELEY,CA,BUSD . HOPKINS STREET,101,98,97,childcare,Y
6090195,ALAMEDA,PUBLIC,BERKELEY,CA,CRAGMONT ELEMENTARY,57,55,96,kindergarten,Y
13419437,ALAMEDA,PUBLIC,BERKELEY,CA,BUSD . KING CHILD DEVELOPMENT CENTER,84,81,96,childcare,Y
13420895,ALAMEDA,PUBLIC,BERKELEY,CA,UCB . CLARK KERR PRESCHOOL,20,19,95,childcare,Y
10212490,ALAMEDA,PUBLIC,BERKELEY,CA,UCB . HAROLD E. JONES CHILD STUDY CTR/CHILDCARE,47,44,95,childcare,Y
13420980,ALAMEDA,PUBLIC,BERKELEY,CA,VIA NOVA CHILDREN'S SCHOOL,44,41,95,childcare,Y
6090211,ALAMEDA,PUBLIC,BERKELEY,CA,EMERSON ELEMENTARY,40,38,95,kindergarten,Y
6090302,ALAMEDA,PUBLIC,BERKELEY,CA,OXFORD ELEMENTARY,42,39,95,kindergarten,Y
6097729,ALAMEDA,PUBLIC,BERKELEY,CA,BERKELEY ARTS MAGNET AT WHITTIER,62,59,95,kindergarten,Y
10200263,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,HAPPINESS HILL PRESCHOOL AND DAY CARE,147,145,99,childcare,Y
10211775,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,HIS GROWING GROVE,110,108,99,childcare,Y
10211854,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,GROWING YEARS PRESCHOOL,61,59,98,childcare,Y
13419418,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,LITTLE SUNSHINE LEARNING CENTER,56,54,98,childcare,Y
13416606,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,MONTESSORI SCHOOL AT FIVE CANYONS,68,66,98,childcare,Y
6913131,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,REDWOOD CHRISTIAN ELEMENTARY,60,58,98,kindergarten,Y
13416659,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,"REDWOOD FOREST PRESCHOOLS, INC.",127,125,98,childcare,Y
13421345,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,ABC PRESCHOOL & DAYCARE,49,46,95,childcare,Y
13419465,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,EARLY BIRD MONTESSORI SCHOOL . CENTER,37,35,95,childcare,Y
13420917,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,MISS HELENS PRESCHOOL,20,19,95,childcare,Y
6970651,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,OUR LADY OF GRACE SCHOOL,21,19,95,kindergarten,Y
6970651,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,OUR LADY OF GRACE SCHOOL,24,22,95,7th grade,Y
10205961,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,FIRST BAPTIST PRESCHOOL . A KIDS KINGDOM,52,48,92,childcare,Y
10200078,ALAMEDA,PRIVATE,CASTRO VALLEY,CA,BRIGHT WORLD PRESCHOOL,34,4,12,childcare,Y
6090393,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,INDEPENDENT ELEMENTARY,147,145,99,kindergarten,Y
6097653,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,CANYON MIDDLE,474,469,99,7th grade,Y
6090385,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,CREEKSIDE MIDDLE,260,257,99,7th grade,Y
6090369,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,CHABOT ELEMENTARY,76,74,98,kindergarten,Y
6113005,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,JENSEN RANCH ELEMENTARY,57,55,98,kindergarten,Y
6090401,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,MARSHALL ELEMENTARY,82,80,98,kindergarten,Y
6090435,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,PROCTOR ELEMENTARY,75,73,98,kindergarten,Y
6090484,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,VANNOY ELEMENTARY,52,50,98,kindergarten,Y
6062160,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,STROBRIDGE ELEMENTARY,74,72,98,kindergarten,Y
6090351,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,CASTRO VALLEY ELEMENTARY,122,118,97,kindergarten,Y
6090468,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,STANTON ELEMENTARY,101,98,97,kindergarten,Y
13422052,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,CASTRO VALLEY USD . STATE PRESCHOOL,45,42,95,childcare,Y
6090419,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,PALOMARES ELEMENTARY,24,22,95,kindergarten,Y
119248,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,GOLDEN OAK MONTESSORI OF HAYWARD,30,28,95,7th grade,Y
118216,ALAMEDA,PUBLIC,CASTRO VALLEY,CA,ALMA PRESCHOOL,52,46,88,childcare,Y
13421992,ALAMEDA,HEAD START,DUBLIN,CA,CAPE . NIELSON,20,19,95,childcare,Y
13418196,ALAMEDA,PRIVATE,DUBLIN,CA,FOUNTAINHEAD MONTESSORI SCHOOL . DUBLIN,151,149,99,childcare,Y
13422409,ALAMEDA,PRIVATE,DUBLIN,CA,"LEARN AND PLAY MONTESSORI SILVERGATE, INC.",108,106,99,childcare,Y
13406853,ALAMEDA,PRIVATE,DUBLIN,CA,SPRINGFIELD MONTESSORI SCHOOL . DUBLIN,137,135,99,childcare,Y
10205821,ALAMEDA,PRIVATE,DUBLIN,CA,VALLEY CHRISTIAN PRESCHOOL,112,110,99,childcare,Y
10200334,ALAMEDA,PRIVATE,DUBLIN,CA,JOHN KNOX CO.OP PRESCHOOL,72,70,98,childcare,Y
13422000,ALAMEDA,PRIVATE,DUBLIN,CA,JOYFUL KIDS ACADEMY,55,53,98,childcare,Y
10210783,ALAMEDA,PRIVATE,DUBLIN,CA,RESURRECTION LUTHERAN PRESCHOOL,59,57,98,childcare,Y
7103989,ALAMEDA,PRIVATE,DUBLIN,CA,"QUARRY LANE SCHOOL, THE",52,50,98,7th grade,Y
13420914,ALAMEDA,PRIVATE,DUBLIN,CA,SCHOOL OF IMAGINATION,125,122,98,childcare,Y
13419488,ALAMEDA,PRIVATE,DUBLIN,CA,BRIGHT HORIZONS AT DUBLIN,68,65,96,childcare,Y
13421383,ALAMEDA,PRIVATE,DUBLIN,CA,BEYOND MONTESSORI SCHOOL,41,38,95,childcare,Y
13421378,ALAMEDA,PRIVATE,DUBLIN,CA,FOUNTAINHEAD MONTESSORI SCHOOL,33,31,95,childcare,Y
13422065,ALAMEDA,PRIVATE,DUBLIN,CA,GENIUS KIDS,39,37,95,childcare,Y
13422026,ALAMEDA,PRIVATE,DUBLIN,CA,SHOOTING STARS PRESCHOOL,26,24,95,childcare,Y
10215373,ALAMEDA,PRIVATE,DUBLIN,CA,ST. PHILIP PRESCHOOL,49,46,95,childcare,Y
13422435,ALAMEDA,PRIVATE,DUBLIN,CA,ST. RAYMOND PRESCHOOL,24,22,95,childcare,Y
10214680,ALAMEDA,PRIVATE,DUBLIN,CA,TOTS UNIVERSITY,32,30,95,childcare,Y
7103989,ALAMEDA,PRIVATE,DUBLIN,CA,"QUARRY LANE SCHOOL, THE",47,44,95,kindergarten,Y
7012222,ALAMEDA,PRIVATE,DUBLIN,CA,ST. RAYMOND,27,25,95,kindergarten,Y
6972657,ALAMEDA,PRIVATE,DUBLIN,CA,VALLEY CHRISTIAN ELEMENTARY SCHOOL,35,33,95,kindergarten,Y
7012222,ALAMEDA,PRIVATE,DUBLIN,CA,ST. RAYMOND,37,35,95,7th grade,Y
6933170,ALAMEDA,PRIVATE,DUBLIN,CA,VALLEY CHRISTIAN MIDDLE / SENIOR HIGH SCHOOL,26,24,95,7th grade,Y
10205609,ALAMEDA,PRIVATE,DUBLIN,CA,JOY PRESCHOOL AND DAY CARE CENTER,32,30,94,childcare,Y
13421333,ALAMEDA,PRIVATE,DUBLIN,CA,KIDANGO . EMERALD VISTA,78,68,87,childcare,Y
13422068,ALAMEDA,PRIVATE,DUBLIN,CA,NURTURE KIDS MONTESSORI,32,27,84,childcare,Y
13415772,ALAMEDA,PRIVATE,DUBLIN,CA,KINDERCARE LEARNING CENTER,88,36,41,childcare,Y
6001374,ALAMEDA,PUBLIC,DUBLIN,CA,DUBLIN ELEMENTARY,150,148,99,kindergarten,Y
6001390,ALAMEDA,PUBLIC,DUBLIN,CA,FREDERIKSEN ELEMENTARY,118,116,99,kindergarten,Y
123935,ALAMEDA,PUBLIC,DUBLIN,CA,HAROLD WILLIAM KOLB,155,153,99,kindergarten,Y
131615,ALAMEDA,PUBLIC,DUBLIN,CA,J. M. AMADOR ELEMENTARY,156,154,99,kindergarten,Y
6118038,ALAMEDA,PUBLIC,DUBLIN,CA,JAMES DOUGHERTY ELEMENTARY,255,252,99,kindergarten,Y
114579,ALAMEDA,PUBLIC,DUBLIN,CA,JOHN GREEN ELEMENTARY,124,122,99,kindergarten,Y
6001424,ALAMEDA,PUBLIC,DUBLIN,CA,MURRAY ELEMENTARY,105,103,99,kindergarten,Y
125930,ALAMEDA,PUBLIC,DUBLIN,CA,ELEANOR MURRAY FALLON,497,492,99,7th grade,Y
6066484,ALAMEDA,PUBLIC,DUBLIN,CA,WELLS MIDDLE,342,338,99,7th grade,Y
13420963,ALAMEDA,HEAD START,EMERYVILLE,CA,BERKELEY YMCA HEAD START . EMERYVILLE MARINA,41,38,95,childcare,Y
10213812,ALAMEDA,PRIVATE,EMERYVILLE,CA,EMERYVILLE CHILD DEVELOPMENT CENTER,61,59,97,childcare,Y
13420567,ALAMEDA,PRIVATE,EMERYVILLE,CA,CCLC . CLIF BASE CAMP CHILD CARE CENTER,38,36,95,childcare,Y
10216054,ALAMEDA,PRIVATE,EMERYVILLE,CA,PACIFIC RIM INTERNATIONAL SCHOOL,24,22,95,childcare,Y
13422053,ALAMEDA,PUBLIC,EMERYVILLE,CA,LEPORT SCHOOL,85,83,98,childcare,Y
6090492,ALAMEDA,PUBLIC,EMERYVILLE,CA,ANNA YATES ELEMENTARY,72,70,98,kindergarten,Y
6090492,ALAMEDA,PUBLIC,EMERYVILLE,CA,ANNA YATES ELEMENTARY,52,50,96,7th grade,Y
13421991,ALAMEDA,HEAD START,FREMONT,CA,CFCS . BLACOW HEAD START,48,45,95,childcare,Y
10213888,ALAMEDA,PRIVATE,FREMONT,CA,BRIDGES COMMUNITY CHURCH . LITTLE LAMB MINISTRIES,112,110,99,childcare,Y
10212589,ALAMEDA,PRIVATE,FREMONT,CA,FREMONT CHRISTIAN PRESCHOOL,145,143,99,childcare,Y
10204515,ALAMEDA,PRIVATE,FREMONT,CA,KIMBER HILLS PRESCHOOL,107,105,99,childcare,Y
13414408,ALAMEDA,PRIVATE,FREMONT,CA,KINDERCARE LEARNING CENTER,101,99,99,childcare,Y
13422410,ALAMEDA,PRIVATE,FREMONT,CA,"LEARN AND PLAY MONTESSORI IRVINGTON, INC.",230,227,99,childcare,Y
13422411,ALAMEDA,PRIVATE,FREMONT,CA,"LEARN AND PLAY MONTESSORI PERALTA, INC.",115,113,99,childcare,Y
13422434,ALAMEDA,PRIVATE,FREMONT,CA,LEARNING KIDS MONTESSORI INC.,117,115,99,childcare,Y
13420906,ALAMEDA,PRIVATE,FREMONT,CA,LITTLE FLOWERS MONTESSORI,106,104,99,childcare,Y
13418197,ALAMEDA,PRIVATE,FREMONT,CA,"LITTLE FLOWERS MONTESSORI, INC",208,205,99,childcare,Y
13421998,ALAMEDA,PRIVATE,FREMONT,CA,LITTLE TREE MONTESSORI INTERNATIONAL SCHOOL,105,103,99,childcare,Y
13417530,ALAMEDA,PRIVATE,FREMONT,CA,MISSION VALLEY MONTESSORI CHILDREN'S LRNG. CENT.,185,183,99,childcare,Y
13412618,ALAMEDA,PRIVATE,FREMONT,CA,MONTESSORI CHILDREN'S CENTER,103,101,99,childcare,Y
13412901,ALAMEDA,PRIVATE,FREMONT,CA,MONTESSORI SCHOOL OF FREMONT,103,101,99,childcare,Y
13420588,ALAMEDA,PRIVATE,FREMONT,CA,STRATFORD SCHOOL,180,178,99,childcare,Y
