"013422012","ALAMEDA","UNKNOWN","SAN LEANDRO","AB'S PRESCHOOL & DAYCARE","",".",".","N","ChildCareData"
"013419449","ALAMEDA","PRIVATE","FREMONT","ABC MAGIC MOMENTS PRESCHOOL - IRVINGTON","55.0","--*","≥98%","Y","ChildCareData"
"013417471","ALAMEDA","PRIVATE","FREMONT","ABC MAGIC MOMENTS,INC. PRESCHOOL/CHILDCARE","28.0","--*","≥95%","Y","ChildCareData"
"013411388","ALAMEDA","PRIVATE","ALAMEDA","ABC PRESCHOOL","30.0","--*","≥95%","Y","ChildCareData"
"013421345","ALAMEDA","PRIVATE","CASTRO VALLEY","ABC PRESCHOOL & DAYCARE","49.0","--*","≥95%","Y","ChildCareData"
"013420975","ALAMEDA","PRIVATE","OAKLAND","ACADEMIA DE MI ABUELA","28.0","--*","≥95%","Y","ChildCareData"
"013415846","ALAMEDA","PRIVATE","OAKLAND","ACTS FULL GOSPEL CHRISTIAN ACADEMY","20.0","--*","≥95%","Y","ChildCareData"
"013417566","ALAMEDA","PRIVATE","OAKLAND","ADVANCE DAY CARE CENTER","65.0","--*","≥98%","Y","ChildCareData"
"013416177","ALAMEDA","PRIVATE","UNION CITY","ADVENTURE MONTESSORI ACADEMY AND SCHOOL","47.0","--*","≥95%","Y","ChildCareData"
"010206772","ALAMEDA","PRIVATE","SAN LORENZO","ADVENTURE TIME - DEL REY","",".",".","N","ChildCareData"
"010205718","ALAMEDA","PRIVATE","PLEASANTON","ADVENTURES IN LEARNING","82.0","77","94","Y","ChildCareData"
"010214883","ALAMEDA","HEAD START","ALAMEDA","ALAMEDA HEAD START - ANGELA AGUILAR CENTER","63.0","--*","≥98%","Y","ChildCareData"
"013417425","ALAMEDA","HEAD START","ALAMEDA","ALAMEDA HEAD START - SUE MATHESON CENTER","47.0","--*","≥95%","Y","ChildCareData"
"013420593","ALAMEDA","HEAD START","ALAMEDA","ALAMEDA HEAD START- COLLEGE OF ALAMEDA HEAD START","44.0","--*","≥95%","Y","ChildCareData"
"013420549","ALAMEDA","PUBLIC","ALBANY","ALBANY CHILDREN'S CENTER","72.0","--*","≥98%","Y","ChildCareData"
"010209917","ALAMEDA","PRIVATE","ALBANY","ALBANY PRESCHOOL","56.0","54","96","Y","ChildCareData"
"000118216","ALAMEDA","PUBLIC","CASTRO VALLEY","ALMA PRESCHOOL","52.0","46","88","Y","ChildCareData"
"013419470","ALAMEDA","PRIVATE","BERKELEY","AMERICAN INTERNATIONAL MONTESSORI SCHOOL","66.0","--*","≥98%","Y","ChildCareData"
"013417502","ALAMEDA","PRIVATE","BERKELEY","AQUATIC PARK SCHOOL","54.0","44","81","Y","ChildCareData"
"013412710","ALAMEDA","PRIVATE","ALBANY","BAY AREA KINDER STUBE","28.0","--*","≥95%","Y","ChildCareData"
"010206014","ALAMEDA","PRIVATE","ALAMEDA","BAYSIDE MONTESSORI ASSOCIATION","23.0","--*","≥95%","Y","ChildCareData"
"010209453","ALAMEDA","PRIVATE","BERKELEY","BERKELEY HILLS NURSERY SCHOOL","29.0","--*","≥95%","Y","ChildCareData"
"010200050","ALAMEDA","PRIVATE","BERKELEY","BERKELEY MONTESSORI SCHOOL","94.0","--*","≥98%","Y","ChildCareData"
"013420958","ALAMEDA","PRIVATE","BERKELEY","BERKELEY ROSE SCHOOL","37.0","26","70","Y","ChildCareData"
"013420963","ALAMEDA","HEAD START","EMERYVILLE","BERKELEY YMCA HEAD START - EMERYVILLE MARINA","41.0","--*","≥95%","Y","ChildCareData"
"013411435","ALAMEDA","HEAD START","BERKELEY","BERKELEY YMCA HEAD START - OCEAN VIEW","38.0","--*","≥95%","Y","ChildCareData"
"010200607","ALAMEDA","HEAD START","BERKELEY","BERKELEY YMCA HEAD START - SOUTH YMCA","45.0","--*","≥95%","Y","ChildCareData"
"010206120","ALAMEDA","PUBLIC","BERKELEY","BERKELEY YMCA HEAD START - WEST","54.0","--*","≥98%","Y","ChildCareData"
"013422458","ALAMEDA","PRIVATE","OAKLAND","BERNICE & JOE PLAYSCHOOL","36.0","34","94","Y","ChildCareData"
"013418160","ALAMEDA","PRIVATE","BERKELEY","BETH EL NURSERY SCHOOL","59.0","57","97","Y","ChildCareData"
"013417600","ALAMEDA","PRIVATE","PLEASANTON","BETH EMEK PRESCHOOL","39.0","--*","≥95%","Y","ChildCareData"
"010209547","ALAMEDA","PRIVATE","SAN LEANDRO","BETH SHOLOM PRESCHOOL","49.0","--*","≥95%","Y","ChildCareData"
"013417988","ALAMEDA","PRIVATE","OAKLAND","BETTY'S CHILDREN'S ACADEMY-PRESCHOOL & CHILD CARE","26.0","--*","≥95%","Y","ChildCareData"
"013421383","ALAMEDA","PRIVATE","DUBLIN","BEYOND MONTESSORI SCHOOL","41.0","--*","≥95%","Y","ChildCareData"
"010209844","ALAMEDA","PRIVATE","OAKLAND","BLUESKIES FOR CHILDREN - ELLEN SHERWOOD NURS SCH","56.0","--*","≥98%","Y","ChildCareData"
"010206158","ALAMEDA","PUBLIC","OAKLAND","BOOTH MEMORIAL DAY CARE","56.0","--*","≥98%","Y","ChildCareData"
"010213888","ALAMEDA","PRIVATE","FREMONT","BRIDGES COMMUNITY CHURCH - LITTLE LAMB MINISTRIES","112.0","--*","≥99%","Y","ChildCareData"
"013422432","ALAMEDA","PRIVATE","OAKLAND","BRIGHT FUTURE EARLY LEARNING CENTER","32.0","--*","≥95%","Y","ChildCareData"
"013420930","ALAMEDA","PRIVATE","BERKELEY","BRIGHT HORIZONS AT BAYER","64.0","57","89","Y","ChildCareData"
"013419488","ALAMEDA","PRIVATE","DUBLIN","BRIGHT HORIZONS AT DUBLIN","68.0","65","96","Y","ChildCareData"
"013415928","ALAMEDA","PRIVATE","ALAMEDA","BRIGHT HORIZONS AT GARNER","109.0","--*","≥99%","Y","ChildCareData"
"013422466","ALAMEDA","UNKNOWN","DUBLIN","BRIGHT KIDS ACADEMY DBA JEI LEARNING CENTER","",".",".","N","ChildCareData"
"010200078","ALAMEDA","PRIVATE","CASTRO VALLEY","BRIGHT WORLD PRESCHOOL","34.0","4","12","Y","ChildCareData"
"013411080","ALAMEDA","PRIVATE","OAKLAND","BROADWAY CHILDREN'S SCHOOL OF OAKLAND, INC.","53.0","51","96","Y","ChildCareData"
"013418986","ALAMEDA","PRIVATE","SAN LEANDRO","BUBBLY TOTS LEARNING CENTER","64.0","--*","≥98%","Y","ChildCareData"
"000123026","ALAMEDA","PUBLIC","OAKLAND","BURBANK PRESCHOOL CENTER","201.0","--*","≥99%","Y","ChildCareData"
"013419436","ALAMEDA","PUBLIC","BERKELEY","BUSD - FRANKLIN PRESCHOOL","149.0","146","98","Y","ChildCareData"
"010214881","ALAMEDA","PUBLIC","BERKELEY","BUSD - HOPKINS STREET","101.0","98","97","Y","ChildCareData"
"013419437","ALAMEDA","PUBLIC","BERKELEY","BUSD - KING CHILD DEVELOPMENT CENTER","84.0","81","96","Y","ChildCareData"
"013418167","ALAMEDA","HEAD START","LIVERMORE","CAPE - BESS PLATT","37.0","--*","≥95%","Y","ChildCareData"
"013412137","ALAMEDA","HEAD START","PLEASANTON","CAPE - HEAD START - HILL 'N DALE PRESCHOOL","20.0","--*","≥95%","Y","ChildCareData"
"013421992","ALAMEDA","HEAD START","DUBLIN","CAPE - NIELSON","20.0","--*","≥95%","Y","ChildCareData"
"010213356","ALAMEDA","HEAD START","LIVERMORE","CAPE - WM. ORMAND III EARLY ED. CTR.","39.0","--*","≥95%","Y","ChildCareData"
"013422437","ALAMEDA","HEAD START","LIVERMORE","CAPE ALMOND CENTER","28.0","--*","≥95%","Y","ChildCareData"
"013422052","ALAMEDA","PUBLIC","CASTRO VALLEY","CASTRO VALLEY USD - STATE PRESCHOOL","45.0","--*","≥95%","Y","ChildCareData"
"013420567","ALAMEDA","PRIVATE","EMERYVILLE","CCLC - CLIF BASE CAMP CHILD CARE CENTER","38.0","--*","≥95%","Y","ChildCareData"
"013418992","ALAMEDA","PRIVATE","BERKELEY","CEDAR CREEK MONTESSORI SCHOOL","39.0","--*","≥95%","Y","ChildCareData"
"013415193","ALAMEDA","PRIVATE","LIVERMORE","CELEBRATION LEARNING CENTER","28.0","--*","≥95%","Y","ChildCareData"
"010209542","ALAMEDA","PRIVATE","BERKELEY","CENTRO VIDA BILINGUAL CHILDCARE CENTER","58.0","55","95","Y","ChildCareData"
"013421991","ALAMEDA","HEAD START","FREMONT","CFCS - BLACOW HEAD START","48.0","--*","≥95%","Y","ChildCareData"
"013419482","ALAMEDA","HEAD START","SAN LEANDRO","CFCS - HILLSIDE HEAD START","36.0","--*","≥95%","Y","ChildCareData"
"013420960","ALAMEDA","HEAD START","HAYWARD","CFCS - JOHN MUIR HEAD START SITE","",".",".","N","ChildCareData"
"013420577","ALAMEDA","HEAD START","HAYWARD","CFCS - LORENZO MANOR HEAD START","32.0","--*","≥95%","Y","ChildCareData"
"013422049","ALAMEDA","HEAD START","HAYWARD","CFCS HANSEN HEAD START","30.0","--*","≥95%","Y","ChildCareData"
"010215558","ALAMEDA","HEAD START","NEWARK","CFCS HEAD START - ASH STREET","29.0","--*","≥95%","Y","ChildCareData"
"013411098","ALAMEDA","HEAD START","UNION CITY","CFCS HEAD START - DECOTO PLAZA","30.0","--*","≥95%","Y","ChildCareData"
"010212000","ALAMEDA","HEAD START","HAYWARD","CFCS HEAD START - GLASSBROOK","31.0","--*","≥95%","Y","ChildCareData"
"010215834","ALAMEDA","HEAD START","SAN LEANDRO","CFCS HEAD START - JEFFERSON","20.0","--*","≥95%","Y","ChildCareData"
"010212907","ALAMEDA","HEAD START","SAN LEANDRO","CFCS HEAD START - MADISON","34.0","--*","≥95%","Y","ChildCareData"
"013418958","ALAMEDA","HEAD START","SAN LEANDRO","CFCS HEAD START - SAN LEANDRO ADULT SCHOOL","34.0","--*","≥95%","Y","ChildCareData"
"013418959","ALAMEDA","HEAD START","HAYWARD","CFCS HEAD START - SUNSET","48.0","--*","≥95%","Y","ChildCareData"
"013412444","ALAMEDA","HEAD START","NEWARK","CFCS HEAD START - WHITEFORD","25.0","--*","≥95%","Y","ChildCareData"
"013418950","ALAMEDA","HEAD START","HAYWARD","CFCS HEAD START CENTER - BIDWELL","32.0","--*","≥95%","Y","ChildCareData"
"013419397","ALAMEDA","HEAD START","HAYWARD","CFCS PEIXOTO HEAD START CENTER","116.0","--*","≥99%","Y","ChildCareData"
"013411745","ALAMEDA","PUBLIC","HAYWARD","CHABOT COLLEGE, CHILDREN'S CENTER","51.0","--*","≥98%","Y","ChildCareData"
"013412399","ALAMEDA","PRIVATE","NEWARK","CHALLENGER SCHOOL","156.0","--*","≥99%","Y","ChildCareData"
"010212301","ALAMEDA","PRIVATE","NEWARK","CHALLENGER SCHOOL","157.0","--*","≥99%","Y","ChildCareData"
"013414363","ALAMEDA","PRIVATE","OAKLAND","CHATHAM SCHOOL","49.0","--*","≥95%","Y","ChildCareData"
"013418176","ALAMEDA","PRIVATE","OAKLAND","CHATHAM SCHOOL - REDWOOD CAMPUS","102.0","--*","≥99%","Y","ChildCareData"
"013420524","ALAMEDA","PRIVATE","PLEASANTON","CHILD DAY SCHOOL, LLC - PLEASANTON","58.0","--*","≥98%","Y","ChildCareData"
"013416485","ALAMEDA","PRIVATE","BERKELEY","CHILD EDUCATION CENTER","",".",".","N","ChildCareData"
"010210145","ALAMEDA","PRIVATE","ALAMEDA","CHILD UNIQUE MONT. SCHOOL","20.0","--*","≥95%","Y","ChildCareData"
"013420947","ALAMEDA","PRIVATE","ALAMEDA","CHILD UNIQUE MONTESSORI SCHOOL, THE","44.0","--*","≥95%","Y","ChildCareData"
"013414800","ALAMEDA","PRIVATE","ALAMEDA","CHILD UNIQUE MONTESSORI SCHOOL, THE","30.0","--*","≥95%","Y","ChildCareData"
"010209901","ALAMEDA","PRIVATE","FREMONT","CHILD'S HIDEAWAY, A","25.0","--*","≥95%","Y","ChildCareData"
"013418096","ALAMEDA","PRIVATE","SAN LEANDRO","CHILDREN'S MONTESSORI ADVENTURE","41.0","37","90","Y","ChildCareData"
"013420978","ALAMEDA","PRIVATE","HAYWARD","CHILDRENS CHOICE EDUCARE","43.0","--*","≥95%","Y","ChildCareData"
"010200115","ALAMEDA","PRIVATE","BERKELEY","CHILDRENS COMMUNITY CENTER","54.0","49","91","Y","ChildCareData"
"013414324","ALAMEDA","PRIVATE","LIVERMORE","CHRISTIAN WORLD CHILD CARE CENTER","53.0","--*","≥98%","Y","ChildCareData"
"013419473","ALAMEDA","PUBLIC","UNION CITY","CITY OF UNION CITY - HOLLY CENTER","27.0","--*","≥95%","Y","ChildCareData"
"013420535","ALAMEDA","PUBLIC","UNION CITY","CITY OF UNION CITY - KENNEDY CENTER","20.0","--*","≥95%","Y","ChildCareData"
"010204414","ALAMEDA","PRIVATE","BERKELEY","CLAREMONT DAY NURSERIES INC","59.0","--*","≥98%","Y","ChildCareData"
"010204415","ALAMEDA","PRIVATE","OAKLAND","CLAREMONT DAY NURSERIES INC","35.0","33","94","Y","ChildCareData"
"013422467","ALAMEDA","PRIVATE","OAKLAND","COLIBRI PRESCHOOL","37.0","--*","≥95%","Y","ChildCareData"
"013411559","ALAMEDA","PRIVATE","OAKLAND","COLOR ME CHILDREN","25.0","--*","≥95%","Y","ChildCareData"
"010200139","ALAMEDA","PRIVATE","SAN LORENZO","COMMUNITY CHURCH PRESCHOOL","27.0","--*","≥95%","Y","ChildCareData"
"010210478","ALAMEDA","PRIVATE","BERKELEY","CONGREGATION BETH ISRAEL-GAN SHALOM","32.0","--*","≥95%","Y","ChildCareData"
"013418996","ALAMEDA","PRIVATE","BERKELEY","CONGREGATION NETIVOT SHALOM","26.0","--*","≥95%","Y","ChildCareData"
"010212245","ALAMEDA","PRIVATE","BERKELEY","CORNERSTONE CHILDREN'S CENTER","51.0","--*","≥98%","Y","ChildCareData"
"013418972","ALAMEDA","PUBLIC","LIVERMORE","COTTAGE PRESCHOOL","70.0","--*","≥98%","Y","ChildCareData"
"013420608","ALAMEDA","PRIVATE","HAYWARD","CREATIVE KIDS","",".",".","N","ChildCareData"
"013421407","ALAMEDA","UNKNOWN","OAKLAND","CULTIVATING KIDS EARLY CHILDHOOD CENTER","",".",".","N","ChildCareData"
"013421334","ALAMEDA","PRIVATE","OAKLAND","DAISY CHILD DEVELOPMENT CENTER","35.0","--*","≥95%","Y","ChildCareData"
"010204387","ALAMEDA","PRIVATE","BERKELEY","DANDELION NURSERY SCHOOL, INC","34.0","--*","≥95%","Y","ChildCareData"
"013421981","ALAMEDA","PRIVATE","FREMONT","DANIEL CHRISTIAN ACADEMY","47.0","--*","≥95%","Y","ChildCareData"
"013412358","ALAMEDA","PUBLIC","SAN LEANDRO","DAVIS STREET AT JEFFERSON","40.0","--*","≥95%","Y","ChildCareData"
"013422001","ALAMEDA","PRIVATE","SAN LEANDRO","DAVIS STREET CDC @ LAKESIDE","20.0","--*","≥95%","Y","ChildCareData"
"010214436","ALAMEDA","PRIVATE","SAN LEANDRO","DAVIS STREET CHILD CARE CENTER","62.0","--*","≥98%","Y","ChildCareData"
"013412740","ALAMEDA","PRIVATE","NEWARK","DIVERSITY CHILDREN'S CENTER","35.0","--*","≥95%","Y","ChildCareData"
"013420528","ALAMEDA","PRIVATE","OAKLAND","DR. HERBERT GUICE CHRISTIAN ACADEMY","23.0","--*","≥95%","Y","ChildCareData"
"013418999","ALAMEDA","PRIVATE","OAKLAND","DUCK POND PRESCHOOL (THE)","25.0","--*","≥95%","Y","ChildCareData"
"010210068","ALAMEDA","PRIVATE","BERKELEY","DUCK'S NEST - BERKELEY","94.0","89","95","Y","ChildCareData"
"013422453","ALAMEDA","PRIVATE","OAKLAND","DUCKS NEST","50.0","--*","≥98%","Y","ChildCareData"
"013421405","ALAMEDA","PRIVATE","OAKLAND","DUCKS NEST - 41ST STREET","90.0","84","93","Y","ChildCareData"
"013419465","ALAMEDA","PRIVATE","CASTRO VALLEY","EARLY BIRD MONTESSORI SCHOOL - CENTER","37.0","--*","≥95%","Y","ChildCareData"
"010214653","ALAMEDA","PRIVATE","PLEASANTON","EARLY YEARS CHILDREN'S CENTER","75.0","--*","≥98%","Y","ChildCareData"
"013417784","ALAMEDA","PRIVATE","OAKLAND","EAST BAY ACADEMY, INC.","88.0","--*","≥98%","Y","ChildCareData"
"013410074","ALAMEDA","PRIVATE","BERKELEY","ECOLE BILINGUE DE BERKELEY PRESCHOOL","85.0","--*","≥98%","Y","ChildCareData"
"013419440","ALAMEDA","PRIVATE","HAYWARD","EIFFEL TOWER MONTESSORI PRESCHOOL & K","51.0","--*","≥98%","Y","ChildCareData"
"010210079","ALAMEDA","PRIVATE","HAYWARD","ELMHURST DAY CARE AND PRESCHOOL","82.0","--*","≥98%","Y","ChildCareData"
"010213812","ALAMEDA","PRIVATE","EMERYVILLE","EMERYVILLE CHILD DEVELOPMENT CENTER","61.0","59","97","Y","ChildCareData"
"000119933","ALAMEDA","PUBLIC","EMERYVILLE","EMERYVILLE PRESCHOOL STUDENTS","",".",".","N","ChildCareData"
"013420938","ALAMEDA","PRIVATE","FREMONT","EMPIRE MONTESSORI PRESCHOOL","88.0","--*","≥98%","Y","ChildCareData"
"013418191","ALAMEDA","PRIVATE","OAKLAND","ESCUELA BILINGUE INTERNACIONAL","87.0","84","97","Y","ChildCareData"
"013418151","ALAMEDA","PRIVATE","HAYWARD","EYES ON YOU DAY CARE CENTER","",".",".","N","ChildCareData"
"010205961","ALAMEDA","PRIVATE","CASTRO VALLEY","FIRST BAPTIST PRESCHOOL - A KIDS KINGDOM","52.0","48","92","Y","ChildCareData"
"010201132","ALAMEDA","PRIVATE","OAKLAND","FIRST COVENANT TREEHOUSE PRESCHOOL","135.0","--*","≥99%","Y","ChildCareData"
"013421378","ALAMEDA","PRIVATE","DUBLIN","FOUNTAINHEAD MONTESSORI SCHOOL","33.0","--*","≥95%","Y","ChildCareData"
"013417785","ALAMEDA","PRIVATE","LIVERMORE","FOUNTAINHEAD MONTESSORI SCHOOL","45.0","--*","≥95%","Y","ChildCareData"
"013418196","ALAMEDA","PRIVATE","DUBLIN","FOUNTAINHEAD MONTESSORI SCHOOL - DUBLIN","151.0","--*","≥99%","Y","ChildCareData"
"013421393","ALAMEDA","PRIVATE","LIVERMORE","FREE TO BE ME CHILD CARE","46.0","--*","≥95%","Y","ChildCareData"
"010214913","ALAMEDA","PRIVATE","UNION CITY","FREE TO BE PRE-SCHOOL","39.0","--*","≥95%","Y","ChildCareData"
"010212589","ALAMEDA","PRIVATE","FREMONT","FREMONT CHRISTIAN PRESCHOOL","145.0","--*","≥99%","Y","ChildCareData"
"013417033","ALAMEDA","PRIVATE","FREMONT","FREMONT PARENTS NURSERY SCHOOL","45.0","--*","≥95%","Y","ChildCareData"
"013416472","ALAMEDA","PUBLIC","FREMONT","FUSD - ALVIRDA HYMAN LEARNING CENTER","60.0","--*","≥98%","Y","ChildCareData"
"013417235","ALAMEDA","PUBLIC","FREMONT","FUSD - BLACOW STATE PRESCHOOL","24.0","--*","≥95%","Y","ChildCareData"
"010214464","ALAMEDA","PUBLIC","FREMONT","FUSD - CABRILLO STATE PRESCHOOL","24.0","--*","≥95%","Y","ChildCareData"
"010214465","ALAMEDA","PUBLIC","FREMONT","FUSD - DURHAM STATE PRESCHOOL","42.0","--*","≥95%","Y","ChildCareData"
"013421986","ALAMEDA","PUBLIC","FREMONT","FUSD - GLANKLER SCHOOL","45.0","--*","≥95%","Y","ChildCareData"
"013415472","ALAMEDA","PUBLIC","FREMONT","FUSD - GRIMMER STATE PRESCHOOL","42.0","--*","≥95%","Y","ChildCareData"
"013418175","ALAMEDA","PRIVATE","ALAMEDA","FUZZY CATERPILLAR","72.0","--*","≥98%","Y","ChildCareData"
"010205169","ALAMEDA","PRIVATE","OAKLAND","GAN AVRAHAM NURSERY SCHOOL","59.0","--*","≥98%","Y","ChildCareData"
"010210219","ALAMEDA","PRIVATE","OAKLAND","GAN MAH TOV PRESCHOOL","29.0","--*","≥95%","Y","ChildCareData"
"010213705","ALAMEDA","PRIVATE","FREMONT","GAN SAMEACH NURSERY SCHOOL","28.0","--*","≥95%","Y","ChildCareData"
"013414308","ALAMEDA","PRIVATE","BERKELEY","GARDEN DAY MONTESSORI SCHOOL","27.0","--*","≥95%","Y","ChildCareData"
"010212172","ALAMEDA","PRIVATE","BERKELEY","GAY AUSTIN SCHOOL (THE)","34.0","--*","≥95%","Y","ChildCareData"
"013422065","ALAMEDA","PRIVATE","DUBLIN","GENIUS KIDS","39.0","--*","≥95%","Y","ChildCareData"
"013422418","ALAMEDA","PRIVATE","FREMONT","GENIUS KIDS","45.0","--*","≥95%","Y","ChildCareData"
"013422009","ALAMEDA","PRIVATE","FREMONT","GENIUS KIDS","20.0","--*","≥95%","Y","ChildCareData"
