"6100374","ALAMEDA","PUBLIC","ALAMEDA","EARHART (AMELIA) ELEM.","102.0","102.0","100.0","Y","KindergartenData"
"6090013","ALAMEDA","PUBLIC","ALAMEDA","EDISON ELEM.","74.0","65.0","87.83783783783784","Y","KindergartenData"
"6090039","ALAMEDA","PUBLIC","ALAMEDA","FRANKLIN ELEM.","50.0","49.0","98.0","Y","KindergartenData"
"6090047","ALAMEDA","PUBLIC","ALAMEDA","HAIGHT ELEM.","50.0","50.0","100.0","Y","KindergartenData"
"6090005","ALAMEDA","PUBLIC","ALAMEDA","LUM (DONALD D.) ELEM.","74.0","71.0","95.94594594594594","Y","KindergartenData"
"0119222","ALAMEDA","PUBLIC","ALAMEDA","NEA COMMUNITY LEARNING CENTER","36.0","32.0","88.88888888888889","Y","KindergartenData"
"6090021","ALAMEDA","PUBLIC","ALAMEDA","OTIS (FRANK) ELEM.","96.0","90.0","93.75","Y","KindergartenData"
"6090120","ALAMEDA","PUBLIC","ALAMEDA","PADEN ELEM.","50.0","50.0","100.0","Y","KindergartenData"
"0111765","ALAMEDA","PUBLIC","ALAMEDA","RUBY BRIDGES ELEMENTARY","100.0","87.0","87.0","Y","KindergartenData"
"6090104","ALAMEDA","PUBLIC","ALAMEDA","WASHINGTON ELEM.","25.0","24.0","96.0","Y","KindergartenData"
"0118489","ALAMEDA","PUBLIC","BERKELEY","ASPIRE CALIFORNIA COLLEGE PREPARATORY ACADEMY","58.0","49.0","84.48275862068965","Y","KindergartenData"
"0109835","ALAMEDA","PUBLIC","NEWARK","FAME PUBLIC CHARTER","155.0","127.0","81.93548387096774","Y","KindergartenData"
"0123968","ALAMEDA","PUBLIC","OAKLAND","COMMUNITY SCHOOL FOR CREATIVE EDUCATION","33.0","30.0","90.9090909090909","Y","KindergartenData"
"6090146","ALAMEDA","PUBLIC","ALBANY","CORNELL ELEM.","75.0","68.0","90.66666666666666","Y","KindergartenData"
"6095376","ALAMEDA","PUBLIC","ALBANY","MARIN ELEM.","75.0","69.0","92.0","Y","KindergartenData"
"6116222","ALAMEDA","PUBLIC","ALBANY","OCEAN VIEW SCHOOL","124.0","120.0","96.7741935483871","Y","KindergartenData"
"6097729","ALAMEDA","PUBLIC","BERKELEY","BERKELEY ARTS MAGNET","63.0","61.0","96.82539682539682","Y","KindergartenData"
"6090195","ALAMEDA","PUBLIC","BERKELEY","CRAGMONT ELEM","62.0","59.0","95.16129032258065","Y","KindergartenData"
"6090211","ALAMEDA","PUBLIC","BERKELEY","EMERSON PRIMARY","41.0","34.0","82.92682926829268","Y","KindergartenData"
"6090252","ALAMEDA","PUBLIC","BERKELEY","JEFFERSON PRIMARY","60.0","52.0","86.66666666666667","Y","KindergartenData"
"6105316","ALAMEDA","PUBLIC","BERKELEY","JOHN MUIR ELEM.","63.0","45.0","71.42857142857143","Y","KindergartenData"
"6090278","ALAMEDA","PUBLIC","BERKELEY","LE CONTE ELEM.","58.0","51.0","87.93103448275862","Y","KindergartenData"
"6090286","ALAMEDA","PUBLIC","BERKELEY","MALCOLM X","77.0","59.0","76.62337662337663","Y","KindergartenData"
"6090302","ALAMEDA","PUBLIC","BERKELEY","OXFORD PRIMARY","62.0","49.0","79.03225806451613","Y","KindergartenData"
"6090187","ALAMEDA","PUBLIC","BERKELEY","ROSA PARKS ELEMENTARY","64.0","58.0","90.625","Y","KindergartenData"
"6090310","ALAMEDA","PUBLIC","BERKELEY","THOUSAND OAKS PRIMARY","60.0","54.0","90.0","Y","KindergartenData"
"6090328","ALAMEDA","PUBLIC","BERKELEY","WASHINGTON ELEM.","84.0","65.0","77.38095238095238","Y","KindergartenData"
"6090351","ALAMEDA","PUBLIC","CASTRO VALLEY","CASTRO VALLEY ELEM.","72.0","70.0","97.22222222222221","Y","KindergartenData"
"6090369","ALAMEDA","PUBLIC","CASTRO VALLEY","CHABOT ELEM.","69.0","65.0","94.20289855072464","Y","KindergartenData"
"6090393","ALAMEDA","PUBLIC","CASTRO VALLEY","INDEPENDENT ELEM.","95.0","93.0","97.89473684210527","Y","KindergartenData"
"6113005","ALAMEDA","PUBLIC","CASTRO VALLEY","JENSEN RANCH ELEM.","72.0","67.0","93.05555555555556","Y","KindergartenData"
"6090401","ALAMEDA","PUBLIC","CASTRO VALLEY","MARSHALL ELEM.","73.0","66.0","90.41095890410958","Y","KindergartenData"
"6090419","ALAMEDA","PUBLIC","CASTRO VALLEY","PALOMARES ELEM.","24.0","24.0","100.0","Y","KindergartenData"
"6090435","ALAMEDA","PUBLIC","CASTRO VALLEY","PROCTOR ELEM.","76.0","74.0","97.36842105263158","Y","KindergartenData"
"6090468","ALAMEDA","PUBLIC","CASTRO VALLEY","STANTON ELEM.","71.0","66.0","92.95774647887323","Y","KindergartenData"
