,county,vac_info_type,pct
0,Alameda,7thGradeData,96.83268115942026
1,Alameda,ChildCareData,93.82503296703302
2,Alameda,KindergartenData,90.73978947368416
3,Alpine,KindergartenData,83.33
4,Amador,7thGradeData,90.92999999999999
5,Amador,ChildCareData,79.19615384615386
6,Amador,KindergartenData,83.98333333333333
7,Butte,7thGradeData,87.39387096774193
8,Butte,ChildCareData,89.51114285714289
9,Butte,KindergartenData,85.29595744680852
10,Calaveras,7thGradeData,82.3775
11,Calaveras,ChildCareData,91.75642857142859
12,Calaveras,KindergartenData,74.449
13,Colusa,7thGradeData,98.895
14,Colusa,ChildCareData,97.34444444444445
15,Colusa,KindergartenData,98.355
16,Contra Costa,7thGradeData,97.60553191489363
17,Contra Costa,ChildCareData,94.67428571428574
18,Contra Costa,KindergartenData,94.88839378238337
19,Del Norte,7thGradeData,85.48
20,Del Norte,ChildCareData,91.27199999999999
21,Del Norte,KindergartenData,81.75625
22,El Dorado,7thGradeData,87.87666666666665
23,El Dorado,ChildCareData,88.62980769230768
24,El Dorado,KindergartenData,81.52428571428571
25,Fresno,7thGradeData,95.7270930232558
26,Fresno,ChildCareData,94.64000000000001
27,Fresno,KindergartenData,94.74207920792077
28,Glenn,7thGradeData,98.41375
29,Glenn,ChildCareData,97.71444444444444
30,Glenn,KindergartenData,94.9022222222222
31,Humboldt,7thGradeData,80.18038461538464
32,Humboldt,ChildCareData,74.45094339622639
33,Humboldt,KindergartenData,74.75058823529413
34,Imperial,7thGradeData,98.27958333333333
35,Imperial,ChildCareData,98.56200000000001
36,Imperial,KindergartenData,95.4007142857143
37,Inyo,7thGradeData,95.075
38,Inyo,ChildCareData,97.47166666666668
39,Inyo,KindergartenData,96.9525
40,Kern,7thGradeData,94.1206329113924
41,Kern,ChildCareData,94.24135593220339
42,Kern,KindergartenData,93.33537499999996
43,Kings,7thGradeData,97.11545454545454
44,Kings,ChildCareData,94.12928571428567
45,Kings,KindergartenData,95.42000000000002
46,Lake,7thGradeData,91.421
47,Lake,ChildCareData,86.44749999999999
48,Lake,KindergartenData,83.61071428571427
49,Lassen,7thGradeData,79.96636363636365
50,Lassen,ChildCareData,87.4525
51,Lassen,KindergartenData,80.51599999999999
52,Los Angeles,7thGradeData,96.19294416243662
53,Los Angeles,ChildCareData,93.22129154795809
54,Los Angeles,KindergartenData,90.49751820388359
55,Madera,7thGradeData,92.28571428571429
56,Madera,ChildCareData,95.97200000000001
57,Madera,KindergartenData,92.4128125
58,Marin,7thGradeData,91.37631578947371
59,Marin,ChildCareData,92.62094339622641
60,Marin,KindergartenData,82.3155172413793
61,Mariposa,7thGradeData,78.46000000000001
62,Mariposa,ChildCareData,71.76599999999999
63,Mariposa,KindergartenData,78.41000000000001
64,Mendocino,7thGradeData,79.315
65,Mendocino,ChildCareData,87.55733333333335
66,Mendocino,KindergartenData,78.43857142857144
67,Merced,7thGradeData,97.9604
68,Merced,ChildCareData,95.1403125
69,Merced,KindergartenData,96.25821428571427
70,Modoc,7thGradeData,83.87
71,Modoc,ChildCareData,87.96000000000001
72,Modoc,KindergartenData,90.99000000000001
73,Mono,7thGradeData,98.53666666666668
74,Mono,ChildCareData,86.75500000000001
75,Mono,KindergartenData,93.33500000000001
76,Monterey,7thGradeData,96.51473684210526
77,Monterey,ChildCareData,93.9975652173913
78,Monterey,KindergartenData,91.36892857142854
79,Napa,7thGradeData,92.67374999999998
80,Napa,ChildCareData,94.97196078431372
81,Napa,KindergartenData,92.76806451612902
82,Nevada,7thGradeData,78.645
83,Nevada,ChildCareData,77.66461538461539
84,Nevada,KindergartenData,68.70210526315788
85,Orange,7thGradeData,94.15492753623188
86,Orange,ChildCareData,93.30351955307266
87,Orange,KindergartenData,89.91875925925928
88,Placer,7thGradeData,88.85088888888892
89,Placer,ChildCareData,89.10639534883721
90,Placer,KindergartenData,87.208313253012
91,Plumas,7thGradeData,79.2
92,Plumas,ChildCareData,74.99625
93,Plumas,KindergartenData,80.672
94,Riverside,7thGradeData,94.0691489361702
95,Riverside,ChildCareData,94.45031700288183
96,Riverside,KindergartenData,94.68795321637427
97,Sacramento,7thGradeData,90.062268907563
98,Sacramento,ChildCareData,90.69782608695651
99,Sacramento,KindergartenData,87.41808988764046
100,San Benito,7thGradeData,97.873
101,San Benito,ChildCareData,96.58466666666666
102,San Benito,KindergartenData,97.21714285714287
103,San Bernardino,7thGradeData,93.93516339869282
104,San Bernardino,ChildCareData,95.87245333333335
105,San Bernardino,KindergartenData,94.47190600522191
106,San Diego,7thGradeData,93.11485401459855
107,San Diego,ChildCareData,93.71901265822785
108,San Diego,KindergartenData,90.25729927007299
109,San Francisco,7thGradeData,97.38822784810127
110,San Francisco,ChildCareData,94.72315789473681
111,San Francisco,KindergartenData,90.40699248120299
112,San Joaquin,7thGradeData,97.72562962962964
113,San Joaquin,ChildCareData,95.20315270935967
114,San Joaquin,KindergartenData,96.07118343195266
115,San Luis Obispo,7thGradeData,87.19478260869565
116,San Luis Obispo,ChildCareData,92.39666666666666
117,San Luis Obispo,KindergartenData,86.66874999999999
118,San Mateo,7thGradeData,97.81976744186046
119,San Mateo,ChildCareData,95.71568376068376
120,San Mateo,KindergartenData,92.9787919463087
121,Santa Barbara,7thGradeData,93.28853658536585
122,Santa Barbara,ChildCareData,93.01533333333336
123,Santa Barbara,KindergartenData,89.58483516483516
124,Santa Clara,7thGradeData,97.6135
125,Santa Clara,ChildCareData,93.56727095516578
126,Santa Clara,KindergartenData,93.83057471264365
127,Santa Cruz,7thGradeData,89.97939393939394
128,Santa Cruz,ChildCareData,86.42613636363639
129,Santa Cruz,KindergartenData,83.67592592592592
130,Shasta,7thGradeData,85.40342857142855
131,Shasta,ChildCareData,88.95269841269842
132,Shasta,KindergartenData,78.89999999999999
133,Sierra,7thGradeData,100.0
134,Sierra,ChildCareData,100.0
135,Sierra,KindergartenData,100.0
136,Siskiyou,7thGradeData,84.03583333333331
137,Siskiyou,ChildCareData,81.56
138,Siskiyou,KindergartenData,78.10571428571428
139,Solano,7thGradeData,98.42151515151512
140,Solano,ChildCareData,91.57987654320986
141,Solano,KindergartenData,95.4922857142857
142,Sonoma,7thGradeData,89.69842105263157
143,Sonoma,ChildCareData,93.1782962962963
144,Sonoma,KindergartenData,87.66473214285712
145,Stanislaus,7thGradeData,91.27499999999999
146,Stanislaus,ChildCareData,94.42389830508472
147,Stanislaus,KindergartenData,93.70175438596493
148,Sutter,7thGradeData,93.0740909090909
149,Sutter,ChildCareData,91.62483870967743
150,Sutter,KindergartenData,92.12296296296296
151,Tehama,7thGradeData,93.03500000000001
152,Tehama,ChildCareData,95.42347826086956
153,Tehama,KindergartenData,94.34000000000002
154,Trinity,7thGradeData,85.625
155,Trinity,ChildCareData,81.14250000000001
156,Trinity,KindergartenData,75.978
157,Tulare,7thGradeData,97.58848484848485
158,Tulare,ChildCareData,97.52071428571423
159,Tulare,KindergartenData,95.89962616822432
160,Tuolumne,7thGradeData,87.13545454545455
161,Tuolumne,ChildCareData,83.48375
162,Tuolumne,KindergartenData,73.66666666666666
163,Ventura,7thGradeData,89.9775
164,Ventura,ChildCareData,91.86852941176465
165,Ventura,KindergartenData,88.78011976047902
166,Yolo,7thGradeData,94.83208333333333
167,Yolo,ChildCareData,94.9524074074074
168,Yolo,KindergartenData,92.16052631578945
169,Yuba,7thGradeData,94.75545454545454
170,Yuba,ChildCareData,91.7838888888889
171,Yuba,KindergartenData,92.8495652173913
