FACILITY_NUMBER,COUNTY,pub_priv_headstart,CITY,FACILITY_NAME,ENROLLMENT,n,pct,vac_info_type,REPORTED
13417683,ALAMEDA,PRIVATE,HAYWARD,A JOYFUL NOISE LEARNING CENTER,22,.,95,childcare,Y
13420892,ALAMEDA,UNKNOWN,ALAMEDA,A.U.S.D. - WOODSTOCK C.D.C. - HAIGHT,,.,.,childcare,N
13420589,ALAMEDA,PUBLIC,ALAMEDA,A.U.S.D.- WOODSTOCK CHILD DEVELOPMENT CENTER,100,98,98,childcare,Y
13422012,ALAMEDA,UNKNOWN,SAN LEANDRO,AB'S PRESCHOOL & DAYCARE,,.,.,childcare,N
13419449,ALAMEDA,PRIVATE,FREMONT,ABC MAGIC MOMENTS PRESCHOOL - IRVINGTON,55,.,98,childcare,Y
13417471,ALAMEDA,PRIVATE,FREMONT,"ABC MAGIC MOMENTS,INC. PRESCHOOL/CHILDCARE",28,.,95,childcare,Y
13411388,ALAMEDA,PRIVATE,ALAMEDA,ABC PRESCHOOL,32,.,95,childcare,Y
13421345,ALAMEDA,PRIVATE,CASTRO VALLEY,ABC PRESCHOOL & DAYCARE,47,.,95,childcare,Y
13420975,ALAMEDA,PRIVATE,OAKLAND,ACADEMIA DE MI ABUELA,32,.,95,childcare,Y
13415846,ALAMEDA,PRIVATE,OAKLAND,ACTS FULL GOSPEL CHRISTIAN ACADEMY,35,.,95,childcare,Y
13417566,ALAMEDA,PRIVATE,OAKLAND,ADVANCE DAY CARE CENTER,68,.,98,childcare,Y
13416177,ALAMEDA,PRIVATE,UNION CITY,ADVENTURE MONTESSORI ACADEMY AND SCHOOL,38,.,95,childcare,Y
10206772,ALAMEDA,UNKNOWN,SAN LORENZO,ADVENTURE TIME - DEL REY,,.,.,childcare,N
10205718,ALAMEDA,UNKNOWN,PLEASANTON,ADVENTURES IN LEARNING,,.,.,childcare,N
10214883,ALAMEDA,HEAD START,ALAMEDA,ALAMEDA HEAD START - ANGELA AGUILAR CENTER,50,.,98,childcare,Y
13417425,ALAMEDA,HEAD START,ALAMEDA,ALAMEDA HEAD START - SUE MATHESON CENTER,49,.,95,childcare,Y
13420593,ALAMEDA,HEAD START,ALAMEDA,ALAMEDA HEAD START- COLLEGE OF ALAMEDA HEAD START,70,.,98,childcare,Y
13420549,ALAMEDA,PUBLIC,ALBANY,ALBANY CHILDREN'S CENTER,70,67,96,childcare,Y
10209917,ALAMEDA,PRIVATE,ALBANY,ALBANY PRESCHOOL,47,43,91,childcare,Y
13420957,ALAMEDA,PRIVATE,ALBANY,ALBANY YMCA PRESCHOOL,,.,.,childcare,N
118216,ALAMEDA,PUBLIC,CASTRO VALLEY,ALMA PRESCHOOL,43,.,95,childcare,Y
13419470,ALAMEDA,PRIVATE,BERKELEY,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,74,.,98,childcare,Y
13417502,ALAMEDA,PRIVATE,BERKELEY,AQUATIC PARK SCHOOL,56,41,73,childcare,Y
13412710,ALAMEDA,PRIVATE,ALBANY,BAY AREA KINDER STUBE,27,25,93,childcare,Y
10206014,ALAMEDA,PRIVATE,ALAMEDA,BAYSIDE MONTESSORI ASSOCIATION,23,.,95,childcare,Y
10209453,ALAMEDA,PRIVATE,BERKELEY,BERKELEY HILLS NURSERY SCHOOL,33,.,95,childcare,Y
10200050,ALAMEDA,PRIVATE,BERKELEY,BERKELEY MONTESSORI SCHOOL,85,.,98,childcare,Y
13420958,ALAMEDA,PRIVATE,BERKELEY,BERKELEY ROSE SCHOOL,37,22,59,childcare,Y
122804,ALAMEDA,PUBLIC,BERKELEY,BERKELEY SPECIAL EDUCATION PRESCHOOL,,.,.,childcare,N
13420963,ALAMEDA,HEAD START,EMERYVILLE,BERKELEY YMCA HEAD START - EMERYVILLE MARINA,44,.,95,childcare,Y
13411435,ALAMEDA,HEAD START,BERKELEY,BERKELEY YMCA HEAD START - OCEAN VIEW,38,.,95,childcare,Y
10200607,ALAMEDA,HEAD START,BERKELEY,BERKELEY YMCA HEAD START - SOUTH YMCA,38,.,95,childcare,Y
10206120,ALAMEDA,PUBLIC,BERKELEY,BERKELEY YMCA HEAD START - WEST,56,.,98,childcare,Y
10214258,ALAMEDA,PRIVATE,OAKLAND,BERNICE & JOE PLAYSCHOOL,33,.,95,childcare,Y
13420573,ALAMEDA,UNKNOWN,LIVERMORE,BEST FRIENDS ENRICHMENT CAMPUS,,.,.,childcare,N
13418160,ALAMEDA,PRIVATE,BERKELEY,BETH EL NURSERY SCHOOL,61,.,98,childcare,Y
13417600,ALAMEDA,PRIVATE,PLEASANTON,BETH EMEK PRESCHOOL,41,.,95,childcare,Y
10209547,ALAMEDA,PRIVATE,SAN LEANDRO,BETH SHOLOM PRESCHOOL,45,.,95,childcare,Y
13417988,ALAMEDA,PRIVATE,OAKLAND,BETTY'S CHILDREN'S ACADEMY-PRESCHOOL & CHILD CARE,25,.,95,childcare,Y
13421383,ALAMEDA,PRIVATE,DUBLIN,BEYOND MONTESSORI SCHOOL,45,.,95,childcare,Y
10209844,ALAMEDA,PRIVATE,OAKLAND,BLUESKIES FOR CHILDREN - ELLEN SHERWOOD NURS SCH,55,.,98,childcare,Y
10206158,ALAMEDA,PUBLIC,OAKLAND,BOOTH MEMORIAL DAY CARE,51,.,98,childcare,Y
10213888,ALAMEDA,PRIVATE,FREMONT,BRIDGES COMMUNITY CHURCH - LITTLE LAMB MINISTRIES,130,.,99,childcare,Y
13418194,ALAMEDA,PRIVATE,OAKLAND,BRIGHT FUTURE EARLY LEARNING CENTER,,.,.,childcare,N
13422432,ALAMEDA,PRIVATE,OAKLAND,BRIGHT FUTURE EARLY LEARNING CENTER,37,.,95,childcare,Y
13420930,ALAMEDA,UNKNOWN,BERKELEY,BRIGHT HORIZONS AT BAYER,,.,.,childcare,N
13419488,ALAMEDA,PRIVATE,DUBLIN,BRIGHT HORIZONS AT DUBLIN,41,30,73,childcare,Y
13415928,ALAMEDA,PRIVATE,ALAMEDA,BRIGHT HORIZONS AT GARNER,110,.,99,childcare,Y
13418971,ALAMEDA,PRIVATE,ALBANY,BRIGHT STAR MONTESSORI SCHOOL,24,.,95,childcare,Y
10200078,ALAMEDA,PRIVATE,CASTRO VALLEY,BRIGHT WORLD PRESCHOOL,39,.,95,childcare,Y
13411080,ALAMEDA,PRIVATE,OAKLAND,"BROADWAY CHILDREN'S SCHOOL OF OAKLAND, INC.",54,.,98,childcare,Y
13418986,ALAMEDA,PRIVATE,SAN LEANDRO,BUBBLY TOTS LEARNING CENTER,50,.,98,childcare,Y
13421987,ALAMEDA,PRIVATE,PLEASANTON,BUILDING KIDZ,,.,.,childcare,N
123026,ALAMEDA,PUBLIC,OAKLAND,BURBANK PRESCHOOL CENTER,,.,.,childcare,N
13419436,ALAMEDA,PUBLIC,BERKELEY,BUSD - FRANKLIN PRESCHOOL,153,.,99,childcare,Y
10214881,ALAMEDA,PUBLIC,BERKELEY,BUSD - HOPKINS STREET,93,90,97,childcare,Y
13419437,ALAMEDA,PUBLIC,BERKELEY,BUSD - KING CHILD DEVELOPMENT CENTER,85,81,95,childcare,Y
131763,ALAMEDA,PUBLIC,FREMONT,CALIFORNIA SCHOOL FOR THE DEAF-FREMONT,25,18,72,childcare,Y
10208785,ALAMEDA,PRIVATE,SAN LORENZO,CALVARY LUTHERAN PRESCHOOL,22,.,95,childcare,Y
13418167,ALAMEDA,HEAD START,LIVERMORE,CAPE - BESS PLATT,60,58,97,childcare,Y
13412137,ALAMEDA,HEAD START,PLEASANTON,CAPE - HEAD START - HILL 'N DALE PRESCHOOL,20,.,95,childcare,Y
13414731,ALAMEDA,HEAD START,LIVERMORE,CAPE - JACKSON CENTER,34,.,95,childcare,Y
13421992,ALAMEDA,HEAD START,DUBLIN,CAPE - NIELSON,20,18,90,childcare,Y
10213356,ALAMEDA,HEAD START,LIVERMORE,CAPE - WM. ORMAND III EARLY ED. CTR.,38,.,95,childcare,Y
13422437,ALAMEDA,HEAD START,LIVERMORE,CAPE ALMOND CENTER,57,.,98,childcare,Y
13422052,ALAMEDA,PUBLIC,CASTRO VALLEY,CASTRO VALLEY USD - STATE PRESCHOOL,48,.,95,childcare,Y
13420567,ALAMEDA,PRIVATE,EMERYVILLE,CCLC - CLIF BASE CAMP CHILD CARE CENTER,32,.,95,childcare,Y
13418992,ALAMEDA,PRIVATE,BERKELEY,CEDAR CREEK MONTESSORI SCHOOL,39,.,95,childcare,Y
13415193,ALAMEDA,PRIVATE,LIVERMORE,CELEBRATION LEARNING CENTER,47,44,94,childcare,Y
10209542,ALAMEDA,PRIVATE,BERKELEY,CENTRO VIDA BILINGUAL CHILDCARE CENTER,63,61,97,childcare,Y
13421991,ALAMEDA,HEAD START,FREMONT,CFCS - BLACOW HEAD START,41,.,95,childcare,Y
13419482,ALAMEDA,HEAD START,SAN LEANDRO,CFCS - HILLSIDE HEAD START,36,.,95,childcare,Y
13420960,ALAMEDA,HEAD START,HAYWARD,CFCS - JOHN MUIR HEAD START SITE,67,.,98,childcare,Y
13422049,ALAMEDA,HEAD START,HAYWARD,CFCS HANSEN HEAD START,37,.,95,childcare,Y
10215558,ALAMEDA,HEAD START,NEWARK,CFCS HEAD START - ASH STREET,23,.,95,childcare,Y
13411098,ALAMEDA,HEAD START,UNION CITY,CFCS HEAD START - DECOTO PLAZA,34,.,95,childcare,Y
10212000,ALAMEDA,HEAD START,HAYWARD,CFCS HEAD START - GLASSBROOK,36,.,95,childcare,Y
10215834,ALAMEDA,HEAD START,SAN LEANDRO,CFCS HEAD START - JEFFERSON,20,.,95,childcare,Y
10212907,ALAMEDA,HEAD START,SAN LEANDRO,CFCS HEAD START - MADISON,34,.,95,childcare,Y
13418958,ALAMEDA,HEAD START,SAN LEANDRO,CFCS HEAD START - SAN LEANDRO ADULT SCHOOL,34,.,95,childcare,Y
13418959,ALAMEDA,HEAD START,HAYWARD,CFCS HEAD START - SUNSET,46,.,95,childcare,Y
13412444,ALAMEDA,HEAD START,NEWARK,CFCS HEAD START - WHITEFORD,28,.,95,childcare,Y
13418950,ALAMEDA,HEAD START,HAYWARD,CFCS HEAD START CENTER - BIDWELL,32,.,95,childcare,Y
13422051,ALAMEDA,HEAD START,HAYWARD,CFCS RUUS HEAD START,32,.,95,childcare,Y
13420577,ALAMEDA,HEAD START,HAYWARD,CFCS- LORENZO MANOR HEAD START,34,.,95,childcare,Y
13411745,ALAMEDA,PUBLIC,HAYWARD,"CHABOT COLLEGE, CHILDREN'S CENTER",57,.,98,childcare,Y
13412399,ALAMEDA,PRIVATE,NEWARK,CHALLENGER SCHOOL,164,.,99,childcare,Y
10212301,ALAMEDA,PRIVATE,NEWARK,CHALLENGER SCHOOL,173,.,99,childcare,Y
13414363,ALAMEDA,PRIVATE,OAKLAND,CHATHAM SCHOOL,57,.,98,childcare,Y
13418176,ALAMEDA,PRIVATE,OAKLAND,CHATHAM SCHOOL - REDWOOD CAMPUS,120,.,99,childcare,Y
13420524,ALAMEDA,PRIVATE,PLEASANTON,"CHILD DAY SCHOOL, LLC - PLEASANTON",52,.,98,childcare,Y
13422013,ALAMEDA,PRIVATE,ALAMEDA,CHILD EDUCATION CENTER,28,26,93,childcare,Y
13416485,ALAMEDA,PRIVATE,BERKELEY,CHILD EDUCATION CENTER,52,.,98,childcare,Y
10210145,ALAMEDA,PRIVATE,ALAMEDA,CHILD UNIQUE MONT. SCHOOL,22,.,95,childcare,Y
13414800,ALAMEDA,PRIVATE,ALAMEDA,"CHILD UNIQUE MONTESSORI SCHOOL, THE",23,.,95,childcare,Y
13420947,ALAMEDA,PRIVATE,ALAMEDA,"CHILD UNIQUE MONTESSORI SCHOOL, THE",31,29,94,childcare,Y
10211702,ALAMEDA,PRIVATE,FREMONT,CHILD'S HIDEAWAY (A),21,.,95,childcare,Y
10209901,ALAMEDA,PRIVATE,FREMONT,"CHILD'S HIDEAWAY, A",31,.,95,childcare,Y
13418096,ALAMEDA,PRIVATE,SAN LEANDRO,CHILDREN'S MONTESSORI ADVENTURE,38,.,95,childcare,Y
13420978,ALAMEDA,PRIVATE,HAYWARD,CHILDRENS CHOICE EDUCARE,45,.,95,childcare,Y
10200115,ALAMEDA,PRIVATE,BERKELEY,CHILDRENS COMMUNITY CENTER,52,47,90,childcare,Y
13414324,ALAMEDA,PRIVATE,LIVERMORE,CHRISTIAN WORLD CHILD CARE CENTER,50,47,94,childcare,Y
13419473,ALAMEDA,PUBLIC,UNION CITY,CITY OF UNION CITY - HOLLY CENTER,26,.,95,childcare,Y
13420535,ALAMEDA,PUBLIC,UNION CITY,CITY OF UNION CITY - KENNEDY CENTER,23,.,95,childcare,Y
10204414,ALAMEDA,PRIVATE,BERKELEY,CLAREMONT DAY NURSERIES INC,61,.,98,childcare,Y
10204415,ALAMEDA,PRIVATE,OAKLAND,CLAREMONT DAY NURSERIES INC,35,.,95,childcare,Y
13411559,ALAMEDA,PRIVATE,OAKLAND,COLOR ME CHILDREN,31,.,95,childcare,Y
10200139,ALAMEDA,PRIVATE,SAN LORENZO,COMMUNITY CHURCH PRESCHOOL,25,.,95,childcare,Y
10210478,ALAMEDA,PRIVATE,BERKELEY,CONGREGATION BETH ISRAEL-GAN SHALOM,34,.,95,childcare,Y
13418996,ALAMEDA,PRIVATE,BERKELEY,CONGREGATION NETIVOT SHALOM,27,24,89,childcare,Y
10212245,ALAMEDA,PRIVATE,BERKELEY,CORNERSTONE CHILDREN'S CENTER,57,55,96,childcare,Y
13418972,ALAMEDA,PUBLIC,LIVERMORE,COTTAGE PRESCHOOL,72,.,98,childcare,Y
13420608,ALAMEDA,PRIVATE,HAYWARD,CREATIVE KIDS,30,.,95,childcare,Y
13421407,ALAMEDA,UNKNOWN,OAKLAND,CULTIVATING KIDS EARLY CHILDHOOD CENTER,,.,.,childcare,N
13421334,ALAMEDA,PRIVATE,OAKLAND,DAISY CHILD DEVELOPMENT CENTER,47,.,95,childcare,Y
10204387,ALAMEDA,PRIVATE,BERKELEY,"DANDELION NURSERY SCHOOL, INC",34,.,95,childcare,Y
13421981,ALAMEDA,PRIVATE,FREMONT,DANIEL CHRISTIAN ACADEMY,44,.,95,childcare,Y
13412358,ALAMEDA,PRIVATE,SAN LEANDRO,DAVIS STREET AT JEFFERSON,48,.,95,childcare,Y
10214436,ALAMEDA,PRIVATE,SAN LEANDRO,DAVIS STREET CHILD CARE CENTER,58,.,98,childcare,Y
13412740,ALAMEDA,PRIVATE,NEWARK,DIVERSITY CHILDREN'S CENTER,29,.,95,childcare,Y
13418999,ALAMEDA,PRIVATE,OAKLAND,DUCK POND PRESCHOOL (THE),26,.,95,childcare,Y
10210068,ALAMEDA,PRIVATE,BERKELEY,DUCK'S NEST - BERKELEY,97,.,98,childcare,Y
13418978,ALAMEDA,PRIVATE,OAKLAND,DUCK'S NEST ARTS AND SCIENCES,25,.,95,childcare,Y
13421405,ALAMEDA,PRIVATE,OAKLAND,DUCKS NEST - PIEDMONT,81,69,85,childcare,Y
13419465,ALAMEDA,PRIVATE,CASTRO VALLEY,EARLY BIRD MONTESSORI SCHOOL - CENTER,45,.,95,childcare,Y
10214653,ALAMEDA,PRIVATE,PLEASANTON,EARLY YEARS CHILDREN'S CENTER,82,.,98,childcare,Y
13417784,ALAMEDA,PRIVATE,OAKLAND,"EAST BAY ACADEMY, INC.",101,.,99,childcare,Y
13410074,ALAMEDA,PRIVATE,BERKELEY,ECOLE BILINGUE DE BERKELEY PRESCHOOL,78,.,98,childcare,Y
13419440,ALAMEDA,PRIVATE,HAYWARD,EIFFEL TOWER MONTESSORI PRESCHOOL & K,54,.,98,childcare,Y
10210079,ALAMEDA,PRIVATE,HAYWARD,ELMHURST DAY CARE AND PRESCHOOL,80,.,98,childcare,Y
10213812,ALAMEDA,PRIVATE,EMERYVILLE,EMERYVILLE CHILD DEVELOPMENT CENTER,56,53,95,childcare,Y
13420938,ALAMEDA,PRIVATE,FREMONT,EMPIRE MONTESSORI PRESCHOOL,110,.,99,childcare,Y
13418191,ALAMEDA,PRIVATE,OAKLAND,ESCUELA BILINGUE INTERNACIONAL,84,.,98,childcare,Y
13418151,ALAMEDA,UNKNOWN,HAYWARD,EYES ON YOU DAY CARE CENTER,,.,.,childcare,N
10205961,ALAMEDA,PRIVATE,CASTRO VALLEY,FIRST BAPTIST PRESCHOOL - A KIDS KINGDOM,49,.,95,childcare,Y
10201132,ALAMEDA,PRIVATE,OAKLAND,FIRST COVENANT TREEHOUSE PRESCHOOL,146,.,99,childcare,Y
13421378,ALAMEDA,PRIVATE,DUBLIN,FOUNTAINHEAD MONTESSORI SCHOOL,32,.,95,childcare,Y
13417785,ALAMEDA,PRIVATE,LIVERMORE,FOUNTAINHEAD MONTESSORI SCHOOL,61,59,97,childcare,Y
13418196,ALAMEDA,PRIVATE,DUBLIN,FOUNTAINHEAD MONTESSORI SCHOOL - DUBLIN,170,.,99,childcare,Y
13421393,ALAMEDA,PRIVATE,LIVERMORE,FREE TO BE ME CHILD CARE,55,.,98,childcare,Y
10214913,ALAMEDA,PRIVATE,UNION CITY,FREE TO BE PRE-SCHOOL,26,24,92,childcare,Y
10212589,ALAMEDA,PRIVATE,FREMONT,FREMONT CHRISTIAN PRESCHOOL,145,.,99,childcare,Y
13417033,ALAMEDA,PRIVATE,FREMONT,FREMONT PARENTS NURSERY SCHOOL,41,.,95,childcare,Y
13416472,ALAMEDA,PUBLIC,FREMONT,FUSD - ALVIRDA HYMAN LEARNING CENTER,57,.,98,childcare,Y
13417235,ALAMEDA,PUBLIC,FREMONT,FUSD - BLACOW STATE PRESCHOOL,24,.,95,childcare,Y
10214464,ALAMEDA,PUBLIC,FREMONT,FUSD - CABRILLO STATE PRESCHOOL,23,.,95,childcare,Y
10214465,ALAMEDA,PUBLIC,FREMONT,FUSD - DURHAM STATE PRESCHOOL,36,.,95,childcare,Y
13421986,ALAMEDA,PUBLIC,FREMONT,FUSD - GLANKLER SCHOOL,48,.,95,childcare,Y
13415472,ALAMEDA,PUBLIC,FREMONT,FUSD - GRIMMER STATE PRESCHOOL,24,.,95,childcare,Y
13418175,ALAMEDA,PRIVATE,ALAMEDA,FUZZY CATERPILLAR,74,.,98,childcare,Y
10205169,ALAMEDA,PRIVATE,OAKLAND,GAN AVRAHAM NURSERY SCHOOL,55,.,98,childcare,Y
10210219,ALAMEDA,PRIVATE,OAKLAND,GAN MAH TOV PRESCHOOL,23,.,95,childcare,Y
10213705,ALAMEDA,PRIVATE,FREMONT,GAN SAMEACH NURSERY SCHOOL,28,.,95,childcare,Y
13414308,ALAMEDA,PRIVATE,BERKELEY,GARDEN DAY MONTESSORI SCHOOL,28,.,95,childcare,Y
10212172,ALAMEDA,PRIVATE,BERKELEY,GAY AUSTIN SCHOOL (THE),44,.,95,childcare,Y
13422065,ALAMEDA,PRIVATE,DUBLIN,GENIUS KIDS,22,.,95,childcare,Y
13422418,ALAMEDA,PRIVATE,FREMONT,GENIUS KIDS,27,.,95,childcare,Y
13422440,ALAMEDA,UNKNOWN,HAYWARD,GENIUS KIDS,,.,.,childcare,N
13422011,ALAMEDA,UNKNOWN,UNION CITY,GENIUS KIDS,,.,.,childcare,N
13422044,ALAMEDA,UNKNOWN,DUBLIN,GENIUS KIDS - DUBLIN CAMPUS,,.,.,childcare,N
13422040,ALAMEDA,UNKNOWN,FREMONT,GENIUS KIDS - MISSION CAMPUS,,.,.,childcare,N
13421976,ALAMEDA,PRIVATE,FREMONT,GENIUS KIDS - MOWRY CAMPUS,42,.,95,childcare,Y
13421996,ALAMEDA,PRIVATE,NEWARK,GENIUS KIDS - NEWARK,,.,.,childcare,N
13422010,ALAMEDA,PUBLIC,PLEASANTON,GENIUS KIDS - PLEASANTON CAMPUS,31,.,95,childcare,Y
13412010,ALAMEDA,PRIVATE,OAKLAND,GIGGLES,28,.,95,childcare,Y
128298,ALAMEDA,PUBLIC,FREMONT,GLANKLER EARLY LEARNING CENTER,154,.,99,childcare,Y
13420951,ALAMEDA,PRIVATE,BERKELEY,GLOBAL MONTESSORI INTERNATIONAL SCHOOL,,.,.,childcare,N
13422436,ALAMEDA,UNKNOWN,PLEASANTON,GLOBAL VILLAGE MONTESSORI,,.,.,childcare,N
13420968,ALAMEDA,PRIVATE,BERKELEY,GOLDEN GATE KIDS,,.,.,childcare,N
10210313,ALAMEDA,PRIVATE,OAKLAND,GRACE CHILDREN'S ACADEMY,25,.,95,childcare,Y
10210354,ALAMEDA,PRIVATE,OAKLAND,GRAND LAKE MONTESSORI,145,.,99,childcare,Y
13416443,ALAMEDA,PRIVATE,BERKELEY,GRIFFIN NURSERY SCHOOL,,.,.,childcare,N
13415884,ALAMEDA,PRIVATE,OAKLAND,GROWING LIGHT MONTESSORI SCHOOL OF OAKLAND,74,.,98,childcare,Y
10211854,ALAMEDA,PRIVATE,CASTRO VALLEY,GROWING YEARS PRESCHOOL,56,.,98,childcare,Y
10213410,ALAMEDA,UNKNOWN,PLEASANTON,HACIENDA CHILD DEVELOPMENT CENTER,,.,.,childcare,N
10200263,ALAMEDA,PRIVATE,CASTRO VALLEY,HAPPINESS HILL PRESCHOOL AND DAY CARE,155,.,99,childcare,Y
13416767,ALAMEDA,UNKNOWN,FREMONT,HARVEST CHRISTIAN PRESCHOOL/DAYCARE,,.,.,childcare,N
122986,ALAMEDA,PUBLIC,PLEASANTON,HARVEST PARK PRESCHOOL CENTER,57,.,98,childcare,Y
13419480,ALAMEDA,PRIVATE,FREMONT,HEARTS AND HANDS CHRISTIAN CHILDCARE & PRESCHOOL,67,.,98,childcare,Y
13416236,ALAMEDA,PRIVATE,BERKELEY,HEARTS LEAP ICRI PRESCHOOL,80,.,98,childcare,Y
13419427,ALAMEDA,PRIVATE,BERKELEY,HEARTS LEAP NORTH,35,33,94,childcare,Y
10200300,ALAMEDA,PRIVATE,PIEDMONT,HIGHLANDS PRE-SCHOOL,37,.,95,childcare,Y
10211775,ALAMEDA,PRIVATE,CASTRO VALLEY,HIS GROWING GROVE,86,.,98,childcare,Y
13422406,ALAMEDA,PRIVATE,HAYWARD,HIS KIDS CHILDRENS CENTER,32,30,94,childcare,Y
10200306,ALAMEDA,PRIVATE,LIVERMORE,HOLY CROSS LUTHERAN NURSERY SCHOOL,139,.,99,childcare,Y
10215763,ALAMEDA,PRIVATE,FREMONT,HOLY SPIRIT PRESCHOOL,36,.,95,childcare,Y
13420954,ALAMEDA,PUBLIC,HAYWARD,HUSD - FAIRVIEW STATE PRESCHOOL,40,.,95,childcare,Y
13420955,ALAMEDA,PUBLIC,HAYWARD,HUSD - HARDER STATE PRESCHOOL,46,.,95,childcare,Y
13421426,ALAMEDA,PUBLIC,HAYWARD,HUSD - PARK STATE PRESCHOOL,39,.,95,childcare,Y
10214552,ALAMEDA,PUBLIC,HAYWARD,HUSD CHILD DEV. PROGRAM - BOWMAN,36,.,95,childcare,Y
10214554,ALAMEDA,PUBLIC,HAYWARD,HUSD CHILD DEV. PROGRAM - CHERRYLAND,48,.,95,childcare,Y
10206034,ALAMEDA,PUBLIC,HAYWARD,HUSD CHILD DEV. PROGRAM - HELEN TURNER,210,.,99,childcare,Y
10214550,ALAMEDA,PUBLIC,HAYWARD,HUSD CHILD DEV. PROGRAM - MUIR,88,.,98,childcare,Y
10214551,ALAMEDA,PUBLIC,HAYWARD,HUSD CHILD DEV. PROGRAM - SHEPHERD,44,.,95,childcare,Y
13414055,ALAMEDA,PUBLIC,HAYWARD,HUSD CHILD DEVELOPMENT CTR. - PALMA CEIA,44,.,95,childcare,Y
121210,ALAMEDA,UNKNOWN,OAKLAND,INFANT AND PRESCHOOL PROGRAM,,.,.,childcare,N
13418198,ALAMEDA,PRIVATE,BERKELEY,JEWISH COMMUNITY CTR OF THE EAST BAY-BERKELEY,71,68,96,childcare,Y
10200334,ALAMEDA,PRIVATE,DUBLIN,JOHN KNOX CO-OP PRESCHOOL,75,69,92,childcare,Y
10205609,ALAMEDA,PRIVATE,DUBLIN,JOY PRESCHOOL AND DAY CARE CENTER,32,.,95,childcare,Y
13422000,ALAMEDA,PRIVATE,DUBLIN,JOYFUL KIDS ACADEMY,41,.,95,childcare,Y
13421397,ALAMEDA,UNKNOWN,ALAMEDA,JUMPSTART DISCOVERIES LEARNING CENTER,,.,.,childcare,N
13422443,ALAMEDA,UNKNOWN,FREMONT,KEEN LEARNERS LLC,,.,.,childcare,N
13421392,ALAMEDA,PRIVATE,UNION CITY,KIDANGO - ALVARADO,42,.,95,childcare,Y
13419486,ALAMEDA,PUBLIC,HAYWARD,KIDANGO - AMADOR,78,66,85,childcare,Y
13420603,ALAMEDA,PRIVATE,SAN LORENZO,KIDANGO - BAY,41,.,95,childcare,Y
13416835,ALAMEDA,PRIVATE,FREMONT,KIDANGO - CARLSON CENTER,27,.,95,childcare,Y
13420905,ALAMEDA,PUBLIC,HAYWARD,KIDANGO - COLONIAL ACRES,47,.,95,childcare,Y
13420560,ALAMEDA,PUBLIC,SAN LEANDRO,KIDANGO - CORVALIS,47,.,95,childcare,Y
13420602,ALAMEDA,PRIVATE,SAN LEANDRO,KIDANGO - DAYTON,46,.,95,childcare,Y
13420562,ALAMEDA,PRIVATE,SAN LORENZO,KIDANGO - DEL REY,42,.,95,childcare,Y
13422029,ALAMEDA,PUBLIC,HAYWARD,KIDANGO - EDEN YOUTH CENTER,62,58,94,childcare,Y
13421333,ALAMEDA,PRIVATE,DUBLIN,KIDANGO - EMERALD VISTA,73,.,98,childcare,Y
13421406,ALAMEDA,PUBLIC,NEWARK,KIDANGO - GRAHAM,59,57,97,childcare,Y
13420559,ALAMEDA,PRIVATE,SAN LORENZO,KIDANGO - GRANT,48,.,95,childcare,Y
13420558,ALAMEDA,PRIVATE,SAN LORENZO,KIDANGO - HESPERIAN,47,.,95,childcare,Y
13421391,ALAMEDA,PRIVATE,UNION CITY,KIDANGO - PIONEER,47,.,95,childcare,Y
13422037,ALAMEDA,PRIVATE,SAN LEANDRO,KIDANGO - REACH,24,21,88,childcare,Y
10206134,ALAMEDA,PRIVATE,FREMONT,KIDANGO - RIX CENTER,178,175,98,childcare,Y
13421997,ALAMEDA,PRIVATE,NEWARK,KIDANGO - SCHILLING,55,.,98,childcare,Y
13416238,ALAMEDA,PRIVATE,UNION CITY,KIDANGO - SEARLES CHILD DEVELOPMENT CENTER,44,.,95,childcare,Y
13416126,ALAMEDA,PRIVATE,FREMONT,KIDANGO - SHARON JONES CENTER,56,.,98,childcare,Y
13420561,ALAMEDA,PUBLIC,HAYWARD,KIDANGO - SUNSET,44,.,95,childcare,Y
13416836,ALAMEDA,PRIVATE,FREMONT,KIDANGO - WASHINGTON HOSPITAL CENTER,42,.,95,childcare,Y
13419469,ALAMEDA,PUBLIC,HAYWARD,KIDANGO HELEN TURNER,45,.,95,childcare,Y
13419429,ALAMEDA,PUBLIC,UNION CITY,KIDANGO LOGAN,44,.,95,childcare,Y
13415231,ALAMEDA,PRIVATE,UNION CITY,KIDANGO-DECOTO,78,.,98,childcare,Y
10214911,ALAMEDA,PRIVATE,FREMONT,KIDANGO-DELAINE EASTIN CHILD DEV. CENTER,29,.,95,childcare,Y
13411214,ALAMEDA,PRIVATE,HAYWARD,KIDANGO-GLEN BERRY CHILD DEVELOPMENT CENTER,30,.,95,childcare,Y
13416125,ALAMEDA,PRIVATE,UNION CITY,KIDANGO-GUY EMANUELE,36,.,95,childcare,Y
13415366,ALAMEDA,PRIVATE,HAYWARD,KIDANGO-HILLVIEW CREST CHILD DEVELOPMENT CENTER,48,.,95,childcare,Y
13415911,ALAMEDA,PRIVATE,UNION CITY,KIDANGO-KITAYAMA CHILD DEVELOPMENT CENTER,43,.,95,childcare,Y
13418956,ALAMEDA,PRIVATE,LIVERMORE,KIDANGO-MARYLIN AVENUE,,.,.,childcare,N
