facility_num,county,is_public,city,facility_name,enrollment,n,pct,reported,vac_info_type
,Sonoma,PRIVATE,Petaluma,KINDERCARE LEARNING CTR,62.0,52.0,83.8709677419355,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,KIWI PRESCHOOL,56.0,56.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,LA PETITE ACADEMY - PRESCHOOL,41.0,41.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Windsor,LA PETITE ACADEMY - PRESCHOOL,42.0,30.0,71.4285714285714,Y,ChildCareData
,Sonoma,PRIVATE,Rohnert Park,LEARNING TO LEARN,46.0,43.0,93.4782608695652,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,LEARNING TO LEARN PRESCHOOL & CCC,81.0,74.0,91.358024691358,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,LITTLE ANGELS CHILDRENS CTR,24.0,24.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Healdsburg,LITTLE LAMBS PRESCHOOL/HEALDSBURG,11.0,9.0,81.8181818181818,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,LITTLE OAKS MONTESSORI PRESCHOOL & KINDERGARTEN,16.0,14.0,87.5,Y,ChildCareData
,Sonoma,PRIVATE,Rohnert Park,LITTLE ONES BACKYARD CLUB - PRESCHOOL,24.0,23.0,95.8333333333333,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,LITTLE ONES CHILDREN CTR WEST,35.0,33.0,94.2857142857143,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,LITTLE PEOPLES PLAYHOUSE,28.0,28.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Windsor,"LITTLE SCHOOL HOUSE - PRE-SCHOOL, THE",37.0,35.0,94.5945945945946,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,"LITTLE SCHOOL HOUSE, THE",46.0,46.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,"LITTLE SCHOOL HOUSE, THE",33.0,31.0,93.9393939393939,Y,ChildCareData
,Sonoma,PRIVATE,Sonoma,"LITTLE SCHOOL, THE",31.0,31.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,LITTLE SHEPHERD LUTHERAN PRESCHOOL,120.0,118.0,98.3333333333333,Y,ChildCareData
,Sonoma,PRIVATE,Sonoma,LITTLE SHEPHERD PRESCHOOL,19.0,18.0,94.7368421052632,Y,ChildCareData
,Sonoma,PRIVATE,Healdsburg,LIVE OAK PRESCHOOL,79.0,78.0,98.73417721518992,Y,ChildCareData
,Sonoma,PRIVATE,Guerneville,LOVING & LEARNING CTR - PRESCHOOL,14.0,13.0,92.8571428571429,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,MERRYHILL COUNTRY SCHOOL AT SANTA ROSA,53.0,53.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Sonoma,"MOLDOVAN ACADEMY, INC.",50.0,44.0,88.0,Y,ChildCareData
,Sonoma,PRIVATE,Sonoma,MONTESSORI SCHOOL OF SONOMA,51.0,46.0,90.19607843137258,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,MT. TAYLOR CHILDRENS CTR,39.0,37.0,94.8717948717949,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,MT. TAYLOR CHILDRENS CTR THREE,38.0,37.0,97.36842105263159,Y,ChildCareData
,Sonoma,PRIVATE,Rohnert Park,MT. TAYLOR CHILDRENS CTR TOO,46.0,42.0,91.304347826087,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,MULTI-CULTURAL CHILD DEVELOPMENT CTR,71.0,64.0,90.1408450704225,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,NORTH BAY CHILDRENS CTR - MONROE,18.0,16.0,88.88888888888891,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,NORTH BAY CHILDREN'S CTR - PRESCHOOL,16.0,14.0,87.5,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,NORTH BAY CHILDRENS CTR - STEELE LN,25.0,23.0,92.0,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,NORTH BAY CHILDREN'S CTR P/S - MCDOWELL,38.0,38.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Sonoma,OLD ADOBE SCHOOL,44.0,43.0,97.7272727272727,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,PETALUMA PARENT NURSERY SCHOOL,22.0,16.0,72.7272727272727,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,PETALUMA VILLAGE PRESCHOOL,32.0,30.0,93.75,Y,ChildCareData
,Sonoma,PRIVATE,Healdsburg,PINE TREE SCHOOL LLC - PRESCHOOL,28.0,28.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,PLAY & LEARN PRESCHOOL,11.0,11.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Sebastopol,PLEASANT HILL CASA DEI BAMBINI,20.0,20.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,PRESBYTERIAN PRE-SCHOOL,74.0,71.0,95.94594594594594,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,PUMPKIN PATCH PRESCHOOL & DAY CARE,42.0,41.0,97.61904761904758,Y,ChildCareData
,Sonoma,PRIVATE,Cotati,RAINBOW BRIDGE MONTESSORI SCHOOL,31.0,28.0,90.32258064516131,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,RED BARN MONTESSORI,14.0,9.0,64.28571428571429,Y,ChildCareData
,Sonoma,PRIVATE,Penngrove,REDWOOD MONTESSORI SCHOOL INC.,20.0,17.0,85.0,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,RHIOS CASA DEI BAMBINI MONTESSORI,25.0,23.0,92.0,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,RINCON VALLEY CHRISTIAN SCHOOL PRE-KINDERGARTEN,42.0,40.0,95.23809523809521,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,ROSEBUD P/S AT PRESBYTERIAN CHURCH OF THE ROSES,40.0,36.0,90.0,Y,ChildCareData
,Sonoma,PRIVATE,Cotati,SMALL MIRACLES-PRESCHOOL,18.0,17.0,94.44444444444441,Y,ChildCareData
,Sonoma,PRIVATE,Rohnert Park,SONOMA STATE UNIVERSITY - CHILDRENS SCHOOL,47.0,45.0,95.7446808510638,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,SONSHINE KIDS SCHOOL - PRESCHOOL,29.0,26.0,89.65517241379308,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,SPRING HILL MONTESSORI,63.0,47.0,74.6031746031746,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,ST ROSE PRESCHOOL,31.0,31.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,ST. EUGENES CATHEDRAL PRESCHOOL,24.0,23.0,95.8333333333333,Y,ChildCareData
,Sonoma,PRIVATE,Healdsburg,ST. JOHN THE BAPTIST SCHOOL,18.0,18.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,STARS PRESCHOOL - CINNABAR,25.0,21.0,84.0,Y,ChildCareData
,Sonoma,PRIVATE,Monte Rio,STARS PRESCHOOL - MONTE RIO,19.0,14.0,73.6842105263158,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,SUMMERFIELD WALDORF SCHOOL,39.0,15.0,38.4615384615385,Y,ChildCareData
,Sonoma,PRIVATE,Sebastopol,SUNFLOWER PRESCHOOL,12.0,9.0,75.0,Y,ChildCareData
,Sonoma,PRIVATE,Sonoma,SUNSHINE NURSERY SCHOOL,94.0,90.0,95.7446808510638,Y,ChildCareData
,Sonoma,PRIVATE,Sebastopol,TAYLOR CHILDREN'S PRESCHOOL,18.0,11.0,61.1111111111111,Y,ChildCareData
,Sonoma,PRIVATE,Sebastopol,TINY TOTS PRESCHOOL - SEBASTOPOL COMMUNITY CTR,22.0,19.0,86.3636363636364,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,TINY TREASURES #2,68.0,65.0,95.5882352941177,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,"TINY TREASURES PRESCHOOL, INC.",88.0,87.0,98.8636363636364,Y,ChildCareData
,Sonoma,PRIVATE,Cotati,"TRAINING WHEELS PRESCHOOL, INC.",43.0,43.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Sebastopol,TREE HOUSE HOLLOW PRESCHOOL,20.0,12.0,60.0,Y,ChildCareData
,Sonoma,PRIVATE,Sonoma,VALLEY OF THE MOON NURSERY SCHOOL,37.0,37.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,W. H. PEPPER PRESCHOOL INC.,59.0,59.0,100.0,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,WILLOW TREE SCHOOL - PRESCHOOL,31.0,17.0,54.838709677419395,Y,ChildCareData
,Sonoma,PRIVATE,Windsor,WINDSOR CHRISTIAN ACADEMY - P/S,91.0,85.0,93.4065934065934,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,WOODSIDE WEST SCHOOL,53.0,52.0,98.1132075471698,Y,ChildCareData
,Sonoma,PRIVATE,Santa Rosa,YMCA SUNSHINE COMPANY-PINER PRESCHOOL,16.0,12.0,75.0,Y,ChildCareData
,Sonoma,PRIVATE,Petaluma,YOU AND ME CHILDREN'S CTR,73.0,71.0,97.2602739726027,Y,ChildCareData
,Sonoma,PUBLIC,Santa Rosa,APPLES AND BANANAS PRESCHOOL,66.0,66.0,100.0,Y,ChildCareData
,Sonoma,PUBLIC,Santa Rosa,APPLES AND BANANAS PRESCHOOL,91.0,89.0,97.8021978021978,Y,ChildCareData
,Sonoma,PUBLIC,Sebastopol,CASTLE PRESCHOOL,33.0,27.0,81.8181818181818,Y,ChildCareData
,Sonoma,PUBLIC,Sonoma,EL VERANO PRESCHOOL,44.0,44.0,100.0,Y,ChildCareData
,Sonoma,PUBLIC,Healdsburg,FITCH MOUNTAIN STATE PRESCHOOL,72.0,72.0,100.0,Y,ChildCareData
,Sonoma,PUBLIC,Sebastopol,GRAVENSTEIN SCHOOL PRESCHOOL AND DAY CARE (PUB),17.0,17.0,100.0,Y,ChildCareData
,Sonoma,PUBLIC,Cloverdale,JEFFERSON PRESCHOOL,19.0,19.0,100.0,Y,ChildCareData
,Sonoma,PUBLIC,Kenwood,KENWOOD PRESCHOOL,24.0,22.0,91.6666666666667,Y,ChildCareData
,Sonoma,PUBLIC,Petaluma,OLD ADOBE UNION SCHOOL DIST P/S - BERNARD ELDREDGE,20.0,20.0,100.0,Y,ChildCareData
,Sonoma,PUBLIC,Petaluma,OLD ADOBE UNION SCHOOL DISTRICT-MIWOK VALLEY PRESCHOOL,20.0,20.0,100.0,Y,ChildCareData
,Sonoma,PUBLIC,Santa Rosa,SANTA ROSA COOPERATIVE PRESCHOOL,35.0,33.0,94.2857142857143,Y,ChildCareData
,Sonoma,PUBLIC,Santa Rosa,SANTA ROSA JUNIOR COLLEGE CHILDRENS CTR,73.0,68.0,93.1506849315068,Y,ChildCareData
,Sonoma,PUBLIC,Petaluma,WAUGH KIDS CARE - PRESCHOOL,21.0,21.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,ALBERTA MARTONE PREFORMAL CENTER,20.0,20.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Salida,BOER SCHOOL HEAD START CENTER,40.0,39.0,97.5,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,BRET HARTE CHILD DEVELOPMENT CENTER,60.0,60.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,BURBANK FAMILY LEARNING CENTER,68.0,68.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,C. F. BROWN HEAD START,40.0,38.0,95.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,CAPISTRANO HEAD START,72.0,71.0,98.61111111111107,Y,ChildCareData
,Stanislaus,HEAD START,Ceres,CARROLL FOWLER HEAD START PROGRAM,40.0,38.0,95.0,Y,ChildCareData
,Stanislaus,HEAD START,Westley,CCCDS WESTLEY CHILD DEVELOPMENT CENTER,73.0,73.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,CHRYSLER HEAD START,20.0,19.0,95.0,Y,ChildCareData
,Stanislaus,HEAD START,Turlock,CRANE SCHOOL STATE PRESCHOOL / HEAD START,38.0,38.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Turlock,CUNNINGHAM HEAD START/ TURLOCK JOINT ELEMENTARY,40.0,40.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,EL VISTA CHILD DEVELOPMENT CENTER,88.0,87.0,98.8636363636364,Y,ChildCareData
,Stanislaus,HEAD START,Empire,EMPIRE HEAD START,36.0,34.0,94.44444444444441,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,FAIRVIEW ELEMENTARY,20.0,20.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Ceres,GRANDVIEW HEAD START,136.0,135.0,99.2647058823529,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,HUGHES HEAD START,38.0,38.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,JAMES MARSHALL ELEMENTARY,44.0,44.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,JOHN MUIR PREFORMAL CENTER,44.0,43.0,97.7272727272727,Y,ChildCareData
,Stanislaus,HEAD START,Turlock,KEYES HEAD START,40.0,37.0,92.5,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,KIRSCHEN CHILD DEVELOPMENT CENTER,40.0,40.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Patterson,NORTHMEAD HEAD START,20.0,20.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Oakdale,OAKDALE CHILD DEVELOPMENT CENTER,32.0,32.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Oakdale,OAKDALE HEAD START,40.0,38.0,95.0,Y,ChildCareData
,Stanislaus,HEAD START,Turlock,OSBORN HEAD START,40.0,40.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,PERKINS CHILD DEVELOPMENT CENTER - HEAD START,99.0,98.0,98.989898989899,Y,ChildCareData
,Stanislaus,HEAD START,Riverbank,RIVERBANK HEAD START,100.0,97.0,97.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,ROBERTSON ROAD CHILDREN'S CENTER,112.0,111.0,99.1071428571429,Y,ChildCareData
,Stanislaus,HEAD START,Salida,SALIDA CHILD DEVELOPMENT CENTER,52.0,52.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,SHACKELFORD HEADSTART,44.0,43.0,97.7272727272727,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,SYLVAN HEAD START,80.0,80.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,TUOLUMNE HEAD START,64.0,64.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Turlock,WAKEFIELD HEAD START,40.0,40.0,100.0,Y,ChildCareData
,Stanislaus,HEAD START,Waterford,WATERFORD CHILD DEVELOPMENT CENTER,114.0,112.0,98.2456140350877,Y,ChildCareData
,Stanislaus,HEAD START,Modesto,WILLIAM GARRISON ELEMENTARY,41.0,40.0,97.56097560975607,Y,ChildCareData
,Stanislaus,PRIVATE,Turlock,A SPECIAL PLACE - TURLOCK,59.0,59.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,A+ ACADEMICS PRESCHOOL,18.0,17.0,94.44444444444441,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,ABUNDANT LIFE CHILD CARE,22.0,22.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,ANCHORS AWAY TOO LEARNING CENTER,15.0,13.0,86.6666666666667,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,BETHEL DAY CARE CENTER,75.0,71.0,94.6666666666667,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,BIG VALLEY CHRISTIAN SCHOOL,64.0,59.0,92.1875,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,CALVARY TEMPLE CHRISTIAN PRESCHOOL,79.0,70.0,88.6075949367089,Y,ChildCareData
,Stanislaus,PRIVATE,Riverbank,CCCDS - RIVERBANK CHILD DEVELOPMENT CENTER,39.0,36.0,92.30769230769228,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,CCCDS - STONUM CHILD DEVELOPMENT CENTER,44.0,44.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Hughson,CCCDS HUGHSON CHILD DEVELOPMENT CENTER,50.0,50.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Newman,CCCDS NEWMAN CHILD DEVELOPMENT CENTER,49.0,49.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Patterson,CCCDS PATTERSON CHILD DEVELOPMENT CENTER,72.0,71.0,98.61111111111107,Y,ChildCareData
,Stanislaus,PRIVATE,Empire,CCCDS PEARLENE REESE CHILD DEVELOPMENT CENTER,28.0,27.0,96.42857142857142,Y,ChildCareData
,Stanislaus,PRIVATE,Turlock,CCCDS TURLOCK CHILD DEVELOPMENT CENTER,112.0,112.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Newman,CCCDS VON RENNER CHILD DEVELOPMENT CENTER,59.0,57.0,96.6101694915254,Y,ChildCareData
,Stanislaus,PRIVATE,Ceres,CCCDS WALTER THOMPSON CHILD DEVELOPMENT CENTER,47.0,47.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,CENTENARY CHRISTIAN PRESCHOOL,43.0,43.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Ceres,CERES CHRISTIAN CHILDREN'S CENTER,50.0,44.0,88.0,Y,ChildCareData
,Stanislaus,PRIVATE,Turlock,CHATOM STATE PRESCHOOL,63.0,62.0,98.4126984126984,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,CHILDREN'S CRISIS CENTER OF STANISLAUS COUNTY,11.0,11.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Oakdale,CHILDRENS CRISIS CENTER-GUARDIAN HOUSE,11.0,8.0,72.7272727272727,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,CHILDRENS CRISIS CENTER-MARSHAS HOUSE,13.0,10.0,76.9230769230769,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,CHILDTIME CHILDREN'S CENTER,34.0,26.0,76.47058823529409,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,CHILDTIME LEARNING CENTER,51.0,21.0,41.1764705882353,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,CHRYSLER CHILD DEVELOPMENT CENTER,91.0,84.0,92.30769230769228,Y,ChildCareData
,Stanislaus,PRIVATE,Oakdale,CREATIVE CHRISTIAN LEARNING CENTER,79.0,75.0,94.93670886075951,Y,ChildCareData
,Stanislaus,PRIVATE,Ceres,CVCA HELPING HANDS DISCOVERYLAND PRESCHOOL,31.0,31.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,EMANUEL LUTHERAN DAY CARE,33.0,30.0,90.9090909090909,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,GENEVA PRESBYTERIAN SMALL FRY NURSERY,43.0,41.0,95.34883720930227,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,GRACE LUTHERAN SCHOOL,64.0,63.0,98.4375,Y,ChildCareData
,Stanislaus,PRIVATE,Oakdale,HOUSE OF TYKES,85.0,76.0,89.41176470588242,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,KAIROS CHILD DEVELOPMENT CENTER,21.0,18.0,85.71428571428571,Y,ChildCareData
,Stanislaus,PRIVATE,Ceres,KIDDIE KINGDOM DAYCARE / PRE-SCHOOL CENTER,48.0,48.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Riverbank,KINDERCARE LEARNING CENTER,44.0,30.0,68.1818181818182,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,"KINDERCARE LEARNING CENTER, INC.",47.0,43.0,91.48936170212772,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,"KINDERCARE LEARNING CENTER, INC.",41.0,37.0,90.24390243902441,Y,ChildCareData
,Stanislaus,PRIVATE,Patterson,KINGDOM KIDZ,46.0,40.0,86.9565217391304,Y,ChildCareData
,Stanislaus,PRIVATE,Oakdale,"LEARNING TREE, THE",113.0,112.0,99.1150442477876,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,LIGHTHOUSE PRESCHOOL,105.0,91.0,86.6666666666667,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,MERRYHILL COUNTRY SCHOOL,27.0,25.0,92.5925925925926,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,MERRYHILL SCHOOL,53.0,45.0,84.9056603773585,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,METHODIST TINY TOTS,19.0,18.0,94.7368421052632,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,"MODESTO PARENT COOPERATIVE PRESCHOOL, INC.",34.0,31.0,91.1764705882353,Y,ChildCareData
,Stanislaus,PRIVATE,Turlock,MONTE VISTA CHILDRENS CENTER,113.0,112.0,99.1150442477876,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,MONTESSORI SCHOOL OF MODESTO,112.0,103.0,91.9642857142857,Y,ChildCareData
,Stanislaus,PRIVATE,Newman,NEWMAN CO-OP NURSERY SCHOOL,42.0,37.0,88.09523809523809,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,ORANGEBURG CHRISTIAN SCHOOL,55.0,36.0,65.4545454545455,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,PARKWOOD CHRISTIAN PRESCHOOL,27.0,26.0,96.29629629629628,Y,ChildCareData
,Stanislaus,PRIVATE,Patterson,SACRED HEART CATHOLIC PRESCHOOL,36.0,32.0,88.88888888888891,Y,ChildCareData
,Stanislaus,PRIVATE,Turlock,SACRED HEART PRESCHOOL,123.0,118.0,95.93495934959353,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,"SALVATION ARMY CHILD DEVELOPMENT CENTER, THE",67.0,61.0,91.044776119403,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,SMALL WORLD PRESCHOOL,150.0,147.0,98.0,Y,ChildCareData
,Stanislaus,PRIVATE,Ceres,"SPECIAL KIDS CHILD DEVELOPMENT CENTER, LLC",33.0,23.0,69.6969696969697,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,ST PAULS NURSERY SCHOOL,73.0,72.0,98.63013698630141,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,ST. PETER LUTHERAN CHURCH & SCHOOL,10.0,10.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,ST. STANISLAUS PRESCHOOL,47.0,43.0,91.48936170212772,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,TENDER HEARTS CHILDCARE CENTER,40.0,29.0,72.5,Y,ChildCareData
,Stanislaus,PRIVATE,Salida,TENDER YEARS PRESCHOOL,53.0,47.0,88.67924528301891,Y,ChildCareData
,Stanislaus,PRIVATE,Turlock,TLC EDUCATIONAL FACILITY,36.0,28.0,77.7777777777778,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,TREEHOUSE CHRISTIAN PRESCHOOL,73.0,68.0,93.1506849315068,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,TRINITY PRESBYTERIAN NURSERY SCHOOL,54.0,35.0,64.8148148148148,Y,ChildCareData
,Stanislaus,PRIVATE,Modesto,TUOLUMNE CHRISTIAN DAY CARE,23.0,22.0,95.6521739130435,Y,ChildCareData
,Stanislaus,PRIVATE,Turlock,TURLOCK CHRISTIAN PRESCHOOL-NORTH CAMPUS,49.0,48.0,97.95918367346941,Y,ChildCareData
,Stanislaus,PRIVATE,Turlock,TURLOCK CHRISTIAN SCHOOL,139.0,113.0,81.294964028777,Y,ChildCareData
,Stanislaus,PRIVATE,Turlock,TURLOCK PARENT PARTICIPATION NURSERY SCHOOL,34.0,34.0,100.0,Y,ChildCareData
,Stanislaus,PRIVATE,Turlock,WAKEFIELD STATE PRESCHOOL,48.0,48.0,100.0,Y,ChildCareData
,Stanislaus,PUBLIC,Salida,BOER SCHOOL STATE PRESCHOOL CENTER,42.0,39.0,92.8571428571429,Y,ChildCareData
,Stanislaus,PUBLIC,Turlock,CA. STATE UNIV. STANISLAUS CHILD DEV. CENTER,57.0,55.0,96.4912280701754,Y,ChildCareData
,Stanislaus,PUBLIC,Ceres,CASWELL STATE PRESCHOOL,50.0,50.0,100.0,Y,ChildCareData
,Stanislaus,PUBLIC,Turlock,CORNERSTONE CHILD DEVELOPMENT CENTER,49.0,49.0,100.0,Y,ChildCareData
,Stanislaus,PUBLIC,Turlock,CROWELL STATE PRESCHOOL,82.0,77.0,93.9024390243902,Y,ChildCareData
,Stanislaus,PUBLIC,Patterson,DEL PUERTO CHILD DEVELOPMENT CENTER,36.0,35.0,97.2222222222222,Y,ChildCareData
,Stanislaus,PUBLIC,Patterson,DEL PUERTO STATE PRESCHOOL,42.0,41.0,97.61904761904758,Y,ChildCareData
,Stanislaus,PUBLIC,Denair,DENAIR ELEMENTARY STATE PRESCHOOL,48.0,44.0,91.6666666666667,Y,ChildCareData
,Stanislaus,PUBLIC,Ceres,DON PEDRO STATE PRESCHOOL,75.0,74.0,98.6666666666667,Y,ChildCareData
,Stanislaus,PUBLIC,Modesto,EARLY INTERVENTION STATE PRESCHOOL PROGRAM,22.0,22.0,100.0,Y,ChildCareData
,Stanislaus,PUBLIC,Modesto,EVERETT CHILD DEVELOPMENT CENTERS,91.0,90.0,98.9010989010989,Y,ChildCareData
,Stanislaus,PUBLIC,Modesto,FRANKLIN FAMILY LEARNING CENTER,20.0,20.0,100.0,Y,ChildCareData
,Stanislaus,PUBLIC,Westley,GRAYSON SCHOOL - STATE PRESCHOOL,19.0,17.0,89.4736842105263,Y,ChildCareData
,Stanislaus,PUBLIC,Hughson,HUGHSON ELEMENTARY SCHOOL,48.0,48.0,100.0,Y,ChildCareData
,Stanislaus,PUBLIC,Keyes,KEYES STATE PRESCHOOL,39.0,38.0,97.4358974358974,Y,ChildCareData
,Stanislaus,PUBLIC,Modesto,MARGARET L. ANNEAR HEAD START,96.0,93.0,96.875,Y,ChildCareData
,Stanislaus,PUBLIC,Modesto,MAYRIS BADDELL CHILD DEVELOPMENT CENTER,48.0,48.0,100.0,Y,ChildCareData
,Stanislaus,PUBLIC,Patterson,NORTHMEAD PRESCHOOL,49.0,46.0,93.8775510204082,Y,ChildCareData
,Stanislaus,PUBLIC,Modesto,ORVILLE WRIGHT HEAD START,44.0,43.0,97.7272727272727,Y,ChildCareData
,Stanislaus,PUBLIC,Patterson,PATTERSON PREKINDERGARTEN LITERACY PROGRAM,25.0,24.0,96.0,Y,ChildCareData
,Stanislaus,PUBLIC,Patterson,PATTERSON PRESCHOOL ACADEMY,21.0,20.0,95.23809523809521,Y,ChildCareData
,Stanislaus,PUBLIC,Modesto,PEARSON ELEMENTARY,44.0,43.0,97.7272727272727,Y,ChildCareData
,Stanislaus,PUBLIC,Modesto,SHACKELFORD FAMILY LEARNING CENTER,44.0,44.0,100.0,Y,ChildCareData
,Stanislaus,PUBLIC,Modesto,SONSHINE CHILDREN'S CENTER,39.0,37.0,94.8717948717949,Y,ChildCareData
,Stanislaus,PUBLIC,Patterson,WALNUT ACRES PRESCHOOL,44.0,44.0,100.0,Y,ChildCareData
,Stanislaus,PUBLIC,Ceres,WALTER WHITE STATE PRESCHOOL,100.0,100.0,100.0,Y,ChildCareData
