facility_num,county,is_public,city,facility_name,enrollment,n,pct,reported,vac_info_type
,Alameda,HEAD START,Alameda,ALAMEDA HEAD START - SUE MATHESON CENTER,45.0,43.0,95.55555555555559,Y,ChildCareData
,Alameda,HEAD START,Alameda,ALAMEDA HEAD START - WASHINGTON,28.0,28.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Alameda,ALAMEDA HEAD START- COLLEGE OF ALAMEDA HEAD START,27.0,24.0,88.88888888888891,Y,ChildCareData
,Alameda,HEAD START,Emeryville,BERKELEY YMCA HDSTART/ST PRESCH EMERYVILLE MARINA,46.0,45.0,97.8260869565217,Y,ChildCareData
,Alameda,HEAD START,Berkeley,BERKELEY YMCA HEAD START - OCEAN VIEW,42.0,40.0,95.23809523809521,Y,ChildCareData
,Alameda,HEAD START,Berkeley,BERKELEY YMCA HEAD START - WEST,64.0,64.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Berkeley,BERKELEY YMCA HEAD START SOUTH,72.0,71.0,98.61111111111107,Y,ChildCareData
,Alameda,HEAD START,Livermore,CAPE - BESS PLATT,75.0,75.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Dublin,CAPE - FREDRIKSEN,20.0,19.0,95.0,Y,ChildCareData
,Alameda,HEAD START,Pleasanton,CAPE - HILL 'N DALE PRESCHOOL,20.0,20.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Livermore,CAPE - JACKSON CENTER,26.0,26.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Livermore,CAPE - LEAHY CENTER,20.0,20.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Livermore,CAPE - WM. ORMAND III EARLY ED. CTR.,58.0,58.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Fremont,CFCS - GLANKER HEAD START,79.0,79.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Hayward,CFCS - MARKHAM HEAD START,19.0,19.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Newark,CFCS HEAD START - ASH STREET,40.0,40.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Hayward,CFCS HEAD START - GLASSBROOK,40.0,40.0,100.0,Y,ChildCareData
,Alameda,HEAD START,San Leandro,CFCS HEAD START - HILLSIDE,40.0,40.0,100.0,Y,ChildCareData
,Alameda,HEAD START,San Leandro,CFCS HEAD START - JEFFERSON,19.0,19.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Castro Valley,CFCS HEAD START - LAUREL,40.0,37.0,92.5,Y,ChildCareData
,Alameda,HEAD START,San Leandro,CFCS HEAD START - MADISON,40.0,40.0,100.0,Y,ChildCareData
,Alameda,HEAD START,San Leandro,CFCS HEAD START - SAN LEANDRO ADULT SCHOOL,40.0,40.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Hayward,CFCS HEAD START - SUNSET,20.0,20.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Newark,CFCS HEAD START - WHITEFORD,40.0,40.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Hayward,CFCS HEAD START CENTER - BIDWELL,40.0,40.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Hayward,CFCS PEIXOTO HEAD START CENTER,164.0,156.0,95.1219512195122,Y,ChildCareData
,Alameda,HEAD START,Union City,KIDANGO-DECOTO,108.0,106.0,98.14814814814821,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - 85TH AVENUE CENTER,50.0,50.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - ARROYO VIEJO PARK,34.0,33.0,97.0588235294118,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - BROOKFIELD,68.0,68.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - CITY TOWERS CENTER,58.0,57.0,98.2758620689655,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - EASTMONT MALL,133.0,127.0,95.4887218045113,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - FANNIE WALL,20.0,20.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - FRANK MAR,34.0,34.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - FRANKLIN CENTER,34.0,34.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - LION CREEK CROSSINGS,68.0,66.0,97.0588235294118,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - MANZANITA,34.0,33.0,97.0588235294118,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - NINETY SECOND AVENUE,102.0,102.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - SAN ANTONIO,68.0,63.0,92.64705882352942,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - SAN ANTONIO PARK,68.0,68.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - SUNGATE,68.0,68.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - TASSAFARONGA,34.0,33.0,97.0588235294118,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - VIRGINIA,68.0,66.0,97.0588235294118,Y,ChildCareData
,Alameda,HEAD START,Oakland,OAKLAND HEAD START - WEST GRAND AVE. CTR,40.0,39.0,97.5,Y,ChildCareData
,Alameda,HEAD START,Oakland,S.S.U.C. - DE COLORES HEADSTART & EARLY HEADSTART,219.0,219.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Oakland,S.S.U.C. - FOOTHILL SQUARE PARENT CHILD CENTER,13.0,12.0,92.30769230769228,Y,ChildCareData
,Alameda,HEAD START,Oakland,S.S.U.C. - FRUITVALE HEAD START,68.0,68.0,100.0,Y,ChildCareData
,Alameda,HEAD START,Oakland,S.S.U.C. - THURGOOD MARSHALL EARLY HEADSTART,22.0,20.0,90.9090909090909,Y,ChildCareData
,Alameda,HEAD START,Oakland,SUPPORTING FUTURE GROWTH #5,30.0,23.0,76.6666666666667,Y,ChildCareData
,Alameda,PRIVATE,Oakland,4 C'S OF ALAMEDA COUNTY - BRIGHT FUTURE EARLY LEARNING,26.0,22.0,84.6153846153846,Y,ChildCareData
,Alameda,PRIVATE,Alameda,A.U.S.D.- WOODSTOCK CHILD DEVELOPMENT CENTER,101.0,95.0,94.059405940594,Y,ChildCareData
,Alameda,PRIVATE,Castro Valley,"AAHL'S ABC PRESCHOOL AND DAYCARE, LLC",17.0,16.0,94.11764705882351,Y,ChildCareData
,Alameda,PRIVATE,Fremont,ABC MAGIC MOMENTS PRESCHOOL - IRVINGTON,47.0,47.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,"ABC MAGIC MOMENTS,INC. PRESCHOOL/CHILDCARE",28.0,28.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Alameda,ABC PRESCHOOL,32.0,31.0,96.875,Y,ChildCareData
,Alameda,PRIVATE,Oakland,ADVANCE DAY CARE CENTER,68.0,68.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Union City,ADVENTURE MONTESSORI ACADEMY AND SCHOOL,58.0,58.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Pleasanton,ADVENTURES IN LEARNING,66.0,64.0,96.969696969697,Y,ChildCareData
,Alameda,PRIVATE,Alameda,ALAMEDA HEAD START- TAYLOR HEAD START CENTER,27.0,27.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Albany,ALBANY PRESCHOOL,61.0,56.0,91.80327868852459,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,AMERICAN INTERNATIONAL MONTESSORI SCHOOL,63.0,63.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,APPLEGARDEN MONTESSORI SCHOOL,27.0,24.0,88.88888888888891,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,AQUATIC PARK SCHOOL,49.0,36.0,73.46938775510199,Y,ChildCareData
,Alameda,PRIVATE,Hayward,"ARC OF ALAMEDA CO. FIRST STEP CHILDRENS CTR., THE",22.0,20.0,90.9090909090909,Y,ChildCareData
,Alameda,PRIVATE,Livermore,ARK PRE-SCHOOL AND CHILD CARE,46.0,45.0,97.8260869565217,Y,ChildCareData
,Alameda,PRIVATE,Fremont,BAY AREA CHILD CARE - BRIER/GLANKLER,12.0,12.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Albany,BAY AREA KINDER STUBE,24.0,23.0,95.8333333333333,Y,ChildCareData
,Alameda,PRIVATE,Alameda,BAYSIDE MONTESSORI ASSOCIATION,35.0,34.0,97.1428571428571,Y,ChildCareData
,Alameda,PRIVATE,Oakland,BEACON DAY SCHOOL,32.0,30.0,93.75,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,BERKELEY HILLS NURSERY SCHOOL,37.0,35.0,94.5945945945946,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,BERKELEY ROSE SCHOOL,23.0,13.0,56.5217391304348,Y,ChildCareData
,Alameda,PRIVATE,Oakland,BERNICE & JOE PLAYSCHOOL,33.0,29.0,87.8787878787879,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,BETH EL NURSERY SCHOOL,59.0,58.0,98.30508474576271,Y,ChildCareData
,Alameda,PRIVATE,Pleasanton,BETH EMEK PRESCHOOL,49.0,48.0,97.95918367346941,Y,ChildCareData
,Alameda,PRIVATE,San Leandro,BETH SHOLOM PRESCHOOL,36.0,34.0,94.44444444444441,Y,ChildCareData
,Alameda,PRIVATE,Oakland,BETTY'S CHILDREN'S ACADEMY-PRESCHOOL & CHILD CARE,30.0,30.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,BLUESKIES FOR CHILDREN - ELLEN SHERWOOD NURS SCH,50.0,42.0,84.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,BLUESKIES FOR CHILDREN - HEDCO INFANT/TODDLER CTR,12.0,4.0,33.3333333333333,Y,ChildCareData
,Alameda,PRIVATE,Oakland,BOOTH MEMORIAL DAY CARE,39.0,27.0,69.23076923076921,Y,ChildCareData
,Alameda,PRIVATE,Fremont,BRIDGES COMMUNITY CHURCH - LITTLE LAMB MINISTRIES,124.0,120.0,96.77419354838707,Y,ChildCareData
,Alameda,PRIVATE,Alameda,BRIGHT HORIZONS AT GRANER LEARNING CENTER,79.0,77.0,97.46835443037969,Y,ChildCareData
,Alameda,PRIVATE,Dublin,BRIGHT HORIZONS CHILDRENS CENTER INC,59.0,59.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Albany,BRIGHT STAR MONTESSORI SCHOOL,14.0,10.0,71.4285714285714,Y,ChildCareData
,Alameda,PRIVATE,Castro Valley,BRIGHT WORLD PRESCHOOL,38.0,35.0,92.10526315789473,Y,ChildCareData
,Alameda,PRIVATE,Oakland,"BROADWAY CHILDREN'S SCHOOL OF OAKLAND, INC.",60.0,57.0,95.0,Y,ChildCareData
,Alameda,PRIVATE,San Leandro,BUBBLY TOTS LEARNING CENTER,45.0,40.0,88.88888888888891,Y,ChildCareData
,Alameda,PRIVATE,Pleasanton,BUSY BEES PRESCHOOL,47.0,47.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,San Lorenzo,CALVARY LUTHERAN PRESCHOOL,15.0,15.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Castro Valley,CAMELOT SCHOOL,73.0,61.0,83.56164383561641,Y,ChildCareData
,Alameda,PRIVATE,Pleasanton,CARDEN WEST SCHOOL,98.0,92.0,93.8775510204082,Y,ChildCareData
,Alameda,PRIVATE,Emeryville,CCLC - CLIF BASE CAMP CHILD CARE CENTER,23.0,19.0,82.6086956521739,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,CEDAR CREEK MONTESSORI SCHOOL,38.0,37.0,97.36842105263159,Y,ChildCareData
,Alameda,PRIVATE,Livermore,CELEBRATION LEARNING CENTER,30.0,26.0,86.6666666666667,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,CENTRO VIDA BILINGUAL CHILDCARE CENTER,54.0,52.0,96.29629629629628,Y,ChildCareData
,Alameda,PRIVATE,Hayward,CFCS - LORENZO MANOR HEAD START,40.0,40.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Union City,CFCS HEAD START - DECOTO PLAZA,40.0,40.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Newark,CHALLENGER SCHOOL,255.0,253.0,99.21568627450979,Y,ChildCareData
,Alameda,PRIVATE,Newark,CHALLENGER SCHOOL,168.0,168.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,CHATHAM SCHOOL,57.0,57.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,CHATHAM SCHOOL - REDWOOD CAMPUS,70.0,70.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Pleasanton,"CHILD DAY SCHOOL, LLC - PLEASANTON",51.0,50.0,98.0392156862745,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,CHILD EDUCATION CENTER,30.0,29.0,96.6666666666667,Y,ChildCareData
,Alameda,PRIVATE,Alameda,CHILD UNIQUE MONT. SCHOOL,34.0,31.0,91.1764705882353,Y,ChildCareData
,Alameda,PRIVATE,Alameda,"CHILD UNIQUE MONTESSORI SCHOOL, THE",18.0,16.0,88.88888888888891,Y,ChildCareData
,Alameda,PRIVATE,Hayward,CHILDRENS CHOICE EDUCARE,40.0,38.0,95.0,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,CHILDREN'S COMMUNITY CENTER,50.0,40.0,80.0,Y,ChildCareData
,Alameda,PRIVATE,San Leandro,CHILDRENS MONTESSORI ADVENTURE,30.0,29.0,96.6666666666667,Y,ChildCareData
,Alameda,PRIVATE,Fremont,"CHILD'S HIDEAWAY, A",37.0,36.0,97.2972972972973,Y,ChildCareData
,Alameda,PRIVATE,Fremont,"CHILD'S HIDEAWAY, A",22.0,22.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Livermore,CHRISTIAN WORLD CHILD CARE CENTER,44.0,44.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Union City,CITY OF UNION CITY - HOLLY CENTER,23.0,22.0,95.6521739130435,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,CLAREMONT DAY NURSERIES INC,59.0,55.0,93.22033898305081,Y,ChildCareData
,Alameda,PRIVATE,Oakland,COLOR ME CHILDREN,21.0,21.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,COLOR ME CHILDREN PRESCHOOL,16.0,16.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,CONGREGATION BETH ISRAEL-GAN SHALOM,25.0,14.0,56.0,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,CONGREGATION NETIVOT SHALOM,28.0,27.0,96.42857142857142,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,CORNERSTONE CHILDRENS CENTER,43.0,43.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Livermore,COTTAGE PRESCHOOL,56.0,56.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,DAISY CHILD DEVELOPMENT CENTER,61.0,57.0,93.4426229508197,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,"DANDELION NURSERY SCHOOL, INC",34.0,34.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,San Leandro,DAVIS STREET FAMILY RESOURCE CENTER - GARFIELD,20.0,16.0,80.0,Y,ChildCareData
,Alameda,PRIVATE,Newark,DIVERSITY CHILDREN'S CENTER,25.0,25.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,DUCK POND PRESCHOOL (THE) (LOWER SCH),26.0,23.0,88.46153846153852,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,DUCK'S NEST - BERKELEY,98.0,82.0,83.6734693877551,Y,ChildCareData
,Alameda,PRIVATE,Oakland,DUCK'S NEST - PIEDMONT,87.0,87.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,DUCK'S NEST ARTS AND SCIENCES,29.0,21.0,72.4137931034483,Y,ChildCareData
,Alameda,PRIVATE,Pleasanton,EARLY YEARS CHILDREN'S CENTER,140.0,140.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,"EAST BAY ACADEMY, INC.",107.0,107.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,ECOLE BILINGUE DE BERKELEY,77.0,75.0,97.40259740259741,Y,ChildCareData
,Alameda,PRIVATE,Hayward,EDEN YOUTH CENTER CHILD CARE CENTER,17.0,17.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Hayward,EIFFEL TOWER MONTESSORI PRESCHOOL & K,45.0,45.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,EMPIRE PRESCHOOL,54.0,54.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,EPHESIAN CHILDRENS CENTER,20.0,17.0,85.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,ESCUELA BILINGUE INTERNACIONAL,79.0,75.0,94.93670886075951,Y,ChildCareData
,Alameda,PRIVATE,Hayward,EYES ON YOU DAY CARE CENTER,25.0,23.0,92.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,FAMILY BRIDGES LAKE MERRITT CHILD CARE CENTER,56.0,55.0,98.2142857142857,Y,ChildCareData
,Alameda,PRIVATE,Castro Valley,FIRST BAPTIST PRESCHOOL - A KIDS KINGDOM,49.0,40.0,81.6326530612245,Y,ChildCareData
,Alameda,PRIVATE,Oakland,FIRST COVENANT TREEHOUSE PRESCHOOL,111.0,108.0,97.2972972972973,Y,ChildCareData
,Alameda,PRIVATE,Livermore,FOUNTAINHEAD MONTESSORI SCHOOL,43.0,41.0,95.34883720930227,Y,ChildCareData
,Alameda,PRIVATE,Dublin,FOUNTAINHEAD MONTESSORI SCHOOL,219.0,211.0,96.3470319634703,Y,ChildCareData
,Alameda,PRIVATE,Union City,FREE TO BE PRE-SCHOOL,24.0,24.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,FREMONT CHRISTIAN PRESCHOOL,130.0,130.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,FREMONT CONGREGATIONAL NURSERY SCHOOL,65.0,62.0,95.3846153846154,Y,ChildCareData
,Alameda,PRIVATE,Fremont,FREMONT PARENTS NURSERY SCHOOL,32.0,32.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Alameda,FUZZY CATERPILLAR,79.0,79.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,GAN AVRAHAM NURSERY SCHOOL,60.0,56.0,93.3333333333333,Y,ChildCareData
,Alameda,PRIVATE,Oakland,GAN MAH TOV PRESCHOOL,25.0,21.0,84.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,GAN SAMEACH NURSERY SCHOOL,28.0,26.0,92.8571428571429,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,GARDEN DAY MONTESSORI SCHOOL,24.0,21.0,87.5,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,GAY AUSTIN SCHOOL (THE),51.0,48.0,94.11764705882351,Y,ChildCareData
,Alameda,PRIVATE,Oakland,GIGGLES,29.0,28.0,96.551724137931,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,GLOBAL MONTESSORI INTERNATIONAL SCHOOL,38.0,37.0,97.36842105263159,Y,ChildCareData
,Alameda,PRIVATE,Oakland,GRACE CHILDREN'S ACADEMY,16.0,13.0,81.25,Y,ChildCareData
,Alameda,PRIVATE,Oakland,GRAND LAKE MONTESSORI,120.0,113.0,94.1666666666667,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,GRIFFIN NURSERY SCHOOL,36.0,30.0,83.3333333333333,Y,ChildCareData
,Alameda,PRIVATE,Oakland,GROWING LIGHT MONTESSORI SCHOOL OF OAKLAND,64.0,64.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Castro Valley,GROWING YEARS PRESCHOOL,69.0,69.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Pleasanton,HACIENDA CHILD DEVELOPMENT CENTER,90.0,90.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Castro Valley,HAPPINESS HILL PRESCHOOL AND DAY CARE,138.0,136.0,98.5507246376812,Y,ChildCareData
,Alameda,PRIVATE,Alameda,HAPPY LITTLE WORLD,12.0,12.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,HARVEST CHRISTIAN PRESCHOOL/DAYCARE,30.0,30.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,HEARTS LEAP ICRI PRESCHOOL,64.0,63.0,98.4375,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,HEARTS LEAP NORTH,42.0,36.0,85.71428571428571,Y,ChildCareData
,Alameda,PRIVATE,San Leandro,HEAVEN SENT,13.0,12.0,92.30769230769228,Y,ChildCareData
,Alameda,PRIVATE,Piedmont,HIGHLANDS PRE-SCHOOL,40.0,39.0,97.5,Y,ChildCareData
,Alameda,PRIVATE,Castro Valley,HIS GROWING GROVE,77.0,76.0,98.7012987012987,Y,ChildCareData
,Alameda,PRIVATE,Hayward,HIS KIDS CHILDREN'S CENTER,25.0,18.0,72.0,Y,ChildCareData
,Alameda,PRIVATE,Livermore,HOLY CROSS LUTHERAN NURSERY SCHOOL,120.0,114.0,95.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,HOLY SPIRIT PRESCHOOL,36.0,36.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,San Leandro,I.C.R.I. - EARLY CHILDHOOD CENTER,12.0,10.0,83.3333333333333,Y,ChildCareData
,Alameda,PRIVATE,Alameda,I.C.R.I. OF ALAMEDA CHILD CARE CENTER,22.0,22.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,ILE OMODE SCHOOL,16.0,14.0,87.5,Y,ChildCareData
,Alameda,PRIVATE,Berkeley,JEWISH COMMUNITY CTR OF THE EAST BAY-BERKELEY,66.0,60.0,90.9090909090909,Y,ChildCareData
,Alameda,PRIVATE,Dublin,JOHN KNOX CO-OP PRESCHOOL,67.0,65.0,97.01492537313429,Y,ChildCareData
,Alameda,PRIVATE,Dublin,JOY PRESCHOOL AND DAY CARE CENTER,26.0,26.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Hayward,"JOYFUL NOISE LEARNING CENTER, (A)",31.0,25.0,80.64516129032259,Y,ChildCareData
,Alameda,PRIVATE,Hayward,KIDANGO - AMADOR,53.0,51.0,96.2264150943396,Y,ChildCareData
,Alameda,PRIVATE,San Lorenzo,KIDANGO - BAY,34.0,33.0,97.0588235294118,Y,ChildCareData
,Alameda,PRIVATE,San Leandro,KIDANGO - CORVALIS,46.0,43.0,93.4782608695652,Y,ChildCareData
,Alameda,PRIVATE,San Leandro,KIDANGO - DAYTON,31.0,31.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,San Lorenzo,KIDANGO - DELRAY,44.0,44.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,KIDANGO - GRACE DRAPER NILES PRESCHOOL,20.0,18.0,90.0,Y,ChildCareData
,Alameda,PRIVATE,San Lorenzo,KIDANGO - GRANT,44.0,43.0,97.7272727272727,Y,ChildCareData
,Alameda,PRIVATE,San Leandro,KIDANGO - HESPERIAN,49.0,49.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,KIDANGO - OHLONE LAB CENTER,78.0,47.0,60.25641025641029,Y,ChildCareData
,Alameda,PRIVATE,Fremont,KIDANGO - RIX CENTER,229.0,220.0,96.0698689956332,Y,ChildCareData
,Alameda,PRIVATE,Newark,KIDANGO - RUSCHIN PRESCHOOL,141.0,138.0,97.8723404255319,Y,ChildCareData
,Alameda,PRIVATE,Union City,KIDANGO - SEARLES CHILD DEVELOPMENT CENTER,44.0,41.0,93.1818181818182,Y,ChildCareData
,Alameda,PRIVATE,Fremont,KIDANGO - SHARON JONES CENTER,26.0,23.0,88.46153846153852,Y,ChildCareData
,Alameda,PRIVATE,Hayward,KIDANGO - SUNSET,44.0,44.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,KIDANGO - WASHINGTON HOSPITAL CENTER,48.0,48.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Livermore,KIDANGO ALMOND,57.0,56.0,98.2456140350877,Y,ChildCareData
,Alameda,PRIVATE,Pleasanton,KIDANGO BERNAL,24.0,24.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Dublin,KIDANGO NIELSON,73.0,65.0,89.041095890411,Y,ChildCareData
,Alameda,PRIVATE,Union City,KIDANGO-CABELLO PART DAY,130.0,129.0,99.2307692307692,Y,ChildCareData
,Alameda,PRIVATE,Union City,KIDANGO-CABELLO PRESCHOOL DEV. CENTER,23.0,22.0,95.6521739130435,Y,ChildCareData
,Alameda,PRIVATE,Hayward,KIDANGO-COLONIAL ACRES,46.0,46.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,KIDANGO-DELAINE EASTIN CHILD DEV. CENTER,14.0,14.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Hayward,KIDANGO-GLEN BERRY CHILD DEVELOPMENT CENTER,30.0,30.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Union City,KIDANGO-GUY EMANUELE,43.0,42.0,97.67441860465121,Y,ChildCareData
,Alameda,PRIVATE,Hayward,KIDANGO-HILLVIEW CREST CHILD DEVELOPMENT CENTER,82.0,82.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Union City,KIDANGO-KITAYAMA CHILD DEVELOPMENT CENTER,45.0,45.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Livermore,KIDANGO-MARYLIN AVENUE,21.0,21.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Livermore,KIDANGO-OWLS LANDING CHILD DEVELOPMENT CENTER,20.0,20.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Livermore,KIDANGO-PEPPER TREE SCHOOL,36.0,31.0,86.11111111111109,Y,ChildCareData
,Alameda,PRIVATE,Alameda,KIDDIE KAMPUS COOPERATIVE PLAY SCHOOL,30.0,29.0,96.6666666666667,Y,ChildCareData
,Alameda,PRIVATE,Fremont,KIDDO LAND LEARNING CENTER,49.0,49.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Oakland,KIDS INTO SPEAKING SPANISH/ KISS PROGRAM,47.0,44.0,93.6170212765958,Y,ChildCareData
,Alameda,PRIVATE,Oakland,KIDS OF THE KINGDOM CHILD CENTER,16.0,16.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,KIMBER HILLS PRESCHOOL,127.0,126.0,99.21259842519692,Y,ChildCareData
,Alameda,PRIVATE,Pleasanton,KINDERCARE LEARNING CENTER,27.0,24.0,88.88888888888891,Y,ChildCareData
,Alameda,PRIVATE,Pleasanton,KINDERCARE LEARNING CENTER,85.0,58.0,68.2352941176471,Y,ChildCareData
,Alameda,PRIVATE,Fremont,KINDERCARE LEARNING CENTER 070335,24.0,24.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Alameda,"KINDERCARE LEARNING CENTER, #1335",35.0,35.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Fremont,"KINDERCARE LEARNING CENTER, #461",98.0,85.0,86.734693877551,Y,ChildCareData
,Alameda,PRIVATE,Dublin,"KINDERCARE LEARNING CENTER, INC.",82.0,77.0,93.9024390243902,Y,ChildCareData
,Alameda,PRIVATE,Fremont,"KINDERCARE LEARNING CENTER, INC.",86.0,86.0,100.0,Y,ChildCareData
,Alameda,PRIVATE,Livermore,KINDERKIRK NURSERY SCHOOL,47.0,45.0,95.7446808510638,Y,ChildCareData
